ENSACAP00000005122	ENSACAG00000005254	Anolis_carolinensis
ENSPVIP00000032481	ENSPVIG00000023781	Pogona_vitticeps
ENSNSUP00000018162	ENSNSUG00000013298	Notechis_scutatus
ENSSMRP00000030300	ENSSMRG00000023240	Salvator_merianae
ENSSPUP00000013203	ENSSPUG00000010175	Sphenodon_punctatus
ENSGAGP00000019432	ENSGAGG00000014304	Gopherus_agassizii
ENSCABP00000015968	ENSCABG00000011912	Chelonoidis_abingdonii
ENSCPBP00000041049	ENSCPBG00000028181	Chrysemys_picta_bellii
ENSPSIP00000007550	ENSPSIG00000006907	Pelodiscus_sinensis
ENSLCOP00000002602	ENSLCOG00000002012	Lepidothrix_coronata
ENSMVIP00005002968	ENSMVIG00005002327	Manacus_vitellinus
ENSTGUP00000009205	ENSTGUG00000008932	Taeniopygia_guttata
ENSJHYP00000005961	ENSJHYG00000004845	Junco_hyemalis
ENSLSDP00000020790	ENSLSDG00000014727	Lonchura_striata_domestica
ENSZALP00000004752	ENSZALG00000004439	Zonotrichia_albicollis
ENSSCAP00000000442	ENSSCAG00000000356	Serinus_canaria
ENSPMJP00000024933	ENSPMJG00000018307	Parus_major
ENSCCEP00000014749	ENSCCEG00000014056	Cyanistes_caeruleus
ENSFALP00000001374	ENSFALG00000001319	Ficedula_albicollis
ENSCPGP00000002147	ENSCPGG00000001608	Calidris_pygmaea
ENSCPUP00000003116	ENSCPUG00000002394	Calidris_pugnax
ENSMUNP00000014002	ENSMUNG00000010917	Melopsittacus_undulatus
ENSABRP00000018052	ENSABRG00000015557	Anser_brachyrhynchus
ENSAPLP00000017592	ENSAPLG00000004364	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000017495	ENSMGAG00000009114	Meleagris_gallopavo
ENSCJPP00005027849	ENSCJPG00005021530	Coturnix_japonica
ENSGALP00000057338	ENSGALG00000007673	Gallus_gallus
ENSNMEP00000012021	ENSNMEG00000011242	Numida_meleagris
ENSAHAP00000009935	ENSAHAG00000007194	Apteryx_haastii
ENSAOWP00000000250	ENSAOWG00000000187	Apteryx_owenii
