ENSCCNP00000000354	ENSCCNG00000000384	Castor_canadensis
ENSDORP00000005674	ENSDORG00000006062	Dipodomys_ordii
ENSCGRP00001019592	ENSCGRG00001018982	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013917	ENSCGRG00000010085	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015022085	ENSCGRG00015016823	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015380	ENSMAUG00000014863	Mesocricetus_auratus
ENSMOCP00000011581	ENSMOCG00000011836	Microtus_ochrogaster
ENSPEMP00000008386	ENSPEMG00000010041	Peromyscus_maniculatus_bairdii
ENSMSIP00000021768	ENSMSIG00000018477	Mus_spicilegus
MGP_SPRETEiJ_P0043438	MGP_SPRETEiJ_G0021634	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000055958	ENSMUSG00000046961	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0041560	MGP_CAROLIEiJ_G0020735	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028938	MGP_PahariEiJ_G0016435	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003773	ENSRNOG00000002797	Rattus_norvegicus
ENSNGAP00000007571	ENSNGAG00000010795	Nannospalax_galili
ENSJJAP00000003876	ENSJJAG00000007798	Jaculus_jaculus
ENSUPAP00010025313	ENSUPAG00010020021	Urocitellus_parryii
ENSSDAP00000011125	ENSSDAG00000010050	Spermophilus_dauricus
ENSSTOP00000016293	ENSSTOG00000026101	Ictidomys_tridecemlineatus
ENSMMMP00000011375	ENSMMMG00000010153	Marmota_marmota_marmota
ENSHGLP00000022732	ENSHGLG00000016214	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004618	ENSHGLG00100003486	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000016721	ENSFDAG00000005360	Fukomys_damarensis
ENSCLAP00000016736	ENSCLAG00000011487	Chinchilla_lanigera
ENSODEP00000005773	ENSODEG00000004344	Octodon_degus
ENSCPOP00000019815	ENSCPOG00000020772	Cavia_porcellus
ENSCAPP00000005133	ENSCAPG00000007517	Cavia_aperea
ENSOCUP00000005800	ENSOCUG00000006705	Oryctolagus_cuniculus
ENSOPRP00000009748	ENSOPRG00000010678	Ochotona_princeps
ENSTBEP00000010007	ENSTBEG00000011587	Tupaia_belangeri
ENSPPAP00000007624	ENSPPAG00000026940	Pan_paniscus	ENSPPAT00000030137
ENSPTRP00000026321	ENSPTRG00000015267	Pan_troglodytes	ENSPTRT00000028520
ENSP00000417261	ENSG00000175697	Homo_sapiens	ENST00000464295
ENSGGOP00000030150	ENSGGOG00000005597	Gorilla_gorilla
ENSPPYP00000015104	ENSPPYG00000013506	Pongo_abelii
ENSNLEP00000006166	ENSNLEG00000005093	Nomascus_leucogenys
ENSCATP00000025171	ENSCATG00000036077	Cercocebus_atys
ENSMLEP00000020592	ENSMLEG00000034519	Mandrillus_leucophaeus
ENSTGEP00000006294	ENSTGEG00000005156	Theropithecus_gelada
ENSPANP00000010461	ENSPANG00000001001	Papio_anubis
ENSMFAP00000045355	ENSMFAG00000000407	Macaca_fascicularis
ENSMNEP00000012154	ENSMNEG00000030384	Macaca_nemestrina
ENSMMUP00000002649	ENSMMUG00000001981	Macaca_mulatta
ENSCSAP00000003391	ENSCSAG00000007128	Chlorocebus_sabaeus
ENSRBIP00000008390	ENSRBIG00000028090	Rhinopithecus_bieti
ENSRROP00000038810	ENSRROG00000042771	Rhinopithecus_roxellana
ENSPTEP00000018784	ENSPTEG00000020191	Piliocolobus_tephrosceles
ENSCANP00000011687	ENSCANG00000029226	Colobus_angolensis_palliatus
ENSSBOP00000032465	ENSSBOG00000032413	Saimiri_boliviensis_boliviensis
ENSCJAP00000054430	ENSCJAG00000038418	Callithrix_jacchus
ENSCCAP00000032027	ENSCCAG00000034047	Cebus_capucinus_imitator
ENSANAP00000009773	ENSANAG00000022869	Aotus_nancymaae
ENSTSYP00000010337	ENSTSYG00000011238	Carlito_syrichta
ENSMICP00000051174	ENSMICG00000049051	Microcebus_murinus
ENSPCOP00000026767	ENSPCOG00000025801	Propithecus_coquereli
ENSPSMP00000001241	ENSPSMG00000000914	Prolemur_simus
ENSOGAP00000005391	ENSOGAG00000006028	Otolemur_garnettii
ENSUAMP00000004435	ENSUAMG00000004062	Ursus_americanus
ENSUMAP00000035150	ENSUMAG00000025262	Ursus_maritimus
ENSAMEP00000007336	ENSAMEG00000006958	Ailuropoda_melanoleuca
ENSMPUP00000008262	ENSMPUG00000008325	Mustela_putorius_furo
ENSNVIP00000015108	ENSNVIG00000011816	Neovison_vison
ENSCAFP00000016415	ENSCAFG00000011154	Canis_lupus_familiaris
ENSCAFP00020008075	ENSCAFG00020006519	Canis_lupus_dingo
ENSVVUP00000030524	ENSVVUG00000022267	Vulpes_vulpes
ENSPPRP00000009372	ENSPPRG00000003852	Panthera_pardus
ENSPTIP00000022006	ENSPTIG00000018960	Panthera_tigris_altaica
ENSFCAP00000009537	ENSFCAG00000010273	Felis_catus
ENSEASP00005018125	ENSEASG00005012520	Equus_asinus_asinus
ENSECAP00000022191	ENSECAG00000024669	Equus_caballus
ENSSSCP00000046908	ENSSSCG00000011888	Sus_scrofa_strain_reference
ENSVPAP00000003500	ENSVPAG00000003770	Vicugna_pacos
ENSBIXP00000018227	ENSBIXG00000022096	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005006852	ENSBIXG00005012249	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001918	ENSBTAG00000001464	Bos_taurus
ENSBMUP00000035651	ENSBMUG00000026485	Bos_mutus
ENSBBBP00000007615	ENSBBBG00000003904	Bison_bison_bison
ENSCHIP00000024118	ENSCHIG00000021430	Capra_hircus
ENSOARP00000021318	ENSOARG00000019854	Ovis_aries
ENSTTRP00000015788	ENSTTRG00000016653	Tursiops_truncatus
ENSMLUP00000008528	ENSMLUG00000009359	Myotis_lucifugus
ENSPVAP00000000839	ENSPVAG00000000886	Pteropus_vampyrus
ENSEEUP00000006538	ENSEEUG00000007157	Erinaceus_europaeus
ENSSARP00000003309	ENSSARG00000003633	Sorex_araneus
ENSDNOP00000031584	ENSDNOG00000036453	Dasypus_novemcinctus
ENSCHOP00000003862	ENSCHOG00000004355	Choloepus_hoffmanni
ENSLAFP00000011411	ENSLAFG00000013634	Loxodonta_africana
ENSETEP00000007645	ENSETEG00000009406	Echinops_telfairi
ENSPCAP00000014029	ENSPCAG00000015030	Procavia_capensis
ENSMODP00000022719	ENSMODG00000018221	Monodelphis_domestica
ENSSHAP00000010099	ENSSHAG00000008732	Sarcophilus_harrisii
ENSPCIP00000007272	ENSPCIG00000006168	Phascolarctos_cinereus
