ENSPKIP00000014940	ENSPKIG00000001730	Paramormyrops_kingsleyae
ENSSFOP00015025517	ENSSFOG00015016343	Scleropages_formosus
ENSLOCP00000002760	ENSLOCG00000002354	Lepisosteus_oculatus
ENSTNIP00000004244	ENSTNIG00000001869	Tetraodon_nigroviridis
ENSTRUP00000000705	ENSTRUG00000011979	Takifugu_rubripes
ENSTNIP00000018461	ENSTNIG00000015394	Tetraodon_nigroviridis
ENSHCOP00000020868	ENSHCOG00000007371	Hippocampus_comes
ENSORLP00020024662	ENSORLG00020006228	Oryzias_latipes_ASM223471v1
ENSORLP00000002883	ENSORLG00000002325	Oryzias_latipes_ASM223467v1
ENSORLP00015015053	ENSORLG00015000847	Oryzias_latipes_ASM223469v1
ENSOMEP00000015499	ENSOMEG00000017096	Oryzias_melastigma
ENSGWIP00000031365	ENSGWIG00000013211	Gouania_willdenowi
ENSMAMP00000020732	ENSMAMG00000013857	Mastacembelus_armatus
ENSMALP00000030598	ENSMALG00000021116	Monopterus_albus
ENSATEP00000030415	ENSATEG00000020957	Anabas_testudineus
ENSCSEP00000031024	ENSCSEG00000019856	Cynoglossus_semilaevis
ENSSLDP00000010072	ENSSLDG00000008036	Seriola_lalandi_dorsalis
ENSSDUP00000031869	ENSSDUG00000022890	Seriola_dumerili
ENSSLDP00000011573	ENSSLDG00000009130	Seriola_lalandi_dorsalis
ENSSMAP00000011066	ENSSMAG00000006778	Scophthalmus_maximus
ENSLCAP00010005581	ENSLCAG00010002180	Lates_calcarifer
ENSLCRP00005001959	ENSLCRG00005000916	Larimichthys_crocea
ENSMMOP00000016939	ENSMMOG00000012900	Mola_mola
ENSLBEP00000032693	ENSLBEG00000024587	Labrus_bergylta
ENSCGOP00000039335	ENSCGOG00000016630	Cottoperca_gobio
ENSAOCP00000019616	ENSAOCG00000003149	Amphiprion_ocellaris	ENSAOCT00000015163
ENSAPEP00000023923	ENSAPEG00000016960	Amphiprion_percula	ENSAPET00000024554
ENSAPOP00000003688	ENSAPOG00000005313	Acanthochromis_polyacanthus	ENSAPOT00000011324
ENSSPAP00000010088	ENSSPAG00000007607	Stegastes_partitus	ENSSPAT00000010266
ENSPRNP00000053005	ENSPRNG00000024444	Parambassis_ranga	ENSPRNT00000055931
ENSACLP00000015217	ENSACLG00000010321	Astatotilapia_calliptera	ENSACLT00000015572
ENSMZEP00005013509	ENSMZEG00005010116	Maylandia_zebra	ENSMZET00005013968
