ENSLACP00000017967	ENSLACG00000015830	Latimeria_chalumnae
ENSXETP00000016963	ENSXETG00000002886	Xenopus_tropicalis
ENSECRP00000009772	ENSECRG00000006549	Erpetoichthys_calabaricus
ENSCMIP00000009530	ENSCMIG00000005057	Callorhinchus_milii
ENSSFOP00015032651	ENSSFOG00015020873	Scleropages_formosus
ENSPKIP00000024186	ENSPKIG00000007526	Paramormyrops_kingsleyae
ENSIPUP00000032862	ENSIPUG00000022067	Ictalurus_punctatus
ENSEEEP00000041240	ENSEEEG00000019517	Electrophorus_electricus
ENSPNAP00000006857	ENSPNAG00000012831	Pygocentrus_nattereri
ENSAMXP00000026482	ENSAMXG00000025777	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000115156	ENSDARG00000039255	Danio_rerio
ENSDCDP00000010483	ENSDCDG00000005243	Denticeps_clupeoides
ENSHHUP00000088691	ENSHHUG00000051242	Hucho_hucho
ENSHHUP00000075682	ENSHHUG00000044324	Hucho_hucho
ENSELUP00000004115	ENSELUG00000005286	Esox_lucius
ENSCHAP00000052234	ENSCHAG00000023855	Clupea_harengus
ENSGACP00000014800	ENSGACG00000011193	Gasterosteus_aculeatus
ENSGMOP00000007000	ENSGMOG00000006592	Gadus_morhua
ENSHCOP00000006261	ENSHCOG00000008036	Hippocampus_comes
ENSPMGP00000024609	ENSPMGG00000019910	Periophthalmus_magnuspinnatus
ENSPLAP00000018760	ENSPLAG00000023467	Poecilia_latipinna
ENSPLAP00000031442	ENSPLAG00000023435	Poecilia_latipinna
ENSPFOP00000007317	ENSPFOG00000007400	Poecilia_formosa
ENSPMEP00000018480	ENSPMEG00000021427	Poecilia_mexicana
ENSPMEP00000018439	ENSPMEG00000021387	Poecilia_mexicana
ENSPREP00000031498	ENSPREG00000021333	Poecilia_reticulata
ENSXMAP00000036866	ENSXMAG00000012605	Xiphophorus_maculatus
ENSXCOP00000020572	ENSXCOG00000015411	Xiphophorus_couchianus
ENSGAFP00000029569	ENSGAFG00000019940	Gambusia_affinis
ENSCVAP00000009204	ENSCVAG00000011125	Cyprinodon_variegatus
ENSFHEP00000002802	ENSFHEG00000003613	Fundulus_heteroclitus
ENSTRUP00000022433	ENSTRUG00000008923	Takifugu_rubripes
ENSTNIP00000015418	ENSTNIG00000012448	Tetraodon_nigroviridis
ENSMMOP00000019760	ENSMMOG00000014999	Mola_mola
ENSAOCP00000004875	ENSAOCG00000008328	Amphiprion_ocellaris
ENSAPEP00000000474	ENSAPEG00000000370	Amphiprion_percula
ENSAPOP00000030471	ENSAPOG00000017059	Acanthochromis_polyacanthus
ENSSPAP00000026436	ENSSPAG00000019943	Stegastes_partitus
ENSPRNP00000042827	ENSPRNG00000020928	Parambassis_ranga
ENSBSLP00000043959	ENSBSLG00000020861	Betta_splendens
ENSSMAP00000031550	ENSSMAG00000019333	Scophthalmus_maximus
ENSSLDP00000022660	ENSSLDG00000017687	Seriola_lalandi_dorsalis
ENSSDUP00000005983	ENSSDUG00000004414	Seriola_dumerili
ENSLCAP00010054808	ENSLCAG00010025566	Lates_calcarifer
ENSATEP00000035530	ENSATEG00000024410	Anabas_testudineus
ENSMALP00000026396	ENSMALG00000018321	Monopterus_albus
ENSLCRP00005047704	ENSLCRG00005018072	Larimichthys_crocea
ENSLBEP00000015614	ENSLBEG00000012128	Labrus_bergylta
ENSCGOP00000034280	ENSCGOG00000015907	Cottoperca_gobio
ENSGWIP00000008133	ENSGWIG00000004787	Gouania_willdenowi
ENSCSEP00000027428	ENSCSEG00000017524	Cynoglossus_semilaevis
ENSMAMP00000007257	ENSMAMG00000004956	Mastacembelus_armatus
ENSEEEP00000041242	ENSEEEG00000019519	Electrophorus_electricus
ENSORLP00020025722	ENSORLG00020007841	Oryzias_latipes_ASM223471v1
ENSORLP00000024104	ENSORLG00000019357	Oryzias_latipes_ASM223467v1
ENSORLP00015022923	ENSORLG00015002594	Oryzias_latipes_ASM223469v1
ENSOMEP00000032379	ENSOMEG00000017784	Oryzias_melastigma
ENSKMAP00000003897	ENSKMAG00000002980	Kryptolebias_marmoratus
ENSACLP00000026912	ENSACLG00000018306	Astatotilapia_calliptera
ENSMZEP00005031369	ENSMZEG00005023382	Maylandia_zebra
ENSPNYP00000028523	ENSPNYG00000021481	Pundamilia_nyererei
ENSHBUP00000005689	ENSHBUG00000007101	Haplochromis_burtoni
ENSNBRP00000002750	ENSNBRG00000002210	Neolamprologus_brichardi
ENSONIP00000020881	ENSONIG00000016580	Oreochromis_niloticus
ENSACIP00000021831	ENSACIG00000016975	Amphilophus_citrinellus
ENSACLP00000026979	ENSACLG00000018342	Astatotilapia_calliptera
ENSAMXP00005021607	ENSAMXG00005011205	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLOCP00000003270	ENSLOCG00000002774	Lepisosteus_oculatus
ENSPCIP00000038449	ENSPCIG00000028288	Phascolarctos_cinereus	ENSPCIT00000047322
ENSVURP00010031711	ENSVURG00010024234	Vombatus_ursinus	ENSVURT00010036114
ENSMEUP00000007474	ENSMEUG00000008187	Notamacropus_eugenii	ENSMEUT00000008201
ENSSHAP00000008707	ENSSHAG00000007543	Sarcophilus_harrisii	ENSSHAT00000008779
ENSMODP00000000306	ENSMODG00000000252	Monodelphis_domestica	ENSMODT00000000310
ENSDORP00000009098	ENSDORG00000009680	Dipodomys_ordii
ENSSDAP00000026257	ENSSDAG00000023813	Spermophilus_dauricus
ENSMSIP00000001045	ENSMSIG00000001067	Mus_spicilegus
ENSCLAP00000006186	ENSCLAG00000004379	Chinchilla_lanigera
ENSCAPP00000008727	ENSCAPG00000010373	Cavia_aperea
ENSOCUP00000003243	ENSOCUG00000003743	Oryctolagus_cuniculus
ENSVVUP00000036805	ENSVVUG00000026347	Vulpes_vulpes
ENSUPAP00010014282	ENSUPAG00010011473	Urocitellus_parryii
ENSHGLP00100025464	ENSHGLG00100018678	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009249	ENSHGLG00000006637	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011267	ENSFDAG00000018849	Fukomys_damarensis
ENSCPOP00000007586	ENSCPOG00000008435	Cavia_porcellus
ENSODEP00000015520	ENSODEG00000011457	Octodon_degus
ENSPPAP00000013181	ENSPPAG00000029767	Pan_paniscus
ENSPTRP00000044105	ENSPTRG00000000091	Pan_troglodytes
ENSP00000366886	ENSG00000162413	Homo_sapiens
ENSGGOP00000006683	ENSGGOG00000006829	Gorilla_gorilla
ENSPPYP00000002247	ENSPPYG00000001937	Pongo_abelii
ENSNLEP00000010500	ENSNLEG00000008603	Nomascus_leucogenys
ENSRROP00000040486	ENSRROG00000043507	Rhinopithecus_roxellana
ENSRBIP00000036769	ENSRBIG00000041975	Rhinopithecus_bieti
ENSPTEP00000009115	ENSPTEG00000010342	Piliocolobus_tephrosceles
ENSCANP00000007885	ENSCANG00000025884	Colobus_angolensis_palliatus
ENSCATP00000037691	ENSCATG00000041552	Cercocebus_atys
ENSMLEP00000027077	ENSMLEG00000037747	Mandrillus_leucophaeus
ENSTGEP00000019826	ENSTGEG00000015961	Theropithecus_gelada
ENSPANP00000010899	ENSPANG00000024477	Papio_anubis
ENSMMUP00000040638	ENSMMUG00000042613	Macaca_mulatta
ENSMFAP00000026624	ENSMFAG00000044736	Macaca_fascicularis
ENSMNEP00000008378	ENSMNEG00000028697	Macaca_nemestrina
ENSCSAP00000017259	ENSCSAG00000000747	Chlorocebus_sabaeus
ENSCCAP00000011192	ENSCCAG00000023337	Cebus_capucinus_imitator
ENSSBOP00000018693	ENSSBOG00000025974	Saimiri_boliviensis_boliviensis
ENSCJAP00000066144	ENSCJAG00000047266	Callithrix_jacchus
ENSANAP00000033419	ENSANAG00000034378	Aotus_nancymaae
ENSTSYP00000028659	ENSTSYG00000034591	Carlito_syrichta
ENSMICP00000045290	ENSMICG00000045684	Microcebus_murinus
