ENSVURP00010006639	ENSVURG00010005146	Vombatus_ursinus
ENSPCIP00000003589	ENSPCIG00000002946	Phascolarctos_cinereus
ENSMEUP00000005227	ENSMEUG00000005737	Notamacropus_eugenii
ENSSHAP00000011596	ENSSHAG00000009964	Sarcophilus_harrisii
ENSMODP00000010137	ENSMODG00000008159	Monodelphis_domestica
ENSCPOP00000008647	ENSCPOG00000009634	Cavia_porcellus
ENSCLAP00000005718	ENSCLAG00000004053	Chinchilla_lanigera
ENSHGLP00100023957	ENSHGLG00100017598	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006915	ENSHGLG00000005049	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010020025	ENSUPAG00010015868	Urocitellus_parryii
ENSSTOP00000013289	ENSSTOG00000014844	Ictidomys_tridecemlineatus
ENSSDAP00000012026	ENSSDAG00000010855	Spermophilus_dauricus
ENSMMMP00000007220	ENSMMMG00000006459	Marmota_marmota_marmota
ENSCCNP00000021409	ENSCCNG00000021204	Castor_canadensis
ENSDORP00000007477	ENSDORG00000007971	Dipodomys_ordii
ENSOCUP00000003458	ENSOCUG00000003992	Oryctolagus_cuniculus
ENSTBEP00000001304	ENSTBEG00000001519	Tupaia_belangeri
ENSGGOP00000000086	ENSGGOG00000000087	Gorilla_gorilla
ENSP00000276616	ENSG00000147613	Homo_sapiens
ENSPTRP00000034882	ENSPTRG00000020392	Pan_troglodytes
ENSPPAP00000022179	ENSPPAG00000034293	Pan_paniscus
ENSPPYP00000020998	ENSPPYG00000018721	Pongo_abelii
ENSNLEP00000001739	ENSNLEG00000001477	Nomascus_leucogenys
ENSCATP00000024282	ENSCATG00000035667	Cercocebus_atys
ENSTGEP00000031532	ENSTGEG00000025224	Theropithecus_gelada
ENSPANP00000005013	ENSPANG00000008746	Papio_anubis
ENSMLEP00000020382	ENSMLEG00000034406	Mandrillus_leucophaeus
ENSMNEP00000037244	ENSMNEG00000041703	Macaca_nemestrina
ENSMMUP00000067625	ENSMMUG00000053642	Macaca_mulatta
ENSMFAP00000028073	ENSMFAG00000045416	Macaca_fascicularis
ENSCSAP00000009296	ENSCSAG00000013122	Chlorocebus_sabaeus
ENSRROP00000028230	ENSRROG00000037904	Rhinopithecus_roxellana
ENSRBIP00000034747	ENSRBIG00000041048	Rhinopithecus_bieti
ENSPTEP00000036635	ENSPTEG00000034396	Piliocolobus_tephrosceles
ENSCANP00000012111	ENSCANG00000029443	Colobus_angolensis_palliatus
ENSCCAP00000003923	ENSCCAG00000019173	Cebus_capucinus_imitator
ENSSBOP00000012574	ENSSBOG00000023087	Saimiri_boliviensis_boliviensis
ENSCJAP00000000579	ENSCJAG00000000346	Callithrix_jacchus
ENSANAP00000017976	ENSANAG00000026854	Aotus_nancymaae
ENSTSYP00000005057	ENSTSYG00000005532	Carlito_syrichta
ENSPCOP00000019447	ENSPCOG00000021670	Propithecus_coquereli
ENSPSMP00000010439	ENSPSMG00000007561	Prolemur_simus
ENSMICP00000014032	ENSMICG00000015406	Microcebus_murinus
ENSOGAP00000017500	ENSOGAG00000014551	Otolemur_garnettii
ENSUAMP00000005698	ENSUAMG00000005051	Ursus_americanus
ENSUMAP00000020677	ENSUMAG00000015156	Ursus_maritimus
ENSAMEP00000002736	ENSAMEG00000002613	Ailuropoda_melanoleuca
ENSNVIP00000020729	ENSNVIG00000016250	Neovison_vison
ENSMPUP00000010704	ENSMPUG00000010792	Mustela_putorius_furo
ENSCAFP00000012821	ENSCAFG00000008727	Canis_lupus_familiaris
ENSCAFP00020025710	ENSCAFG00020020228	Canis_lupus_dingo
ENSVVUP00000002013	ENSVVUG00000001640	Vulpes_vulpes
ENSPTIP00000009968	ENSPTIG00000010882	Panthera_tigris_altaica
ENSPPRP00000014873	ENSPPRG00000007617	Panthera_pardus
ENSFCAP00000021927	ENSFCAG00000024665	Felis_catus
ENSEASP00005027478	ENSEASG00005018706	Equus_asinus_asinus
ENSECAP00000013650	ENSECAG00000016057	Equus_caballus
ENSEEUP00000012724	ENSEEUG00000013940	Erinaceus_europaeus
ENSSARP00000002667	ENSSARG00000002972	Sorex_araneus
ENSTTRP00000007463	ENSTTRG00000007889	Tursiops_truncatus
ENSOARP00000013806	ENSOARG00000012892	Ovis_aries
ENSVPAP00000004479	ENSVPAG00000004830	Vicugna_pacos
ENSCHOP00000011813	ENSCHOG00000013343	Choloepus_hoffmanni
ENSDNOP00000008898	ENSDNOG00000011495	Dasypus_novemcinctus
ENSLAFP00000007357	ENSLAFG00000008762	Loxodonta_africana
ENSPCAP00000010002	ENSPCAG00000010774	Procavia_capensis
ENSETEP00000005630	ENSETEG00000006943	Echinops_telfairi
ENSOANP00000003231	ENSOANG00000002037	Ornithorhynchus_anatinus
ENSIPUP00000015603	ENSIPUG00000010558	Ictalurus_punctatus
R06A10.4.1	WBGene00019911	Caenorhabditis_elegans_strain_N2
