ENSLSDP00000012314	ENSLSDG00000008992	Lonchura_striata_domestica
ENSTGUP00000000420	ENSTGUG00000000401	Taeniopygia_guttata
ENSSCAP00000019074	ENSSCAG00000013666	Serinus_canaria
ENSZALP00000000470	ENSZALG00000000552	Zonotrichia_albicollis
ENSFALP00000005020	ENSFALG00000004790	Ficedula_albicollis
ENSPMJP00000003153	ENSPMJG00000002780	Parus_major
ENSCCEP00000009720	ENSCCEG00000009786	Cyanistes_caeruleus
ENSMVIP00005028683	ENSMVIG00005019953	Manacus_vitellinus
ENSLCOP00000004075	ENSLCOG00000002986	Lepidothrix_coronata
ENSCPGP00000014222	ENSCPGG00000010069	Calidris_pygmaea
ENSCPUP00000008372	ENSCPUG00000006035	Calidris_pugnax
ENSMUNP00000015465	ENSMUNG00000011933	Melopsittacus_undulatus
ENSABRP00000001328	ENSABRG00000001377	Anser_brachyrhynchus
ENSAPLP00000005599	ENSAPLG00000005976	Anas_platyrhynchos_platyrhynchos
ENSGALP00000074232	ENSGALG00000013493	Gallus_gallus
ENSCJPP00005011116	ENSCJPG00005009580	Coturnix_japonica
ENSMGAP00000006677	ENSMGAG00000006652	Meleagris_gallopavo
ENSNMEP00000000368	ENSNMEG00000000507	Numida_meleagris
ENSNPEP00000001882	ENSNPEG00000001456	Nothoprocta_perdicaria
ENSNPEP00000001885	ENSNPEG00000001463	Nothoprocta_perdicaria
ENSARWP00000018878	ENSARWG00000012980	Apteryx_rowi
ENSAHAP00000001448	ENSAHAG00000000689	Apteryx_haastii
ENSAOWP00000010942	ENSAOWG00000007396	Apteryx_owenii
ENSDNVP00000014684	ENSDNVG00000010335	Dromaius_novaehollandiae
ENSCPRP00005014853	ENSCPRG00005010430	Crocodylus_porosus
ENSGAGP00000014829	ENSGAGG00000011231	Gopherus_agassizii
ENSCABP00000004217	ENSCABG00000003185	Chelonoidis_abingdonii
ENSCPBP00000028822	ENSCPBG00000020329	Chrysemys_picta_bellii
ENSPSIP00000007393	ENSPSIG00000006650	Pelodiscus_sinensis
ENSPVIP00000029868	ENSPVIG00000021998	Pogona_vitticeps
ENSACAP00000001270	ENSACAG00000001052	Anolis_carolinensis
ENSNSUP00000019049	ENSNSUG00000013817	Notechis_scutatus
ENSSMRP00000024940	ENSSMRG00000019280	Salvator_merianae
ENSSPUP00000015877	ENSSPUG00000012266	Sphenodon_punctatus
ENSVURP00010008815	ENSVURG00010006835	Vombatus_ursinus
ENSPCIP00000048539	ENSPCIG00000037332	Phascolarctos_cinereus
ENSSHAP00000001771	ENSSHAG00000001579	Sarcophilus_harrisii
ENSMODP00000057009	ENSMODG00000019222	Monodelphis_domestica
MGP_SPRETEiJ_P0036017	MGP_SPRETEiJ_G0019407	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008394	ENSMSIG00000007451	Mus_spicilegus
ENSMUSP00000021920	ENSMUSG00000021468	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0034383	MGP_CAROLIEiJ_G0018527	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040991	MGP_PahariEiJ_G0019593	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014546	ENSRNOG00000010882	Rattus_norvegicus
ENSMUGP00000028721	ENSMUGG00000023766	Meriones_unguiculatus
ENSMOCP00000017343	ENSMOCG00000015960	Microtus_ochrogaster
ENSPEMP00000006708	ENSPEMG00000008860	Peromyscus_maniculatus_bairdii
ENSCGRP00015025332	ENSCGRG00015019207	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000024422	ENSCGRG00000017700	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000951	ENSCGRG00001000731	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000014862	ENSMAUG00000014497	Mesocricetus_auratus
ENSNGAP00000017181	ENSNGAG00000017674	Nannospalax_galili
ENSJJAP00000000023	ENSJJAG00000000044	Jaculus_jaculus
ENSDORP00000002182	ENSDORG00000002325	Dipodomys_ordii
ENSCLAP00000002219	ENSCLAG00000001603	Chinchilla_lanigera
ENSODEP00000001679	ENSODEG00000001326	Octodon_degus
ENSCPOP00000013616	ENSCPOG00000015106	Cavia_porcellus
ENSCAPP00000005343	ENSCAPG00000007703	Cavia_aperea
ENSHGLP00100001753	ENSHGLG00100001366	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003919	ENSHGLG00000002889	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000019373	ENSHGLG00000013878	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009473	ENSHGLG00100007023	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019669	ENSFDAG00000009024	Fukomys_damarensis
ENSMMMP00000025013	ENSMMMG00000021916	Marmota_marmota_marmota
ENSMMMP00000025016	ENSMMMG00000021923	Marmota_marmota_marmota
ENSSDAP00000008066	ENSSDAG00000007368	Spermophilus_dauricus
ENSUPAP00010007493	ENSUPAG00010006028	Urocitellus_parryii
ENSSTOP00000011207	ENSSTOG00000012500	Ictidomys_tridecemlineatus
ENSOPRP00000002017	ENSOPRG00000002175	Ochotona_princeps
ENSOCUP00000030336	ENSOCUG00000008078	Oryctolagus_cuniculus
ENSTBEP00000008542	ENSTBEG00000009841	Tupaia_belangeri
ENSMICP00000004013	ENSMICG00000004405	Microcebus_murinus
ENSPCOP00000013940	ENSPCOG00000018626	Propithecus_coquereli
ENSPSMP00000036878	ENSPSMG00000025367	Prolemur_simus
ENSOGAP00000012990	ENSOGAG00000014493	Otolemur_garnettii
ENSTSYP00000013430	ENSTSYG00000014637	Carlito_syrichta
