ENSPVIP00000003077	ENSPVIG00000002519	Pogona_vitticeps
ENSACAP00000014784	ENSACAG00000015041	Anolis_carolinensis
ENSNSUP00000015337	ENSNSUG00000011292	Notechis_scutatus
ENSSMRP00000013412	ENSSMRG00000010437	Salvator_merianae
ENSSPUP00000023645	ENSSPUG00000018130	Sphenodon_punctatus
ENSPMJP00000012440	ENSPMJG00000009561	Parus_major
ENSCCEP00000027640	ENSCCEG00000024120	Cyanistes_caeruleus
ENSFALP00000001353	ENSFALG00000001301	Ficedula_albicollis
ENSTGUP00000003645	ENSTGUG00000003535	Taeniopygia_guttata
ENSTGUP00000003647	ENSTGUG00000003550	Taeniopygia_guttata
ENSLSDP00000000374	ENSLSDG00000000317	Lonchura_striata_domestica
ENSSCAP00000008573	ENSSCAG00000006535	Serinus_canaria
ENSLCOP00000009401	ENSLCOG00000006852	Lepidothrix_coronata
ENSMVIP00005005837	ENSMVIG00005004455	Manacus_vitellinus
ENSJHYP00000015470	ENSJHYG00000011882	Junco_hyemalis
ENSZALP00000001063	ENSZALG00000001306	Zonotrichia_albicollis
ENSMUNP00000020159	ENSMUNG00000015366	Melopsittacus_undulatus
ENSCPGP00000007540	ENSCPGG00000005385	Calidris_pygmaea
ENSCPUP00000016633	ENSCPUG00000011489	Calidris_pugnax
ENSMGAP00000003320	ENSMGAG00000003587	Meleagris_gallopavo
ENSCJPP00005025386	ENSCJPG00005019932	Coturnix_japonica
ENSGALP00000057376	ENSGALG00000005074	Gallus_gallus
ENSNMEP00000006488	ENSNMEG00000006668	Numida_meleagris
ENSABRP00000000519	ENSABRG00000000591	Anser_brachyrhynchus
ENSAPLP00000001437	ENSAPLG00000001915	Anas_platyrhynchos_platyrhynchos
ENSARWP00000027452	ENSARWG00000018546	Apteryx_rowi
ENSAHAP00000026557	ENSAHAG00000018481	Apteryx_haastii
ENSAOWP00000015965	ENSAOWG00000010874	Apteryx_owenii
ENSDNVP00000027494	ENSDNVG00000019100	Dromaius_novaehollandiae
ENSNPEP00000003346	ENSNPEG00000002515	Nothoprocta_perdicaria
ENSCPRP00005000053	ENSCPRG00005000074	Crocodylus_porosus
ENSGAGP00000016940	ENSGAGG00000012650	Gopherus_agassizii
ENSCABP00000001458	ENSCABG00000001094	Chelonoidis_abingdonii
ENSCPBP00000036332	ENSCPBG00000025239	Chrysemys_picta_bellii
ENSPSIP00000008071	ENSPSIG00000007416	Pelodiscus_sinensis
ENSPCIP00000036124	ENSPCIG00000026652	Phascolarctos_cinereus
ENSVURP00010020918	ENSVURG00010016003	Vombatus_ursinus
ENSMEUP00000008832	ENSMEUG00000009690	Notamacropus_eugenii
ENSSHAP00000021884	ENSSHAG00000018524	Sarcophilus_harrisii
ENSMODP00000007050	ENSMODG00000005688	Monodelphis_domestica
ENSMLUP00000012340	ENSMLUG00000013558	Myotis_lucifugus
ENSEEUP00000007469	ENSEEUG00000008214	Erinaceus_europaeus
ENSCCAP00000026404	ENSCCAG00000030993	Cebus_capucinus_imitator
ENSSBOP00000029874	ENSSBOG00000031222	Saimiri_boliviensis_boliviensis
ENSCJAP00000037039	ENSCJAG00000019920	Callithrix_jacchus
ENSANAP00000041015	ENSANAG00000037837	Aotus_nancymaae
ENSPPAP00000037950	ENSPPAG00000041705	Pan_paniscus
ENSPTRP00000048892	ENSPTRG00000029085	Pan_troglodytes
ENSP00000362187	ENSG00000167106	Homo_sapiens
ENSGGOP00000014335	ENSGGOG00000014692	Gorilla_gorilla
ENSPPYP00000022009	ENSPPYG00000019639	Pongo_abelii
ENSNLEP00000021261	ENSNLEG00000017517	Nomascus_leucogenys
ENSRBIP00000000440	ENSRBIG00000002286	Rhinopithecus_bieti
ENSRROP00000026117	ENSRROG00000036785	Rhinopithecus_roxellana
ENSCANP00000040260	ENSCANG00000043811	Colobus_angolensis_palliatus
ENSPTEP00000013730	ENSPTEG00000015350	Piliocolobus_tephrosceles
ENSMLEP00000038773	ENSMLEG00000043441	Mandrillus_leucophaeus
ENSCATP00000032872	ENSCATG00000039459	Cercocebus_atys
ENSPANP00000019364	ENSPANG00000024837	Papio_anubis
ENSTGEP00000026266	ENSTGEG00000021168	Theropithecus_gelada
ENSCSAP00000010125	ENSCSAG00000013980	Chlorocebus_sabaeus
ENSMFAP00000021266	ENSMFAG00000035552	Macaca_fascicularis
ENSMNEP00000025753	ENSMNEG00000036342	Macaca_nemestrina
ENSMMUP00000080149	ENSMMUG00000014375	Macaca_mulatta
ENSTSYP00000031652	ENSTSYG00000026445	Carlito_syrichta
ENSMICP00000030996	ENSMICG00000012755	Microcebus_murinus
ENSPSMP00000011124	ENSPSMG00000008044	Prolemur_simus
ENSPCOP00000023933	ENSPCOG00000024116	Propithecus_coquereli
ENSOGAP00000020380	ENSOGAG00000027186	Otolemur_garnettii
ENSLAFP00000010091	ENSLAFG00000012074	Loxodonta_africana
ENSPCAP00000001581	ENSPCAG00000001676	Procavia_capensis
ENSOCUP00000025073	ENSOCUG00000024612	Oryctolagus_cuniculus
ENSOPRP00000014951	ENSOPRG00000016371	Ochotona_princeps
ENSSSCP00000070303	ENSSSCG00000005631	Sus_scrofa_strain_reference
ENSETEP00000012660	ENSETEG00000015613	Echinops_telfairi
ENSCHOP00000007160	ENSCHOG00000008095	Choloepus_hoffmanni
ENSDNOP00000021141	ENSDNOG00000047322	Dasypus_novemcinctus
ENSECAP00000005471	ENSECAG00000007164	Equus_caballus
ENSEASP00005030014	ENSEASG00005020409	Equus_asinus_asinus
ENSUMAP00000031482	ENSUMAG00000022736	Ursus_maritimus
ENSAMEP00000016042	ENSAMEG00000015204	Ailuropoda_melanoleuca
ENSNVIP00000013679	ENSNVIG00000010779	Neovison_vison
ENSMPUP00000013415	ENSMPUG00000013517	Mustela_putorius_furo
ENSCAFP00000029782	ENSCAFG00000020094	Canis_lupus_familiaris
ENSCAFP00020019903	ENSCAFG00020015803	Canis_lupus_dingo
ENSVVUP00000018138	ENSVVUG00000013364	Vulpes_vulpes
ENSPPRP00000011397	ENSPPRG00000005255	Panthera_pardus
ENSPTIP00000005282	ENSPTIG00000007557	Panthera_tigris_altaica
ENSFCAP00000001387	ENSFCAG00000001493	Felis_catus
ENSPVAP00000000919	ENSPVAG00000000969	Pteropus_vampyrus
ENSBIXP00000015848	ENSBIXG00000020216	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005011089	ENSBIXG00005015589	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000032683	ENSBTAG00000023851	Bos_taurus
ENSBMUP00000025687	ENSBMUG00000019254	Bos_mutus
ENSBBBP00000025748	ENSBBBG00000021144	Bison_bison_bison
ENSCHIP00000033449	ENSCHIG00000027017	Capra_hircus
ENSOARP00000011871	ENSOARG00000011071	Ovis_aries
ENSTTRP00000015615	ENSTTRG00000016472	Tursiops_truncatus
ENSOARP00000003006	ENSOARG00000002832	Ovis_aries
ENSUAMP00000020836	ENSUAMG00000016386	Ursus_americanus
ENSTBEP00000000120	ENSTBEG00000000144	Tupaia_belangeri
ENSCLAP00000013118	ENSCLAG00000009056	Chinchilla_lanigera
ENSODEP00000004805	ENSODEG00000003648	Octodon_degus
ENSCPOP00000032002	ENSCPOG00000031772	Cavia_porcellus
ENSCAPP00000014615	ENSCAPG00000014940	Cavia_aperea
ENSHGLP00000025282	ENSHGLG00000018015	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025220	ENSHGLG00100018501	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009814	ENSFDAG00000017724	Fukomys_damarensis
ENSUPAP00010018375	ENSUPAG00010014600	Urocitellus_parryii
ENSSDAP00000026550	ENSSDAG00000024063	Spermophilus_dauricus
ENSSTOP00000002689	ENSSTOG00000003009	Ictidomys_tridecemlineatus
ENSMMMP00000019349	ENSMMMG00000017094	Marmota_marmota_marmota
ENSDORP00000012539	ENSDORG00000013337	Dipodomys_ordii
ENSCCNP00000028468	ENSCCNG00000027414	Castor_canadensis
ENSMUSP00000044731	ENSMUSG00000039157	Mus_musculus_strain_reference_(CL57BL6)
