ENSDARP00000049468	ENSDARG00000010252	Danio_rerio
ENSXCOP00000004680	ENSXCOG00000003692	Xiphophorus_couchianus
ENSCHAP00000008924	ENSCHAG00000005003	Clupea_harengus	ENSCHAT00000010040
ENSAMXP00000014876	ENSAMXG00000014455	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000014876
ENSXMAP00000031689	ENSXMAG00000006506	Xiphophorus_maculatus
ENSOMEP00000017393	ENSOMEG00000019097	Oryzias_melastigma
ENSHCOP00000007172	ENSHCOG00000009416	Hippocampus_comes
ENSFHEP00000013483	ENSFHEG00000015066	Fundulus_heteroclitus
ENSNBRP00000004371	ENSNBRG00000003213	Neolamprologus_brichardi
ENSMZEP00005023217	ENSMZEG00005017385	Maylandia_zebra
ENSTNIP00000012963	ENSTNIG00000010067	Tetraodon_nigroviridis
ENSHHUP00000084196	ENSHHUG00000048409	Hucho_hucho
ENSSMAP00000034649	ENSSMAG00000021187	Scophthalmus_maximus
ENSTRUP00000056975	ENSTRUG00000008949	Takifugu_rubripes
ENSIPUP00000025969	ENSIPUG00000017574	Ictalurus_punctatus
ENSSLDP00000032830	ENSSLDG00000025156	Seriola_lalandi_dorsalis
ENSATEP00000020998	ENSATEG00000014564	Anabas_testudineus
ENSAMXP00005050542	ENSAMXG00005022925	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACIP00000013471	ENSACIG00000010431	Amphilophus_citrinellus
ENSPNYP00000025375	ENSPNYG00000018966	Pundamilia_nyererei
ENSPLAP00000018854	ENSPLAG00000023713	Poecilia_latipinna
ENSLBEP00000003297	ENSLBEG00000002520	Labrus_bergylta
ENSCVAP00000000159	ENSCVAG00000001040	Cyprinodon_variegatus
ENSECRP00000032314	ENSECRG00000017102	Erpetoichthys_calabaricus
ENSPKIP00000025302	ENSPKIG00000008198	Paramormyrops_kingsleyae
ENSGMOP00000011332	ENSGMOG00000010571	Gadus_morhua
ENSORLP00015014207	ENSORLG00015015130	Oryzias_latipes_ASM223469v1
ENSEEEP00000036426	ENSEEEG00000016922	Electrophorus_electricus
ENSHBUP00000013886	ENSHBUG00000015700	Haplochromis_burtoni
ENSAPEP00000006096	ENSAPEG00000004334	Amphiprion_percula
ENSSDUP00000010911	ENSSDUG00000007973	Seriola_dumerili
ENSLOCP00000003220	ENSLOCG00000002715	Lepisosteus_oculatus
ENSMAMP00000005243	ENSMAMG00000003476	Mastacembelus_armatus
ENSMMOP00000010808	ENSMMOG00000008326	Mola_mola
ENSSFOP00015031423	ENSSFOG00015020130	Scleropages_formosus
ENSGACP00000011446	ENSGACG00000008647	Gasterosteus_aculeatus
ENSELUP00000043040	ENSELUG00000024624	Esox_lucius
ENSORLP00000008273	ENSORLG00000006586	Oryzias_latipes_ASM223467v1
ENSCSEP00000028843	ENSCSEG00000018459	Cynoglossus_semilaevis
ENSONIP00000015873	ENSONIG00000012612	Oreochromis_niloticus
ENSDCDP00000040048	ENSDCDG00000025999	Denticeps_clupeoides	ENSDCDT00000050943
ENSPMGP00000023720	ENSPMGG00000019181	Periophthalmus_magnuspinnatus
ENSMALP00000019010	ENSMALG00000013148	Monopterus_albus
ENSGAFP00000021177	ENSGAFG00000014280	Gambusia_affinis
ENSAOCP00000022617	ENSAOCG00000008232	Amphiprion_ocellaris
ENSKMAP00000008803	ENSKMAG00000006569	Kryptolebias_marmoratus
ENSCGOP00000029831	ENSCGOG00000011918	Cottoperca_gobio
ENSPNAP00000035374	ENSPNAG00000025396	Pygocentrus_nattereri
ENSLCAP00010013377	ENSLCAG00010005940	Lates_calcarifer
ENSPFOP00000023569	ENSPFOG00000024304	Poecilia_formosa
ENSSPAP00000005242	ENSSPAG00000004024	Stegastes_partitus
ENSPREP00000012383	ENSPREG00000008384	Poecilia_reticulata
ENSACLP00000036660	ENSACLG00000024815	Astatotilapia_calliptera
ENSLCRP00005050220	ENSLCRG00005018183	Larimichthys_crocea
ENSPRNP00000012121	ENSPRNG00000001371	Parambassis_ranga
ENSPMEP00000033047	ENSPMEG00000021322	Poecilia_mexicana
ENSAPOP00000029154	ENSAPOG00000014943	Acanthochromis_polyacanthus
ENSORLP00020033601	ENSORLG00020019692	Oryzias_latipes_ASM223471v1
ENSGWIP00000004017	ENSGWIG00000002146	Gouania_willdenowi
