ENSACAP00000003096	ENSACAG00000003190	Anolis_carolinensis
ENSPVIP00000028762	ENSPVIG00000021263	Pogona_vitticeps
ENSSMRP00000016838	ENSSMRG00000013127	Salvator_merianae
ENSSPUP00000006898	ENSSPUG00000005315	Sphenodon_punctatus
ENSGAGP00000020456	ENSGAGG00000015067	Gopherus_agassizii
ENSCABP00000001486	ENSCABG00000001207	Chelonoidis_abingdonii
ENSCPBP00000029035	ENSCPBG00000020480	Chrysemys_picta_bellii
ENSPSIP00000012931	ENSPSIG00000011613	Pelodiscus_sinensis
ENSARWP00000012994	ENSARWG00000009002	Apteryx_rowi
ENSAOWP00000013653	ENSAOWG00000009316	Apteryx_owenii
ENSAHAP00000004629	ENSAHAG00000003617	Apteryx_haastii
ENSDNVP00000007281	ENSDNVG00000005187	Dromaius_novaehollandiae
ENSNPEP00000013368	ENSNPEG00000009996	Nothoprocta_perdicaria
ENSJHYP00000014731	ENSJHYG00000011394	Junco_hyemalis
ENSZALP00000014028	ENSZALG00000011651	Zonotrichia_albicollis
ENSSCAP00000008567	ENSSCAG00000006526	Serinus_canaria
ENSLSDP00000000376	ENSLSDG00000000322	Lonchura_striata_domestica
ENSTGUP00000011935	ENSTGUG00000011581	Taeniopygia_guttata
ENSFALP00000008992	ENSFALG00000008621	Ficedula_albicollis
ENSPMJP00000023708	ENSPMJG00000017485	Parus_major
ENSCCEP00000027226	ENSCCEG00000023788	Cyanistes_caeruleus
ENSLCOP00000004975	ENSLCOG00000003740	Lepidothrix_coronata
ENSMVIP00005001258	ENSMVIG00005000968	Manacus_vitellinus
ENSMUNP00000006336	ENSMUNG00000005096	Melopsittacus_undulatus
ENSCPGP00000006695	ENSCPGG00000004797	Calidris_pygmaea
ENSCPUP00000019568	ENSCPUG00000013448	Calidris_pugnax
ENSABRP00000024034	ENSABRG00000020194	Anser_brachyrhynchus
ENSAPLP00000028769	ENSAPLG00000017444	Anas_platyrhynchos_platyrhynchos
ENSGALP00000027570	ENSGALG00000017099	Gallus_gallus
ENSCJPP00005026271	ENSCJPG00005020451	Coturnix_japonica
ENSNMEP00000022663	ENSNMEG00000019380	Numida_meleagris
ENSCPRP00005017805	ENSCPRG00005012398	Crocodylus_porosus
ENSVURP00010026835	ENSVURG00010020566	Vombatus_ursinus
ENSPCIP00000048683	ENSPCIG00000031842	Phascolarctos_cinereus
ENSMEUP00000007373	ENSMEUG00000008077	Notamacropus_eugenii
ENSMODP00000011145	ENSMODG00000008941	Monodelphis_domestica
ENSSHAP00000019390	ENSSHAG00000016468	Sarcophilus_harrisii
