ENSCHIP00000029909	ENSCHIG00000024351	Capra_hircus
ENSAMEP00000008366	ENSAMEG00000007837	Ailuropoda_melanoleuca
ENSSLDP00000027852	ENSSLDG00000021598	Seriola_lalandi_dorsalis
ENSANAP00000029307	ENSANAG00000032383	Aotus_nancymaae
ENSGWIP00000020208	ENSGWIG00000010965	Gouania_willdenowi
ENSPNYP00000031354	ENSPNYG00000023642	Pundamilia_nyererei
ENSMPUP00000010045	ENSMPUG00000010122	Mustela_putorius_furo
ENSOPRP00000002091	ENSOPRG00000002207	Ochotona_princeps
ENSSMRP00000007964	ENSSMRG00000006384	Salvator_merianae
ENSTTRP00000006165	ENSTTRG00000006485	Tursiops_truncatus
ENSLCRP00005035912	ENSLCRG00005014005	Larimichthys_crocea
ENSNBRP00000027970	ENSNBRG00000021289	Neolamprologus_brichardi
ENSOARP00000011101	ENSOARG00000010344	Ovis_aries
ENSNBRP00000004439	ENSNBRG00000003459	Neolamprologus_brichardi
ENSMFAP00000025656	ENSMFAG00000044061	Macaca_fascicularis
ENSBIXP00005043787	ENSBIXG00005027924	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
MGP_PahariEiJ_P0045161	MGP_PahariEiJ_G0020868	Mus_pahari_strain_PAHARI_EIJ
ENSHGLP00100007392	ENSHGLG00100005529	Heterocephalus_glaber_HetGla_1.0
ENSMMOP00000001808	ENSMMOG00000001508	Mola_mola
ENSAMXP00000005355	ENSAMXG00000005223	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000005355
ENSMVIP00005009996	ENSMVIG00005007351	Manacus_vitellinus
ENSPVIP00000033843	ENSPVIG00000024730	Pogona_vitticeps
ENSDNOP00000010338	ENSDNOG00000013291	Dasypus_novemcinctus
ENSTSYP00000012726	ENSTSYG00000013858	Carlito_syrichta
ENSMUNP00000012086	ENSMUNG00000008343	Melopsittacus_undulatus
ENSSLDP00000026269	ENSSLDG00000020358	Seriola_lalandi_dorsalis
ENSAPLP00000012513	ENSAPLG00000012621	Anas_platyrhynchos_platyrhynchos
ENSCSEP00000025842	ENSCSEG00000016487	Cynoglossus_semilaevis
ENSTGEP00000032977	ENSTGEG00000026321	Theropithecus_gelada
ENSAHAP00000024355	ENSAHAG00000016766	Apteryx_haastii
ENSOCUP00000008280	ENSOCUG00000009598	Oryctolagus_cuniculus
ENSTGUP00000009278	ENSTGUG00000008923	Taeniopygia_guttata
MGP_CAROLIEiJ_P0045656	MGP_CAROLIEiJ_G0021881	Mus_caroli_strain_CAROLI_EIJ
ENSCMIP00000047696	ENSCMIG00000019517	Callorhinchus_milii
ENSPVAP00000014412	ENSPVAG00000015288	Pteropus_vampyrus
ENSARWP00000006275	ENSARWG00000004439	Apteryx_rowi
ENSFALP00000012540	ENSFALG00000012012	Ficedula_albicollis
ENSGACP00000002952	ENSGACG00000002267	Gasterosteus_aculeatus
ENSCGRP00001022629	ENSCGRG00001021084	Cricetulus_griseus_CHOK1GS_HDv1
ENSCMIP00000029514	ENSCMIG00000012768	Callorhinchus_milii
ENSCSEP00000001122	ENSCSEG00000000780	Cynoglossus_semilaevis
ENSCATP00000016683	ENSCATG00000032101	Cercocebus_atys
ENSCCNP00000026703	ENSCCNG00000025861	Castor_canadensis
ENSFHEP00000031911	ENSFHEG00000018158	Fundulus_heteroclitus
ENSHBUP00000003476	ENSHBUG00000004964	Haplochromis_burtoni
ENSMGAP00000011575	ENSMGAG00000011074	Meleagris_gallopavo
ENSMZEP00005024947	ENSMZEG00005018615	Maylandia_zebra
ENSCMIP00000009327	ENSCMIG00000004955	Callorhinchus_milii
ENSCVAP00000012245	ENSCVAG00000014743	Cyprinodon_variegatus
ENSXCOP00000018899	ENSXCOG00000014220	Xiphophorus_couchianus
ENSLCRP00005046353	ENSLCRG00005017517	Larimichthys_crocea
ENSSMAP00000008466	ENSSMAG00000005224	Scophthalmus_maximus
ENSSFOP00015029977	ENSSFOG00015019222	Scleropages_formosus
ENSLACP00000012228	ENSLACG00000010764	Latimeria_chalumnae
ENSXMAP00000028643	ENSXMAG00000014546	Xiphophorus_maculatus
ENSCPRP00005018836	ENSCPRG00005012908	Crocodylus_porosus
ENSAPOP00000032769	ENSAPOG00000021222	Acanthochromis_polyacanthus
ENSPMAP00000010095	ENSPMAG00000009155	Petromyzon_marinus
ENSDARP00000073916	ENSDARG00000056922	Danio_rerio
ENSCMIP00000006970	ENSCMIG00000003897	Callorhinchus_milii
ENSPTRP00000046479	ENSPTRG00000011821	Pan_troglodytes
ENSMAMP00000010797	ENSMAMG00000007270	Mastacembelus_armatus
ENSPEMP00000023205	ENSPEMG00000020317	Peromyscus_maniculatus_bairdii
ENSODEP00000012846	ENSODEG00000009508	Octodon_degus
ENSRBIP00000022799	ENSRBIG00000035239	Rhinopithecus_bieti
ENSEBUP00000004998	ENSEBUG00000003364	Eptatretus_burgeri
ENSXETP00000038754	ENSXETG00000000658	Xenopus_tropicalis
ENSCJAP00000064294	ENSCJAG00000003410	Callithrix_jacchus
ENSCGRP00000017141	ENSCGRG00000012465	Cricetulus_griseus_CriGri_1.0
ENSCHAP00000062748	ENSCHAG00000027822	Clupea_harengus	ENSCHAT00000067494
ENSEEUP00000003135	ENSEEUG00000003391	Erinaceus_europaeus
ENSAOWP00000010932	ENSAOWG00000007176	Apteryx_owenii
ENSECRP00000023739	ENSECRG00000016077	Erpetoichthys_calabaricus
ENSPMEP00000033577	ENSPMEG00000022137	Poecilia_mexicana
ENSNPEP00000009508	ENSNPEG00000007138	Nothoprocta_perdicaria
ENSLCOP00000001887	ENSLCOG00000001499	Lepidothrix_coronata
ENSBMUP00000024329	ENSBMUG00000018095	Bos_mutus
ENSTRUP00000039245	ENSTRUG00000015358	Takifugu_rubripes
ENSATEP00000003316	ENSATEG00000002354	Anabas_testudineus
ENSMMMP00000021080	ENSMMMG00000018556	Marmota_marmota_marmota
ENSCHOP00000010028	ENSCHOG00000011314	Choloepus_hoffmanni
ENSCPOP00000006323	ENSCPOG00000007011	Cavia_porcellus
ENSPNAP00000004828	ENSPNAG00000011247	Pygocentrus_nattereri
ENSAPOP00000026655	ENSAPOG00000010780	Acanthochromis_polyacanthus
ENSTRUP00000048780	ENSTRUG00000021033	Takifugu_rubripes
ENSTBEP00000009656	ENSTBEG00000011107	Tupaia_belangeri
ENSELUP00000034667	ENSELUG00000013409	Esox_lucius
ENSFDAP00000016586	ENSFDAG00000005213	Fukomys_damarensis
ENSLACP00000021326	ENSLACG00000018740	Latimeria_chalumnae
ENSMLUP00000002215	ENSMLUG00000002425	Myotis_lucifugus
ENSGMOP00000000438	ENSGMOG00000000450	Gadus_morhua
ENSPPAP00000028947	ENSPPAG00000037475	Pan_paniscus
ENSPLAP00000021323	ENSPLAG00000004968	Poecilia_latipinna
ENSBTAP00000026435	ENSBTAG00000019839	Bos_taurus
ENSSPUP00000015705	ENSSPUG00000012078	Sphenodon_punctatus
ENSNVIP00000032237	ENSNVIG00000024851	Neovison_vison
ENSPPYP00000013963	ENSPPYG00000012502	Pongo_abelii
ENSPREP00000028555	ENSPREG00000019317	Poecilia_reticulata
ENSSPAP00000011815	ENSSPAG00000008972	Stegastes_partitus
ENSEASP00005011167	ENSEASG00005007752	Equus_asinus_asinus
ENSMAMP00000009447	ENSMAMG00000006387	Mastacembelus_armatus
ENSEEEP00000018938	ENSEEEG00000009285	Electrophorus_electricus
ENSPPRP00000007446	ENSPPRG00000002748	Panthera_pardus
ENSCABP00000026758	ENSCABG00000019638	Chelonoidis_abingdonii
ENSACLP00000001439	ENSACLG00000001019	Astatotilapia_calliptera
ENSPNYP00000029034	ENSPNYG00000021871	Pundamilia_nyererei
ENSIPUP00000012310	ENSIPUG00000008341	Ictalurus_punctatus
ENSHCOP00000021159	ENSHCOG00000007788	Hippocampus_comes
ENSNGAP00000018150	ENSNGAG00000018341	Nannospalax_galili
ENSVURP00010024834	ENSVURG00010016916	Vombatus_ursinus
ENSACIP00000014501	ENSACIG00000011241	Amphilophus_citrinellus
ENSPMGP00000023626	ENSPMGG00000019100	Periophthalmus_magnuspinnatus
ENSPSIP00000007812	ENSPSIG00000006827	Pelodiscus_sinensis
ENSJHYP00000003384	ENSJHYG00000002734	Junco_hyemalis
ENSSDUP00000005629	ENSSDUG00000004081	Seriola_dumerili
ENSCGOP00000035728	ENSCGOG00000016220	Cottoperca_gobio
ENSPMGP00000002207	ENSPMGG00000001976	Periophthalmus_magnuspinnatus
ENSPKIP00000026869	ENSPKIG00000009148	Paramormyrops_kingsleyae
ENSSBOP00000024611	ENSSBOG00000028729	Saimiri_boliviensis_boliviensis
ENSRROP00000037201	ENSRROG00000041804	Rhinopithecus_roxellana
ENSMICP00000008734	ENSMICG00000009581	Microcebus_murinus
ENSMZEP00005011948	ENSMZEG00005008862	Maylandia_zebra
ENSSCAP00000015961	ENSSCAG00000011687	Serinus_canaria
ENSPMJP00000021028	ENSPMJG00000015609	Parus_major
ENSCANP00000033757	ENSCANG00000040508	Colobus_angolensis_palliatus
ENSLAFP00000000697	ENSLAFG00000000838	Loxodonta_africana
ENSMEUP00000005787	ENSMEUG00000006314	Notamacropus_eugenii
ENSMLEP00000040296	ENSMLEG00000044164	Mandrillus_leucophaeus
ENSFHEP00000004106	ENSFHEG00000005011	Fundulus_heteroclitus
ENSMAUP00000010436	ENSMAUG00000011311	Mesocricetus_auratus
ENSEEEP00000025013	ENSEEEG00000012133	Electrophorus_electricus
ENSBIXP00000035327	ENSBIXG00000018587	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSONIP00000015138	ENSONIG00000012026	Oreochromis_niloticus
ENSLCAP00010058720	ENSLCAG00010027376	Lates_calcarifer
ENSP00000386043	ENSG00000049323	Homo_sapiens
ENSPFOP00000014101	ENSPFOG00000013992	Poecilia_formosa
ENSEBUP00000014565	ENSEBUG00000009186	Eptatretus_burgeri
ENSCCEP00000006500	ENSCCEG00000006799	Cyanistes_caeruleus
ENSPFOP00000004751	ENSPFOG00000004779	Poecilia_formosa
ENSMMUP00000028234	ENSMMUG00000021436	Macaca_mulatta
ENSCLAP00000005310	ENSCLAG00000003769	Chinchilla_lanigera
MGP_SPRETEiJ_P0047557	MGP_SPRETEiJ_G0022793	Mus_spretus_strain_SPRET/EiJ
ENSHCOP00000012177	ENSHCOG00000015186	Hippocampus_comes
ENSCPUP00000003262	ENSCPUG00000002495	Calidris_pugnax
ENSAOCP00000001327	ENSAOCG00000004319	Amphiprion_ocellaris
ENSPREP00000026974	ENSPREG00000018199	Poecilia_reticulata
ENSONIP00000014122	ENSONIG00000011223	Oreochromis_niloticus
ENSLBEP00000033083	ENSLBEG00000024891	Labrus_bergylta
ENSATEP00000008111	ENSATEG00000005702	Anabas_testudineus
ENSCPGP00000004137	ENSCPGG00000003058	Calidris_pygmaea
ENSGMOP00000009058	ENSGMOG00000008462	Gadus_morhua
ENSMUGP00000015212	ENSMUGG00000013110	Meriones_unguiculatus
ENSRNOP00000040099	ENSRNOG00000033090	Rattus_norvegicus
ENSCGOP00000010797	ENSCGOG00000005321	Cottoperca_gobio
ENSSHAP00000012870	ENSSHAG00000011010	Sarcophilus_harrisii
ENSAPEP00000006794	ENSAPEG00000004796	Amphiprion_percula
ENSMOCP00000017800	ENSMOCG00000016280	Microtus_ochrogaster
ENSACAP00000009073	ENSACAG00000009007	Anolis_carolinensis
ENSPCAP00000004774	ENSPCAG00000004951	Procavia_capensis
ENSCVAP00000027219	ENSCVAG00000013380	Cyprinodon_variegatus
ENSOMEP00000033803	ENSOMEG00000019902	Oryzias_melastigma
ENSEBUP00000003323	ENSEBUG00000002428	Eptatretus_burgeri
ENSHHUP00000048474	ENSHHUG00000029375	Hucho_hucho
ENSVPAP00000004594	ENSVPAG00000004957	Vicugna_pacos
ENSLBEP00000000123	ENSLBEG00000000067	Labrus_bergylta
ENSXMAP00000023904	ENSXMAG00000026539	Xiphophorus_maculatus
ENSBBBP00000023322	ENSBBBG00000008605	Bison_bison_bison
ENSAMXP00000029528	ENSAMXG00000043609	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMALP00000031073	ENSMALG00000021464	Monopterus_albus
ENSORLP00000044304	ENSORLG00000016691	Oryzias_latipes_ASM223467v1
ENSSMAP00000028325	ENSSMAG00000017223	Scophthalmus_maximus
ENSCAPP00000004295	ENSCAPG00000006834	Cavia_aperea
ENSDCDP00000053097	ENSDCDG00000030298	Denticeps_clupeoides	ENSDCDT00000064947
ENSCAFP00020029735	ENSCAFG00020023118	Canis_lupus_dingo
ENSCJPP00005013495	ENSCJPG00005011381	Coturnix_japonica
ENSCCAP00000020990	ENSCCAG00000028240	Cebus_capucinus_imitator
ENSTNIP00000020567	ENSTNIG00000017426	Tetraodon_nigroviridis
ENSHHUP00000073462	ENSHHUG00000043020	Hucho_hucho
ENSDORP00000012810	ENSDORG00000013625	Dipodomys_ordii
ENSXCOP00000001925	ENSXCOG00000001550	Xiphophorus_couchianus
ENSSTOP00000010399	ENSSTOG00000011543	Ictidomys_tridecemlineatus
ENSSSCP00000036110	ENSSSCG00000008510	Sus_scrofa_strain_reference
ENSJJAP00000023594	ENSJJAG00000023271	Jaculus_jaculus
ENSEBUP00000017436	ENSEBUG00000010868	Eptatretus_burgeri
ENSIPUP00000026473	ENSIPUG00000017869	Ictalurus_punctatus
ENSEBUP00000008965	ENSEBUG00000005793	Eptatretus_burgeri
ENSPMAP00000005378	ENSPMAG00000004892	Petromyzon_marinus
ENSBSLP00000021401	ENSBSLG00000010760	Betta_splendens
