ENSTTRP00000003123	ENSTTRG00000003331	Tursiops_truncatus
ENSVPAP00000000595	ENSVPAG00000000643	Vicugna_pacos
ENSOARP00000008215	ENSOARG00000007659	Ovis_aries
ENSCHIP00000018437	ENSCHIG00000017869	Capra_hircus
ENSBTAP00000068146	ENSBTAG00000012801	Bos_taurus
ENSBIXP00005038185	ENSBIXG00005003353	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000023639	ENSBIXG00000026077	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000031035	ENSBMUG00000023165	Bos_mutus
ENSBBBP00000005120	ENSBBBG00000013916	Bison_bison_bison
ENSSSCP00000026634	ENSSSCG00000021938	Sus_scrofa_strain_reference
ENSPVAP00000011599	ENSPVAG00000012306	Pteropus_vampyrus	ENSPVAT00000012306
ENSSARP00000010646	ENSSARG00000011774	Sorex_araneus
ENSCCNP00000022671	ENSCCNG00000022283	Castor_canadensis
ENSDORP00000005315	ENSDORG00000005683	Dipodomys_ordii
ENSMUSP00000060437	ENSMUSG00000026839	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000001854	ENSMSIG00000001709	Mus_spicilegus
MGP_SPRETEiJ_P0053896	MGP_SPRETEiJ_G0024495	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0051839	MGP_CAROLIEiJ_G0023574	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0062836	MGP_PahariEiJ_G0025025	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000038248	ENSRNOG00000005341	Rattus_norvegicus
ENSMUGP00000008229	ENSMUGG00000007425	Meriones_unguiculatus
ENSCGRP00015012793	ENSCGRG00015009772	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011622	ENSCGRG00000008465	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001009336	ENSCGRG00001011463	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000031096	ENSPEMG00000004188	Peromyscus_maniculatus_bairdii
ENSMAUP00000000247	ENSMAUG00000000231	Mesocricetus_auratus
ENSMOCP00000014412	ENSMOCG00000013921	Microtus_ochrogaster
ENSNGAP00000010862	ENSNGAG00000013166	Nannospalax_galili
ENSJJAP00000017971	ENSJJAG00000019359	Jaculus_jaculus
ENSSTOP00000024960	ENSSTOG00000030477	Ictidomys_tridecemlineatus
ENSSDAP00000007821	ENSSDAG00000007152	Spermophilus_dauricus
ENSMMMP00000025677	ENSMMMG00000022512	Marmota_marmota_marmota
ENSHGLP00000006090	ENSHGLG00000004451	Heterocephalus_glaber_HetGla_female_1.0
