ENSBIXP00000025730	ENSBIXG00000027829	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005023661	ENSBIXG00005026367	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000052197	ENSBTAG00000030274	Bos_taurus
ENSSSCP00000049795	ENSSSCG00000032060	Sus_scrofa_strain_reference
ENSCAFP00020030496	ENSCAFG00020023779	Canis_lupus_dingo
ENSCAFP00020028644	ENSCAFG00020022447	Canis_lupus_dingo
ENSVVUP00000017011	ENSVVUG00000012522	Vulpes_vulpes
ENSEEUP00000005550	ENSEEUG00000006116	Erinaceus_europaeus
ENSPCOP00000017669	ENSPCOG00000020662	Propithecus_coquereli
ENSPTEP00000026961	ENSPTEG00000026910	Piliocolobus_tephrosceles
ENSCHOP00000003105	ENSCHOG00000003502	Choloepus_hoffmanni
