ENSPVAP00000010944	ENSPVAG00000011613	Pteropus_vampyrus
ENSMLUP00000000758	ENSMLUG00000000829	Myotis_lucifugus
ENSECAP00000038290	ENSECAG00000033402	Equus_caballus
ENSEASP00005003914	ENSEASG00005002971	Equus_asinus_asinus
ENSAMEP00000000467	ENSAMEG00000000453	Ailuropoda_melanoleuca
ENSMPUP00000009535	ENSMPUG00000009611	Mustela_putorius_furo
ENSCAFP00000030827	ENSCAFG00000023214	Canis_lupus_familiaris
ENSCAFP00020008604	ENSCAFG00020006980	Canis_lupus_dingo
ENSVVUP00000005402	ENSVVUG00000004243	Vulpes_vulpes
ENSFCAP00000006585	ENSFCAG00000007095	Felis_catus
ENSBTAP00000007812	ENSBTAG00000005953	Bos_taurus
ENSBIXP00005013387	ENSBIXG00005017491	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000026805	ENSBMUG00000020107	Bos_mutus
ENSOARP00000000657	ENSOARG00000000646	Ovis_aries
ENSSSCP00000069557	ENSSSCG00000012543	Sus_scrofa_strain_reference
ENSVPAP00000006125	ENSVPAG00000006594	Vicugna_pacos
ENSEEUP00000001413	ENSEEUG00000001559	Erinaceus_europaeus
ENSOCUP00000026665	ENSOCUG00000029369	Oryctolagus_cuniculus
ENSOPRP00000002932	ENSOPRG00000003187	Ochotona_princeps
ENSMUSP00000074262	ENSMUSG00000023443	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0096554	MGP_SPRETEiJ_G0034602	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0092792	MGP_CAROLIEiJ_G0033432	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090404	MGP_PahariEiJ_G0031972	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065954	ENSRNOG00000048011	Rattus_norvegicus
ENSCGRP00001012213	ENSCGRG00001013669	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCAP00000005643	ENSCCAG00000020580	Cebus_capucinus_imitator	ENSCCAT00000022985
ENSCJAP00000015208	ENSCJAG00000008237	Callithrix_jacchus	ENSCJAT00000016051
ENSANAP00000030447	ENSANAG00000032980	Aotus_nancymaae	ENSANAT00000048486
ENSSBOP00000018482	ENSSBOG00000025870	Saimiri_boliviensis_boliviensis
ENSPPAP00000006484	ENSPPAG00000025175	Pan_paniscus
ENSPTRP00000092491	ENSPTRG00000022139	Pan_troglodytes
ENSP00000361669	ENSG00000123576	Homo_sapiens
ENSGGOP00000003721	ENSGGOG00000003790	Gorilla_gorilla
ENSNLEP00000016527	ENSNLEG00000013650	Nomascus_leucogenys
ENSMFAP00000004467	ENSMFAG00000001945	Macaca_fascicularis
ENSMNEP00000000546	ENSMNEG00000002626	Macaca_nemestrina
ENSMMUP00000076829	ENSMMUG00000063653	Macaca_mulatta
ENSCATP00000010172	ENSCATG00000029351	Cercocebus_atys
ENSMLEP00000038560	ENSMLEG00000043337	Mandrillus_leucophaeus
ENSPANP00000004713	ENSPANG00000014594	Papio_anubis
ENSRBIP00000027907	ENSRBIG00000037836	Rhinopithecus_bieti
ENSSARP00000003060	ENSSARG00000003386	Sorex_araneus
ENSMICP00000043343	ENSMICG00000043140	Microcebus_murinus	ENSMICT00000068240
ENSOGAP00000017130	ENSOGAG00000034008	Otolemur_garnettii	ENSOGAT00000027591
ENSDNOP00000025649	ENSDNOG00000042382	Dasypus_novemcinctus
ENSBIXP00005014523	ENSBIXG00005018482	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00005017139	ENSBIXG00005020626	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000030176	ENSBIXG00000012034	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOCUP00000026432	ENSOCUG00000029262	Oryctolagus_cuniculus
ENSDNOP00000027164	ENSDNOG00000037814	Dasypus_novemcinctus
ENSOCUP00000026946	ENSOCUG00000024319	Oryctolagus_cuniculus
ENSDNOP00000031399	ENSDNOG00000034518	Dasypus_novemcinctus
