ENSPVAP00000006089	ENSPVAG00000006445	Pteropus_vampyrus
ENSMLUP00000015028	ENSMLUG00000016489	Myotis_lucifugus
ENSSSCP00000041251	ENSSSCG00000036454	Sus_scrofa_strain_reference
ENSVPAP00000008449	ENSVPAG00000009079	Vicugna_pacos
ENSBIXP00005035987	ENSBIXG00005017416	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031234	ENSBIXG00000013438	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000021626	ENSBMUG00000016278	Bos_mutus
ENSBTAP00000005162	ENSBTAG00000003958	Bos_taurus
ENSCHIP00000029188	ENSCHIG00000024425	Capra_hircus
ENSBMUP00000024289	ENSBMUG00000018248	Bos_mutus
ENSBBBP00000004761	ENSBBBG00000013641	Bison_bison_bison
ENSOARP00000015821	ENSOARG00000014755	Ovis_aries
ENSTTRP00000000065	ENSTTRG00000000070	Tursiops_truncatus
ENSECAP00000022726	ENSECAG00000025155	Equus_caballus
ENSEASP00005023611	ENSEASG00005016054	Equus_asinus_asinus
ENSUAMP00000022708	ENSUAMG00000017835	Ursus_americanus
ENSUMAP00000029061	ENSUMAG00000021084	Ursus_maritimus
ENSAMEP00000000331	ENSAMEG00000000321	Ailuropoda_melanoleuca
ENSMPUP00000003677	ENSMPUG00000003707	Mustela_putorius_furo
ENSNVIP00000010691	ENSNVIG00000008470	Neovison_vison
ENSCAFP00020001721	ENSCAFG00020001519	Canis_lupus_dingo
ENSCAFP00000025937	ENSCAFG00000017596	Canis_lupus_familiaris
ENSPPRP00000027779	ENSPPRG00000019533	Panthera_pardus
ENSPTIP00000003713	ENSPTIG00000006373	Panthera_tigris_altaica
ENSFCAP00000046401	ENSFCAG00000003962	Felis_catus
ENSSARP00000000784	ENSSARG00000000848	Sorex_araneus
ENSPTRP00000014950	ENSPTRG00000008776	Pan_troglodytes
ENSPPAP00000028481	ENSPPAG00000037278	Pan_paniscus
ENSGGOP00000049297	ENSGGOG00000009058	Gorilla_gorilla
ENSP00000339830	ENSG00000187824	Homo_sapiens
ENSPPYP00000024643	ENSPPYG00000007986	Pongo_abelii
ENSNLEP00000039405	ENSNLEG00000010293	Nomascus_leucogenys
ENSMFAP00000041493	ENSMFAG00000041492	Macaca_fascicularis
ENSMMUP00000047285	ENSMMUG00000004872	Macaca_mulatta
ENSMNEP00000033094	ENSMNEG00000039835	Macaca_nemestrina
ENSMLEP00000018063	ENSMLEG00000033213	Mandrillus_leucophaeus
ENSTGEP00000034614	ENSTGEG00000027596	Theropithecus_gelada
ENSCATP00000001637	ENSCATG00000007613	Cercocebus_atys
ENSPANP00000019706	ENSPANG00000023765	Papio_anubis
ENSCSAP00000005470	ENSCSAG00000009215	Chlorocebus_sabaeus
ENSRBIP00000012844	ENSRBIG00000030396	Rhinopithecus_bieti
ENSRROP00000043465	ENSRROG00000044777	Rhinopithecus_roxellana
ENSCANP00000003195	ENSCANG00000011610	Colobus_angolensis_palliatus
ENSPTEP00000040735	ENSPTEG00000037482	Piliocolobus_tephrosceles
