ENSCABP00000001313	ENSCABG00000001087	Chelonoidis_abingdonii
ENSGAGP00000029866	ENSGAGG00000021560	Gopherus_agassizii
ENSCPBP00000022894	ENSCPBG00000016365	Chrysemys_picta_bellii
ENSAOWP00000008638	ENSAOWG00000005927	Apteryx_owenii
ENSAHAP00000020057	ENSAHAG00000014118	Apteryx_haastii
ENSPMJP00000012475	ENSPMJG00000009592	Parus_major
ENSJHYP00000003727	ENSJHYG00000003065	Junco_hyemalis
ENSCPGP00000005158	ENSCPGG00000003734	Calidris_pygmaea
ENSCPUP00000025218	ENSCPUG00000017055	Calidris_pugnax
ENSCJPP00005007611	ENSCJPG00005006972	Coturnix_japonica
ENSPVIP00000014434	ENSPVIG00000011157	Pogona_vitticeps
ENSACAP00000023087	ENSACAG00000029134	Anolis_carolinensis
ENSSPUP00000006843	ENSSPUG00000005283	Sphenodon_punctatus
MGP_SPRETEiJ_P0063148	MGP_SPRETEiJ_G0026629	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018734	ENSMSIG00000015969	Mus_spicilegus
ENSMUSP00000123851	ENSMUSG00000090066	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0060717	MGP_CAROLIEiJ_G0025674	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0071656	MGP_PahariEiJ_G0027123	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000027479	ENSMUGG00000022835	Meriones_unguiculatus
ENSMUGP00000027467	ENSMUGG00000022828	Meriones_unguiculatus
ENSCGRP00001004283	ENSCGRG00001005404	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015011218	ENSCGRG00015008662	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017347	ENSCGRG00000012615	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011512	ENSMAUG00000012085	Mesocricetus_auratus
ENSMOCP00000026217	ENSMOCG00000022102	Microtus_ochrogaster
ENSPEMP00000017422	ENSPEMG00000016355	Peromyscus_maniculatus_bairdii
ENSJJAP00000006460	ENSJJAG00000011132	Jaculus_jaculus
ENSDORP00000021610	ENSDORG00000023706	Dipodomys_ordii
ENSUPAP00010015943	ENSUPAG00010012751	Urocitellus_parryii
ENSSTOP00000015709	ENSSTOG00000026836	Ictidomys_tridecemlineatus
ENSMMMP00000009266	ENSMMMG00000008303	Marmota_marmota_marmota
ENSOCUP00000029624	ENSOCUG00000033265	Oryctolagus_cuniculus
ENSPPAP00000029789	ENSPPAG00000037916	Pan_paniscus
ENSPTRP00000060885	ENSPTRG00000039157	Pan_troglodytes
ENSP00000427555	ENSG00000248713	Homo_sapiens
ENSNLEP00000038827	ENSNLEG00000030718	Nomascus_leucogenys
ENSTGEP00000032661	ENSTGEG00000026095	Theropithecus_gelada
ENSPANP00000001769	ENSPANG00000026246	Papio_anubis
ENSCATP00000045677	ENSCATG00000045211	Cercocebus_atys
ENSMLEP00000006405	ENSMLEG00000026655	Mandrillus_leucophaeus
ENSMMUP00000051475	ENSMMUG00000047796	Macaca_mulatta
ENSMFAP00000012627	ENSMFAG00000025522	Macaca_fascicularis
ENSMNEP00000025856	ENSMNEG00000036400	Macaca_nemestrina
ENSCSAP00000017597	ENSCSAG00000000405	Chlorocebus_sabaeus
ENSRBIP00000031036	ENSRBIG00000039370	Rhinopithecus_bieti
ENSRROP00000025662	ENSRROG00000036574	Rhinopithecus_roxellana
ENSCANP00000002009	ENSCANG00000007493	Colobus_angolensis_palliatus
ENSPTEP00000039889	ENSPTEG00000036821	Piliocolobus_tephrosceles
ENSCJAP00000057754	ENSCJAG00000041397	Callithrix_jacchus
ENSTSYP00000023715	ENSTSYG00000031537	Carlito_syrichta
ENSPSMP00000027367	ENSPSMG00000019138	Prolemur_simus
ENSMICP00000038687	ENSMICG00000031131	Microcebus_murinus
ENSOGAP00000016436	ENSOGAG00000034835	Otolemur_garnettii
ENSUAMP00000018197	ENSUAMG00000014439	Ursus_americanus
ENSAMEP00000001070	ENSAMEG00000001029	Ailuropoda_melanoleuca
ENSNVIP00000005494	ENSNVIG00000004420	Neovison_vison
ENSVVUP00000010724	ENSVVUG00000007928	Vulpes_vulpes
ENSCAFP00000041512	ENSCAFG00000030753	Canis_lupus_familiaris
ENSPPRP00000015025	ENSPPRG00000007722	Panthera_pardus
ENSPTIP00000019445	ENSPTIG00000017230	Panthera_tigris_altaica
ENSFCAP00000050046	ENSFCAG00000022924	Felis_catus
ENSECAP00000040808	ENSECAG00000029132	Equus_caballus
ENSCHIP00000032590	ENSCHIG00000026509	Capra_hircus
ENSOARP00000015491	ENSOARG00000014436	Ovis_aries
ENSBIXP00000024935	ENSBIXG00000027065	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038967	ENSBIXG00005005747	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000054343	ENSBTAG00000046333	Bos_taurus
ENSBMUP00000011344	ENSBMUG00000008734	Bos_mutus
ENSBBBP00000026625	ENSBBBG00000005948	Bison_bison_bison
ENSMLUP00000022369	ENSMLUG00000024418	Myotis_lucifugus
ENSDNOP00000025286	ENSDNOG00000049568	Dasypus_novemcinctus
ENSCPOP00000032795	ENSCPOG00000033950	Cavia_porcellus
ENSHGLP00000003472	ENSHGLG00000002564	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000004097	ENSCLAG00000002925	Chinchilla_lanigera
ENSODEP00000005885	ENSODEG00000004434	Octodon_degus
ENSVURP00010027480	ENSVURG00010021035	Vombatus_ursinus
ENSSHAP00000010627	ENSSHAG00000009171	Sarcophilus_harrisii
ENSMODP00000050011	ENSMODG00000048345	Monodelphis_domestica
ENSXETP00000017725	ENSXETG00000002086	Xenopus_tropicalis
ENSHHUP00000072780	ENSHHUG00000042727	Hucho_hucho
ENSELUP00000038911	ENSELUG00000018882	Esox_lucius
ENSCSEP00000006687	ENSCSEG00000004330	Cynoglossus_semilaevis
ENSBSLP00000016680	ENSBSLG00000008776	Betta_splendens
ENSMMOP00000009005	ENSMMOG00000006954	Mola_mola
ENSTRUP00000048638	ENSTRUG00000022035	Takifugu_rubripes
ENSSMAP00000014751	ENSSMAG00000009036	Scophthalmus_maximus
ENSMAMP00000027041	ENSMAMG00000018189	Mastacembelus_armatus
ENSMALP00000004803	ENSMALG00000003483	Monopterus_albus
ENSATEP00000024651	ENSATEG00000017128	Anabas_testudineus
ENSSDUP00000003227	ENSSDUG00000002469	Seriola_dumerili
ENSSLDP00000006486	ENSSLDG00000005177	Seriola_lalandi_dorsalis
ENSLCRP00005029969	ENSLCRG00005011905	Larimichthys_crocea
ENSAOCP00000006579	ENSAOCG00000010227	Amphiprion_ocellaris
ENSAPEP00000023769	ENSAPEG00000016922	Amphiprion_percula
ENSAPOP00000017488	ENSAPOG00000020741	Acanthochromis_polyacanthus
ENSSPAP00000027704	ENSSPAG00000020894	Stegastes_partitus
ENSPNYP00000010435	ENSPNYG00000007937	Pundamilia_nyererei
ENSMZEP00005030325	ENSMZEG00005022603	Maylandia_zebra
ENSHBUP00000007282	ENSHBUG00000008762	Haplochromis_burtoni
ENSACLP00000028281	ENSACLG00000019187	Astatotilapia_calliptera
ENSNBRP00000018072	ENSNBRG00000013939	Neolamprologus_brichardi
ENSPRNP00000022571	ENSPRNG00000011582	Parambassis_ranga
ENSPFOP00000020511	ENSPFOG00000020385	Poecilia_formosa
ENSPMEP00000016639	ENSPMEG00000019324	Poecilia_mexicana
ENSPLAP00000010271	ENSPLAG00000013155	Poecilia_latipinna
ENSXMAP00000032922	ENSXMAG00000023009	Xiphophorus_maculatus
ENSXCOP00000006515	ENSXCOG00000005045	Xiphophorus_couchianus
ENSCVAP00000009729	ENSCVAG00000011711	Cyprinodon_variegatus
ENSFHEP00000019562	ENSFHEG00000021470	Fundulus_heteroclitus
ENSKMAP00000000148	ENSKMAG00000000126	Kryptolebias_marmoratus
ENSORLP00020033988	ENSORLG00020020253	Oryzias_latipes_ASM223471v1
ENSORLP00000024173	ENSORLG00000019420	Oryzias_latipes_ASM223467v1
ENSORLP00015034537	ENSORLG00015020594	Oryzias_latipes_ASM223469v1
ENSOMEP00000006461	ENSOMEG00000007518	Oryzias_melastigma
ENSPMGP00000022926	ENSPMGG00000018554	Periophthalmus_magnuspinnatus
ENSHCOP00000015004	ENSHCOG00000018516	Hippocampus_comes
ENSAMXP00005005917	ENSAMXG00005003556	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009975	ENSPNAG00000015468	Pygocentrus_nattereri
ENSIPUP00000033269	ENSIPUG00000022363	Ictalurus_punctatus
ENSHHUP00000008554	ENSHHUG00000005233	Hucho_hucho
ENSELUP00000016325	ENSELUG00000016148	Esox_lucius
ENSMALP00000029045	ENSMALG00000020095	Monopterus_albus
ENSDCDP00000027949	ENSDCDG00000020306	Denticeps_clupeoides
ENSCHAP00000022854	ENSCHAG00000011377	Clupea_harengus
ENSDARP00000142924	ENSDARG00000098379	Danio_rerio
ENSIPUP00000027469	ENSIPUG00000018595	Ictalurus_punctatus
ENSSMAP00000006920	ENSSMAG00000004263	Scophthalmus_maximus
ENSCSEP00000028744	ENSCSEG00000018405	Cynoglossus_semilaevis
ENSSLDP00000018140	ENSSLDG00000014288	Seriola_lalandi_dorsalis
ENSAPEP00000020897	ENSAPEG00000014909	Amphiprion_percula
ENSAOCP00000005442	ENSAOCG00000008964	Amphiprion_ocellaris
ENSSPAP00000007881	ENSSPAG00000006026	Stegastes_partitus
ENSPRNP00000027928	ENSPRNG00000013958	Parambassis_ranga
