ENSPVIP00000027745	ENSPVIG00000020285	Pogona_vitticeps	ENSPVIT00000034103
ENSACAP00000001879	ENSACAG00000001304	Anolis_carolinensis	ENSACAT00000001925
ENSNSUP00000014403	ENSNSUG00000010664	Notechis_scutatus
ENSSMRP00000001537	ENSSMRG00000001324	Salvator_merianae
ENSSPUP00000005316	ENSSPUG00000004063	Sphenodon_punctatus
ENSCABP00000009136	ENSCABG00000006833	Chelonoidis_abingdonii
ENSGAGP00000015480	ENSGAGG00000011388	Gopherus_agassizii
ENSCPBP00000040647	ENSCPBG00000027876	Chrysemys_picta_bellii
ENSPSIP00000016057	ENSPSIG00000014009	Pelodiscus_sinensis
ENSCPRP00005006648	ENSCPRG00005004729	Crocodylus_porosus
ENSAHAP00000006979	ENSAHAG00000005010	Apteryx_haastii
ENSAOWP00000002798	ENSAOWG00000001855	Apteryx_owenii
ENSARWP00000005285	ENSARWG00000003763	Apteryx_rowi
ENSDNVP00000003137	ENSDNVG00000002183	Dromaius_novaehollandiae
ENSNPEP00000001430	ENSNPEG00000000807	Nothoprocta_perdicaria
ENSJHYP00000023123	ENSJHYG00000016507	Junco_hyemalis
ENSZALP00000008033	ENSZALG00000007038	Zonotrichia_albicollis
ENSSCAP00000005577	ENSSCAG00000002023	Serinus_canaria
ENSTGUP00000009917	ENSTGUG00000009575	Taeniopygia_guttata
ENSLSDP00000010095	ENSLSDG00000007445	Lonchura_striata_domestica
ENSFALP00000009618	ENSFALG00000009223	Ficedula_albicollis
ENSPMJP00000021992	ENSPMJG00000016326	Parus_major
ENSCCEP00000025851	ENSCCEG00000022832	Cyanistes_caeruleus
ENSLCOP00000016437	ENSLCOG00000009942	Lepidothrix_coronata
ENSMVIP00005009547	ENSMVIG00005004899	Manacus_vitellinus
ENSMUNP00000021283	ENSMUNG00000016101	Melopsittacus_undulatus
ENSCPGP00000017940	ENSCPGG00000012555	Calidris_pygmaea
ENSCPUP00000028684	ENSCPUG00000019288	Calidris_pugnax
ENSAPLP00000018738	ENSAPLG00000009781	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016771	ENSABRG00000014700	Anser_brachyrhynchus
ENSGALP00000045198	ENSGALG00000041121	Gallus_gallus
