ENSAOWP00000018557	ENSAOWG00000012644	Apteryx_owenii	ENSAOWT00000021038
ENSAHAP00000022423	ENSAHAG00000015722	Apteryx_haastii	ENSAHAT00000024731
ENSARWP00000012786	ENSARWG00000008839	Apteryx_rowi	ENSARWT00000014587
ENSDNVP00000023596	ENSDNVG00000016397	Dromaius_novaehollandiae	ENSDNVT00000028487
ENSNPEP00000003431	ENSNPEG00000002621	Nothoprocta_perdicaria
ENSCPGP00000012576	ENSCPGG00000008926	Calidris_pygmaea
ENSCPUP00000028114	ENSCPUG00000018924	Calidris_pugnax
ENSMUNP00000022263	ENSMUNG00000016739	Melopsittacus_undulatus
ENSLSDP00000024440	ENSLSDG00000017141	Lonchura_striata_domestica
ENSTGUP00000000691	ENSTGUG00000000676	Taeniopygia_guttata
ENSSCAP00000009725	ENSSCAG00000007403	Serinus_canaria
ENSZALP00000021281	ENSZALG00000016675	Zonotrichia_albicollis
ENSPMJP00000007468	ENSPMJG00000006158	Parus_major
ENSFALP00000010694	ENSFALG00000010247	Ficedula_albicollis
ENSLCOP00000008804	ENSLCOG00000006441	Lepidothrix_coronata
ENSNMEP00000006920	ENSNMEG00000007039	Numida_meleagris
ENSCJPP00005000337	ENSCJPG00005000422	Coturnix_japonica
ENSABRP00000006544	ENSABRG00000006006	Anser_brachyrhynchus
ENSCPRP00005003636	ENSCPRG00005002661	Crocodylus_porosus
ENSCPBP00000014256	ENSCPBG00000010619	Chrysemys_picta_bellii
ENSCABP00000011009	ENSCABG00000008160	Chelonoidis_abingdonii
ENSPSIP00000013758	ENSPSIG00000012244	Pelodiscus_sinensis
ENSSMRP00000009357	ENSSMRG00000007471	Salvator_merianae
ENSNSUP00000007763	ENSNSUG00000005871	Notechis_scutatus
ENSMVIP00005026655	ENSMVIG00005018579	Manacus_vitellinus
ENSCCEP00000009202	ENSCCEG00000009373	Cyanistes_caeruleus
ENSAPLP00000018464	ENSAPLG00000011196	Anas_platyrhynchos_platyrhynchos
ENSGALP00000051990	ENSGALG00000014645	Gallus_gallus
ENSGAGP00000009824	ENSGAGG00000007730	Gopherus_agassizii
ENSPVIP00000015050	ENSPVIG00000011598	Pogona_vitticeps
ENSACAP00000000468	ENSACAG00000000488	Anolis_carolinensis
ENSSPUP00000010297	ENSSPUG00000007634	Sphenodon_punctatus
ENSOANP00000017547	ENSOANG00000011076	Ornithorhynchus_anatinus
ENSPCIP00000042102	ENSPCIG00000029504	Phascolarctos_cinereus
ENSMEUP00000011485	ENSMEUG00000012604	Notamacropus_eugenii
ENSVURP00010023166	ENSVURG00010017717	Vombatus_ursinus
ENSMODP00000044439	ENSMODG00000020223	Monodelphis_domestica
ENSSHAP00000012071	ENSSHAG00000010347	Sarcophilus_harrisii
ENSPPYP00000017465	ENSPPYG00000015621	Pongo_abelii
ENSANAP00000040463	ENSANAG00000037478	Aotus_nancymaae
ENSMMUP00000042872	ENSMMUG00000019836	Macaca_mulatta
ENSOGAP00000017187	ENSOGAG00000028682	Otolemur_garnettii
ENSOPRP00000010995	ENSOPRG00000012052	Ochotona_princeps
ENSCCNP00000019143	ENSCCNG00000019270	Castor_canadensis
ENSDORP00000018482	ENSDORG00000026015	Dipodomys_ordii
ENSMSIP00000022494	ENSMSIG00000018916	Mus_spicilegus
MGP_SPRETEiJ_P0036654	MGP_SPRETEiJ_G0019631	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000143401	ENSMUSG00000005583	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0034984	MGP_CAROLIEiJ_G0018748	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026651	MGP_PahariEiJ_G0015827	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000068323	ENSRNOG00000033134	Rattus_norvegicus
ENSMUGP00000031394	ENSMUGG00000026110	Meriones_unguiculatus
ENSCGRP00000015637	ENSCGRG00000011335	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001005346	ENSCGRG00001006934	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021103	ENSCGRG00015014842	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015712	ENSMAUG00000015018	Mesocricetus_auratus
ENSPEMP00000022379	ENSPEMG00000019761	Peromyscus_maniculatus_bairdii
ENSMOCP00000010179	ENSMOCG00000010324	Microtus_ochrogaster
ENSNGAP00000000315	ENSNGAG00000000223	Nannospalax_galili
ENSSDAP00000005075	ENSSDAG00000003957	Spermophilus_dauricus
ENSUPAP00010022098	ENSUPAG00010016537	Urocitellus_parryii
ENSSTOP00000030756	ENSSTOG00000001883	Ictidomys_tridecemlineatus
ENSMMMP00000010948	ENSMMMG00000008360	Marmota_marmota_marmota
ENSRROP00000035269	ENSRROG00000041017	Rhinopithecus_roxellana
ENSRBIP00000033689	ENSRBIG00000040542	Rhinopithecus_bieti
ENSCANP00000006820	ENSCANG00000018420	Colobus_angolensis_palliatus
ENSPTEP00000002877	ENSPTEG00000003034	Piliocolobus_tephrosceles
ENSMFAP00000026977	ENSMFAG00000044479	Macaca_fascicularis
ENSMNEP00000025429	ENSMNEG00000035741	Macaca_nemestrina
ENSCATP00000037098	ENSCATG00000041293	Cercocebus_atys
ENSPANP00000046437	ENSPANG00000010944	Papio_anubis
ENSTGEP00000003086	ENSTGEG00000002181	Theropithecus_gelada
ENSMLEP00000022243	ENSMLEG00000034952	Mandrillus_leucophaeus
ENSCSAP00000010870	ENSCSAG00000014772	Chlorocebus_sabaeus
ENSPPAP00000033228	ENSPPAG00000039315	Pan_paniscus
ENSP00000340874	ENSG00000081189	Homo_sapiens
ENSPTRP00000090496	ENSPTRG00000024214	Pan_troglodytes
ENSGGOP00000031261	ENSGGOG00000002856	Gorilla_gorilla
ENSNLEP00000034337	ENSNLEG00000013673	Nomascus_leucogenys
ENSCJAP00000059669	ENSCJAG00000010799	Callithrix_jacchus
ENSSBOP00000004559	ENSSBOG00000018897	Saimiri_boliviensis_boliviensis
ENSCCAP00000003699	ENSCCAG00000015818	Cebus_capucinus_imitator
ENSTSYP00000031858	ENSTSYG00000003647	Carlito_syrichta
ENSPSMP00000036190	ENSPSMG00000024852	Prolemur_simus
ENSPCOP00000009177	ENSPCOG00000015854	Propithecus_coquereli
ENSMICP00000049559	ENSMICG00000034356	Microcebus_murinus
ENSCAPP00000012678	ENSCAPG00000013445	Cavia_aperea
ENSCPOP00000022317	ENSCPOG00000035485	Cavia_porcellus
ENSCLAP00000004822	ENSCLAG00000003422	Chinchilla_lanigera
ENSODEP00000000676	ENSODEG00000000563	Octodon_degus
ENSHGLP00100021433	ENSHGLG00100015776	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012188	ENSHGLG00000008715	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019768	ENSFDAG00000008970	Fukomys_damarensis
ENSJJAP00000009428	ENSJJAG00000013244	Jaculus_jaculus
ENSOCUP00000047636	ENSOCUG00000029354	Oryctolagus_cuniculus
ENSBIXP00005045362	ENSBIXG00005005207	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000044066	ENSBIXG00000028310	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000021183	ENSBMUG00000015696	Bos_mutus
ENSBBBP00000001916	ENSBBBG00000011258	Bison_bison_bison
ENSSSCP00000015044	ENSSSCG00000014149	Sus_scrofa_strain_reference
ENSECAP00000026131	ENSECAG00000024716	Equus_caballus
ENSEASP00005028881	ENSEASG00005019654	Equus_asinus_asinus
ENSCAFP00000053374	ENSCAFG00000008302	Canis_lupus_familiaris
ENSCAFP00020007322	ENSCAFG00020005345	Canis_lupus_dingo
ENSUAMP00000029640	ENSUAMG00000022640	Ursus_americanus
ENSNVIP00000024224	ENSNVIG00000018410	Neovison_vison
ENSPPRP00000009573	ENSPPRG00000004433	Panthera_pardus
ENSPTIP00000026311	ENSPTIG00000021723	Panthera_tigris_altaica
ENSFCAP00000030901	ENSFCAG00000011595	Felis_catus
ENSETEP00000012682	ENSETEG00000015637	Echinops_telfairi
ENSOARP00000017290	ENSOARG00000016099	Ovis_aries
ENSCHIP00000015775	ENSCHIG00000016206	Capra_hircus
ENSBTAP00000034894	ENSBTAG00000020701	Bos_taurus
ENSTTRP00000003719	ENSTTRG00000003944	Tursiops_truncatus
ENSSARP00000011351	ENSSARG00000012570	Sorex_araneus
ENSEEUP00000002719	ENSEEUG00000002968	Erinaceus_europaeus
ENSAMEP00000013983	ENSAMEG00000013271	Ailuropoda_melanoleuca
ENSUMAP00000006803	ENSUMAG00000005305	Ursus_maritimus
ENSMPUP00000007906	ENSMPUG00000007964	Mustela_putorius_furo
ENSVVUP00000030882	ENSVVUG00000022531	Vulpes_vulpes
ENSTBEP00000005866	ENSTBEG00000006794	Tupaia_belangeri
ENSDNOP00000000286	ENSDNOG00000000377	Dasypus_novemcinctus
ENSPCAP00000012078	ENSPCAG00000012944	Procavia_capensis
ENSCHOP00000009527	ENSCHOG00000010767	Choloepus_hoffmanni
ENSLAFP00000011521	ENSLAFG00000013761	Loxodonta_africana
ENSVPAP00000009111	ENSVPAG00000009789	Vicugna_pacos
ENSMLUP00000007513	ENSMLUG00000008230	Myotis_lucifugus
ENSPVAP00000008870	ENSPVAG00000009412	Pteropus_vampyrus
ENSMGAP00000017498	ENSMGAG00000009111	Meleagris_gallopavo
ENSSMRP00000026993	ENSSMRG00000020836	Salvator_merianae
ENSXETP00000031366	ENSXETG00000011593	Xenopus_tropicalis
ENSLACP00000013772	ENSLACG00000012125	Latimeria_chalumnae
ENSIPUP00000020288	ENSIPUG00000013747	Ictalurus_punctatus
ENSEEEP00000046597	ENSEEEG00000021933	Electrophorus_electricus
ENSAMXP00000035602	ENSAMXG00000040877	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005036817	ENSAMXG00005017358	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035293	ENSPNAG00000025203	Pygocentrus_nattereri
ENSDARP00000138296	ENSDARG00000009418	Danio_rerio
ENSCHAP00000030554	ENSCHAG00000014511	Clupea_harengus
ENSDCDP00000037250	ENSDCDG00000024982	Denticeps_clupeoides
ENSHHUP00000015528	ENSHHUG00000009562	Hucho_hucho
ENSHHUP00000089086	ENSHHUG00000051334	Hucho_hucho
ENSELUP00000016642	ENSELUG00000016439	Esox_lucius
ENSHCOP00000027928	ENSHCOG00000020194	Hippocampus_comes
ENSPMGP00000018508	ENSPMGG00000015097	Periophthalmus_magnuspinnatus
ENSGACP00000013569	ENSGACG00000010270	Gasterosteus_aculeatus
ENSLBEP00000008519	ENSLBEG00000006550	Labrus_bergylta
ENSLCRP00005030863	ENSLCRG00005012226	Larimichthys_crocea
ENSATEP00000005348	ENSATEG00000003768	Anabas_testudineus
ENSPFOP00000003129	ENSPFOG00000003230	Poecilia_formosa
ENSPLAP00000000590	ENSPLAG00000001441	Poecilia_latipinna
ENSPREP00000006694	ENSPREG00000004581	Poecilia_reticulata
ENSGAFP00000013848	ENSGAFG00000009355	Gambusia_affinis
ENSPMEP00000033227	ENSPMEG00000021640	Poecilia_mexicana
ENSXMAP00000027879	ENSXMAG00000019414	Xiphophorus_maculatus
ENSXCOP00000022307	ENSXCOG00000016666	Xiphophorus_couchianus
ENSFHEP00000006534	ENSFHEG00000007641	Fundulus_heteroclitus
ENSCVAP00000031925	ENSCVAG00000021608	Cyprinodon_variegatus
ENSKMAP00000006690	ENSKMAG00000005063	Kryptolebias_marmoratus
ENSORLP00015021684	ENSORLG00015023229	Oryzias_latipes_ASM223469v1
ENSORLP00020008509	ENSORLG00020009445	Oryzias_latipes_ASM223471v1
ENSORLP00000042428	ENSORLG00000010062	Oryzias_latipes_ASM223467v1
ENSOMEP00000025304	ENSOMEG00000006457	Oryzias_melastigma
ENSCSEP00000022248	ENSCSEG00000014176	Cynoglossus_semilaevis
ENSCGOP00000018874	ENSCGOG00000008034	Cottoperca_gobio
ENSMMOP00000007261	ENSMMOG00000005639	Mola_mola
ENSBSLP00000039438	ENSBSLG00000019183	Betta_splendens
ENSSLDP00000022113	ENSSLDG00000017215	Seriola_lalandi_dorsalis
ENSSDUP00000022786	ENSSDUG00000016566	Seriola_dumerili
ENSSMAP00000014521	ENSSMAG00000008887	Scophthalmus_maximus
ENSLCAP00010059939	ENSLCAG00010027910	Lates_calcarifer
ENSMAMP00000017063	ENSMAMG00000011560	Mastacembelus_armatus
ENSMALP00000013234	ENSMALG00000009365	Monopterus_albus
ENSAOCP00000005976	ENSAOCG00000009541	Amphiprion_ocellaris
ENSAPEP00000025740	ENSAPEG00000018311	Amphiprion_percula
ENSAPOP00000000813	ENSAPOG00000002027	Acanthochromis_polyacanthus
ENSSPAP00000001231	ENSSPAG00000000918	Stegastes_partitus
ENSPRNP00000003572	ENSPRNG00000002061	Parambassis_ranga
ENSHBUP00000026992	ENSHBUG00000009943	Haplochromis_burtoni
ENSACLP00000008307	ENSACLG00000005626	Astatotilapia_calliptera
ENSMZEP00005018914	ENSMZEG00005014179	Maylandia_zebra
ENSPNYP00000027244	ENSPNYG00000020527	Pundamilia_nyererei
ENSNBRP00000002406	ENSNBRG00000001927	Neolamprologus_brichardi
ENSONIP00000020079	ENSONIG00000015941	Oreochromis_niloticus
ENSACIP00000024210	ENSACIG00000018803	Amphilophus_citrinellus
ENSGWIP00000056050	ENSGWIG00000026603	Gouania_willdenowi
ENSTRUP00000002099	ENSTRUG00000000877	Takifugu_rubripes
ENSTNIP00000018510	ENSTNIG00000015441	Tetraodon_nigroviridis
ENSGMOP00000000551	ENSGMOG00000000565	Gadus_morhua
ENSSFOP00015026334	ENSSFOG00015016919	Scleropages_formosus
ENSPKIP00000015165	ENSPKIG00000001957	Paramormyrops_kingsleyae
ENSDCDP00000046161	ENSDCDG00000028943	Denticeps_clupeoides
ENSCHAP00000021212	ENSCHAG00000010634	Clupea_harengus
ENSPNAP00000002490	ENSPNAG00000008875	Pygocentrus_nattereri
ENSAMXP00000030497	ENSAMXG00000037913	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000004306	ENSEEEG00000002264	Electrophorus_electricus
ENSDARP00000089908	ENSDARG00000029764	Danio_rerio
ENSLBEP00000005602	ENSLBEG00000004312	Labrus_bergylta
ENSCGOP00000046385	ENSCGOG00000020838	Cottoperca_gobio
ENSGACP00000020509	ENSGACG00000015548	Gasterosteus_aculeatus
ENSHCOP00000000867	ENSHCOG00000001750	Hippocampus_comes
ENSLCAP00010047504	ENSLCAG00010022066	Lates_calcarifer
ENSCSEP00000010899	ENSCSEG00000006979	Cynoglossus_semilaevis
ENSMAMP00000010015	ENSMAMG00000006739	Mastacembelus_armatus
ENSMALP00000010697	ENSMALG00000007613	Monopterus_albus
ENSATEP00000009295	ENSATEG00000006512	Anabas_testudineus
ENSBSLP00000030597	ENSBSLG00000015057	Betta_splendens
ENSTRUP00000056762	ENSTRUG00000022388	Takifugu_rubripes
ENSTNIP00000016573	ENSTNIG00000013575	Tetraodon_nigroviridis
ENSMMOP00000013825	ENSMMOG00000010582	Mola_mola
ENSLCRP00005019693	ENSLCRG00005008057	Larimichthys_crocea
ENSSLDP00000029188	ENSSLDG00000022531	Seriola_lalandi_dorsalis
ENSSDUP00000008881	ENSSDUG00000006524	Seriola_dumerili
ENSSMAP00000015453	ENSSMAG00000009456	Scophthalmus_maximus
ENSORLP00020015993	ENSORLG00020017026	Oryzias_latipes_ASM223471v1
ENSORLP00015003079	ENSORLG00015003797	Oryzias_latipes_ASM223469v1
ENSORLP00000030627	ENSORLG00000025995	Oryzias_latipes_ASM223467v1
ENSOMEP00000020965	ENSOMEG00000022880	Oryzias_melastigma
