ENSACAP00000016543	ENSACAG00000016814	Anolis_carolinensis
ENSCHIP00000028857	ENSCHIG00000024214	Capra_hircus
ENSSTOP00000009227	ENSSTOG00000010282	Ictidomys_tridecemlineatus
ENSP00000403932	ENSG00000172421	Homo_sapiens
ENSPCOP00000009463	ENSPCOG00000016098	Propithecus_coquereli
ENSOARP00000012793	ENSOARG00000011927	Ovis_aries
ENSCHOP00000003015	ENSCHOG00000003411	Choloepus_hoffmanni
ENSMAUP00000025427	ENSMAUG00000021976	Mesocricetus_auratus
ENSSHAP00000004415	ENSSHAG00000003885	Sarcophilus_harrisii
ENSHGLP00100019564	ENSHGLG00100014420	Heterocephalus_glaber_HetGla_1.0
ENSMUSP00000021029	ENSMUSG00000020690	Mus_musculus_strain_reference_(CL57BL6)
ENSOANP00000027880	ENSOANG00000021869	Ornithorhynchus_anatinus
ENSBTAP00000009115	ENSBTAG00000006943	Bos_taurus
ENSMMMP00000010528	ENSMMMG00000009379	Marmota_marmota_marmota
ENSVURP00010012171	ENSVURG00010009416	Vombatus_ursinus
ENSMNEP00000040039	ENSMNEG00000042933	Macaca_nemestrina
ENSJJAP00000012903	ENSJJAG00000015818	Jaculus_jaculus
ENSETEP00000013378	ENSETEG00000016489	Echinops_telfairi
ENSCCAP00000034428	ENSCCAG00000035176	Cebus_capucinus_imitator
ENSECAP00000006871	ENSECAG00000008824	Equus_caballus
ENSEASP00005015156	ENSEASG00005010593	Equus_asinus_asinus
ENSPANP00000020877	ENSPANG00000021129	Papio_anubis
ENSPTRP00000092155	ENSPTRG00000050312	Pan_troglodytes
ENSUAMP00000028552	ENSUAMG00000022067	Ursus_americanus
ENSUMAP00000021944	ENSUMAG00000016057	Ursus_maritimus
ENSNSUP00000013745	ENSNSUG00000010216	Notechis_scutatus
MGP_CAROLIEiJ_P0030466	MGP_CAROLIEiJ_G0017297	Mus_caroli_strain_CAROLI_EIJ
ENSMLEP00000031122	ENSMLEG00000039756	Mandrillus_leucophaeus
ENSMLUP00000005655	ENSMLUG00000006193	Myotis_lucifugus
ENSMLUP00000021498	ENSMLUG00000010984	Myotis_lucifugus
ENSPVIP00000027765	ENSPVIG00000020614	Pogona_vitticeps
ENSAPLP00000016731	ENSAPLG00000022795	Anas_platyrhynchos_platyrhynchos
ENSCANP00000035805	ENSCANG00000041598	Colobus_angolensis_palliatus
ENSLAFP00000010101	ENSLAFG00000012083	Loxodonta_africana
ENSSMRP00000009140	ENSSMRG00000007283	Salvator_merianae
ENSCPOP00000021016	ENSCPOG00000021976	Cavia_porcellus
ENSTTRP00000011969	ENSTTRG00000012615	Tursiops_truncatus
ENSBBBP00000004129	ENSBBBG00000002620	Bison_bison_bison
ENSPVAP00000005274	ENSPVAG00000005575	Pteropus_vampyrus
ENSCSAP00000000204	ENSCSAG00000003840	Chlorocebus_sabaeus
ENSSARP00000000548	ENSSARG00000000601	Sorex_araneus
MGP_PahariEiJ_P0037185	MGP_PahariEiJ_G0018427	Mus_pahari_strain_PAHARI_EIJ
ENSCJAP00000036891	ENSCJAG00000019846	Callithrix_jacchus
ENSRROP00000010634	ENSRROG00000029725	Rhinopithecus_roxellana
ENSSBOP00000009036	ENSSBOG00000021417	Saimiri_boliviensis_boliviensis
ENSFCAP00000020735	ENSFCAG00000030855	Felis_catus
ENSMMUP00000009044	ENSMMUG00000006884	Macaca_mulatta
ENSCGRP00000004530	ENSCGRG00000003335	Cricetulus_griseus_CriGri_1.0
ENSCABP00000003909	ENSCABG00000002918	Chelonoidis_abingdonii	ENSCABT00000004243
ENSDORP00000013048	ENSDORG00000013879	Dipodomys_ordii
ENSBMUP00000033364	ENSBMUG00000024908	Bos_mutus
ENSCJPP00005024244	ENSCJPG00005019144	Coturnix_japonica
ENSAMEP00000004270	ENSAMEG00000004048	Ailuropoda_melanoleuca
ENSVVUP00000007229	ENSVVUG00000005501	Vulpes_vulpes
ENSRBIP00000017101	ENSRBIG00000032561	Rhinopithecus_bieti
MGP_SPRETEiJ_P0031909	MGP_SPRETEiJ_G0018140	Mus_spretus_strain_SPRET/EiJ
ENSOCUP00000001574	ENSOCUG00000001831	Oryctolagus_cuniculus
ENSCHOP00000009505	ENSCHOG00000010746	Choloepus_hoffmanni
ENSPCIP00000016649	ENSPCIG00000012806	Phascolarctos_cinereus
ENSCLAP00000007543	ENSCLAG00000005296	Chinchilla_lanigera
ENSPTEP00000025137	ENSPTEG00000025496	Piliocolobus_tephrosceles
ENSPTIP00000012887	ENSPTIG00000012804	Panthera_tigris_altaica
