ENSCCNP00000012263	ENSCCNG00000012717	Castor_canadensis
ENSDORP00000007338	ENSDORG00000007827	Dipodomys_ordii
ENSMSIP00000002602	ENSMSIG00000002442	Mus_spicilegus
MGP_SPRETEiJ_P0046717	MGP_SPRETEiJ_G0022536	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000109244	ENSMUSG00000057899	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0044821	MGP_CAROLIEiJ_G0021624	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0044346	MGP_PahariEiJ_G0020616	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000035606	ENSRNOG00000025603	Rattus_norvegicus
ENSMUGP00000011296	ENSMUGG00000009896	Meriones_unguiculatus
ENSPEMP00000017892	ENSPEMG00000016659	Peromyscus_maniculatus_bairdii
ENSMOCP00000001374	ENSMOCG00000001045	Microtus_ochrogaster
ENSCGRP00000004624	ENSCGRG00000003398	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015008379	ENSCGRG00015006499	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001006649	ENSCGRG00001009019	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000000420	ENSMAUG00000000367	Mesocricetus_auratus
ENSNGAP00000008852	ENSNGAG00000011718	Nannospalax_galili
ENSJJAP00000013876	ENSJJAG00000016491	Jaculus_jaculus
ENSSDAP00000004975	ENSSDAG00000004662	Spermophilus_dauricus
ENSSDAP00000004963	ENSSDAG00000004654	Spermophilus_dauricus
ENSUPAP00010006209	ENSUPAG00010005005	Urocitellus_parryii
ENSSTOP00000017741	ENSSTOG00000027651	Ictidomys_tridecemlineatus
ENSMMMP00000028225	ENSMMMG00000024604	Marmota_marmota_marmota
ENSHGLP00000023229	ENSHGLG00000016560	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020353	ENSHGLG00100015009	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021203	ENSFDAG00000007873	Fukomys_damarensis
ENSCPOP00000009665	ENSCPOG00000010766	Cavia_porcellus
ENSCAPP00000012316	ENSCAPG00000013205	Cavia_aperea
ENSCLAP00000014699	ENSCLAG00000010147	Chinchilla_lanigera
ENSOCUP00000011196	ENSOCUG00000013004	Oryctolagus_cuniculus	ENSOCUT00000013006
ENSOPRP00000010437	ENSOPRG00000011423	Ochotona_princeps	ENSOPRT00000011437
ENSPPAP00000025396	ENSPPAG00000035830	Pan_paniscus	ENSPPAT00000048223
ENSP00000296862	ENSG00000164393	Homo_sapiens	ENST00000296862
