ENSLSDP00000016359	ENSLSDG00000011785	Lonchura_striata_domestica
ENSSCAP00000001520	ENSSCAG00000001270	Serinus_canaria
ENSPMJP00000017889	ENSPMJG00000013408	Parus_major
ENSCCEP00000005601	ENSCCEG00000006143	Cyanistes_caeruleus
ENSFALP00000000515	ENSFALG00000000498	Ficedula_albicollis
ENSJHYP00000001819	ENSJHYG00000001566	Junco_hyemalis
ENSCPRP00005023853	ENSCPRG00005016549	Crocodylus_porosus
ENSCABP00000000964	ENSCABG00000000815	Chelonoidis_abingdonii
ENSGAGP00000003525	ENSGAGG00000002842	Gopherus_agassizii
ENSCPBP00000021024	ENSCPBG00000015101	Chrysemys_picta_bellii
ENSPVIP00000020256	ENSPVIG00000015457	Pogona_vitticeps
ENSACAP00000017199	ENSACAG00000017465	Anolis_carolinensis
ENSSMRP00000005093	ENSSMRG00000004187	Salvator_merianae
ENSMEUP00000011461	ENSMEUG00000012573	Notamacropus_eugenii
ENSPCIP00000001865	ENSPCIG00000001471	Phascolarctos_cinereus
ENSSHAP00000003473	ENSSHAG00000003052	Sarcophilus_harrisii
ENSMODP00000017306	ENSMODG00000013845	Monodelphis_domestica
ENSAMEP00000014992	ENSAMEG00000014224	Ailuropoda_melanoleuca
ENSUMAP00000001893	ENSUMAG00000001698	Ursus_maritimus
ENSMPUP00000002682	ENSMPUG00000002710	Mustela_putorius_furo
ENSNVIP00000016947	ENSNVIG00000013249	Neovison_vison
ENSCAFP00000048612	ENSCAFG00000003709	Canis_lupus_familiaris
ENSVVUP00000031181	ENSVVUG00000022716	Vulpes_vulpes
ENSCAFP00020032354	ENSCAFG00020025183	Canis_lupus_dingo
ENSPPRP00000004007	ENSPPRG00000000274	Panthera_pardus
ENSPTIP00000010773	ENSPTIG00000011428	Panthera_tigris_altaica
ENSFCAP00000001171	ENSFCAG00000001261	Felis_catus
ENSPVAP00000010314	ENSPVAG00000010944	Pteropus_vampyrus
ENSCHIP00000028077	ENSCHIG00000023749	Capra_hircus
ENSOARP00000013761	ENSOARG00000012851	Ovis_aries
ENSBIXP00005025095	ENSBIXG00005004745	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000013152	ENSBIXG00000003133	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000015173	ENSBTAG00000011421	Bos_taurus
ENSBMUP00000003520	ENSBMUG00000002780	Bos_mutus
ENSBBBP00000017839	ENSBBBG00000010414	Bison_bison_bison
ENSTTRP00000005023	ENSTTRG00000005342	Tursiops_truncatus
ENSMLUP00000008922	ENSMLUG00000009790	Myotis_lucifugus
ENSUAMP00000008898	ENSUAMG00000007455	Ursus_americanus
ENSECAP00000027589	ENSECAG00000014032	Equus_caballus
ENSEASP00005006726	ENSEASG00005004967	Equus_asinus_asinus
ENSSSCP00000063306	ENSSSCG00000033849	Sus_scrofa_strain_reference
ENSEEUP00000011137	ENSEEUG00000012220	Erinaceus_europaeus
ENSSARP00000006594	ENSSARG00000007284	Sorex_araneus
ENSCGRP00001017003	ENSCGRG00001017160	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000005885	ENSCGRG00000004315	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015023590	ENSCGRG00015017917	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011710	ENSMAUG00000012212	Mesocricetus_auratus
ENSPEMP00000014312	ENSPEMG00000014152	Peromyscus_maniculatus_bairdii
ENSMOCP00000001103	ENSMOCG00000000849	Microtus_ochrogaster
ENSMUSP00000033063	ENSMUSG00000030798	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000023455	ENSMSIG00000019855	Mus_spicilegus
MGP_SPRETEiJ_P0082801	MGP_SPRETEiJ_G0030806	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0079467	MGP_CAROLIEiJ_G0029708	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016337	MGP_PahariEiJ_G0012933	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000059092	ENSRNOG00000020699	Rattus_norvegicus
ENSMUGP00000005752	ENSMUGG00000005237	Meriones_unguiculatus
ENSMUGP00000012678	ENSMUGG00000011027	Meriones_unguiculatus
ENSNGAP00000011468	ENSNGAG00000013611	Nannospalax_galili
ENSJJAP00000004448	ENSJJAG00000009318	Jaculus_jaculus
ENSDORP00000017339	ENSDORG00000028018	Dipodomys_ordii
ENSCCNP00000030922	ENSCCNG00000029523	Castor_canadensis
ENSHGLP00000012849	ENSHGLG00000009184	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006846	ENSHGLG00100005134	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019361	ENSFDAG00000009190	Fukomys_damarensis
ENSCLAP00000009207	ENSCLAG00000006408	Chinchilla_lanigera
ENSODEP00000023242	ENSODEG00000017043	Octodon_degus
ENSCPOP00000020013	ENSCPOG00000023237	Cavia_porcellus
ENSCAPP00000000579	ENSCAPG00000000515	Cavia_aperea
ENSUPAP00010016800	ENSUPAG00010013380	Urocitellus_parryii
ENSSTOP00000018702	ENSSTOG00000022179	Ictidomys_tridecemlineatus
ENSSDAP00000003848	ENSSDAG00000003584	Spermophilus_dauricus
ENSMMMP00000010800	ENSMMMG00000009568	Marmota_marmota_marmota
ENSOCUP00000047637	ENSOCUG00000027566	Oryctolagus_cuniculus
ENSGGOP00000015959	ENSGGOG00000016357	Gorilla_gorilla
ENSP00000325708	ENSG00000104894	Homo_sapiens
ENSPTRP00000082831	ENSPTRG00000050190	Pan_troglodytes
ENSPTRP00000019375	ENSPTRG00000011289	Pan_troglodytes
ENSPPAP00000030670	ENSPPAG00000038312	Pan_paniscus
ENSPPYP00000011467	ENSPPYG00000010242	Pongo_abelii
ENSNLEP00000025851	ENSNLEG00000036137	Nomascus_leucogenys
ENSRBIP00000026181	ENSRBIG00000036974	Rhinopithecus_bieti
ENSRROP00000026697	ENSRROG00000037102	Rhinopithecus_roxellana
ENSCANP00000008994	ENSCANG00000027903	Colobus_angolensis_palliatus
ENSPTEP00000028382	ENSPTEG00000028034	Piliocolobus_tephrosceles
ENSMFAP00000019961	ENSMFAG00000032972	Macaca_fascicularis
ENSMMUP00000019411	ENSMMUG00000014789	Macaca_mulatta
ENSMNEP00000033694	ENSMNEG00000040079	Macaca_nemestrina
ENSCATP00000023917	ENSCATG00000035497	Cercocebus_atys
ENSMLEP00000002446	ENSMLEG00000009882	Mandrillus_leucophaeus
ENSCSAP00000015396	ENSCSAG00000002650	Chlorocebus_sabaeus
ENSTGEP00000032642	ENSTGEG00000026072	Theropithecus_gelada
ENSPANP00000007484	ENSPANG00000013472	Papio_anubis
ENSCCAP00000035341	ENSCCAG00000035588	Cebus_capucinus_imitator
ENSSBOP00000027466	ENSSBOG00000030150	Saimiri_boliviensis_boliviensis
ENSCJAP00000057500	ENSCJAG00000047922	Callithrix_jacchus
ENSANAP00000010021	ENSANAG00000022990	Aotus_nancymaae
ENSTSYP00000025726	ENSTSYG00000025713	Carlito_syrichta
ENSPCOP00000025639	ENSPCOG00000025064	Propithecus_coquereli
ENSPSMP00000003466	ENSPSMG00000002828	Prolemur_simus
ENSMICP00000047764	ENSMICG00000034917	Microcebus_murinus
ENSOGAP00000014285	ENSOGAG00000015953	Otolemur_garnettii
ENSLAFP00000013578	ENSLAFG00000016178	Loxodonta_africana
ENSETEP00000005873	ENSETEG00000007238	Echinops_telfairi
ENSDNOP00000019909	ENSDNOG00000046488	Dasypus_novemcinctus
ENSOANP00000021964	ENSOANG00000013934	Ornithorhynchus_anatinus
ENSXETP00000012252	ENSXETG00000014551	Xenopus_tropicalis
ENSLACP00000023331	ENSLACG00000007841	Latimeria_chalumnae
ENSAMXP00000051207	ENSAMXG00000010877	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045673	ENSAMXG00005021112	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001420	ENSPNAG00000008159	Pygocentrus_nattereri
ENSEEEP00000011715	ENSEEEG00000005899	Electrophorus_electricus
ENSIPUP00000026639	ENSIPUG00000018027	Ictalurus_punctatus
ENSDARP00000102757	ENSDARG00000075515	Danio_rerio
ENSCHAP00000060305	ENSCHAG00000026977	Clupea_harengus
ENSHHUP00000046265	ENSHHUG00000028177	Hucho_hucho
ENSELUP00000021444	ENSELUG00000000900	Esox_lucius
ENSPKIP00000027525	ENSPKIG00000009554	Paramormyrops_kingsleyae
ENSSFOP00015004900	ENSSFOG00015003223	Scleropages_formosus
ENSECRP00000014559	ENSECRG00000009722	Erpetoichthys_calabaricus
ENSCMIP00000045184	ENSCMIG00000018663	Callorhinchus_milii
