ENSLACP00000010050	ENSLACG00000008858	Latimeria_chalumnae
ENSXETP00000024176	ENSXETG00000004601	Xenopus_tropicalis
ENSEEEP00000008141	ENSEEEG00000004244	Electrophorus_electricus
ENSIPUP00000001428	ENSIPUG00000001010	Ictalurus_punctatus
ENSAMXP00000005175	ENSAMXG00000005004	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000005175
ENSAMXP00005036267	ENSAMXG00005017319	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008784	ENSPNAG00000014379	Pygocentrus_nattereri
ENSDARP00000065561	ENSDARG00000044625	Danio_rerio
ENSDCDP00000016929	ENSDCDG00000013791	Denticeps_clupeoides
ENSPMGP00000020160	ENSPMGG00000016327	Periophthalmus_magnuspinnatus	ENSPMGT00000021483
ENSCHAP00000021594	ENSCHAG00000010864	Clupea_harengus
ENSCSEP00000009916	ENSCSEG00000006368	Cynoglossus_semilaevis
ENSELUP00000031679	ENSELUG00000009326	Esox_lucius
ENSHHUP00000040100	ENSHHUG00000024824	Hucho_hucho
ENSORLP00000017214	ENSORLG00000013725	Oryzias_latipes_ASM223467v1
ENSORLP00015017646	ENSORLG00015018693	Oryzias_latipes_ASM223469v1
ENSORLP00020010802	ENSORLG00020011731	Oryzias_latipes_ASM223471v1
ENSOMEP00000032389	ENSOMEG00000017807	Oryzias_melastigma
ENSMMOP00000016498	ENSMMOG00000012578	Mola_mola
ENSLBEP00000002057	ENSLBEG00000001620	Labrus_bergylta
ENSLBEP00000007773	ENSLBEG00000006006	Labrus_bergylta
ENSGACP00000027636	ENSGACG00000020901	Gasterosteus_aculeatus
ENSCSEP00000009901	ENSCSEG00000006355	Cynoglossus_semilaevis
ENSHCOP00000002946	ENSHCOG00000004186	Hippocampus_comes
ENSTNIP00000007432	ENSTNIG00000004775	Tetraodon_nigroviridis
ENSTNIP00000006688	ENSTNIG00000004077	Tetraodon_nigroviridis
ENSTRUP00000048011	ENSTRUG00000004419	Takifugu_rubripes
ENSATEP00000015507	ENSATEG00000010778	Anabas_testudineus
ENSBSLP00000013802	ENSBSLG00000007271	Betta_splendens
ENSLCRP00005024240	ENSLCRG00005009726	Larimichthys_crocea
ENSAOCP00000008300	ENSAOCG00000012270	Amphiprion_ocellaris
ENSAPEP00000029440	ENSAPEG00000020937	Amphiprion_percula
ENSAPOP00000032660	ENSAPOG00000020726	Acanthochromis_polyacanthus
ENSSPAP00000014915	ENSSPAG00000011246	Stegastes_partitus
ENSPRNP00000003446	ENSPRNG00000002063	Parambassis_ranga
ENSLCAP00010047866	ENSLCAG00010022232	Lates_calcarifer
ENSSLDP00000023146	ENSSLDG00000018089	Seriola_lalandi_dorsalis
ENSSDUP00000032564	ENSSDUG00000023400	Seriola_dumerili
ENSCGOP00000006533	ENSCGOG00000003413	Cottoperca_gobio
ENSFHEP00000004732	ENSFHEG00000005650	Fundulus_heteroclitus
ENSCVAP00000017491	ENSCVAG00000020625	Cyprinodon_variegatus
ENSPFOP00000000913	ENSPFOG00000000863	Poecilia_formosa
ENSPMEP00000000139	ENSPMEG00000000895	Poecilia_mexicana
ENSPLAP00000012153	ENSPLAG00000015390	Poecilia_latipinna
ENSXMAP00000006895	ENSXMAG00000006872	Xiphophorus_maculatus
ENSGAFP00000013254	ENSGAFG00000008933	Gambusia_affinis
ENSKMAP00000002462	ENSKMAG00000001902	Kryptolebias_marmoratus
ENSACLP00000000705	ENSACLG00000000513	Astatotilapia_calliptera
ENSPNYP00000030041	ENSPNYG00000022653	Pundamilia_nyererei
ENSONIP00000009364	ENSONIG00000007432	Oreochromis_niloticus
ENSGMOP00000001025	ENSGMOG00000000963	Gadus_morhua
ENSPKIP00000036671	ENSPKIG00000015149	Paramormyrops_kingsleyae
ENSSFOP00015008533	ENSSFOG00015005586	Scleropages_formosus
ENSLOCP00000007131	ENSLOCG00000005901	Lepisosteus_oculatus
ENSECRP00000013961	ENSECRG00000009305	Erpetoichthys_calabaricus
ENSMZEP00005037300	ENSMZEG00005027804	Maylandia_zebra
ENSHBUP00000017457	ENSHBUG00000019493	Haplochromis_burtoni
ENSPNYP00000030066	ENSPNYG00000022670	Pundamilia_nyererei
ENSACLP00000000691	ENSACLG00000000503	Astatotilapia_calliptera
ENSNBRP00000022888	ENSNBRG00000017521	Neolamprologus_brichardi
ENSSLDP00000000935	ENSSLDG00000000828	Seriola_lalandi_dorsalis
ENSMAMP00000033405	ENSMAMG00000022459	Mastacembelus_armatus
ENSACIP00000031385	ENSACIG00000024256	Amphilophus_citrinellus
ENSXCOP00000024623	ENSXCOG00000018396	Xiphophorus_couchianus
ENSHCOP00000002926	ENSHCOG00000000112	Hippocampus_comes
ENSPREP00000002252	ENSPREG00000001655	Poecilia_reticulata	ENSPRET00000002298
ENSCVAP00000017481	ENSCVAG00000020575	Cyprinodon_variegatus
ENSMALP00000013022	ENSMALG00000009218	Monopterus_albus
ENSSMAP00000017832	ENSSMAG00000010930	Scophthalmus_maximus
ENSCMIP00000036164	ENSCMIG00000015293	Callorhinchus_milii
ENSEBUP00000005002	ENSEBUG00000003430	Eptatretus_burgeri
ENSCSAVP00000013669	ENSCSAVG00000008021	Ciona_savignyi
ENSCINP00000015040	ENSCING00000007329	Ciona_intestinalis
ENSCINP00000015046	ENSCING00000007331	Ciona_intestinalis
ENSCSAVP00000011476	ENSCSAVG00000006727	Ciona_savignyi
ENSCINP00000006826	ENSCING00000003327	Ciona_intestinalis
FBpp0291500	FBgn0264962	Drosophila_melanogaster
ENSPEMP00000030864	ENSPEMG00000025344	Peromyscus_maniculatus_bairdii
ENSPEMP00000036557	ENSPEMG00000030966	Peromyscus_maniculatus_bairdii
ENSPEMP00000030189	ENSPEMG00000003266	Peromyscus_maniculatus_bairdii
ENSJJAP00000007840	ENSJJAG00000012172	Jaculus_jaculus
ENSMLUP00000019480	ENSMLUG00000026175	Myotis_lucifugus
ENSAHAP00000013350	ENSAHAG00000009602	Apteryx_haastii
ENSAOWP00000001912	ENSAOWG00000001381	Apteryx_owenii
ENSARWP00000015902	ENSARWG00000010988	Apteryx_rowi
ENSDNVP00000001864	ENSDNVG00000001352	Dromaius_novaehollandiae
ENSNPEP00000005036	ENSNPEG00000003831	Nothoprocta_perdicaria
ENSABRP00000010381	ENSABRG00000009338	Anser_brachyrhynchus
ENSAPLP00000012015	ENSAPLG00000012231	Anas_platyrhynchos_platyrhynchos
ENSGALP00000027831	ENSGALG00000017249	Gallus_gallus
ENSMGAP00000016161	ENSMGAG00000015231	Meleagris_gallopavo
ENSNMEP00000023138	ENSNMEG00000019753	Numida_meleagris
ENSCPGP00000011982	ENSCPGG00000008535	Calidris_pygmaea
ENSCPUP00000000058	ENSCPUG00000000070	Calidris_pugnax
ENSMUNP00000002979	ENSMUNG00000002592	Melopsittacus_undulatus
ENSLSDP00000001168	ENSLSDG00000000928	Lonchura_striata_domestica
ENSTGUP00000013331	ENSTGUG00000012944	Taeniopygia_guttata
ENSSCAP00000003515	ENSSCAG00000002940	Serinus_canaria
ENSZALP00000009243	ENSZALG00000007975	Zonotrichia_albicollis
ENSJHYP00000023119	ENSJHYG00000017422	Junco_hyemalis
ENSPMJP00000001354	ENSPMJG00000001112	Parus_major
ENSCCEP00000001193	ENSCCEG00000001468	Cyanistes_caeruleus
ENSFALP00000008092	ENSFALG00000007754	Ficedula_albicollis
ENSMVIP00005016675	ENSMVIG00005011970	Manacus_vitellinus
ENSLCOP00000022564	ENSLCOG00000015882	Lepidothrix_coronata
ENSCPRP00005023336	ENSCPRG00005016193	Crocodylus_porosus
ENSGAGP00000009158	ENSGAGG00000007237	Gopherus_agassizii
ENSCABP00000029524	ENSCABG00000021664	Chelonoidis_abingdonii
ENSCPBP00000008823	ENSCPBG00000006842	Chrysemys_picta_bellii
ENSPSIP00000003251	ENSPSIG00000003118	Pelodiscus_sinensis
ENSAPLP00000029080	ENSAPLG00000017312	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005004129	ENSCJPG00005004176	Coturnix_japonica
ENSCABP00000029530	ENSCABG00000021670	Chelonoidis_abingdonii
ENSPVIP00000009326	ENSPVIG00000007433	Pogona_vitticeps
ENSACAP00000001271	ENSACAG00000001135	Anolis_carolinensis
ENSNSUP00000025900	ENSNSUG00000018614	Notechis_scutatus
ENSSMRP00000009518	ENSSMRG00000007588	Salvator_merianae
ENSPCIP00000037371	ENSPCIG00000027546	Phascolarctos_cinereus
ENSVURP00010008531	ENSVURG00010006617	Vombatus_ursinus
ENSMEUP00000004716	ENSMEUG00000005147	Notamacropus_eugenii
ENSSHAP00000021027	ENSSHAG00000017830	Sarcophilus_harrisii
ENSMODP00000005550	ENSMODG00000004498	Monodelphis_domestica
ENSLAFP00000000526	ENSLAFG00000000623	Loxodonta_africana
ENSPCAP00000003277	ENSPCAG00000003464	Procavia_capensis
ENSETEP00000009851	ENSETEG00000012131	Echinops_telfairi
