ENSAOWP00000002688	ENSAOWG00000001903	Apteryx_owenii
ENSAHAP00000025021	ENSAHAG00000017435	Apteryx_haastii
ENSARWP00000024601	ENSARWG00000016757	Apteryx_rowi
ENSDNVP00000012167	ENSDNVG00000008583	Dromaius_novaehollandiae
ENSNPEP00000002733	ENSNPEG00000002106	Nothoprocta_perdicaria
ENSMVIP00005013860	ENSMVIG00005010026	Manacus_vitellinus
ENSLCOP00000022459	ENSLCOG00000015797	Lepidothrix_coronata
ENSCCEP00000014882	ENSCCEG00000014181	Cyanistes_caeruleus
ENSPMJP00000006648	ENSPMJG00000005562	Parus_major
ENSZALP00000000226	ENSZALG00000000260	Zonotrichia_albicollis
ENSJHYP00000008709	ENSJHYG00000006880	Junco_hyemalis
ENSSCAP00000011158	ENSSCAG00000008403	Serinus_canaria
ENSFALP00000007298	ENSFALG00000006993	Ficedula_albicollis
ENSTGUP00000000869	ENSTGUG00000000848	Taeniopygia_guttata
ENSLSDP00000022975	ENSLSDG00000016198	Lonchura_striata_domestica
ENSMUNP00000008831	ENSMUNG00000006982	Melopsittacus_undulatus
ENSCPGP00000007903	ENSCPGG00000005644	Calidris_pygmaea
ENSCPUP00000028591	ENSCPUG00000019227	Calidris_pugnax
ENSABRP00000019421	ENSABRG00000016668	Anser_brachyrhynchus
ENSAPLP00000012514	ENSAPLG00000012729	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000005494	ENSMGAG00000005556	Meleagris_gallopavo
ENSCJPP00005003062	ENSCJPG00005003305	Coturnix_japonica
ENSGALP00000056685	ENSGALG00000006797	Gallus_gallus
ENSNMEP00000008744	ENSNMEG00000008512	Numida_meleagris
ENSCPRP00005009387	ENSCPRG00005006613	Crocodylus_porosus
ENSCPBP00000023923	ENSCPBG00000017055	Chrysemys_picta_bellii
ENSCABP00000029262	ENSCABG00000021477	Chelonoidis_abingdonii
ENSPSIP00000005421	ENSPSIG00000005053	Pelodiscus_sinensis
ENSACAP00000019189	ENSACAG00000003231	Anolis_carolinensis
ENSPVIP00000003756	ENSPVIG00000003105	Pogona_vitticeps
ENSNSUP00000010430	ENSNSUG00000007880	Notechis_scutatus
ENSSMRP00000018395	ENSSMRG00000014314	Salvator_merianae
ENSPCIP00000003928	ENSPCIG00000003216	Phascolarctos_cinereus	ENSPCIT00000004890
ENSVURP00010031165	ENSVURG00010023834	Vombatus_ursinus	ENSVURT00010035490
ENSMEUP00000008056	ENSMEUG00000008809	Notamacropus_eugenii	ENSMEUT00000008841
ENSSHAP00000018438	ENSSHAG00000015652	Sarcophilus_harrisii	ENSSHAT00000018591
ENSMODP00000007893	ENSMODG00000006359	Monodelphis_domestica	ENSMODT00000008052
ENSCHOP00000003208	ENSCHOG00000003620	Choloepus_hoffmanni	ENSCHOT00000003636
ENSDNOP00000000080	ENSDNOG00000000111	Dasypus_novemcinctus	ENSDNOT00000000111
ENSLAFP00000003635	ENSLAFG00000004361	Loxodonta_africana	ENSLAFT00000004361
ENSPCAP00000006066	ENSPCAG00000006510	Procavia_capensis	ENSPCAT00000006489
ENSMSIP00000014779	ENSMSIG00000012695	Mus_spicilegus
ENSMUSP00000064775	ENSMUSG00000052551	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0035172	MGP_SPRETEiJ_G0019068	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0033617	MGP_CAROLIEiJ_G0018212	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040214	MGP_PahariEiJ_G0019260	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073876	ENSRNOG00000030775	Rattus_norvegicus
ENSMUGP00000029495	ENSMUGG00000024470	Meriones_unguiculatus
ENSPEMP00000000532	ENSPEMG00000000370	Peromyscus_maniculatus_bairdii
ENSMOCP00000011544	ENSMOCG00000011797	Microtus_ochrogaster
ENSCGRP00001010707	ENSCGRG00001012519	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010654	ENSCGRG00000007814	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015019590	ENSCGRG00015015026	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009096	ENSMAUG00000010346	Mesocricetus_auratus
ENSNGAP00000013594	ENSNGAG00000015119	Nannospalax_galili
ENSJJAP00000012959	ENSJJAG00000015849	Jaculus_jaculus
ENSCCNP00000006990	ENSCCNG00000007334	Castor_canadensis
ENSODEP00000000395	ENSODEG00000000345	Octodon_degus	ENSODET00000000415
ENSCLAP00000005851	ENSCLAG00000004143	Chinchilla_lanigera	ENSCLAT00000005952
ENSCAPP00000007119	ENSCAPG00000009111	Cavia_aperea	ENSCAPT00000010806
ENSCPOP00000012522	ENSCPOG00000013893	Cavia_porcellus	ENSCPOT00000014034
ENSHGLP00100015581	ENSHGLG00100011502	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020346	ENSHGLG00000014550	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002691	ENSFDAG00000012339	Fukomys_damarensis
ENSSTOP00000012836	ENSSTOG00000014329	Ictidomys_tridecemlineatus
ENSSDAP00000015114	ENSSDAG00000013604	Spermophilus_dauricus
ENSUPAP00010025267	ENSUPAG00010019988	Urocitellus_parryii
ENSMMMP00000014450	ENSMMMG00000012855	Marmota_marmota_marmota
ENSOCUP00000003618	ENSOCUG00000004181	Oryctolagus_cuniculus
ENSOPRP00000008518	ENSOPRG00000009309	Ochotona_princeps
ENSTBEP00000004907	ENSTBEG00000005688	Tupaia_belangeri
ENSPTRP00000003786	ENSPTRG00000002241	Pan_troglodytes
ENSPPAP00000032568	ENSPPAG00000039162	Pan_paniscus
ENSP00000370713	ENSG00000185736	Homo_sapiens
ENSGGOP00000003116	ENSGGOG00000003165	Gorilla_gorilla
ENSPPYP00000002361	ENSPPYG00000002042	Pongo_abelii
ENSPANP00000044289	ENSPANG00000023536	Papio_anubis
ENSCATP00000019040	ENSCATG00000033324	Cercocebus_atys
ENSMLEP00000023806	ENSMLEG00000036075	Mandrillus_leucophaeus
ENSMMUP00000022527	ENSMMUG00000017120	Macaca_mulatta
ENSMFAP00000035480	ENSMFAG00000040865	Macaca_fascicularis
ENSMNEP00000033815	ENSMNEG00000040136	Macaca_nemestrina
ENSCSAP00000010143	ENSCSAG00000014037	Chlorocebus_sabaeus
ENSCANP00000034931	ENSCANG00000041148	Colobus_angolensis_palliatus
ENSPTEP00000019986	ENSPTEG00000021275	Piliocolobus_tephrosceles
ENSRROP00000000379	ENSRROG00000001169	Rhinopithecus_roxellana
ENSRBIP00000022490	ENSRBIG00000035193	Rhinopithecus_bieti
ENSCCAP00000010550	ENSCCAG00000023030	Cebus_capucinus_imitator
ENSSBOP00000021120	ENSSBOG00000027116	Saimiri_boliviensis_boliviensis
ENSCJAP00000015530	ENSCJAG00000008412	Callithrix_jacchus
ENSANAP00000030778	ENSANAG00000033136	Aotus_nancymaae
ENSTGEP00000026080	ENSTGEG00000021016	Theropithecus_gelada
ENSNLEP00000016511	ENSNLEG00000013633	Nomascus_leucogenys
ENSCCAP00000008554	ENSCCAG00000022022	Cebus_capucinus_imitator
ENSTSYP00000017582	ENSTSYG00000036532	Carlito_syrichta
ENSPCOP00000009048	ENSPCOG00000015861	Propithecus_coquereli
ENSPSMP00000012135	ENSPSMG00000008755	Prolemur_simus
ENSMICP00000046189	ENSMICG00000047603	Microcebus_murinus
ENSOGAP00000006482	ENSOGAG00000007244	Otolemur_garnettii
ENSNVIP00000012784	ENSNVIG00000010116	Neovison_vison
ENSMPUP00000016120	ENSMPUG00000016224	Mustela_putorius_furo
ENSUAMP00000018496	ENSUAMG00000014666	Ursus_americanus
ENSUMAP00000022100	ENSUMAG00000016171	Ursus_maritimus
ENSAMEP00000002072	ENSAMEG00000001942	Ailuropoda_melanoleuca
ENSCAFP00020005330	ENSCAFG00020004349	Canis_lupus_dingo
ENSCAFP00000008248	ENSCAFG00000029140	Canis_lupus_familiaris
ENSVVUP00000011537	ENSVVUG00000008465	Vulpes_vulpes
ENSPTIP00000006811	ENSPTIG00000008624	Panthera_tigris_altaica
ENSPPRP00000001197	ENSPPRG00000024307	Panthera_pardus
ENSFCAP00000003040	ENSFCAG00000003296	Felis_catus
ENSCHIP00000001341	ENSCHIG00000002677	Capra_hircus
ENSOARP00000015282	ENSOARG00000014235	Ovis_aries
ENSBIXP00005032040	ENSBIXG00005012469	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000014691	ENSBIXG00000019321	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000018870	ENSBTAG00000014194	Bos_taurus
ENSBMUP00000004849	ENSBMUG00000003805	Bos_mutus
ENSBBBP00000025596	ENSBBBG00000020878	Bison_bison_bison
ENSBBBP00000025592	ENSBBBG00000020867	Bison_bison_bison
ENSBMUP00000004860	ENSBMUG00000003815	Bos_mutus
ENSTTRP00000010601	ENSTTRG00000011179	Tursiops_truncatus
ENSSSCP00000061813	ENSSSCG00000011160	Sus_scrofa_strain_reference
ENSMLUP00000012589	ENSMLUG00000013832	Myotis_lucifugus
ENSPVAP00000009469	ENSPVAG00000010042	Pteropus_vampyrus
ENSEASP00005028085	ENSEASG00005019093	Equus_asinus_asinus
ENSECAP00000012464	ENSECAG00000014587	Equus_caballus
ENSDORP00000022544	ENSDORG00000005710	Dipodomys_ordii
ENSETEP00000014215	ENSETEG00000017498	Echinops_telfairi	ENSETET00000017501
ENSOANP00000009705	ENSOANG00000006089	Ornithorhynchus_anatinus
ENSPVIP00000003762	ENSPVIG00000003109	Pogona_vitticeps
ENSPVIP00000005936	ENSPVIG00000004868	Pogona_vitticeps
ENSSPUP00000002826	ENSSPUG00000002190	Sphenodon_punctatus
ENSGAGP00000023869	ENSGAGG00000017469	Gopherus_agassizii
ENSXETP00000008237	ENSXETG00000007266	Xenopus_tropicalis
ENSLACP00000010179	ENSLACG00000008971	Latimeria_chalumnae
ENSPKIP00000028545	ENSPKIG00000010135	Paramormyrops_kingsleyae
ENSSFOP00015023671	ENSSFOG00015014917	Scleropages_formosus
ENSAMXP00005035660	ENSAMXG00005017091	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005035706	ENSAMXG00005017102	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000033408	ENSAMXG00000040561	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022667	ENSPNAG00000030072	Pygocentrus_nattereri
ENSEEEP00000038939	ENSEEEG00000018479	Electrophorus_electricus
ENSIPUP00000001140	ENSIPUG00000000812	Ictalurus_punctatus
ENSDARP00000115372	ENSDARG00000071823	Danio_rerio
ENSCHAP00000008986	ENSCHAG00000005372	Clupea_harengus
ENSDCDP00000004206	ENSDCDG00000002155	Denticeps_clupeoides
