ENSAOWP00000001734	ENSAOWG00000001191	Apteryx_owenii	ENSAOWT00000001964
ENSAHAP00000004331	ENSAHAG00000003375	Apteryx_haastii	ENSAHAT00000004860
ENSARWP00000005454	ENSARWG00000003889	Apteryx_rowi	ENSARWT00000006254
ENSDNVP00000005050	ENSDNVG00000003597	Dromaius_novaehollandiae	ENSDNVT00000006064
ENSNPEP00000010569	ENSNPEG00000007945	Nothoprocta_perdicaria
ENSMVIP00005017181	ENSMVIG00005012276	Manacus_vitellinus
ENSLCOP00000020420	ENSLCOG00000014469	Lepidothrix_coronata
ENSTGUP00000008847	ENSTGUG00000008594	Taeniopygia_guttata
ENSZALP00000006222	ENSZALG00000005695	Zonotrichia_albicollis
ENSJHYP00000016859	ENSJHYG00000012862	Junco_hyemalis
ENSSCAP00000010618	ENSSCAG00000008024	Serinus_canaria
ENSTGUP00000008851	ENSTGUG00000008595	Taeniopygia_guttata
ENSTGUP00000017347	ENSTGUG00000017069	Taeniopygia_guttata
ENSLSDP00000023952	ENSLSDG00000016840	Lonchura_striata_domestica
ENSFALP00000010809	ENSFALG00000010365	Ficedula_albicollis
ENSPMJP00000012533	ENSPMJG00000009636	Parus_major
ENSCCEP00000008901	ENSCCEG00000009098	Cyanistes_caeruleus
ENSMUNP00000007992	ENSMUNG00000006391	Melopsittacus_undulatus
ENSCPGP00000019102	ENSCPGG00000012937	Calidris_pygmaea
ENSCPUP00000027912	ENSCPUG00000018764	Calidris_pugnax
ENSABRP00000025740	ENSABRG00000021583	Anser_brachyrhynchus
ENSAPLP00000020253	ENSAPLG00000010678	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000009394	ENSMGAG00000009089	Meleagris_gallopavo
ENSCJPP00005026504	ENSCJPG00005020603	Coturnix_japonica
ENSGALP00000058431	ENSGALG00000030157	Gallus_gallus
ENSNMEP00000027614	ENSNMEG00000023098	Numida_meleagris
ENSCPRP00005025392	ENSCPRG00005017616	Crocodylus_porosus
ENSGAGP00000031155	ENSGAGG00000022383	Gopherus_agassizii
ENSCABP00000028454	ENSCABG00000020910	Chelonoidis_abingdonii
ENSCPBP00000027596	ENSCPBG00000019501	Chrysemys_picta_bellii
ENSPSIP00000019756	ENSPSIG00000017472	Pelodiscus_sinensis
ENSACAP00000001385	ENSACAG00000001428	Anolis_carolinensis
ENSPVIP00000006059	ENSPVIG00000004538	Pogona_vitticeps
ENSNSUP00000003606	ENSNSUG00000002916	Notechis_scutatus
ENSSMRP00000028913	ENSSMRG00000022255	Salvator_merianae
ENSSPUP00000014561	ENSSPUG00000011221	Sphenodon_punctatus
ENSPCIP00000015640	ENSPCIG00000012144	Phascolarctos_cinereus
ENSVURP00010010838	ENSVURG00010008372	Vombatus_ursinus
ENSMEUP00000000499	ENSMEUG00000000533	Notamacropus_eugenii
ENSSHAP00000006989	ENSSHAG00000006074	Sarcophilus_harrisii
ENSMODP00000016086	ENSMODG00000012855	Monodelphis_domestica
ENSBIXP00005019671	ENSBIXG00005022868	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000032201	ENSBIXG00000014693	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000055899	ENSBTAG00000013689	Bos_taurus
ENSBMUP00000032525	ENSBMUG00000024258	Bos_mutus
ENSBBBP00000027320	ENSBBBG00000023557	Bison_bison_bison
ENSCHIP00000030036	ENSCHIG00000024924	Capra_hircus
ENSOARP00000010945	ENSOARG00000010206	Ovis_aries
ENSTTRP00000011967	ENSTTRG00000012611	Tursiops_truncatus
ENSSSCP00000043819	ENSSSCG00000002257	Sus_scrofa_strain_reference
ENSVPAP00000005248	ENSVPAG00000005647	Vicugna_pacos
ENSUMAP00000035306	ENSUMAG00000025392	Ursus_maritimus
ENSAMEP00000016744	ENSAMEG00000015858	Ailuropoda_melanoleuca
ENSMPUP00000010567	ENSMPUG00000010646	Mustela_putorius_furo
ENSNVIP00000026399	ENSNVIG00000020354	Neovison_vison
ENSCAFP00000016147	ENSCAFG00000010940	Canis_lupus_familiaris
ENSCAFP00020025097	ENSCAFG00020019712	Canis_lupus_dingo
ENSVVUP00000018988	ENSVVUG00000013991	Vulpes_vulpes
ENSPTIP00000024700	ENSPTIG00000020698	Panthera_tigris_altaica
ENSPPRP00000011364	ENSPPRG00000005306	Panthera_pardus
