ENSPMAP00000008509	ENSPMAG00000007740	Petromyzon_marinus
ENSEBUP00000018037	ENSEBUG00000011270	Eptatretus_burgeri
ENSGAGP00000003789	ENSGAGG00000003083	Gopherus_agassizii
ENSCABP00000001389	ENSCABG00000001148	Chelonoidis_abingdonii
ENSCPBP00000001000	ENSCPBG00000000808	Chrysemys_picta_bellii
ENSCPRP00005023055	ENSCPRG00005016033	Crocodylus_porosus
ENSPCIP00000008844	ENSPCIG00000007300	Phascolarctos_cinereus
ENSVURP00010017039	ENSVURG00010013034	Vombatus_ursinus
ENSMODP00000017220	ENSMODG00000013772	Monodelphis_domestica
ENSSTOP00000023129	ENSSTOG00000019446	Ictidomys_tridecemlineatus
ENSSTOP00000017313	ENSSTOG00000024023	Ictidomys_tridecemlineatus
ENSUPAP00010016513	ENSUPAG00010013176	Urocitellus_parryii
ENSSDAP00000004393	ENSSDAG00000004137	Spermophilus_dauricus
ENSMMMP00000012565	ENSMMMG00000011240	Marmota_marmota_marmota
ENSDORP00000021755	ENSDORG00000026588	Dipodomys_ordii
ENSDORP00000019587	ENSDORG00000024118	Dipodomys_ordii
ENSCLAP00000012767	ENSCLAG00000008814	Chinchilla_lanigera
ENSHGLP00000011284	ENSHGLG00000008098	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000026981	ENSODEG00000020492	Octodon_degus
ENSCPOP00000015098	ENSCPOG00000021078	Cavia_porcellus
ENSCAPP00000008396	ENSCAPG00000010107	Cavia_aperea
ENSPEMP00000034864	ENSPEMG00000030580	Peromyscus_maniculatus_bairdii
ENSMOCP00000006431	ENSMOCG00000006084	Microtus_ochrogaster
ENSCGRP00001014941	ENSCGRG00001015682	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022971	ENSCGRG00015017450	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000007034	ENSMAUG00000008818	Mesocricetus_auratus
ENSMUSP00000057916	ENSMUSG00000074121	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0082847	MGP_SPRETEiJ_G0030814	Mus_spretus_strain_SPRET/EiJ
