ENSCPGP00000001227	ENSCPGG00000000980	Calidris_pygmaea
ENSCPUP00000011510	ENSCPUG00000008170	Calidris_pugnax
ENSPMJP00000016272	ENSPMJG00000012305	Parus_major
ENSCCEP00000002671	ENSCCEG00000002982	Cyanistes_caeruleus
ENSSCAP00000022082	ENSSCAG00000015867	Serinus_canaria
ENSTGUP00000005009	ENSTGUG00000004872	Taeniopygia_guttata
ENSTGUP00000005010	ENSTGUG00000004874	Taeniopygia_guttata
ENSLSDP00000002044	ENSLSDG00000001625	Lonchura_striata_domestica
ENSMVIP00005012597	ENSMVIG00005009148	Manacus_vitellinus
ENSFALP00000012450	ENSFALG00000011926	Ficedula_albicollis
ENSJHYP00000017697	ENSJHYG00000013518	Junco_hyemalis
ENSZALP00000016582	ENSZALG00000013444	Zonotrichia_albicollis
ENSLCOP00000011804	ENSLCOG00000008548	Lepidothrix_coronata
ENSMUNP00000020363	ENSMUNG00000015508	Melopsittacus_undulatus
ENSAPLP00000029501	ENSAPLG00000016924	Anas_platyrhynchos_platyrhynchos
ENSABRP00000002887	ENSABRG00000002788	Anser_brachyrhynchus
ENSGALP00000046763	ENSGALG00000033953	Gallus_gallus
ENSCJPP00005006131	ENSCJPG00005005742	Coturnix_japonica
ENSMGAP00000019458	ENSMGAG00000017155	Meleagris_gallopavo
ENSNMEP00000012270	ENSNMEG00000011385	Numida_meleagris
ENSAHAP00000000502	ENSAHAG00000000465	Apteryx_haastii
ENSAMXP00000029046	ENSAMXG00000037880	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005017074	ENSAMXG00005008925	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000005170	ENSIPUG00000003604	Ictalurus_punctatus
ENSDARP00000136569	ENSDARG00000079900	Danio_rerio
ENSLCRP00005027320	ENSLCRG00005010871	Larimichthys_crocea
ENSHBUP00000034919	ENSHBUG00000022782	Haplochromis_burtoni
ENSAOWP00000024315	ENSAOWG00000016415	Apteryx_owenii
ENSAHAP00000000500	ENSAHAG00000000455	Apteryx_haastii
ENSARWP00000005494	ENSARWG00000003917	Apteryx_rowi
ENSNPEP00000007806	ENSNPEG00000005860	Nothoprocta_perdicaria
ENSCMIP00000005617	ENSCMIG00000003243	Callorhinchus_milii
ENSDNVP00000002354	ENSDNVG00000001685	Dromaius_novaehollandiae
ENSPCIP00000016909	ENSPCIG00000012986	Phascolarctos_cinereus
ENSVURP00010003621	ENSVURG00010002899	Vombatus_ursinus
ENSMEUP00000009289	ENSMEUG00000010161	Notamacropus_eugenii
ENSMODP00000013914	ENSMODG00000011116	Monodelphis_domestica
ENSSHAP00000011376	ENSSHAG00000009784	Sarcophilus_harrisii
ENSSHAP00000011005	ENSSHAG00000009484	Sarcophilus_harrisii
ENSUAMP00000036357	ENSUAMG00000027549	Ursus_americanus
ENSAMEP00000014019	ENSAMEG00000013315	Ailuropoda_melanoleuca
ENSUMAP00000005714	ENSUMAG00000004500	Ursus_maritimus
ENSNVIP00000005498	ENSNVIG00000004403	Neovison_vison
ENSMPUP00000014085	ENSMPUG00000014194	Mustela_putorius_furo
ENSCAFP00000041237	ENSCAFG00000016028	Canis_lupus_familiaris
ENSCAFP00020025487	ENSCAFG00020020085	Canis_lupus_dingo
ENSVVUP00000024766	ENSVVUG00000018168	Vulpes_vulpes
ENSPTIP00000009832	ENSPTIG00000010782	Panthera_tigris_altaica
ENSPPRP00000004346	ENSPPRG00000000484	Panthera_pardus
ENSFCAP00000014312	ENSFCAG00000015434	Felis_catus
ENSECAP00000018780	ENSECAG00000021309	Equus_caballus
ENSEASP00005005915	ENSEASG00005004354	Equus_asinus_asinus
ENSMLUP00000015488	ENSMLUG00000016983	Myotis_lucifugus
ENSPVAP00000005103	ENSPVAG00000005388	Pteropus_vampyrus
