ENSMPUP00000017209	ENSMPUG00000017319	Mustela_putorius_furo
ENSMLEP00000024124	ENSMLEG00000036230	Mandrillus_leucophaeus
ENSPCAP00000005055	ENSPCAG00000005447	Procavia_capensis
ENSBBBP00000000969	ENSBBBG00000010120	Bison_bison_bison
ENSRROP00000008263	ENSRROG00000028595	Rhinopithecus_roxellana
ENSCAFP00020004634	ENSCAFG00020003823	Canis_lupus_dingo
ENSAMEP00000008511	ENSAMEG00000008099	Ailuropoda_melanoleuca
ENSPTIP00000023892	ENSPTIG00000020193	Panthera_tigris_altaica
ENSPPRP00000010868	ENSPPRG00000004895	Panthera_pardus
ENSPMJP00000010205	ENSPMJG00000008058	Parus_major	ENSPMJT00000013599
ENSMSIP00000009926	ENSMSIG00000008719	Mus_spicilegus
ENSEEUP00000003971	ENSEEUG00000004359	Erinaceus_europaeus
ENSTGEP00000035797	ENSTGEG00000028499	Theropithecus_gelada
ENSMAUP00000024931	ENSMAUG00000021634	Mesocricetus_auratus
ENSPCOP00000003103	ENSPCOG00000009412	Propithecus_coquereli
ENSCATP00000026316	ENSCATG00000036577	Cercocebus_atys
ENSMMMP00000002903	ENSMMMG00000002650	Marmota_marmota_marmota
ENSOPRP00000012967	ENSOPRG00000014216	Ochotona_princeps
ENSBMUP00000001920	ENSBMUG00000001548	Bos_mutus
ENSMUNP00000016380	ENSMUNG00000012609	Melopsittacus_undulatus	ENSMUNT00000018848
ENSPPYP00000007551	ENSPPYG00000006656	Pongo_abelii
ENSGAGP00000008605	ENSGAGG00000006822	Gopherus_agassizii
ENSPVAP00000014498	ENSPVAG00000015376	Pteropus_vampyrus
ENSPTRP00000041303	ENSPTRG00000007294	Pan_troglodytes
ENSUMAP00000006203	ENSUMAG00000004895	Ursus_maritimus
ENSMOCP00000005849	ENSMOCG00000005382	Microtus_ochrogaster
MGP_PahariEiJ_P0023678	MGP_PahariEiJ_G0015132	Mus_pahari_strain_PAHARI_EIJ
ENSMICP00000002597	ENSMICG00000002853	Microcebus_murinus
ENSMEUP00000002294	ENSMEUG00000002492	Notamacropus_eugenii
ENSCHIP00000009141	ENSCHIG00000012103	Capra_hircus
ENSEASP00005023097	ENSEASG00005015740	Equus_asinus_asinus
ENSCANP00000024497	ENSCANG00000035663	Colobus_angolensis_palliatus
ENSMNEP00000008151	ENSMNEG00000028605	Macaca_nemestrina
ENSCJAP00000053177	ENSCJAG00000044594	Callithrix_jacchus
ENSNSUP00000027857	ENSNSUG00000019884	Notechis_scutatus
ENSMLUP00000005491	ENSMLUG00000006010	Myotis_lucifugus
ENSNLEP00000017919	ENSNLEG00000014733	Nomascus_leucogenys
ENSFDAP00000004279	ENSFDAG00000013542	Fukomys_damarensis
ENSGGOP00000021102	ENSGGOG00000014839	Gorilla_gorilla
ENSFCAP00000029520	ENSFCAG00000012917	Felis_catus
ENSCAPP00000018227	ENSCAPG00000017685	Cavia_aperea
ENSMODP00000044868	ENSMODG00000009156	Monodelphis_domestica
ENSPVIP00000026278	ENSPVIG00000019630	Pogona_vitticeps
ENSNGAP00000006052	ENSNGAG00000008835	Nannospalax_galili
ENSUAMP00000029501	ENSUAMG00000022728	Ursus_americanus
ENSODEP00000019892	ENSODEG00000014685	Octodon_degus
ENSRNOP00000061543	ENSRNOG00000018689	Rattus_norvegicus
ENSCPUP00000016257	ENSCPUG00000011269	Calidris_pugnax	ENSCPUT00000019275
ENSCSAP00000010495	ENSCSAG00000014367	Chlorocebus_sabaeus
ENSCPGP00000019256	ENSCPGG00000013405	Calidris_pygmaea	ENSCPGT00000021070
ENSOPRP00000014767	ENSOPRG00000016167	Ochotona_princeps
ENSCGRP00001022031	ENSCGRG00001020700	Cricetulus_griseus_CHOK1GS_HDv1
ENSSMRP00000010581	ENSSMRG00000008374	Salvator_merianae
ENSNMEP00000012517	ENSNMEG00000011586	Numida_meleagris
ENSABRP00000024518	ENSABRG00000020595	Anser_brachyrhynchus
ENSPANP00000014288	ENSPANG00000015963	Papio_anubis
ENSPCIP00000007490	ENSPCIG00000006306	Phascolarctos_cinereus
ENSLACP00000007539	ENSLACG00000006683	Latimeria_chalumnae
ENSCPBP00000003556	ENSCPBG00000002903	Chrysemys_picta_bellii
MGP_CAROLIEiJ_P0088033	MGP_CAROLIEiJ_G0032266	Mus_caroli_strain_CAROLI_EIJ
ENSMFAP00000023371	ENSMFAG00000043358	Macaca_fascicularis
ENSTTRP00000007578	ENSTTRG00000008008	Tursiops_truncatus
ENSSSCP00000002060	ENSSSCG00000001885	Sus_scrofa_strain_reference
ENSECAP00000015296	ENSECAG00000017739	Equus_caballus
ENSMUSP00000034846	ENSMUSG00000032300	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00015033245	ENSCGRG00015025066	Cricetulus_griseus_CriGri-PICR
ENSPTEP00000024151	ENSPTEG00000024709	Piliocolobus_tephrosceles
ENSBIXP00000006801	ENSBIXG00000012875	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSDNVP00000000965	ENSDNVG00000000725	Dromaius_novaehollandiae
ENSANAP00000014503	ENSANAG00000025155	Aotus_nancymaae
ENSVURP00010015782	ENSVURG00010012079	Vombatus_ursinus
ENSCCNP00000014589	ENSCCNG00000015052	Castor_canadensis
ENSPPAP00000011104	ENSPPAG00000028760	Pan_paniscus
ENSOGAP00000018452	ENSOGAG00000029720	Otolemur_garnettii
ENSCPOP00000030189	ENSCPOG00000031861	Cavia_porcellus
ENSTSYP00000015058	ENSTSYG00000033973	Carlito_syrichta
ENSSBOP00000007198	ENSSBOG00000020557	Saimiri_boliviensis_boliviensis
ENSP00000353854	ENSG00000167173	Homo_sapiens
ENSUPAP00010006924	ENSUPAG00010005577	Urocitellus_parryii
ENSCABP00000024552	ENSCABG00000018080	Chelonoidis_abingdonii
MGP_SPRETEiJ_P0091642	MGP_SPRETEiJ_G0033406	Mus_spretus_strain_SPRET/EiJ
ENSCAFP00000026575	ENSCAFG00000017991	Canis_lupus_familiaris
ENSCJPP00005008431	ENSCJPG00005007524	Coturnix_japonica
ENSCCAP00000002661	ENSCCAG00000015783	Cebus_capucinus_imitator
ENSHGLP00000002491	ENSHGLG00000001877	Heterocephalus_glaber_HetGla_female_1.0
ENSOARP00000002827	ENSOARG00000002658	Ovis_aries
ENSLAFP00000001418	ENSLAFG00000001697	Loxodonta_africana
ENSRBIP00000002123	ENSRBIG00000010621	Rhinopithecus_bieti
ENSCLAP00000009823	ENSCLAG00000006803	Chinchilla_lanigera
ENSOCUP00000026526	ENSOCUG00000013504	Oryctolagus_cuniculus
ENSMVIP00005019542	ENSMVIG00005013830	Manacus_vitellinus	ENSMVIT00005022045
ENSAHAP00000022242	ENSAHAG00000015608	Apteryx_haastii
ENSMMUP00000072818	ENSMMUG00000008529	Macaca_mulatta
ENSNVIP00000016905	ENSNVIG00000013251	Neovison_vison
ENSHGLP00100018807	ENSHGLG00100013875	Heterocephalus_glaber_HetGla_1.0
