ENSCABP00000019624	ENSCABG00000014493	Chelonoidis_abingdonii	ENSCABT00000021507
ENSGAGP00000015420	ENSGAGG00000011640	Gopherus_agassizii	ENSGAGT00000017616
ENSCPBP00000024530	ENSCPBG00000017136	Chrysemys_picta_bellii
ENSPSIP00000015299	ENSPSIG00000013607	Pelodiscus_sinensis
ENSABRP00000005891	ENSABRG00000005487	Anser_brachyrhynchus
ENSAPLP00000014689	ENSAPLG00000014821	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000001999	ENSCPUG00000001147	Calidris_pugnax
ENSAHAP00000003909	ENSAHAG00000003072	Apteryx_haastii
ENSAOWP00000011147	ENSAOWG00000007668	Apteryx_owenii
ENSARWP00000016835	ENSARWG00000011622	Apteryx_rowi
ENSMGAP00000003991	ENSMGAG00000004209	Meleagris_gallopavo
ENSCJPP00005004630	ENSCJPG00005004552	Coturnix_japonica
ENSGALP00000049620	ENSGALG00000039315	Gallus_gallus
ENSMGAP00000003933	ENSMGAG00000004164	Meleagris_gallopavo
ENSLSDP00000003715	ENSLSDG00000002668	Lonchura_striata_domestica
ENSPMJP00000017746	ENSPMJG00000013318	Parus_major
ENSSCAP00000001785	ENSSCAG00000001514	Serinus_canaria
ENSFALP00000010564	ENSFALG00000010128	Ficedula_albicollis
ENSJHYP00000004920	ENSJHYG00000003551	Junco_hyemalis
ENSACAP00000006572	ENSACAG00000006698	Anolis_carolinensis
ENSPVIP00000033196	ENSPVIG00000024283	Pogona_vitticeps
ENSNSUP00000009163	ENSNSUG00000006234	Notechis_scutatus
ENSSMRP00000000725	ENSSMRG00000000656	Salvator_merianae
ENSSPUP00000010079	ENSSPUG00000007756	Sphenodon_punctatus
ENSDORP00000006683	ENSDORG00000007127	Dipodomys_ordii
ENSCCNP00000033036	ENSCCNG00000031265	Castor_canadensis
ENSCGRP00001019959	ENSCGRG00001019238	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023907	ENSCGRG00000017321	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015037974	ENSCGRG00015028400	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000010746	ENSMAUG00000011482	Mesocricetus_auratus
ENSMOCP00000010703	ENSMOCG00000010941	Microtus_ochrogaster
ENSPEMP00000000060	ENSPEMG00000000046	Peromyscus_maniculatus_bairdii
ENSMUSP00000130666	ENSMUSG00000040354	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000031920	ENSMSIG00000026302	Mus_spicilegus
MGP_SPRETEiJ_P0026283	MGP_SPRETEiJ_G0016717	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0025005	MGP_CAROLIEiJ_G0015891	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087658	MGP_PahariEiJ_G0031194	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000034945	ENSRNOG00000025459	Rattus_norvegicus
ENSMUGP00000009849	ENSMUGG00000008759	Meriones_unguiculatus
ENSNGAP00000018813	ENSNGAG00000018824	Nannospalax_galili
ENSJJAP00000017223	ENSJJAG00000018827	Jaculus_jaculus
ENSODEP00000002246	ENSODEG00000001752	Octodon_degus
ENSCLAP00000017735	ENSCLAG00000012164	Chinchilla_lanigera
ENSCPOP00000011579	ENSCPOG00000012866	Cavia_porcellus
ENSCAPP00000013945	ENSCAPG00000014448	Cavia_aperea
ENSHGLP00100009291	ENSHGLG00100006885	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018830	ENSHGLG00000013493	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000027701	ENSHGLG00000019739	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006543	ENSHGLG00100004906	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017941	ENSFDAG00000010217	Fukomys_damarensis
ENSSDAP00000003340	ENSSDAG00000003143	Spermophilus_dauricus
ENSSTOP00000001011	ENSSTOG00000001128	Ictidomys_tridecemlineatus
ENSUPAP00010021699	ENSUPAG00010017243	Urocitellus_parryii
ENSMMMP00000012425	ENSMMMG00000011099	Marmota_marmota_marmota
ENSOCUP00000049774	ENSOCUG00000007373	Oryctolagus_cuniculus
ENSOPRP00000005971	ENSOPRG00000006518	Ochotona_princeps
ENSPTRP00000008732	ENSPTRG00000005135	Pan_troglodytes
ENSPPAP00000006580	ENSPPAG00000025147	Pan_paniscus
ENSP00000262027	ENSG00000166986	Homo_sapiens
ENSGGOP00000001954	ENSGGOG00000001982	Gorilla_gorilla
ENSPPYP00000005344	ENSPPYG00000004691	Pongo_abelii
ENSNLEP00000021027	ENSNLEG00000017297	Nomascus_leucogenys
ENSPTEP00000029956	ENSPTEG00000029260	Piliocolobus_tephrosceles
ENSCANP00000022418	ENSCANG00000034583	Colobus_angolensis_palliatus
ENSRROP00000037948	ENSRROG00000042331	Rhinopithecus_roxellana
ENSRBIP00000043208	ENSRBIG00000044782	Rhinopithecus_bieti
ENSMFAP00000010888	ENSMFAG00000010123	Macaca_fascicularis
ENSMMUP00000072723	ENSMMUG00000011277	Macaca_mulatta
ENSMNEP00000043662	ENSMNEG00000044464	Macaca_nemestrina
ENSCSAP00000001145	ENSCSAG00000004852	Chlorocebus_sabaeus
ENSMLEP00000020868	ENSMLEG00000034638	Mandrillus_leucophaeus
ENSCATP00000031627	ENSCATG00000038907	Cercocebus_atys
ENSPANP00000003370	ENSPANG00000009140	Papio_anubis
ENSTGEP00000021222	ENSTGEG00000017114	Theropithecus_gelada
ENSCCAP00000028458	ENSCCAG00000032206	Cebus_capucinus_imitator
ENSSBOP00000012343	ENSSBOG00000022875	Saimiri_boliviensis_boliviensis
ENSCJAP00000013517	ENSCJAG00000007249	Callithrix_jacchus
ENSANAP00000019644	ENSANAG00000027589	Aotus_nancymaae
ENSTSYP00000004747	ENSTSYG00000005193	Carlito_syrichta
ENSPCOP00000012115	ENSPCOG00000017598	Propithecus_coquereli
ENSMICP00000032909	ENSMICG00000032056	Microcebus_murinus
ENSPSMP00000032812	ENSPSMG00000022628	Prolemur_simus
ENSOGAP00000004675	ENSOGAG00000005226	Otolemur_garnettii
ENSTBEP00000000262	ENSTBEG00000000303	Tupaia_belangeri
ENSUAMP00000024756	ENSUAMG00000019284	Ursus_americanus
ENSSSCP00000035681	ENSSSCG00000023318	Sus_scrofa_strain_reference
ENSUMAP00000027283	ENSUMAG00000019826	Ursus_maritimus
ENSAMEP00000005302	ENSAMEG00000004962	Ailuropoda_melanoleuca
ENSMPUP00000001813	ENSMPUG00000001831	Mustela_putorius_furo
ENSNVIP00000002703	ENSNVIG00000002142	Neovison_vison
