ENSCCNP00000018235	ENSCCNG00000018514	Castor_canadensis
ENSDORP00000019093	ENSDORG00000005789	Dipodomys_ordii
ENSCGRP00001001544	ENSCGRG00001001311	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000025022	ENSCGRG00000018120	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015028358	ENSCGRG00015021466	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023406	ENSMAUG00000020568	Mesocricetus_auratus
ENSPEMP00000005478	ENSPEMG00000007932	Peromyscus_maniculatus_bairdii
ENSMOCP00000017182	ENSMOCG00000015857	Microtus_ochrogaster
ENSMSIP00000018225	ENSMSIG00000015551	Mus_spicilegus
MGP_SPRETEiJ_P0089878	MGP_SPRETEiJ_G0032778	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000017604	ENSMUSG00000006519	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0086359	MGP_CAROLIEiJ_G0031660	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054608	MGP_PahariEiJ_G0023258	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017564	ENSRNOG00000013014	Rattus_norvegicus
ENSMUGP00000010600	ENSMUGG00000009332	Meriones_unguiculatus
ENSNGAP00000006617	ENSNGAG00000009875	Nannospalax_galili
ENSJJAP00000001197	ENSJJAG00000001098	Jaculus_jaculus
ENSCPOP00000016000	ENSCPOG00000001019	Cavia_porcellus
ENSCAPP00000004502	ENSCAPG00000007025	Cavia_aperea
ENSODEP00000005567	ENSODEG00000004204	Octodon_degus
ENSCLAP00000000916	ENSCLAG00000000711	Chinchilla_lanigera
ENSHGLP00100004932	ENSHGLG00100003741	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000023894	ENSHGLG00000017034	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000556	ENSFDAG00000006259	Fukomys_damarensis
ENSUPAP00010019543	ENSUPAG00010015480	Urocitellus_parryii
ENSSTOP00000024580	ENSSTOG00000020835	Ictidomys_tridecemlineatus
ENSSDAP00000007050	ENSSDAG00000006449	Spermophilus_dauricus
ENSOPRP00000006074	ENSOPRG00000006635	Ochotona_princeps
ENSPPYP00000008618	ENSPPYG00000007641	Pongo_abelii
ENSP00000261623	ENSG00000051523	Homo_sapiens
ENSCATP00000022178	ENSCATG00000034724	Cercocebus_atys
ENSTGEP00000025292	ENSTGEG00000020393	Theropithecus_gelada
ENSPANP00000037827	ENSPANG00000032558	Papio_anubis
ENSCSAP00000014985	ENSCSAG00000003057	Chlorocebus_sabaeus
ENSRBIP00000011593	ENSRBIG00000029680	Rhinopithecus_bieti
ENSRROP00000036243	ENSRROG00000041592	Rhinopithecus_roxellana
ENSCANP00000023591	ENSCANG00000035196	Colobus_angolensis_palliatus
ENSMMUP00000072260	ENSMMUG00000053929	Macaca_mulatta
ENSPTEP00000040415	ENSPTEG00000037225	Piliocolobus_tephrosceles
ENSCCAP00000007009	ENSCCAG00000021236	Cebus_capucinus_imitator
ENSSBOP00000033138	ENSSBOG00000032747	Saimiri_boliviensis_boliviensis
ENSCJAP00000075312	ENSCJAG00000051807	Callithrix_jacchus
ENSANAP00000041249	ENSANAG00000037939	Aotus_nancymaae
ENSTSYP00000028398	ENSTSYG00000036710	Carlito_syrichta
ENSOGAP00000000373	ENSOGAG00000000417	Otolemur_garnettii
ENSPCOP00000024175	ENSPCOG00000024265	Propithecus_coquereli
ENSPSMP00000013291	ENSPSMG00000009551	Prolemur_simus
ENSPTRP00000091520	ENSPTRG00000008458	Pan_troglodytes
ENSPPAP00000004033	ENSPPAG00000017054	Pan_paniscus
ENSGGOP00000018247	ENSGGOG00000012534	Gorilla_gorilla
ENSNLEP00000049141	ENSNLEG00000034992	Nomascus_leucogenys
ENSMFAP00000018561	ENSMFAG00000032332	Macaca_fascicularis
ENSMNEP00000034681	ENSMNEG00000040513	Macaca_nemestrina
ENSMLEP00000014408	ENSMLEG00000031361	Mandrillus_leucophaeus
ENSCAFP00000054508	ENSCAFG00000019881	Canis_lupus_familiaris
ENSMICP00000043287	ENSMICG00000043128	Microcebus_murinus
ENSMLUP00000008071	ENSMLUG00000008863	Myotis_lucifugus	ENSMLUT00000008858
ENSPVAP00000016373	ENSPVAG00000017353	Pteropus_vampyrus
ENSEASP00005000666	ENSEASG00005000582	Equus_asinus_asinus
ENSECAP00000008798	ENSECAG00000010965	Equus_caballus
ENSOARP00000013819	ENSOARG00000012901	Ovis_aries
ENSCHIP00000012752	ENSCHIG00000014395	Capra_hircus
ENSBIXP00000008421	ENSBIXG00000014264	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005030492	ENSBIXG00005010609	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000017757	ENSBMUG00000013440	Bos_mutus
ENSBTAP00000066289	ENSBTAG00000051907	Bos_taurus
ENSBBBP00000007569	ENSBBBG00000003459	Bison_bison_bison
ENSTTRP00000005912	ENSTTRG00000006256	Tursiops_truncatus
ENSSSCP00000055460	ENSSSCG00000031493	Sus_scrofa_strain_reference
ENSMPUP00000008069	ENSMPUG00000008126	Mustela_putorius_furo
ENSNVIP00000011003	ENSNVIG00000008678	Neovison_vison
ENSAMEP00000019210	ENSAMEG00000018174	Ailuropoda_melanoleuca
ENSCAFP00020005777	ENSCAFG00020004707	Canis_lupus_dingo
ENSVVUP00000004072	ENSVVUG00000003220	Vulpes_vulpes
ENSPPRP00000015636	ENSPPRG00000008183	Panthera_pardus
ENSPTIP00000000183	ENSPTIG00000000414	Panthera_tigris_altaica
ENSFCAP00000006185	ENSFCAG00000006655	Felis_catus
ENSEEUP00000007969	ENSEEUG00000008760	Erinaceus_europaeus
ENSETEP00000005275	ENSETEG00000006492	Echinops_telfairi
ENSPCAP00000009347	ENSPCAG00000010061	Procavia_capensis
ENSLAFP00000004273	ENSLAFG00000005109	Loxodonta_africana
ENSUAMP00000025782	ENSUAMG00000020032	Ursus_americanus
ENSUMAP00000010975	ENSUMAG00000008254	Ursus_maritimus
ENSMMMP00000012031	ENSMMMG00000010774	Marmota_marmota_marmota
ENSVURP00010027238	ENSVURG00010020848	Vombatus_ursinus
ENSPCIP00000009095	ENSPCIG00000007476	Phascolarctos_cinereus
ENSMEUP00000013097	ENSMEUG00000014355	Notamacropus_eugenii
ENSMODP00000005199	ENSMODG00000004220	Monodelphis_domestica
ENSSHAP00000006635	ENSSHAG00000005777	Sarcophilus_harrisii
ENSOANP00000015397	ENSOANG00000009702	Ornithorhynchus_anatinus
ENSACAP00000006491	ENSACAG00000006600	Anolis_carolinensis
ENSPVIP00000015727	ENSPVIG00000012121	Pogona_vitticeps
ENSNSUP00000012116	ENSNSUG00000009056	Notechis_scutatus
ENSSMRP00000008507	ENSSMRG00000006816	Salvator_merianae
ENSCABP00000004630	ENSCABG00000003485	Chelonoidis_abingdonii
ENSGAGP00000008569	ENSGAGG00000006795	Gopherus_agassizii
ENSCPBP00000033588	ENSCPBG00000023484	Chrysemys_picta_bellii
ENSCPRP00005009801	ENSCPRG00005006986	Crocodylus_porosus
