ENSPCIP00000030879	ENSPCIG00000022955	Phascolarctos_cinereus
ENSCPOP00000010232	ENSCPOG00000011382	Cavia_porcellus
ENSHCOP00000005039	ENSHCOG00000006642	Hippocampus_comes
ENSTNIP00000014762	ENSTNIG00000011807	Tetraodon_nigroviridis
ENSPCAP00000011629	ENSPCAG00000012445	Procavia_capensis
ENSHHUP00000032921	ENSHHUG00000020835	Hucho_hucho
MGP_CAROLIEiJ_P0077734	MGP_CAROLIEiJ_G0029282	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046086	MGP_PahariEiJ_G0021142	Mus_pahari_strain_PAHARI_EIJ
ENSACAP00000007310	ENSACAG00000007451	Anolis_carolinensis
ENSXETP00000040236	ENSXETG00000002503	Xenopus_tropicalis
ENSSSCP00000073525	ENSSSCG00000036870	Sus_scrofa_strain_reference
ENSPSMP00000036269	ENSPSMG00000024946	Prolemur_simus
ENSBIXP00000012340	ENSBIXG00000017409	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSATEP00000017657	ENSATEG00000012255	Anabas_testudineus
ENSPTIP00000018209	ENSPTIG00000016394	Panthera_tigris_altaica
ENSMUGP00000001910	ENSMUGG00000001802	Meriones_unguiculatus
ENSCANP00000027403	ENSCANG00000037029	Colobus_angolensis_palliatus
ENSNLEP00000002660	ENSNLEG00000002100	Nomascus_leucogenys
ENSRROP00000029158	ENSRROG00000038364	Rhinopithecus_roxellana
ENSMUSP00000032559	ENSMUSG00000030401	Mus_musculus_strain_reference_(CL57BL6)
ENSBBBP00000021459	ENSBBBG00000003740	Bison_bison_bison
ENSMMOP00000018833	ENSMMOG00000014252	Mola_mola
ENSOCUP00000023545	ENSOCUG00000023342	Oryctolagus_cuniculus
ENSSDUP00000019503	ENSSDUG00000014219	Seriola_dumerili
ENSTRUP00000036639	ENSTRUG00000014329	Takifugu_rubripes
ENSONIP00000005557	ENSONIG00000004413	Oreochromis_niloticus
ENSSPAP00000003101	ENSSPAG00000002365	Stegastes_partitus
ENSTBEP00000008946	ENSTBEG00000010339	Tupaia_belangeri
ENSRBIP00000020858	ENSRBIG00000034412	Rhinopithecus_bieti
ENSUPAP00010027405	ENSUPAG00010021664	Urocitellus_parryii
ENSXMAP00000030135	ENSXMAG00000021539	Xiphophorus_maculatus
ENSMLUP00000002890	ENSMLUG00000003178	Myotis_lucifugus
ENSEEEP00000005772	ENSEEEG00000003053	Electrophorus_electricus
