ENSP00000497112	ENSG00000106031	Homo_sapiens
ENSRBIP00000001703	ENSRBIG00000008704	Rhinopithecus_bieti
ENSPCOP00000016349	ENSPCOG00000019940	Propithecus_coquereli
ENSBTAP00000043379	ENSBTAG00000014735	Bos_taurus
ENSTGEP00000025755	ENSTGEG00000020733	Theropithecus_gelada
ENSMSIP00000011133	ENSMSIG00000009733	Mus_spicilegus
ENSAMEP00000006192	ENSAMEG00000005877	Ailuropoda_melanoleuca
ENSPEMP00000028929	ENSPEMG00000024341	Peromyscus_maniculatus_bairdii
ENSMOCP00000000577	ENSMOCG00000000460	Microtus_ochrogaster
ENSECAP00000040891	ENSECAG00000038185	Equus_caballus
ENSFCAP00000051482	ENSFCAG00000041347	Felis_catus
ENSHGLP00000011054	ENSHGLG00000007930	Heterocephalus_glaber_HetGla_female_1.0
ENSSHAP00000019523	ENSSHAG00000016581	Sarcophilus_harrisii
ENSPCIP00000017902	ENSPCIG00000013657	Phascolarctos_cinereus	ENSPCIT00000022066
ENSSBOP00000014660	ENSSBOG00000024071	Saimiri_boliviensis_boliviensis
ENSPPYP00000019837	ENSPPYG00000017697	Pongo_abelii
ENSOPRP00000009582	ENSOPRG00000010498	Ochotona_princeps
ENSUPAP00010021823	ENSUPAG00010017357	Urocitellus_parryii
ENSCJAP00000072850	ENSCJAG00000068822	Callithrix_jacchus
ENSGGOP00000005197	ENSGGOG00000005309	Gorilla_gorilla
ENSOGAP00000015689	ENSOGAG00000028983	Otolemur_garnettii
ENSCAFP00000004403	ENSCAFG00000002970	Canis_lupus_familiaris
ENSPTRP00000048099	ENSPTRG00000028643	Pan_troglodytes
ENSMFAP00000041802	ENSMFAG00000039716	Macaca_fascicularis
ENSMLUP00000007601	ENSMLUG00000008332	Myotis_lucifugus
ENSBIXP00005034310	ENSBIXG00005015197	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLAFP00000000623	ENSLAFG00000000738	Loxodonta_africana
ENSMODP00000000533	ENSMODG00000000449	Monodelphis_domestica	ENSMODT00000000547
ENSSDAP00000023879	ENSSDAG00000021742	Spermophilus_dauricus
ENSODEP00000010297	ENSODEG00000007693	Octodon_degus
ENSMLEP00000001489	ENSMLEG00000005797	Mandrillus_leucophaeus
ENSCATP00000028139	ENSCATG00000037385	Cercocebus_atys
ENSNLEP00000033164	ENSNLEG00000014997	Nomascus_leucogenys
ENSPSMP00000020867	ENSPSMG00000014769	Prolemur_simus
ENSBMUP00000003056	ENSBMUG00000002431	Bos_mutus
ENSHGLP00100008670	ENSHGLG00100006452	Heterocephalus_glaber_HetGla_1.0
ENSVURP00010000215	ENSVURG00010000199	Vombatus_ursinus	ENSVURT00010000244
ENSRNOP00000073370	ENSRNOG00000053148	Rattus_norvegicus
ENSPTIP00000011166	ENSPTIG00000011682	Panthera_tigris_altaica
ENSRNOP00000073843	ENSRNOG00000057061	Rattus_norvegicus
MGP_CAROLIEiJ_P0073863	MGP_CAROLIEiJ_G0028392	Mus_caroli_strain_CAROLI_EIJ
ENSOCUP00000048627	ENSOCUG00000024694	Oryctolagus_cuniculus
ENSPTEP00000019895	ENSPTEG00000021187	Piliocolobus_tephrosceles
ENSSTOP00000023204	ENSSTOG00000029157	Ictidomys_tridecemlineatus
MGP_SPRETEiJ_P0076732	MGP_SPRETEiJ_G0029394	Mus_spretus_strain_SPRET/EiJ
ENSSSCP00000026595	ENSSSCG00000029666	Sus_scrofa_strain_reference
MGP_PahariEiJ_P0049954	MGP_PahariEiJ_G0022142	Mus_pahari_strain_PAHARI_EIJ
ENSCHIP00000003978	ENSCHIG00000008199	Capra_hircus
ENSOARP00000010250	ENSOARG00000009550	Ovis_aries
ENSNVIP00000015383	ENSNVIG00000012062	Neovison_vison
ENSOANP00000014598	ENSOANG00000009173	Ornithorhynchus_anatinus
