ENSGAGP00000006574	ENSGAGG00000005318	Gopherus_agassizii
ENSCABP00000007112	ENSCABG00000005374	Chelonoidis_abingdonii
ENSCPBP00000011693	ENSCPBG00000008886	Chrysemys_picta_bellii
ENSPSIP00000013492	ENSPSIG00000012126	Pelodiscus_sinensis
ENSPSIP00000013695	ENSPSIG00000012265	Pelodiscus_sinensis
ENSCPRP00005022157	ENSCPRG00005015452	Crocodylus_porosus
ENSPVIP00000025390	ENSPVIG00000019023	Pogona_vitticeps	ENSPVIT00000031314
ENSACAP00000007344	ENSACAG00000007486	Anolis_carolinensis	ENSACAT00000007500
ENSNSUP00000021790	ENSNSUG00000015831	Notechis_scutatus
ENSSMRP00000009412	ENSSMRG00000007494	Salvator_merianae
ENSSPUP00000013552	ENSSPUG00000010421	Sphenodon_punctatus
ENSGALP00000055265	ENSGALG00000031553	Gallus_gallus
ENSCJPP00005024080	ENSCJPG00005019027	Coturnix_japonica
ENSMGAP00000019510	ENSMGAG00000000690	Meleagris_gallopavo
ENSNMEP00000003819	ENSNMEG00000004332	Numida_meleagris
ENSABRP00000013960	ENSABRG00000012401	Anser_brachyrhynchus
ENSCPUP00000015848	ENSCPUG00000010995	Calidris_pugnax
ENSCPGP00000025265	ENSCPGG00000017418	Calidris_pygmaea
ENSJHYP00000006581	ENSJHYG00000005287	Junco_hyemalis
ENSLSDP00000009467	ENSLSDG00000007031	Lonchura_striata_domestica
ENSCCEP00000024922	ENSCCEG00000022071	Cyanistes_caeruleus
ENSAOWP00000014602	ENSAOWG00000009967	Apteryx_owenii
ENSARWP00000025813	ENSARWG00000017531	Apteryx_rowi
ENSAHAP00000001856	ENSAHAG00000001452	Apteryx_haastii
ENSDNVP00000006102	ENSDNVG00000004367	Dromaius_novaehollandiae
ENSNPEP00000018702	ENSNPEG00000013901	Nothoprocta_perdicaria
ENSPTRP00000015794	ENSPTRG00000009290	Pan_troglodytes
ENSPPAP00000031404	ENSPPAG00000038631	Pan_paniscus
ENSP00000465992	ENSG00000186185	Homo_sapiens
ENSGGOP00000012711	ENSGGOG00000013025	Gorilla_gorilla
ENSPPYP00000009346	ENSPPYG00000008316	Pongo_abelii
ENSPANP00000020821	ENSPANG00000021278	Papio_anubis
ENSTGEP00000020306	ENSTGEG00000016318	Theropithecus_gelada
ENSCATP00000001376	ENSCATG00000006268	Cercocebus_atys
