ENSCABP00000010835	ENSCABG00000008117	Chelonoidis_abingdonii
ENSGAGP00000022134	ENSGAGG00000016256	Gopherus_agassizii
ENSCPBP00000007662	ENSCPBG00000006042	Chrysemys_picta_bellii
ENSPSIP00000010563	ENSPSIG00000009577	Pelodiscus_sinensis
ENSCPRP00005015941	ENSCPRG00005011140	Crocodylus_porosus
ENSACAP00000009345	ENSACAG00000009498	Anolis_carolinensis	ENSACAT00000009540
ENSPVIP00000013735	ENSPVIG00000010626	Pogona_vitticeps	ENSPVIT00000017209
ENSSPUP00000024182	ENSSPUG00000018526	Sphenodon_punctatus
ENSARWP00000003946	ENSARWG00000002920	Apteryx_rowi
ENSAOWP00000003517	ENSAOWG00000002489	Apteryx_owenii
ENSDNVP00000006635	ENSDNVG00000004749	Dromaius_novaehollandiae
ENSZALP00000017525	ENSZALG00000014148	Zonotrichia_albicollis
ENSJHYP00000002812	ENSJHYG00000002344	Junco_hyemalis
ENSFALP00000001626	ENSFALG00000001563	Ficedula_albicollis
ENSFALP00000001624	ENSFALG00000001562	Ficedula_albicollis
ENSTGUP00000013907	ENSTGUG00000013507	Taeniopygia_guttata
ENSPMJP00000016190	ENSPMJG00000012254	Parus_major
ENSCCEP00000002523	ENSCCEG00000002802	Cyanistes_caeruleus
ENSSCAP00000016956	ENSSCAG00000012334	Serinus_canaria
ENSMVIP00005007313	ENSMVIG00005005496	Manacus_vitellinus
ENSCPUP00000005490	ENSCPUG00000004028	Calidris_pugnax
ENSMUNP00000009187	ENSMUNG00000007252	Melopsittacus_undulatus
ENSAPLP00000028188	ENSAPLG00000005778	Anas_platyrhynchos_platyrhynchos
ENSABRP00000001859	ENSABRG00000001888	Anser_brachyrhynchus
ENSGALP00000024859	ENSGALG00000015441	Gallus_gallus
ENSCJPP00005001039	ENSCJPG00005001117	Coturnix_japonica
ENSMGAP00000019727	ENSMGAG00000014433	Meleagris_gallopavo
ENSNMEP00000011029	ENSNMEG00000010373	Numida_meleagris
ENSAHAP00000016430	ENSAHAG00000011717	Apteryx_haastii
ENSNPEP00000018968	ENSNPEG00000014138	Nothoprocta_perdicaria
ENSLSDP00000013699	ENSLSDG00000009929	Lonchura_striata_domestica
ENSLCOP00000012266	ENSLCOG00000008889	Lepidothrix_coronata
ENSCPGP00000000584	ENSCPGG00000000485	Calidris_pygmaea
ENSCAFP00000041707	ENSCAFG00000029072	Canis_lupus_familiaris
ENSPCIP00000041800	ENSPCIG00000030509	Phascolarctos_cinereus
ENSVURP00010004681	ENSVURG00010003723	Vombatus_ursinus
