ENSCHAP00000017625	ENSCHAG00000009256	Clupea_harengus
ENSDCDP00000027410	ENSDCDG00000020028	Denticeps_clupeoides
ENSAMXP00000020340	ENSAMXG00000019744	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005041347	ENSAMXG00005019356	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013959	ENSPNAG00000019865	Pygocentrus_nattereri
ENSDARP00000015228	ENSDARG00000013775	Danio_rerio
ENSSDUP00000030642	ENSSDUG00000022072	Seriola_dumerili
ENSSLDP00000016726	ENSSLDG00000013235	Seriola_lalandi_dorsalis
ENSLCAP00010004727	ENSLCAG00010002409	Lates_calcarifer
ENSMAMP00000026212	ENSMAMG00000017596	Mastacembelus_armatus
ENSLBEP00000015705	ENSLBEG00000012179	Labrus_bergylta
ENSMMOP00000001007	ENSMMOG00000000867	Mola_mola
ENSLCRP00005043009	ENSLCRG00005016521	Larimichthys_crocea
ENSCGOP00000024069	ENSCGOG00000011469	Cottoperca_gobio
ENSGACP00000018191	ENSGACG00000013772	Gasterosteus_aculeatus
ENSSMAP00000019357	ENSSMAG00000011878	Scophthalmus_maximus
ENSATEP00000023536	ENSATEG00000016323	Anabas_testudineus
ENSBSLP00000007444	ENSBSLG00000003649	Betta_splendens
ENSACLP00000014104	ENSACLG00000009635	Astatotilapia_calliptera
ENSMZEP00005022099	ENSMZEG00005016573	Maylandia_zebra
ENSHBUP00000015367	ENSHBUG00000017274	Haplochromis_burtoni
ENSNBRP00000022933	ENSNBRG00000017568	Neolamprologus_brichardi
ENSONIP00000012951	ENSONIG00000010299	Oreochromis_niloticus
ENSACIP00000005644	ENSACIG00000004453	Amphilophus_citrinellus
ENSAPEP00000001571	ENSAPEG00000001178	Amphiprion_percula
ENSAOCP00000022240	ENSAOCG00000007587	Amphiprion_ocellaris
ENSAPOP00000023048	ENSAPOG00000004613	Acanthochromis_polyacanthus
ENSSPAP00000009824	ENSSPAG00000007480	Stegastes_partitus
ENSPRNP00000002559	ENSPRNG00000001582	Parambassis_ranga
ENSXMAP00000024857	ENSXMAG00000005374	Xiphophorus_maculatus
ENSXCOP00000008432	ENSXCOG00000006468	Xiphophorus_couchianus
ENSGAFP00000021278	ENSGAFG00000014342	Gambusia_affinis
ENSPMEP00000011569	ENSPMEG00000000278	Poecilia_mexicana
