ENSNSUP00000000304	ENSNSUG00000000326	Notechis_scutatus
ENSACAP00000000202	ENSACAG00000000211	Anolis_carolinensis
ENSHHUP00000021519	ENSHHUG00000013478	Hucho_hucho
ENSHHUP00000031017	ENSHHUG00000019729	Hucho_hucho
ENSELUP00000002505	ENSELUG00000003859	Esox_lucius
ENSXCOP00000016249	ENSXCOG00000012269	Xiphophorus_couchianus
ENSXMAP00000004938	ENSXMAG00000004925	Xiphophorus_maculatus
ENSGAFP00000019592	ENSGAFG00000013241	Gambusia_affinis
ENSPLAP00000022346	ENSPLAG00000006785	Poecilia_latipinna
ENSPFOP00000010652	ENSPFOG00000010694	Poecilia_formosa
ENSPMEP00000014581	ENSPMEG00000016959	Poecilia_mexicana
ENSPREP00000000670	ENSPREG00000000498	Poecilia_reticulata
ENSFHEP00000030601	ENSFHEG00000015985	Fundulus_heteroclitus
ENSCVAP00000016763	ENSCVAG00000019763	Cyprinodon_variegatus
ENSORLP00000016849	ENSORLG00000013435	Oryzias_latipes_ASM223467v1
ENSORLP00020020894	ENSORLG00020021898	Oryzias_latipes_ASM223471v1
ENSORLP00015035826	ENSORLG00015022666	Oryzias_latipes_ASM223469v1
ENSOMEP00000008684	ENSOMEG00000009851	Oryzias_melastigma
ENSMZEP00005012958	ENSMZEG00005009730	Maylandia_zebra
ENSACLP00000024119	ENSACLG00000016421	Astatotilapia_calliptera
ENSPNYP00000006851	ENSPNYG00000005271	Pundamilia_nyererei
ENSHBUP00000033830	ENSHBUG00000020987	Haplochromis_burtoni
ENSNBRP00000026872	ENSNBRG00000020505	Neolamprologus_brichardi
ENSACIP00000023763	ENSACIG00000018432	Amphilophus_citrinellus
ENSAOCP00000001626	ENSAOCG00000004656	Amphiprion_ocellaris
ENSAPEP00000026212	ENSAPEG00000018631	Amphiprion_percula
ENSAPOP00000030393	ENSAPOG00000016925	Acanthochromis_polyacanthus
ENSSPAP00000022285	ENSSPAG00000016845	Stegastes_partitus
ENSTNIP00000015028	ENSTNIG00000012066	Tetraodon_nigroviridis
ENSTRUP00000029038	ENSTRUG00000011503	Takifugu_rubripes
ENSCSEP00000018025	ENSCSEG00000011561	Cynoglossus_semilaevis
ENSLBEP00000035952	ENSLBEG00000026945	Labrus_bergylta
ENSGACP00000025347	ENSGACG00000019170	Gasterosteus_aculeatus
ENSMMOP00000009633	ENSMMOG00000007463	Mola_mola
ENSMAMP00000012890	ENSMAMG00000008704	Mastacembelus_armatus
ENSATEP00000031284	ENSATEG00000021566	Anabas_testudineus
ENSBSLP00000007056	ENSBSLG00000003458	Betta_splendens
ENSMALP00000004154	ENSMALG00000003029	Monopterus_albus
ENSLCRP00005042898	ENSLCRG00005016483	Larimichthys_crocea
ENSCGOP00000011162	ENSCGOG00000005590	Cottoperca_gobio
ENSSLDP00000011442	ENSSLDG00000009070	Seriola_lalandi_dorsalis
ENSSDUP00000028706	ENSSDUG00000020709	Seriola_dumerili
