ENSTGUP00000013710	ENSTGUG00000013318	Taeniopygia_guttata
ENSLSDP00000016664	ENSLSDG00000011972	Lonchura_striata_domestica
ENSSCAP00000015968	ENSSCAG00000011676	Serinus_canaria
ENSZALP00000022376	ENSZALG00000017381	Zonotrichia_albicollis
ENSJHYP00000012939	ENSJHYG00000010038	Junco_hyemalis
ENSFALP00000004926	ENSFALG00000004734	Ficedula_albicollis
ENSCCEP00000014600	ENSCCEG00000013907	Cyanistes_caeruleus
ENSPMJP00000009095	ENSPMJG00000007323	Parus_major
ENSMVIP00005018843	ENSMVIG00005013346	Manacus_vitellinus
ENSLCOP00000007553	ENSLCOG00000005538	Lepidothrix_coronata
ENSMUNP00000002222	ENSMUNG00000001943	Melopsittacus_undulatus
ENSCPUP00000008233	ENSCPUG00000005934	Calidris_pugnax
ENSCPGP00000007944	ENSCPGG00000005671	Calidris_pygmaea
ENSABRP00000014202	ENSABRG00000012579	Anser_brachyrhynchus
ENSAPLP00000031959	ENSAPLG00000021371	Anas_platyrhynchos_platyrhynchos
ENSGALP00000023314	ENSGALG00000014466	Gallus_gallus
ENSCJPP00005020853	ENSCJPG00005016732	Coturnix_japonica
ENSMGAP00000014921	ENSMGAG00000014103	Meleagris_gallopavo
ENSNMEP00000019593	ENSNMEG00000016895	Numida_meleagris
ENSAOWP00000016248	ENSAOWG00000011060	Apteryx_owenii
ENSAHAP00000018202	ENSAHAG00000012870	Apteryx_haastii
ENSARWP00000006669	ENSARWG00000004698	Apteryx_rowi
ENSDNVP00000024730	ENSDNVG00000017189	Dromaius_novaehollandiae
ENSNPEP00000009449	ENSNPEG00000007039	Nothoprocta_perdicaria
ENSCPRP00005008125	ENSCPRG00005005804	Crocodylus_porosus
ENSGAGP00000029683	ENSGAGG00000021427	Gopherus_agassizii
ENSCABP00000015846	ENSCABG00000011787	Chelonoidis_abingdonii
ENSCPBP00000040288	ENSCPBG00000027702	Chrysemys_picta_bellii
ENSPSIP00000017016	ENSPSIG00000015128	Pelodiscus_sinensis
ENSACAP00000005941	ENSACAG00000006078	Anolis_carolinensis
ENSPVIP00000016040	ENSPVIG00000012405	Pogona_vitticeps
ENSSMRP00000024716	ENSSMRG00000019109	Salvator_merianae
ENSUAMP00000029767	ENSUAMG00000022893	Ursus_americanus
ENSUMAP00000006453	ENSUMAG00000005067	Ursus_maritimus
ENSAMEP00000014874	ENSAMEG00000014112	Ailuropoda_melanoleuca
ENSNVIP00000032003	ENSNVIG00000024637	Neovison_vison
ENSMPUP00000016731	ENSMPUG00000016836	Mustela_putorius_furo
ENSCAFP00020003498	ENSCAFG00020002942	Canis_lupus_dingo
ENSCAFP00000021701	ENSCAFG00000014717	Canis_lupus_familiaris
ENSVVUP00000015420	ENSVVUG00000011301	Vulpes_vulpes
ENSPPRP00000014135	ENSPPRG00000007131	Panthera_pardus
ENSPTIP00000014579	ENSPTIG00000013952	Panthera_tigris_altaica
ENSFCAP00000019353	ENSFCAG00000024891	Felis_catus
ENSBIXP00000031674	ENSBIXG00000014063	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037801	ENSBIXG00005003237	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000037558	ENSBTAG00000001099	Bos_taurus
ENSBMUP00000011994	ENSBMUG00000009210	Bos_mutus
ENSBBBP00000004232	ENSBBBG00000008904	Bison_bison_bison
ENSCHIP00000017645	ENSCHIG00000017399	Capra_hircus
ENSOARP00000007410	ENSOARG00000006918	Ovis_aries
ENSSSCP00000000738	ENSSSCG00000000692	Sus_scrofa_strain_reference
ENSTTRP00000011149	ENSTTRG00000011756	Tursiops_truncatus
ENSECAP00000013436	ENSECAG00000015893	Equus_caballus
ENSEASP00005023743	ENSEASG00005016141	Equus_asinus_asinus
ENSPVAP00000010786	ENSPVAG00000011443	Pteropus_vampyrus
ENSMLUP00000020506	ENSMLUG00000004845	Myotis_lucifugus
ENSOPRP00000004407	ENSOPRG00000004807	Ochotona_princeps
ENSPCOP00000008030	ENSPCOG00000015290	Propithecus_coquereli
ENSMICP00000045649	ENSMICG00000026350	Microcebus_murinus
ENSPSMP00000023108	ENSPSMG00000016352	Prolemur_simus
ENSOGAP00000018822	ENSOGAG00000034013	Otolemur_garnettii
ENSPPAP00000009965	ENSPPAG00000028216	Pan_paniscus
ENSPTRP00000007838	ENSPTRG00000004585	Pan_troglodytes
ENSP00000442157	ENSG00000139200	Homo_sapiens
ENSGGOP00000027995	ENSGGOG00000016057	Gorilla_gorilla
ENSPPYP00000004783	ENSPPYG00000004197	Pongo_abelii
ENSNLEP00000037480	ENSNLEG00000032075	Nomascus_leucogenys
ENSMMUP00000062158	ENSMMUG00000050979	Macaca_mulatta
ENSMNEP00000019547	ENSMNEG00000033631	Macaca_nemestrina
ENSMFAP00000003576	ENSMFAG00000001518	Macaca_fascicularis
ENSMLEP00000035717	ENSMLEG00000041991	Mandrillus_leucophaeus
ENSCATP00000023735	ENSCATG00000035419	Cercocebus_atys
ENSPANP00000001043	ENSPANG00000019209	Papio_anubis
ENSTGEP00000010470	ENSTGEG00000008574	Theropithecus_gelada
ENSCSAP00000006583	ENSCSAG00000010351	Chlorocebus_sabaeus
ENSRROP00000022196	ENSRROG00000034978	Rhinopithecus_roxellana
ENSRBIP00000025715	ENSRBIG00000036733	Rhinopithecus_bieti
ENSPTEP00000040865	ENSPTEG00000037588	Piliocolobus_tephrosceles
ENSCANP00000038376	ENSCANG00000042864	Colobus_angolensis_palliatus
ENSSBOP00000010400	ENSSBOG00000022052	Saimiri_boliviensis_boliviensis
ENSCCAP00000022867	ENSCCAG00000029227	Cebus_capucinus_imitator
