FBpp0099642	FBgn0032240	Drosophila_melanogaster
F32A5.7.1	WBGene00003078	Caenorhabditis_elegans_strain_N2
ENSLACP00000018003	ENSLACG00000015861	Latimeria_chalumnae
ENSCMIP00000011709	ENSCMIG00000006055	Callorhinchus_milii
ENSGAGP00000024375	ENSGAGG00000017812	Gopherus_agassizii	ENSGAGT00000027744
ENSCABP00000022154	ENSCABG00000016318	Chelonoidis_abingdonii	ENSCABT00000024269
ENSCPBP00000017659	ENSCPBG00000012925	Chrysemys_picta_bellii
ENSPSIP00000013771	ENSPSIG00000012358	Pelodiscus_sinensis
ENSVURP00010019647	ENSVURG00010014994	Vombatus_ursinus	ENSVURT00010022360
ENSPCIP00000046906	ENSPCIG00000037130	Phascolarctos_cinereus	ENSPCIT00000067307
ENSMEUP00000012062	ENSMEUG00000013229	Notamacropus_eugenii	ENSMEUT00000013262
ENSMODP00000018808	ENSMODG00000015044	Monodelphis_domestica	ENSMODT00000019147
ENSSHAP00000013522	ENSSHAG00000011559	Sarcophilus_harrisii	ENSSHAT00000013633
ENSOANP00000011839	ENSOANG00000007434	Ornithorhynchus_anatinus	ENSOANT00000011841
ENSSMRP00000029856	ENSSMRG00000022953	Salvator_merianae
ENSPVIP00000023685	ENSPVIG00000017879	Pogona_vitticeps
ENSSCAP00000021872	ENSSCAG00000015720	Serinus_canaria
ENSJHYP00000007576	ENSJHYG00000006035	Junco_hyemalis
ENSLSDP00000015528	ENSLSDG00000011173	Lonchura_striata_domestica
ENSLCOP00000010682	ENSLCOG00000007762	Lepidothrix_coronata
ENSMVIP00005027919	ENSMVIG00005019445	Manacus_vitellinus
ENSFALP00000009882	ENSFALG00000009478	Ficedula_albicollis
ENSCCEP00000004910	ENSCCEG00000005390	Cyanistes_caeruleus
ENSPMJP00000015433	ENSPMJG00000011729	Parus_major
ENSABRP00000024318	ENSABRG00000020438	Anser_brachyrhynchus
ENSAHAP00000009122	ENSAHAG00000006653	Apteryx_haastii
ENSAOWP00000028933	ENSAOWG00000019500	Apteryx_owenii
ENSNPEP00000004227	ENSNPEG00000003240	Nothoprocta_perdicaria
ENSGALP00000005338	ENSGALG00000003385	Gallus_gallus
ENSMGAP00000004844	ENSMGAG00000004976	Meleagris_gallopavo
ENSCJPP00005014235	ENSCJPG00005011900	Coturnix_japonica
ENSNMEP00000003359	ENSNMEG00000003935	Numida_meleagris
ENSCPGP00000024815	ENSCPGG00000017084	Calidris_pygmaea
ENSCPUP00000023022	ENSCPUG00000015643	Calidris_pugnax
ENSAPLP00000018959	ENSAPLG00000022413	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005022617	ENSCPRG00005015775	Crocodylus_porosus
ENSSPUP00000013198	ENSSPUG00000010166	Sphenodon_punctatus
ENSSTOP00000024165	ENSSTOG00000016494	Ictidomys_tridecemlineatus
ENSSDAP00000011364	ENSSDAG00000010251	Spermophilus_dauricus
ENSMMMP00000001498	ENSMMMG00000001362	Marmota_marmota_marmota
ENSPTRP00000091603	ENSPTRG00000031470	Pan_troglodytes
ENSPPAP00000043006	ENSPPAG00000044045	Pan_paniscus
ENSGGOP00000047376	ENSGGOG00000012914	Gorilla_gorilla
ENSMNEP00000040016	ENSMNEG00000042899	Macaca_nemestrina
ENSPANP00000033737	ENSPANG00000014399	Papio_anubis
ENSMLEP00000007762	ENSMLEG00000027948	Mandrillus_leucophaeus
ENSRBIP00000005676	ENSRBIG00000024717	Rhinopithecus_bieti
ENSRROP00000045642	ENSRROG00000045706	Rhinopithecus_roxellana
ENSCATP00000010090	ENSCATG00000029311	Cercocebus_atys
ENSPTEP00000031213	ENSPTEG00000030217	Piliocolobus_tephrosceles
ENSOGAP00000015984	ENSOGAG00000027992	Otolemur_garnettii
ENSUAMP00000000719	ENSUAMG00000000665	Ursus_americanus
ENSUMAP00000012031	ENSUMAG00000009013	Ursus_maritimus
ENSAMEP00000011741	ENSAMEG00000011162	Ailuropoda_melanoleuca
ENSNVIP00000022872	ENSNVIG00000017819	Neovison_vison
ENSMPUP00000015479	ENSMPUG00000015589	Mustela_putorius_furo
ENSCAFP00020015100	ENSCAFG00020012137	Canis_lupus_dingo
ENSCAFP00000021959	ENSCAFG00000014900	Canis_lupus_familiaris
ENSVVUP00000011011	ENSVVUG00000008136	Vulpes_vulpes
ENSPTIP00000003580	ENSPTIG00000006306	Panthera_tigris_altaica
