ENSPMAP00000007332	ENSPMAG00000006629	Petromyzon_marinus
ENSEBUP00000003157	ENSEBUG00000002329	Eptatretus_burgeri
ENSPKIP00000001921	ENSPKIG00000020009	Paramormyrops_kingsleyae	ENSPKIT00000025856
ENSSFOP00015022518	ENSSFOG00015014460	Scleropages_formosus	ENSSFOT00015022767
ENSHHUP00000049002	ENSHHUG00000029688	Hucho_hucho
ENSHHUP00000067793	ENSHHUG00000039958	Hucho_hucho
ENSELUP00000024248	ENSELUG00000023055	Esox_lucius
ENSCGOP00000030384	ENSCGOG00000014096	Cottoperca_gobio
ENSLCRP00005029920	ENSLCRG00005011890	Larimichthys_crocea
ENSMMOP00000007442	ENSMMOG00000005799	Mola_mola
ENSLBEP00000005305	ENSLBEG00000004048	Labrus_bergylta
ENSAPEP00000020638	ENSAPEG00000014734	Amphiprion_percula
ENSAOCP00000020897	ENSAOCG00000005312	Amphiprion_ocellaris
ENSAPOP00000025309	ENSAPOG00000008367	Acanthochromis_polyacanthus
ENSSPAP00000007845	ENSSPAG00000005967	Stegastes_partitus
ENSPRNP00000046836	ENSPRNG00000022562	Parambassis_ranga
ENSPFOP00000012809	ENSPFOG00000012735	Poecilia_formosa
ENSPMEP00000028214	ENSPMEG00000013209	Poecilia_mexicana
ENSPLAP00000014225	ENSPLAG00000017885	Poecilia_latipinna
ENSPREP00000013483	ENSPREG00000009165	Poecilia_reticulata
ENSXMAP00000038758	ENSXMAG00000000149	Xiphophorus_maculatus
ENSXCOP00000006298	ENSXCOG00000004868	Xiphophorus_couchianus
ENSGAFP00000022958	ENSGAFG00000015511	Gambusia_affinis
ENSFHEP00000030214	ENSFHEG00000015380	Fundulus_heteroclitus
ENSCVAP00000027731	ENSCVAG00000014406	Cyprinodon_variegatus
ENSKMAP00000002027	ENSKMAG00000001535	Kryptolebias_marmoratus
ENSORLP00000036147	ENSORLG00000012209	Oryzias_latipes_ASM223467v1
ENSORLP00015035516	ENSORLG00015022166	Oryzias_latipes_ASM223469v1
ENSORLP00020014374	ENSORLG00020015379	Oryzias_latipes_ASM223471v1
ENSOMEP00000028162	ENSOMEG00000011075	Oryzias_melastigma
ENSOMEP00000015360	ENSOMEG00000016949	Oryzias_melastigma
ENSACLP00000038333	ENSACLG00000025863	Astatotilapia_calliptera
ENSMZEP00005031294	ENSMZEG00005023328	Maylandia_zebra
ENSHBUP00000031962	ENSHBUG00000018002	Haplochromis_burtoni
ENSPNYP00000029148	ENSPNYG00000021954	Pundamilia_nyererei
ENSONIP00000022108	ENSONIG00000017533	Oreochromis_niloticus
ENSNBRP00000023330	ENSNBRG00000017826	Neolamprologus_brichardi
ENSACIP00000005762	ENSACIG00000004532	Amphilophus_citrinellus
ENSATEP00000005740	ENSATEG00000004033	Anabas_testudineus
ENSBSLP00000051132	ENSBSLG00000024115	Betta_splendens
ENSMAMP00000007413	ENSMAMG00000005049	Mastacembelus_armatus
ENSMALP00000002527	ENSMALG00000001885	Monopterus_albus
ENSSLDP00000026799	ENSSLDG00000020806	Seriola_lalandi_dorsalis
ENSSDUP00000025508	ENSSDUG00000018497	Seriola_dumerili
ENSLCAP00010035251	ENSLCAG00010016523	Lates_calcarifer
ENSGMOP00000013153	ENSGMOG00000012274	Gadus_morhua
ENSDCDP00000041206	ENSDCDG00000026638	Denticeps_clupeoides
ENSPNAP00000005382	ENSPNAG00000011637	Pygocentrus_nattereri
ENSCHAP00000013897	ENSCHAG00000007359	Clupea_harengus
ENSDCDP00000042698	ENSDCDG00000027419	Denticeps_clupeoides
ENSAMXP00005006977	ENSAMXG00005004169	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005020956	ENSAMXG00005010862	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054319	ENSAMXG00000034404	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000018654	ENSPNAG00000025107	Pygocentrus_nattereri
ENSEEEP00000006312	ENSEEEG00000003353	Electrophorus_electricus
ENSIPUP00000022833	ENSIPUG00000015448	Ictalurus_punctatus
ENSDARP00000004153	ENSDARG00000012450	Danio_rerio
ENSHHUP00000024289	ENSHHUG00000015238	Hucho_hucho
ENSHHUP00000071580	ENSHHUG00000042032	Hucho_hucho
ENSELUP00000019942	ENSELUG00000019247	Esox_lucius
ENSXMAP00000031897	ENSXMAG00000029668	Xiphophorus_maculatus
ENSXCOP00000000394	ENSXCOG00000000330	Xiphophorus_couchianus
ENSGAFP00000003531	ENSGAFG00000002390	Gambusia_affinis
ENSPFOP00000005708	ENSPFOG00000005645	Poecilia_formosa
ENSPMEP00000028170	ENSPMEG00000013116	Poecilia_mexicana
ENSPLAP00000027286	ENSPLAG00000015757	Poecilia_latipinna
ENSPREP00000024509	ENSPREG00000016550	Poecilia_reticulata
ENSCVAP00000027583	ENSCVAG00000014027	Cyprinodon_variegatus
ENSFHEP00000034881	ENSFHEG00000022833	Fundulus_heteroclitus
ENSKMAP00000000404	ENSKMAG00000000301	Kryptolebias_marmoratus
ENSORLP00015019367	ENSORLG00015020461	Oryzias_latipes_ASM223469v1
ENSORLP00000044906	ENSORLG00000012702	Oryzias_latipes_ASM223467v1
ENSORLP00020011237	ENSORLG00020012175	Oryzias_latipes_ASM223471v1
ENSOMEP00000004086	ENSOMEG00000005037	Oryzias_melastigma
ENSGWIP00000004283	ENSGWIG00000001715	Gouania_willdenowi
ENSSMAP00000006647	ENSSMAG00000004088	Scophthalmus_maximus
ENSCSEP00000003051	ENSCSEG00000001998	Cynoglossus_semilaevis
ENSTNIP00000005921	ENSTNIG00000003335	Tetraodon_nigroviridis
ENSTNIP00000004273	ENSTNIG00000001897	Tetraodon_nigroviridis
ENSTRUP00000012045	ENSTRUG00000005028	Takifugu_rubripes
ENSATEP00000003199	ENSATEG00000002271	Anabas_testudineus
ENSBSLP00000051548	ENSBSLG00000024375	Betta_splendens
ENSMMOP00000005693	ENSMMOG00000004379	Mola_mola
ENSSDUP00000016126	ENSSDUG00000011759	Seriola_dumerili
ENSSLDP00000022449	ENSSLDG00000017538	Seriola_lalandi_dorsalis
ENSLCAP00010015197	ENSLCAG00010007207	Lates_calcarifer
ENSMAMP00000005606	ENSMAMG00000003783	Mastacembelus_armatus
ENSMALP00000013689	ENSMALG00000009665	Monopterus_albus
ENSAPEP00000028778	ENSAPEG00000020424	Amphiprion_percula
ENSAOCP00000019688	ENSAOCG00000003247	Amphiprion_ocellaris
ENSAPOP00000011669	ENSAPOG00000014312	Acanthochromis_polyacanthus
ENSSPAP00000022642	ENSSPAG00000017088	Stegastes_partitus
ENSPRNP00000003282	ENSPRNG00000001963	Parambassis_ranga
ENSMZEP00005016457	ENSMZEG00005012351	Maylandia_zebra
ENSACLP00000004316	ENSACLG00000002866	Astatotilapia_calliptera
ENSHBUP00000004987	ENSHBUG00000006342	Haplochromis_burtoni
ENSPNYP00000014489	ENSPNYG00000010976	Pundamilia_nyererei
ENSNBRP00000002133	ENSNBRG00000001690	Neolamprologus_brichardi
ENSONIP00000006917	ENSONIG00000005506	Oreochromis_niloticus
ENSACIP00000015853	ENSACIG00000012291	Amphilophus_citrinellus
ENSLCRP00005054026	ENSLCRG00005020202	Larimichthys_crocea
ENSLBEP00000015309	ENSLBEG00000011931	Labrus_bergylta
ENSCGOP00000020168	ENSCGOG00000009611	Cottoperca_gobio
ENSGACP00000009287	ENSGACG00000007009	Gasterosteus_aculeatus
ENSHCOP00000023247	ENSHCOG00000011637	Hippocampus_comes
ENSPMGP00000019390	ENSPMGG00000015744	Periophthalmus_magnuspinnatus
ENSGMOP00000009590	ENSGMOG00000008975	Gadus_morhua
ENSLOCP00000004622	ENSLOCG00000003867	Lepisosteus_oculatus
ENSACAP00000012590	ENSACAG00000012805	Anolis_carolinensis
ENSPVIP00000026902	ENSPVIG00000020018	Pogona_vitticeps
ENSNSUP00000012391	ENSNSUG00000009286	Notechis_scutatus
ENSSMRP00000019261	ENSSMRG00000015006	Salvator_merianae
ENSSPUP00000021281	ENSSPUG00000016360	Sphenodon_punctatus
ENSABRP00000006381	ENSABRG00000005663	Anser_brachyrhynchus
