ENSTGUP00000002591	ENSTGUG00000002525	Taeniopygia_guttata
ENSLSDP00000020976	ENSLSDG00000014843	Lonchura_striata_domestica
ENSLCOP00000004173	ENSLCOG00000003164	Lepidothrix_coronata
ENSSCAP00000014196	ENSSCAG00000010439	Serinus_canaria
ENSJHYP00000022037	ENSJHYG00000016631	Junco_hyemalis
ENSZALP00000013101	ENSZALG00000010933	Zonotrichia_albicollis
ENSPMJP00000020308	ENSPMJG00000015133	Parus_major
ENSFALP00000005443	ENSFALG00000005227	Ficedula_albicollis
ENSMUNP00000021695	ENSMUNG00000016338	Melopsittacus_undulatus
ENSNPEP00000005711	ENSNPEG00000004319	Nothoprocta_perdicaria
ENSCPUP00000011373	ENSCPUG00000008055	Calidris_pugnax
ENSCPGP00000006576	ENSCPGG00000004697	Calidris_pygmaea
ENSAPLP00000019294	ENSAPLG00000029618	Anas_platyrhynchos_platyrhynchos
ENSABRP00000021881	ENSABRG00000018555	Anser_brachyrhynchus
ENSGALP00000039603	ENSGALG00000008925	Gallus_gallus
ENSMGAP00000016708	ENSMGAG00000015766	Meleagris_gallopavo
ENSCJPP00005019548	ENSCJPG00005015835	Coturnix_japonica
ENSNMEP00000000486	ENSNMEG00000000722	Numida_meleagris
ENSAHAP00000016690	ENSAHAG00000011902	Apteryx_haastii
ENSARWP00000002897	ENSARWG00000002178	Apteryx_rowi
ENSAOWP00000000398	ENSAOWG00000000335	Apteryx_owenii
ENSDNVP00000005176	ENSDNVG00000003716	Dromaius_novaehollandiae
ENSNSUP00000000700	ENSNSUG00000000673	Notechis_scutatus
ENSSMRP00000000501	ENSSMRG00000000472	Salvator_merianae
ENSCPRP00005017198	ENSCPRG00005011980	Crocodylus_porosus
ENSPSIP00000011425	ENSPSIG00000010331	Pelodiscus_sinensis
ENSGAGP00000005258	ENSGAGG00000004266	Gopherus_agassizii
ENSCABP00000024476	ENSCABG00000018025	Chelonoidis_abingdonii
ENSCPBP00000000892	ENSCPBG00000000727	Chrysemys_picta_bellii
ENSSPUP00000014301	ENSSPUG00000011031	Sphenodon_punctatus
ENSSPUP00000015553	ENSSPUG00000012021	Sphenodon_punctatus
ENSMMMP00000009813	ENSMMMG00000008754	Marmota_marmota_marmota
ENSSDAP00000003543	ENSSDAG00000003368	Spermophilus_dauricus
ENSUPAP00010007599	ENSUPAG00010006119	Urocitellus_parryii
ENSSTOP00000025156	ENSSTOG00000020912	Ictidomys_tridecemlineatus
ENSSDAP00000007806	ENSSDAG00000007146	Spermophilus_dauricus
ENSCCNP00000002763	ENSCCNG00000003024	Castor_canadensis
ENSPEMP00000004126	ENSPEMG00000006262	Peromyscus_maniculatus_bairdii
ENSMOCP00000002807	ENSMOCG00000002237	Microtus_ochrogaster
ENSCGRP00015009159	ENSCGRG00015007067	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001005828	ENSCGRG00001007727	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000015396	ENSCGRG00000011163	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000007319	ENSMAUG00000009023	Mesocricetus_auratus
ENSMSIP00000027826	ENSMSIG00000023470	Mus_spicilegus
