ENSLAFP00000014090	ENSLAFG00000016806	Loxodonta_africana
ENSETEP00000015324	ENSETEG00000018862	Echinops_telfairi
ENSPCOP00000015303	ENSPCOG00000019380	Propithecus_coquereli	ENSPCOT00000025918
ENSMICP00000010258	ENSMICG00000011271	Microcebus_murinus	ENSMICT00000011265
ENSPSMP00000025432	ENSPSMG00000017859	Prolemur_simus	ENSPSMT00000029462
ENSPPAP00000027708	ENSPPAG00000036922	Pan_paniscus	ENSPPAT00000050551
ENSPTRP00000037889	ENSPTRG00000022032	Pan_troglodytes	ENSPTRT00000041011
ENSP00000362613	ENSG00000131264	Homo_sapiens	ENST00000373514
ENSGGOP00000005350	ENSGGOG00000005465	Gorilla_gorilla	ENSGGOT00000005491
ENSPPYP00000022919	ENSPPYG00000020472	Pongo_abelii	ENSPPYT00000023882
ENSNLEP00000001207	ENSNLEG00000001025	Nomascus_leucogenys	ENSNLET00000001275
ENSCANP00000036923	ENSCANG00000042145	Colobus_angolensis_palliatus
ENSPTEP00000022377	ENSPTEG00000023328	Piliocolobus_tephrosceles
ENSRBIP00000018521	ENSRBIG00000033252	Rhinopithecus_bieti
ENSRROP00000012263	ENSRROG00000030439	Rhinopithecus_roxellana
ENSTGEP00000003375	ENSTGEG00000002858	Theropithecus_gelada
ENSPANP00000021065	ENSPANG00000032418	Papio_anubis
ENSMLEP00000019842	ENSMLEG00000034140	Mandrillus_leucophaeus
ENSCATP00000009492	ENSCATG00000028737	Cercocebus_atys
ENSMNEP00000016630	ENSMNEG00000032339	Macaca_nemestrina
ENSMFAP00000041328	ENSMFAG00000041415	Macaca_fascicularis
ENSMMUP00000017675	ENSMMUG00000013449	Macaca_mulatta
ENSCSAP00000007263	ENSCSAG00000011047	Chlorocebus_sabaeus
ENSSBOP00000006784	ENSSBOG00000020370	Saimiri_boliviensis_boliviensis
ENSCJAP00000020910	ENSCJAG00000011367	Callithrix_jacchus
ENSCCAP00000010111	ENSCCAG00000022805	Cebus_capucinus_imitator
ENSANAP00000005605	ENSANAG00000020886	Aotus_nancymaae
ENSCCNP00000017377	ENSCCNG00000017699	Castor_canadensis
