ENSCABP00000019074	ENSCABG00000014084	Chelonoidis_abingdonii
ENSGAGP00000012795	ENSGAGG00000009824	Gopherus_agassizii
ENSCPBP00000014570	ENSCPBG00000010832	Chrysemys_picta_bellii
ENSPSIP00000014979	ENSPSIG00000013372	Pelodiscus_sinensis
ENSCPRP00005026068	ENSCPRG00005018081	Crocodylus_porosus
ENSAOWP00000020154	ENSAOWG00000013633	Apteryx_owenii
ENSARWP00000018907	ENSARWG00000012997	Apteryx_rowi
ENSAHAP00000007758	ENSAHAG00000005770	Apteryx_haastii
ENSDNVP00000021641	ENSDNVG00000015117	Dromaius_novaehollandiae
ENSNPEP00000013589	ENSNPEG00000010155	Nothoprocta_perdicaria
ENSCPGP00000020957	ENSCPGG00000014630	Calidris_pygmaea
ENSCPUP00000015428	ENSCPUG00000010733	Calidris_pugnax
ENSMUNP00000000638	ENSMUNG00000000607	Melopsittacus_undulatus
ENSAPLP00000002129	ENSAPLG00000002678	Anas_platyrhynchos_platyrhynchos
ENSABRP00000002938	ENSABRG00000002841	Anser_brachyrhynchus
ENSCJPP00005027315	ENSCJPG00005021194	Coturnix_japonica
ENSMGAP00000006093	ENSMGAG00000006094	Meleagris_gallopavo
ENSGALP00000011355	ENSGALG00000007027	Gallus_gallus
ENSNMEP00000002434	ENSNMEG00000003130	Numida_meleagris
ENSMVIP00005018365	ENSMVIG00005013059	Manacus_vitellinus
ENSLCOP00000015191	ENSLCOG00000010850	Lepidothrix_coronata
ENSTGUP00000003195	ENSTGUG00000003089	Taeniopygia_guttata
ENSLSDP00000004238	ENSLSDG00000003301	Lonchura_striata_domestica
ENSJHYP00000007075	ENSJHYG00000005677	Junco_hyemalis
ENSSCAP00000016903	ENSSCAG00000012299	Serinus_canaria
ENSFALP00000012969	ENSFALG00000012425	Ficedula_albicollis
ENSPMJP00000022469	ENSPMJG00000016639	Parus_major
ENSNMEP00000002480	ENSNMEG00000003158	Numida_meleagris
ENSACAP00000015458	ENSACAG00000015709	Anolis_carolinensis
ENSPVIP00000011034	ENSPVIG00000008667	Pogona_vitticeps
ENSNSUP00000012990	ENSNSUG00000009731	Notechis_scutatus
ENSSMRP00000004425	ENSSMRG00000003654	Salvator_merianae
ENSSPUP00000015833	ENSSPUG00000012223	Sphenodon_punctatus
ENSNSUP00000012989	ENSNSUG00000009730	Notechis_scutatus
ENSUAMP00000036234	ENSUAMG00000027461	Ursus_americanus
ENSUMAP00000020438	ENSUMAG00000014976	Ursus_maritimus
ENSAMEP00000016061	ENSAMEG00000015221	Ailuropoda_melanoleuca
ENSNVIP00000019010	ENSNVIG00000014910	Neovison_vison
ENSMPUP00000012109	ENSMPUG00000012205	Mustela_putorius_furo
ENSCAFP00000008421	ENSCAFG00000005640	Canis_lupus_familiaris
ENSCAFP00020010242	ENSCAFG00020008312	Canis_lupus_dingo
ENSVVUP00000024635	ENSVVUG00000018037	Vulpes_vulpes
ENSPPRP00000003664	ENSPPRG00000022618	Panthera_pardus
ENSPTIP00000008483	ENSPTIG00000009830	Panthera_tigris_altaica
ENSFCAP00000000876	ENSFCAG00000000942	Felis_catus
ENSECAP00000003441	ENSECAG00000004844	Equus_caballus
ENSEASP00005006936	ENSEASG00005005113	Equus_asinus_asinus
ENSCHIP00000030367	ENSCHIG00000025151	Capra_hircus
ENSOARP00000001830	ENSOARG00000001747	Ovis_aries
ENSBIXP00000031603	ENSBIXG00000013899	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005029549	ENSBIXG00005009504	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000020308	ENSBTAG00000015267	Bos_taurus
ENSBMUP00000029809	ENSBMUG00000022281	Bos_mutus
ENSBBBP00000009916	ENSBBBG00000018053	Bison_bison_bison
ENSTTRP00000000488	ENSTTRG00000000518	Tursiops_truncatus
ENSSSCP00000018172	ENSSSCG00000017152	Sus_scrofa_strain_reference
ENSPVAP00000003434	ENSPVAG00000003634	Pteropus_vampyrus
ENSEEUP00000014265	ENSEEUG00000015621	Erinaceus_europaeus
ENSCCNP00000010191	ENSCCNG00000010704	Castor_canadensis
ENSDORP00000007382	ENSDORG00000007872	Dipodomys_ordii
ENSMSIP00000019371	ENSMSIG00000016471	Mus_spicilegus
MGP_SPRETEiJ_P0032855	MGP_SPRETEiJ_G0018341	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000005173	ENSMUSG00000005043	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0031412	MGP_CAROLIEiJ_G0017497	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038129	MGP_PahariEiJ_G0018624	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065414	ENSRNOG00000049552	Rattus_norvegicus
ENSMUGP00000011398	ENSMUGG00000009967	Meriones_unguiculatus
ENSNGAP00000025729	ENSNGAG00000023587	Nannospalax_galili
ENSCGRP00000001899	ENSCGRG00000001415	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001025797	ENSCGRG00001023288	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003347	ENSCGRG00015002683	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000025857	ENSMAUG00000022243	Mesocricetus_auratus
ENSPEMP00000021501	ENSPEMG00000019131	Peromyscus_maniculatus_bairdii
ENSMOCP00000016749	ENSMOCG00000015561	Microtus_ochrogaster
ENSJJAP00000015783	ENSJJAG00000017841	Jaculus_jaculus
ENSHGLP00100003875	ENSHGLG00100002956	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010717	ENSHGLG00000007683	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008637	ENSFDAG00000016863	Fukomys_damarensis
ENSCLAP00000019628	ENSCLAG00000013470	Chinchilla_lanigera
ENSODEP00000013062	ENSODEG00000009671	Octodon_degus
ENSCAPP00000006969	ENSCAPG00000009020	Cavia_aperea
ENSCPOP00000004673	ENSCPOG00000005198	Cavia_porcellus
ENSUPAP00010005402	ENSUPAG00010004364	Urocitellus_parryii
ENSSTOP00000004885	ENSSTOG00000005466	Ictidomys_tridecemlineatus
ENSSDAP00000015106	ENSSDAG00000013570	Spermophilus_dauricus
ENSMMMP00000008092	ENSMMMG00000007250	Marmota_marmota_marmota
ENSOPRP00000010646	ENSOPRG00000011671	Ochotona_princeps
ENSOCUP00000045143	ENSOCUG00000035863	Oryctolagus_cuniculus
ENSPTRP00000084574	ENSPTRG00000009739	Pan_troglodytes
ENSPPAP00000005185	ENSPPAG00000021554	Pan_paniscus
ENSGGOP00000012952	ENSGGOG00000013276	Gorilla_gorilla
ENSP00000314606	ENSG00000181523	Homo_sapiens
ENSPPYP00000009781	ENSPPYG00000008716	Pongo_abelii
