ENSCPGP00000026926	ENSCPGG00000018545	Calidris_pygmaea
ENSCPUP00000013207	ENSCPUG00000009385	Calidris_pugnax
ENSMUNP00000009700	ENSMUNG00000007664	Melopsittacus_undulatus
ENSMVIP00005026289	ENSMVIG00005018333	Manacus_vitellinus
ENSMVIP00005000217	ENSMVIG00005000225	Manacus_vitellinus
ENSLCOP00000000261	ENSLCOG00000000250	Lepidothrix_coronata
ENSCCEP00000025137	ENSCCEG00000022205	Cyanistes_caeruleus
ENSPMJP00000003699	ENSPMJG00000003240	Parus_major
ENSFALP00000008305	ENSFALG00000007967	Ficedula_albicollis
ENSLSDP00000013407	ENSLSDG00000009744	Lonchura_striata_domestica
ENSTGUP00000009327	ENSTGUG00000009052	Taeniopygia_guttata
ENSSCAP00000023460	ENSSCAG00000016815	Serinus_canaria
ENSJHYP00000024603	ENSJHYG00000018462	Junco_hyemalis
ENSZALP00000007947	ENSZALG00000006983	Zonotrichia_albicollis
ENSGALP00000011254	ENSGALG00000006955	Gallus_gallus
ENSMGAP00000009493	ENSMGAG00000009211	Meleagris_gallopavo
ENSCJPP00005024771	ENSCJPG00005019501	Coturnix_japonica
ENSNMEP00000016606	ENSNMEG00000014622	Numida_meleagris
ENSABRP00000021886	ENSABRG00000018557	Anser_brachyrhynchus
ENSAHAP00000015856	ENSAHAG00000011326	Apteryx_haastii
ENSARWP00000002935	ENSARWG00000002195	Apteryx_rowi
ENSAOWP00000000145	ENSAOWG00000000125	Apteryx_owenii
ENSDNVP00000004659	ENSDNVG00000003317	Dromaius_novaehollandiae
ENSNPEP00000020780	ENSNPEG00000015442	Nothoprocta_perdicaria
ENSCPRP00005019856	ENSCPRG00005013862	Crocodylus_porosus
ENSCABP00000024710	ENSCABG00000018190	Chelonoidis_abingdonii
ENSGAGP00000011085	ENSGAGG00000008577	Gopherus_agassizii
ENSCPBP00000034069	ENSCPBG00000023791	Chrysemys_picta_bellii
ENSPSIP00000008932	ENSPSIG00000008157	Pelodiscus_sinensis
ENSACAP00000006028	ENSACAG00000006178	Anolis_carolinensis
ENSPVIP00000028658	ENSPVIG00000021205	Pogona_vitticeps
ENSNSUP00000016690	ENSNSUG00000012314	Notechis_scutatus
ENSSMRP00000017320	ENSSMRG00000013498	Salvator_merianae
ENSSPUP00000005083	ENSSPUG00000003868	Sphenodon_punctatus
ENSPCIP00000019724	ENSPCIG00000015045	Phascolarctos_cinereus
ENSVURP00010001092	ENSVURG00010000945	Vombatus_ursinus
ENSSHAP00000009675	ENSSHAG00000008374	Sarcophilus_harrisii
ENSMODP00000005993	ENSMODG00000004869	Monodelphis_domestica
ENSCGRP00015033653	ENSCGRG00015025376	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000015207	ENSCGRG00000011036	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001013802	ENSCGRG00001014847	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000018120	ENSMOCG00000016510	Microtus_ochrogaster
ENSPEMP00000036135	ENSPEMG00000030735	Peromyscus_maniculatus_bairdii
ENSMSIP00000007002	ENSMSIG00000006212	Mus_spicilegus
MGP_SPRETEiJ_P0050761	MGP_SPRETEiJ_G0023864	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000025983	ENSMUSG00000025010	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048759	MGP_CAROLIEiJ_G0022943	Mus_caroli_strain_CAROLI_EIJ
