ENSCGRP00001008913	ENSCGRG00001011047	Cricetulus_griseus_CHOK1GS_HDv1
ENSLCAP00010038058	ENSLCAG00010017830	Lates_calcarifer
ENSCLAP00000019456	ENSCLAG00000013352	Chinchilla_lanigera
ENSCPRP00005000986	ENSCPRG00005000758	Crocodylus_porosus
ENSMAMP00000010649	ENSMAMG00000007159	Mastacembelus_armatus
ENSMPUP00000015224	ENSMPUG00000015334	Mustela_putorius_furo
ENSPNAP00000024762	ENSPNAG00000009526	Pygocentrus_nattereri
ENSOPRP00000000118	ENSOPRG00000000127	Ochotona_princeps
ENSFALP00000014355	ENSFALG00000013749	Ficedula_albicollis
ENSIPUP00000017999	ENSIPUG00000012129	Ictalurus_punctatus
ENSPMGP00000010950	ENSPMGG00000009080	Periophthalmus_magnuspinnatus
ENSAOWP00000007519	ENSAOWG00000005162	Apteryx_owenii	ENSAOWT00000008512
ENSOMEP00000014165	ENSOMEG00000015714	Oryzias_melastigma
ENSTRUP00000011696	ENSTRUG00000004899	Takifugu_rubripes
ENSDCDP00000034518	ENSDCDG00000023250	Denticeps_clupeoides
ENSGALP00000070221	ENSGALG00000050014	Gallus_gallus
ENSDORP00000002654	ENSDORG00000002822	Dipodomys_ordii
ENSHHUP00000075353	ENSHHUG00000044151	Hucho_hucho
ENSCPBP00000035634	ENSCPBG00000024793	Chrysemys_picta_bellii
ENSNVIP00000016525	ENSNVIG00000012869	Neovison_vison
ENSCCEP00000001494	ENSCCEG00000001709	Cyanistes_caeruleus
ENSCGRP00000008313	ENSCGRG00000006062	Cricetulus_griseus_CriGri_1.0
ENSMPUP00000019744	ENSMPUG00000019874	Mustela_putorius_furo
ENSGACP00000023247	ENSGACG00000017586	Gasterosteus_aculeatus
ENSSMAP00000000687	ENSSMAG00000000435	Scophthalmus_maximus
ENSPFOP00000018502	ENSPFOG00000018370	Poecilia_formosa
ENSBMUP00000027560	ENSBMUG00000020635	Bos_mutus
ENSORLP00000013897	ENSORLG00000011077	Oryzias_latipes_ASM223467v1
ENSCGRP00015012129	ENSCGRG00015009330	Cricetulus_griseus_CriGri-PICR
ENSOMEP00000035308	ENSOMEG00000022609	Oryzias_melastigma
ENSSLDP00000017645	ENSSLDG00000013859	Seriola_lalandi_dorsalis
ENSP00000483386	ENSG00000275793	Homo_sapiens
ENSPNYP00000018069	ENSPNYG00000013623	Pundamilia_nyererei
ENSPMEP00000021775	ENSPMEG00000002211	Poecilia_mexicana
ENSAMXP00005056748	ENSAMXG00005025162	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSOARP00000010373	ENSOARG00000009662	Ovis_aries
ENSTGEP00000035138	ENSTGEG00000028010	Theropithecus_gelada
MGP_PahariEiJ_P0035791	MGP_PahariEiJ_G0018065	Mus_pahari_strain_PAHARI_EIJ
ENSPTRP00000063742	ENSPTRG00000029501	Pan_troglodytes
ENSSPUP00000017513	ENSSPUG00000013519	Sphenodon_punctatus	ENSSPUT00000018643
ENSBIXP00005042917	ENSBIXG00005026473	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSFCAP00000011380	ENSFCAG00000012264	Felis_catus
ENSPSMP00000020313	ENSPSMG00000014360	Prolemur_simus
ENSSPAP00000023627	ENSSPAG00000017810	Stegastes_partitus
ENSRBIP00000006168	ENSRBIG00000026132	Rhinopithecus_bieti
ENSCCAP00000012986	ENSCCAG00000024259	Cebus_capucinus_imitator
ENSPSMP00000033834	ENSPSMG00000023297	Prolemur_simus
ENSELUP00000032943	ENSELUG00000011063	Esox_lucius
ENSPCAP00000010390	ENSPCAG00000010986	Procavia_capensis
ENSPNYP00000026311	ENSPNYG00000019814	Pundamilia_nyererei
ENSSBOP00000008009	ENSSBOG00000020900	Saimiri_boliviensis_boliviensis
ENSMFAP00000018132	ENSMFAG00000032128	Macaca_fascicularis
ENSPKIP00000006145	ENSPKIG00000022540	Paramormyrops_kingsleyae
ENSDNOP00000011500	ENSDNOG00000014817	Dasypus_novemcinctus
ENSKMAP00000017856	ENSKMAG00000013190	Kryptolebias_marmoratus
ENSLACP00000021434	ENSLACG00000018834	Latimeria_chalumnae
ENSBIXP00000010170	ENSBIXG00000002337	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCAFP00020014332	ENSCAFG00020011427	Canis_lupus_dingo
ENSELUP00000020831	ENSELUG00000020149	Esox_lucius
ENSNSUP00000007707	ENSNSUG00000006051	Notechis_scutatus
ENSOCUP00000005854	ENSOCUG00000006770	Oryctolagus_cuniculus
ENSPKIP00000033758	ENSPKIG00000013353	Paramormyrops_kingsleyae
ENSAMEP00000006872	ENSAMEG00000006469	Ailuropoda_melanoleuca
ENSMVIP00005012274	ENSMVIG00005008951	Manacus_vitellinus
ENSCSAP00000002024	ENSCSAG00000005747	Chlorocebus_sabaeus
ENSBTAP00000054993	ENSBTAG00000047538	Bos_taurus
ENSPRNP00000016092	ENSPRNG00000008576	Parambassis_ranga
ENSHGLP00100025025	ENSHGLG00100018365	Heterocephalus_glaber_HetGla_1.0
ENSGACP00000016188	ENSGACG00000012233	Gasterosteus_aculeatus
ENSTRUP00000051338	ENSTRUG00000020856	Takifugu_rubripes
ENSPCIP00000028209	ENSPCIG00000021060	Phascolarctos_cinereus
ENSMFAP00000029049	ENSMFAG00000041808	Macaca_fascicularis
ENSSTOP00000017287	ENSSTOG00000020764	Ictidomys_tridecemlineatus
ENSSLDP00000029685	ENSSLDG00000022888	Seriola_lalandi_dorsalis
ENSTNIP00000003164	ENSTNIG00000004518	Tetraodon_nigroviridis
ENSRROP00000021203	ENSRROG00000034523	Rhinopithecus_roxellana
ENSDNVP00000003307	ENSDNVG00000002342	Dromaius_novaehollandiae
ENSAHAP00000026709	ENSAHAG00000018602	Apteryx_haastii
ENSCJAP00000070570	ENSCJAG00000067237	Callithrix_jacchus
ENSRBIP00000013538	ENSRBIG00000030798	Rhinopithecus_bieti
ENSVPAP00000010768	ENSVPAG00000011569	Vicugna_pacos
ENSXMAP00000041001	ENSXMAG00000000945	Xiphophorus_maculatus
ENSNVIP00000029581	ENSNVIG00000022819	Neovison_vison
ENSMALP00000018953	ENSMALG00000013233	Monopterus_albus
ENSORLP00020010420	ENSORLG00020011363	Oryzias_latipes_ASM223471v1
ENSACAP00000005177	ENSACAG00000005303	Anolis_carolinensis
ENSCMIP00000035026	ENSCMIG00000014847	Callorhinchus_milii
ENSCCAP00000027836	ENSCCAG00000031788	Cebus_capucinus_imitator
ENSPLAP00000025486	ENSPLAG00000012520	Poecilia_latipinna
ENSDORP00000022992	ENSDORG00000027196	Dipodomys_ordii
ENSGACP00000026737	ENSGACG00000020236	Gasterosteus_aculeatus
ENSMNEP00000012191	ENSMNEG00000030380	Macaca_nemestrina
ENSMMMP00000023483	ENSMMMG00000020502	Marmota_marmota_marmota
ENSGAGP00000011087	ENSGAGG00000008575	Gopherus_agassizii
ENSGALP00000072181	ENSGALG00000052968	Gallus_gallus
ENSMGAP00000001474	ENSMGAG00000002333	Meleagris_gallopavo
ENSGMOP00000014203	ENSGMOG00000013249	Gadus_morhua
ENSXMAP00000038032	ENSXMAG00000000092	Xiphophorus_maculatus
ENSCSEP00000005641	ENSCSEG00000003643	Cynoglossus_semilaevis
ENSBBBP00000018705	ENSBBBG00000002171	Bison_bison_bison
ENSCCNP00000017129	ENSCCNG00000017405	Castor_canadensis
ENSORLP00015022561	ENSORLG00015001996	Oryzias_latipes_ASM223469v1
ENSBBBP00000023826	ENSBBBG00000018624	Bison_bison_bison
ENSMZEP00005011276	ENSMZEG00005008410	Maylandia_zebra
Y39A3CL.2.1	WBGene00006513	Caenorhabditis_elegans_strain_N2
ENSPANP00000000695	ENSPANG00000014165	Papio_anubis
ENSPRNP00000002717	ENSPRNG00000001681	Parambassis_ranga
ENSSPAP00000026099	ENSSPAG00000019663	Stegastes_partitus
ENSTSYP00000017954	ENSTSYG00000033917	Carlito_syrichta
