ENSAHAP00000000311	ENSAHAG00000000305	Apteryx_haastii
ENSAOWP00000020283	ENSAOWG00000013731	Apteryx_owenii
ENSARWP00000009487	ENSARWG00000006631	Apteryx_rowi
ENSDNVP00000009645	ENSDNVG00000006819	Dromaius_novaehollandiae	ENSDNVT00000011584
ENSJHYP00000024363	ENSJHYG00000018294	Junco_hyemalis
ENSZALP00000023342	ENSZALG00000018052	Zonotrichia_albicollis
ENSSCAP00000012995	ENSSCAG00000009682	Serinus_canaria
ENSTGUP00000013780	ENSTGUG00000013385	Taeniopygia_guttata
ENSLSDP00000008478	ENSLSDG00000006341	Lonchura_striata_domestica
ENSFALP00000005632	ENSFALG00000005411	Ficedula_albicollis
ENSPMJP00000014073	ENSPMJG00000010675	Parus_major
ENSCCEP00000016208	ENSCCEG00000015194	Cyanistes_caeruleus
ENSLCOP00000001850	ENSLCOG00000001475	Lepidothrix_coronata
ENSCPUP00000009186	ENSCPUG00000006546	Calidris_pugnax
ENSCPGP00000012505	ENSCPGG00000008865	Calidris_pygmaea
ENSABRP00000011420	ENSABRG00000010256	Anser_brachyrhynchus
ENSAPLP00000021772	ENSAPLG00000011249	Anas_platyrhynchos_platyrhynchos
ENSCPBP00000002913	ENSCPBG00000002355	Chrysemys_picta_bellii
ENSCABP00000025019	ENSCABG00000018421	Chelonoidis_abingdonii
ENSSPUP00000022175	ENSSPUG00000017027	Sphenodon_punctatus
ENSCHIP00000026436	ENSCHIG00000022779	Capra_hircus
ENSOARP00000021726	ENSOARG00000020234	Ovis_aries
ENSBIXP00000020930	ENSBIXG00000004849	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038557	ENSBIXG00005020612	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000023836	ENSBTAG00000040131	Bos_taurus
ENSBMUP00000021682	ENSBMUG00000016329	Bos_mutus
ENSBBBP00000003360	ENSBBBG00000012393	Bison_bison_bison
ENSTTRP00000012730	ENSTTRG00000013417	Tursiops_truncatus
ENSSSCP00000007188	ENSSSCG00000006738	Sus_scrofa_strain_reference
ENSVPAP00000007676	ENSVPAG00000008251	Vicugna_pacos
ENSEASP00005008844	ENSEASG00005006357	Equus_asinus_asinus
ENSECAP00000021855	ENSECAG00000024391	Equus_caballus
ENSUAMP00000008987	ENSUAMG00000007520	Ursus_americanus
ENSUMAP00000015435	ENSUMAG00000011330	Ursus_maritimus
ENSAMEP00000005455	ENSAMEG00000005165	Ailuropoda_melanoleuca
ENSMPUP00000001615	ENSMPUG00000001632	Mustela_putorius_furo
ENSNVIP00000000165	ENSNVIG00000000193	Neovison_vison
ENSCAFP00020026522	ENSCAFG00020020844	Canis_lupus_dingo
ENSVVUP00000014134	ENSVVUG00000010356	Vulpes_vulpes
ENSCAFP00000050301	ENSCAFG00000009798	Canis_lupus_familiaris
ENSFCAP00000060142	ENSFCAG00000025590	Felis_catus
ENSPVAP00000005942	ENSPVAG00000006286	Pteropus_vampyrus
ENSMLUP00000021051	ENSMLUG00000022981	Myotis_lucifugus
ENSPSMP00000021234	ENSPSMG00000015016	Prolemur_simus
ENSPCOP00000005763	ENSPCOG00000013877	Propithecus_coquereli
ENSMICP00000042034	ENSMICG00000042112	Microcebus_murinus
ENSOGAP00000002010	ENSOGAG00000002250	Otolemur_garnettii
ENSPPAP00000027391	ENSPPAG00000036763	Pan_paniscus
ENSPTRP00000039966	ENSPTRG00000001153	Pan_troglodytes
ENSP00000358501	ENSG00000116815	Homo_sapiens
ENSGGOP00000018290	ENSGGOG00000012864	Gorilla_gorilla
ENSPPYP00000001145	ENSPPYG00000000982	Pongo_abelii
ENSNLEP00000040453	ENSNLEG00000032597	Nomascus_leucogenys
ENSCANP00000027367	ENSCANG00000037096	Colobus_angolensis_palliatus
ENSPTEP00000034704	ENSPTEG00000032890	Piliocolobus_tephrosceles
ENSRBIP00000042242	ENSRBIG00000044416	Rhinopithecus_bieti
ENSRROP00000000451	ENSRROG00000001604	Rhinopithecus_roxellana
ENSMLEP00000018609	ENSMLEG00000033488	Mandrillus_leucophaeus
ENSCATP00000016911	ENSCATG00000032372	Cercocebus_atys
ENSPANP00000011190	ENSPANG00000000304	Papio_anubis
ENSTGEP00000008994	ENSTGEG00000007410	Theropithecus_gelada
ENSMFAP00000043026	ENSMFAG00000042899	Macaca_fascicularis
ENSMMUP00000010678	ENSMMUG00000008156	Macaca_mulatta
ENSMNEP00000011350	ENSMNEG00000030019	Macaca_nemestrina
ENSCSAP00000016334	ENSCSAG00000001694	Chlorocebus_sabaeus
ENSCCAP00000013990	ENSCCAG00000024820	Cebus_capucinus_imitator
ENSSBOP00000032639	ENSSBOG00000032505	Saimiri_boliviensis_boliviensis
ENSCJAP00000011084	ENSCJAG00000006034	Callithrix_jacchus
ENSANAP00000012540	ENSANAG00000024219	Aotus_nancymaae
ENSTBEP00000014428	ENSTBEG00000016599	Tupaia_belangeri
ENSPCAP00000009366	ENSPCAG00000010074	Procavia_capensis
ENSCHOP00000003682	ENSCHOG00000004168	Choloepus_hoffmanni
ENSDNOP00000027837	ENSDNOG00000036005	Dasypus_novemcinctus
ENSEEUP00000010587	ENSEEUG00000011607	Erinaceus_europaeus
ENSVURP00010010918	ENSVURG00010008439	Vombatus_ursinus
ENSPCIP00000048538	ENSPCIG00000005860	Phascolarctos_cinereus
ENSSHAP00000020387	ENSSHAG00000017292	Sarcophilus_harrisii
