ENSCHAP00000033981	ENSCHAG00000015972	Clupea_harengus
ENSDCDP00000030999	ENSDCDG00000020195	Denticeps_clupeoides
ENSAMXP00000053043	ENSAMXG00000019410	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000042856
ENSAMXP00005021759	ENSAMXG00005011257	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000657	ENSPNAG00000007642	Pygocentrus_nattereri
ENSIPUP00000009673	ENSIPUG00000006617	Ictalurus_punctatus
ENSEEEP00000051428	ENSEEEG00000024136	Electrophorus_electricus
ENSDARP00000091807	ENSDARG00000020957	Danio_rerio
ENSMALP00000031783	ENSMALG00000021929	Monopterus_albus
ENSMAMP00000024357	ENSMAMG00000016364	Mastacembelus_armatus
ENSATEP00000007748	ENSATEG00000005394	Anabas_testudineus
ENSTRUP00000035460	ENSTRUG00000013866	Takifugu_rubripes
ENSTNIP00000003438	ENSTNIG00000008477	Tetraodon_nigroviridis
ENSLCRP00005051716	ENSLCRG00005019470	Larimichthys_crocea
ENSXMAP00000005849	ENSXMAG00000005830	Xiphophorus_maculatus
ENSGAFP00000031880	ENSGAFG00000021460	Gambusia_affinis
ENSPMEP00000024195	ENSPMEG00000006310	Poecilia_mexicana
ENSPFOP00000012273	ENSPFOG00000012205	Poecilia_formosa
ENSPLAP00000015493	ENSPLAG00000019558	Poecilia_latipinna
ENSPREP00000010951	ENSPREG00000007473	Poecilia_reticulata
ENSCVAP00000015484	ENSCVAG00000018280	Cyprinodon_variegatus
ENSKMAP00000005419	ENSKMAG00000004127	Kryptolebias_marmoratus
ENSORLP00015006676	ENSORLG00015007504	Oryzias_latipes_ASM223469v1
ENSORLP00020006844	ENSORLG00020007728	Oryzias_latipes_ASM223471v1
ENSORLP00000022040	ENSORLG00000017615	Oryzias_latipes_ASM223467v1
ENSOMEP00000006860	ENSOMEG00000007963	Oryzias_melastigma
ENSGWIP00000026600	ENSGWIG00000013493	Gouania_willdenowi
ENSHBUP00000026286	ENSHBUG00000008845	Haplochromis_burtoni
ENSACLP00000025058	ENSACLG00000017052	Astatotilapia_calliptera
ENSMZEP00005033447	ENSMZEG00005024968	Maylandia_zebra
ENSPNYP00000021285	ENSPNYG00000016031	Pundamilia_nyererei
ENSNBRP00000006390	ENSNBRG00000004951	Neolamprologus_brichardi
ENSONIP00000011895	ENSONIG00000009467	Oreochromis_niloticus
ENSACIP00000024870	ENSACIG00000019265	Amphilophus_citrinellus
ENSSLDP00000017968	ENSSLDG00000014154	Seriola_lalandi_dorsalis
ENSSDUP00000023478	ENSSDUG00000016977	Seriola_dumerili
ENSSMAP00000030441	ENSSMAG00000018658	Scophthalmus_maximus
ENSCGOP00000003581	ENSCGOG00000001928	Cottoperca_gobio
ENSGACP00000022998	ENSGACG00000017402	Gasterosteus_aculeatus
ENSLBEP00000011637	ENSLBEG00000008949	Labrus_bergylta
ENSCSEP00000019331	ENSCSEG00000012371	Cynoglossus_semilaevis
ENSAPEP00000002568	ENSAPEG00000001806	Amphiprion_percula
ENSAOCP00000015555	ENSAOCG00000001505	Amphiprion_ocellaris
ENSAPOP00000017385	ENSAPOG00000020692	Acanthochromis_polyacanthus
ENSSPAP00000024396	ENSSPAG00000018428	Stegastes_partitus
ENSLCAP00010009080	ENSLCAG00010004183	Lates_calcarifer
ENSMMOP00000015481	ENSMMOG00000011800	Mola_mola
ENSPRNP00000044449	ENSPRNG00000021608	Parambassis_ranga
ENSBSLP00000049953	ENSBSLG00000023679	Betta_splendens
ENSHCOP00000014676	ENSHCOG00000000687	Hippocampus_comes
ENSGMOP00000012335	ENSGMOG00000011531	Gadus_morhua
ENSHHUP00000071441	ENSHHUG00000041978	Hucho_hucho
ENSHHUP00000085772	ENSHHUG00000049636	Hucho_hucho
ENSELUP00000041960	ENSELUG00000023004	Esox_lucius
ENSPKIP00000021217	ENSPKIG00000005707	Paramormyrops_kingsleyae
ENSSFOP00015022208	ENSSFOG00015014280	Scleropages_formosus
ENSLOCP00000011578	ENSLOCG00000009481	Lepisosteus_oculatus
ENSECRP00000013859	ENSECRG00000009151	Erpetoichthys_calabaricus
ENSTGUP00000000207	ENSTGUG00000000188	Taeniopygia_guttata
ENSFALP00000005497	ENSFALG00000005256	Ficedula_albicollis
ENSMGAP00000002429	ENSMGAG00000002767	Meleagris_gallopavo
ENSGALP00000008782	ENSGALG00000005476	Gallus_gallus
ENSNMEP00000004849	ENSNMEG00000005180	Numida_meleagris
ENSABRP00000003258	ENSABRG00000003090	Anser_brachyrhynchus
ENSAPLP00000005197	ENSAPLG00000005598	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000001470	ENSLSDG00000001149	Lonchura_striata_domestica
ENSSCAP00000007850	ENSSCAG00000006023	Serinus_canaria
ENSZALP00000012845	ENSZALG00000010720	Zonotrichia_albicollis
ENSPMJP00000004349	ENSPMJG00000003744	Parus_major
ENSCCEP00000007958	ENSCCEG00000008278	Cyanistes_caeruleus
ENSLCOP00000002858	ENSLCOG00000002195	Lepidothrix_coronata
ENSMUNP00000003114	ENSMUNG00000002680	Melopsittacus_undulatus
ENSCPUP00000028372	ENSCPUG00000019088	Calidris_pugnax
ENSCPGP00000018731	ENSCPGG00000013078	Calidris_pygmaea
ENSAHAP00000006267	ENSAHAG00000004747	Apteryx_haastii
ENSARWP00000018318	ENSARWG00000012604	Apteryx_rowi
ENSAOWP00000012993	ENSAOWG00000008867	Apteryx_owenii
ENSDNVP00000027069	ENSDNVG00000018802	Dromaius_novaehollandiae
ENSNPEP00000011014	ENSNPEG00000008271	Nothoprocta_perdicaria
ENSCPRP00005003832	ENSCPRG00005002800	Crocodylus_porosus
ENSCABP00000025339	ENSCABG00000018646	Chelonoidis_abingdonii
ENSGAGP00000024441	ENSGAGG00000017845	Gopherus_agassizii
ENSCPBP00000001840	ENSCPBG00000001485	Chrysemys_picta_bellii
ENSMVIP00005027992	ENSMVIG00005019483	Manacus_vitellinus
ENSPSIP00000011338	ENSPSIG00000010197	Pelodiscus_sinensis
ENSPVIP00000012422	ENSPVIG00000009677	Pogona_vitticeps
ENSACAP00000004707	ENSACAG00000004743	Anolis_carolinensis
ENSNSUP00000013653	ENSNSUG00000010154	Notechis_scutatus
ENSSMRP00000021820	ENSSMRG00000016972	Salvator_merianae
ENSSPUP00000000616	ENSSPUG00000000527	Sphenodon_punctatus
ENSVURP00010014606	ENSVURG00010011202	Vombatus_ursinus
ENSPCIP00000035051	ENSPCIG00000025925	Phascolarctos_cinereus
ENSMEUP00000003320	ENSMEUG00000003623	Notamacropus_eugenii
ENSSHAP00000002500	ENSSHAG00000002214	Sarcophilus_harrisii
ENSMODP00000051946	ENSMODG00000013964	Monodelphis_domestica
ENSBIXP00000028556	ENSBIXG00000009811	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018118	ENSBIXG00005021588	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000073806	ENSBTAG00000016948	Bos_taurus
ENSBMUP00000023365	ENSBMUG00000017483	Bos_mutus
ENSCHIP00000003607	ENSCHIG00000007490	Capra_hircus
ENSBBBP00000021562	ENSBBBG00000015265	Bison_bison_bison
ENSOARP00000007116	ENSOARG00000006638	Ovis_aries
ENSSSCP00000072505	ENSSSCG00000011326	Sus_scrofa_strain_reference
ENSEASP00005011584	ENSEASG00005008141	Equus_asinus_asinus
ENSECAP00000007154	ENSECAG00000008888	Equus_caballus
ENSUAMP00000033548	ENSUAMG00000025561	Ursus_americanus
ENSMPUP00000014971	ENSMPUG00000015082	Mustela_putorius_furo
ENSCAFP00020017509	ENSCAFG00020014014	Canis_lupus_dingo
ENSCAFP00000057719	ENSCAFG00000013600	Canis_lupus_familiaris
ENSVVUP00000006404	ENSVVUG00000004619	Vulpes_vulpes
ENSFCAP00000029002	ENSFCAG00000015473	Felis_catus
ENSAMEP00000013314	ENSAMEG00000012602	Ailuropoda_melanoleuca
ENSUMAP00000005523	ENSUMAG00000004357	Ursus_maritimus
ENSNVIP00000028524	ENSNVIG00000021951	Neovison_vison
ENSPPRP00000025982	ENSPPRG00000016608	Panthera_pardus
ENSPTIP00000015877	ENSPTIG00000014822	Panthera_tigris_altaica
ENSPTEP00000006868	ENSPTEG00000007832	Piliocolobus_tephrosceles
ENSCANP00000040130	ENSCANG00000043733	Colobus_angolensis_palliatus
ENSRROP00000026905	ENSRROG00000037221	Rhinopithecus_roxellana
ENSRBIP00000017051	ENSRBIG00000032552	Rhinopithecus_bieti
ENSTGEP00000013710	ENSTGEG00000011122	Theropithecus_gelada
ENSPANP00000003312	ENSPANG00000013767	Papio_anubis
ENSMLEP00000016318	ENSMLEG00000032356	Mandrillus_leucophaeus
ENSCATP00000041368	ENSCATG00000043326	Cercocebus_atys
ENSCSAP00000012233	ENSCSAG00000016160	Chlorocebus_sabaeus
ENSMMUP00000039123	ENSMMUG00000014742	Macaca_mulatta
ENSMFAP00000020543	ENSMFAG00000033228	Macaca_fascicularis
ENSMNEP00000008954	ENSMNEG00000028936	Macaca_nemestrina
ENSPTRP00000025621	ENSPTRG00000014861	Pan_troglodytes
ENSPPAP00000026991	ENSPPAG00000036562	Pan_paniscus
ENSP00000402723	ENSG00000160801	Homo_sapiens
ENSGGOP00000028455	ENSGGOG00000013431	Gorilla_gorilla
ENSPPYP00000015578	ENSPPYG00000013925	Pongo_abelii
ENSNLEP00000007541	ENSNLEG00000006210	Nomascus_leucogenys
ENSSBOP00000016743	ENSSBOG00000025002	Saimiri_boliviensis_boliviensis
ENSCJAP00000075233	ENSCJAG00000002254	Callithrix_jacchus
ENSCCAP00000015999	ENSCCAG00000025784	Cebus_capucinus_imitator
ENSANAP00000017471	ENSANAG00000026603	Aotus_nancymaae
ENSTSYP00000014705	ENSTSYG00000025902	Carlito_syrichta
ENSPCOP00000027519	ENSPCOG00000026264	Propithecus_coquereli
ENSPSMP00000006465	ENSPSMG00000004789	Prolemur_simus
ENSMICP00000016075	ENSMICG00000017652	Microcebus_murinus
ENSOGAP00000015043	ENSOGAG00000016796	Otolemur_garnettii
ENSCCNP00000000906	ENSCCNG00000000958	Castor_canadensis
ENSDORP00000014682	ENSDORG00000015600	Dipodomys_ordii
ENSCGRP00015023516	ENSCGRG00015017821	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000014174	ENSCGRG00000010260	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001262	ENSCGRG00001000950	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000025518	ENSMAUG00000022025	Mesocricetus_auratus
ENSMOCP00000020380	ENSMOCG00000018080	Microtus_ochrogaster
ENSPEMP00000024886	ENSPEMG00000021463	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0094042	MGP_SPRETEiJ_G0033886	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000006005	ENSMUSG00000032492	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000030210	ENSMSIG00000025217	Mus_spicilegus
MGP_CAROLIEiJ_P0090314	MGP_CAROLIEiJ_G0032738	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0025992	MGP_PahariEiJ_G0015605	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028435	ENSRNOG00000020948	Rattus_norvegicus
ENSMUGP00000011945	ENSMUGG00000010445	Meriones_unguiculatus
ENSNGAP00000026432	ENSNGAG00000024079	Nannospalax_galili
ENSJJAP00000019766	ENSJJAG00000020640	Jaculus_jaculus
ENSUPAP00010020544	ENSUPAG00010016258	Urocitellus_parryii
ENSSTOP00000002747	ENSSTOG00000003066	Ictidomys_tridecemlineatus
ENSMMMP00000007600	ENSMMMG00000006794	Marmota_marmota_marmota
ENSSDAP00000004376	ENSSDAG00000004037	Spermophilus_dauricus
ENSCLAP00000020574	ENSCLAG00000014091	Chinchilla_lanigera
ENSODEP00000014998	ENSODEG00000011074	Octodon_degus
ENSCPOP00000003504	ENSCPOG00000003882	Cavia_porcellus
ENSCAPP00000013331	ENSCAPG00000013948	Cavia_aperea
ENSHGLP00000020141	ENSHGLG00000014420	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024240	ENSHGLG00100017796	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013017	ENSFDAG00000020356	Fukomys_damarensis
