ENSGAGP00000021711	ENSGAGG00000015931	Gopherus_agassizii
ENSCABP00000006479	ENSCABG00000004897	Chelonoidis_abingdonii
ENSCPBP00000006889	ENSCPBG00000005428	Chrysemys_picta_bellii
ENSPSIP00000011775	ENSPSIG00000010528	Pelodiscus_sinensis
ENSCPRP00005025726	ENSCPRG00005017833	Crocodylus_porosus
ENSPVIP00000030849	ENSPVIG00000022692	Pogona_vitticeps
ENSACAP00000014835	ENSACAG00000015042	Anolis_carolinensis
ENSNSUP00000021581	ENSNSUG00000015679	Notechis_scutatus
ENSSMRP00000023701	ENSSMRG00000018384	Salvator_merianae
ENSSPUP00000004391	ENSSPUG00000003388	Sphenodon_punctatus
ENSCPGP00000015527	ENSCPGG00000010940	Calidris_pygmaea
ENSCPUP00000017349	ENSCPUG00000011954	Calidris_pugnax
ENSMUNP00000014036	ENSMUNG00000010936	Melopsittacus_undulatus
ENSZALP00000009427	ENSZALG00000008111	Zonotrichia_albicollis
ENSJHYP00000010246	ENSJHYG00000008037	Junco_hyemalis
ENSSCAP00000001564	ENSSCAG00000001310	Serinus_canaria
ENSFALP00000010027	ENSFALG00000009600	Ficedula_albicollis
ENSTGUP00000008268	ENSTGUG00000007993	Taeniopygia_guttata
ENSLSDP00000017625	ENSLSDG00000012617	Lonchura_striata_domestica
ENSPMJP00000026848	ENSPMJG00000019587	Parus_major
ENSCCEP00000016957	ENSCCEG00000015769	Cyanistes_caeruleus
ENSMVIP00005016697	ENSMVIG00005011980	Manacus_vitellinus
ENSLCOP00000000714	ENSLCOG00000000624	Lepidothrix_coronata
ENSABRP00000019884	ENSABRG00000017018	Anser_brachyrhynchus
ENSAPLP00000006919	ENSAPLG00000007260	Anas_platyrhynchos_platyrhynchos
ENSGALP00000016630	ENSGALG00000010244	Gallus_gallus
ENSCJPP00005011631	ENSCJPG00005009995	Coturnix_japonica
ENSMGAP00000010865	ENSMGAG00000010441	Meleagris_gallopavo
ENSNMEP00000025332	ENSNMEG00000021450	Numida_meleagris
ENSAHAP00000025251	ENSAHAG00000017602	Apteryx_haastii
ENSAOWP00000013677	ENSAOWG00000009335	Apteryx_owenii
ENSARWP00000000152	ENSARWG00000000149	Apteryx_rowi
ENSDNVP00000013301	ENSDNVG00000009401	Dromaius_novaehollandiae
ENSNPEP00000019672	ENSNPEG00000014650	Nothoprocta_perdicaria
ENSVURP00010022355	ENSVURG00010017095	Vombatus_ursinus
ENSPCIP00000053241	ENSPCIG00000034240	Phascolarctos_cinereus
ENSMEUP00000001072	ENSMEUG00000001179	Notamacropus_eugenii
ENSMEUP00000006724	ENSMEUG00000007370	Notamacropus_eugenii
ENSSHAP00000009731	ENSSHAG00000008420	Sarcophilus_harrisii
ENSMODP00000002869	ENSMODG00000002355	Monodelphis_domestica
ENSOPRP00000004592	ENSOPRG00000005003	Ochotona_princeps
ENSOPRP00000000073	ENSOPRG00000000081	Ochotona_princeps
ENSOPRP00000001387	ENSOPRG00000001513	Ochotona_princeps
ENSOCUP00000035174	ENSOCUG00000017363	Oryctolagus_cuniculus
ENSPPAP00000014261	ENSPPAG00000030280	Pan_paniscus
ENSPTRP00000082464	ENSPTRG00000000676	Pan_troglodytes
ENSGGOP00000035067	ENSGGOG00000012740	Gorilla_gorilla
ENSP00000361140	ENSG00000117448	Homo_sapiens
ENSPPYP00000001636	ENSPPYG00000001410	Pongo_abelii
ENSNLEP00000017733	ENSNLEG00000014434	Nomascus_leucogenys
ENSPTEP00000039730	ENSPTEG00000036720	Piliocolobus_tephrosceles
ENSCANP00000035541	ENSCANG00000041468	Colobus_angolensis_palliatus
ENSRBIP00000027701	ENSRBIG00000037726	Rhinopithecus_bieti
ENSRROP00000043737	ENSRROG00000044891	Rhinopithecus_roxellana
ENSRBIP00000005265	ENSRBIG00000023693	Rhinopithecus_bieti
ENSMNEP00000029959	ENSMNEG00000038449	Macaca_nemestrina
ENSMMUP00000026431	ENSMMUG00000049745	Macaca_mulatta
ENSMLEP00000028415	ENSMLEG00000038417	Mandrillus_leucophaeus
ENSCATP00000033654	ENSCATG00000039808	Cercocebus_atys
ENSCSAP00000016797	ENSCSAG00000001217	Chlorocebus_sabaeus
ENSTGEP00000035950	ENSTGEG00000028615	Theropithecus_gelada
ENSMFAP00000031457	ENSMFAG00000036808	Macaca_fascicularis
ENSPANP00000046799	ENSPANG00000005968	Papio_anubis
ENSRROP00000039494	ENSRROG00000043056	Rhinopithecus_roxellana
ENSCCAP00000012993	ENSCCAG00000024285	Cebus_capucinus_imitator
ENSSBOP00000033099	ENSSBOG00000032728	Saimiri_boliviensis_boliviensis
ENSCJAP00000025078	ENSCJAG00000013633	Callithrix_jacchus
ENSANAP00000018032	ENSANAG00000026876	Aotus_nancymaae
ENSCCAP00000021383	ENSCCAG00000028521	Cebus_capucinus_imitator
ENSCCAP00000019813	ENSCCAG00000027727	Cebus_capucinus_imitator
ENSTSYP00000004857	ENSTSYG00000005301	Carlito_syrichta
ENSPCOP00000014530	ENSPCOG00000018952	Propithecus_coquereli
ENSPCOP00000000891	ENSPCOG00000002920	Propithecus_coquereli
ENSMICP00000046654	ENSMICG00000014600	Microcebus_murinus
ENSPSMP00000037564	ENSPSMG00000025799	Prolemur_simus
ENSOGAP00000006423	ENSOGAG00000007175	Otolemur_garnettii
ENSTBEP00000013014	ENSTBEG00000014987	Tupaia_belangeri
ENSCCNP00000017491	ENSCCNG00000017793	Castor_canadensis
ENSDORP00000009274	ENSDORG00000009867	Dipodomys_ordii
