ENSLSDP00000023715	ENSLSDG00000016694	Lonchura_striata_domestica
ENSTGUP00000008290	ENSTGUG00000008039	Taeniopygia_guttata
ENSSCAP00000009922	ENSSCAG00000007562	Serinus_canaria
ENSJHYP00000014232	ENSJHYG00000011020	Junco_hyemalis
ENSZALP00000012263	ENSZALG00000010316	Zonotrichia_albicollis
ENSCCEP00000011000	ENSCCEG00000010801	Cyanistes_caeruleus
ENSPMJP00000017030	ENSPMJG00000012834	Parus_major
ENSFALP00000011089	ENSFALG00000010632	Ficedula_albicollis
ENSMVIP00005003257	ENSMVIG00005002563	Manacus_vitellinus
ENSLCOP00000011130	ENSLCOG00000008065	Lepidothrix_coronata
ENSCPGP00000003270	ENSCPGG00000002405	Calidris_pygmaea
ENSCPUP00000003667	ENSCPUG00000002809	Calidris_pugnax
ENSMUNP00000020006	ENSMUNG00000015260	Melopsittacus_undulatus
ENSAPLP00000011212	ENSAPLG00000011383	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011779	ENSABRG00000010547	Anser_brachyrhynchus
ENSMGAP00000011706	ENSMGAG00000011203	Meleagris_gallopavo
ENSCJPP00005004997	ENSCJPG00005004837	Coturnix_japonica
ENSGALP00000018246	ENSGALG00000011206	Gallus_gallus
ENSNMEP00000005845	ENSNMEG00000006008	Numida_meleagris
ENSARWP00000006596	ENSARWG00000004655	Apteryx_rowi
ENSAHAP00000009286	ENSAHAG00000006723	Apteryx_haastii
ENSAOWP00000024139	ENSAOWG00000016306	Apteryx_owenii
ENSDNVP00000026570	ENSDNVG00000018474	Dromaius_novaehollandiae
ENSNPEP00000012036	ENSNPEG00000008996	Nothoprocta_perdicaria
ENSCPRP00005001449	ENSCPRG00005001112	Crocodylus_porosus
ENSCPRP00005020894	ENSCPRG00005014543	Crocodylus_porosus
ENSCPRP00005005211	ENSCPRG00005003730	Crocodylus_porosus
ENSCPRP00005027056	ENSCPRG00005018743	Crocodylus_porosus
ENSCPRP00005003829	ENSCPRG00005002799	Crocodylus_porosus
ENSGAGP00000001557	ENSGAGG00000001258	Gopherus_agassizii
ENSCABP00000007652	ENSCABG00000005773	Chelonoidis_abingdonii
ENSCPBP00000000108	ENSCPBG00000000109	Chrysemys_picta_bellii
ENSPSIP00000010483	ENSPSIG00000009365	Pelodiscus_sinensis
ENSPVIP00000032584	ENSPVIG00000023871	Pogona_vitticeps
ENSACAP00000023241	ENSACAG00000029213	Anolis_carolinensis
ENSNSUP00000022548	ENSNSUG00000016375	Notechis_scutatus
ENSSMRP00000013897	ENSSMRG00000010800	Salvator_merianae
ENSPCIP00000047122	ENSPCIG00000035190	Phascolarctos_cinereus	ENSPCIT00000052606
ENSVURP00010020328	ENSVURG00010015559	Vombatus_ursinus	ENSVURT00010023149
ENSMEUP00000002265	ENSMEUG00000002480	Notamacropus_eugenii	ENSMEUT00000002485
ENSSHAP00000007075	ENSSHAG00000006147	Sarcophilus_harrisii	ENSSHAT00000007137
ENSMODP00000045514	ENSMODG00000046786	Monodelphis_domestica	ENSMODT00000053069
ENSPVAP00000015212	ENSPVAG00000016118	Pteropus_vampyrus
ENSMLUP00000001626	ENSMLUG00000001777	Myotis_lucifugus
ENSEASP00005028401	ENSEASG00005019312	Equus_asinus_asinus
ENSECAP00000000163	ENSECAG00000000152	Equus_caballus
ENSUAMP00000030036	ENSUAMG00000023082	Ursus_americanus
ENSUMAP00000002746	ENSUMAG00000002410	Ursus_maritimus
ENSAMEP00000002450	ENSAMEG00000002326	Ailuropoda_melanoleuca
ENSMPUP00000007549	ENSMPUG00000007604	Mustela_putorius_furo
ENSNVIP00000000319	ENSNVIG00000000305	Neovison_vison
ENSCAFP00020020702	ENSCAFG00020016394	Canis_lupus_dingo
ENSCAFP00020020707	ENSCAFG00020016396	Canis_lupus_dingo
ENSCAFP00000066357	ENSCAFG00000006091	Canis_lupus_familiaris
ENSVVUP00000015781	ENSVVUG00000011565	Vulpes_vulpes
ENSPPRP00000014518	ENSPPRG00000007405	Panthera_pardus
ENSFCAP00000060137	ENSFCAG00000028734	Felis_catus
ENSCHIP00000030559	ENSCHIG00000025211	Capra_hircus
ENSOARP00000016728	ENSOARG00000015592	Ovis_aries
ENSBTAP00000023349	ENSBTAG00000017549	Bos_taurus
ENSBMUP00000023862	ENSBMUG00000017902	Bos_mutus
ENSBIXP00000020665	ENSBIXG00000023942	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004296	ENSBIXG00005010279	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000023916	ENSBBBG00000004678	Bison_bison_bison
ENSBMUP00000023888	ENSBMUG00000017922	Bos_mutus
ENSSSCP00000056565	ENSSSCG00000035495	Sus_scrofa_strain_reference
ENSTTRP00000015814	ENSTTRG00000016682	Tursiops_truncatus
ENSVPAP00000006329	ENSVPAG00000006812	Vicugna_pacos
ENSSARP00000012987	ENSSARG00000014349	Sorex_araneus	ENSSART00000014363
ENSEEUP00000007154	ENSEEUG00000007870	Erinaceus_europaeus	ENSEEUT00000007855
ENSTBEP00000001055	ENSTBEG00000001236	Tupaia_belangeri
ENSCHOP00000006096	ENSCHOG00000006883	Choloepus_hoffmanni
ENSDNOP00000032458	ENSDNOG00000036474	Dasypus_novemcinctus
ENSCCNP00000014054	ENSCCNG00000014508	Castor_canadensis
ENSDORP00000019655	ENSDORG00000011078	Dipodomys_ordii
ENSMSIP00000017664	ENSMSIG00000015054	Mus_spicilegus
MGP_SPRETEiJ_P0025864	MGP_SPRETEiJ_G0016589	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000100920	ENSMUSG00000019966	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0024642	MGP_CAROLIEiJ_G0015768	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088019	MGP_PahariEiJ_G0031319	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008471	ENSRNOG00000005386	Rattus_norvegicus
ENSMUGP00000024490	ENSMUGG00000020455	Meriones_unguiculatus
ENSCGRP00000005508	ENSCGRG00000004034	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015009442	ENSCGRG00015007267	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001015991	ENSCGRG00001016450	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000017545	ENSMAUG00000016386	Mesocricetus_auratus
ENSMOCP00000021623	ENSMOCG00000018911	Microtus_ochrogaster
ENSPEMP00000022278	ENSPEMG00000019688	Peromyscus_maniculatus_bairdii
ENSNGAP00000004798	ENSNGAG00000006563	Nannospalax_galili
ENSJJAP00000020357	ENSJJAG00000021051	Jaculus_jaculus
ENSUPAP00010009186	ENSUPAG00010007417	Urocitellus_parryii
ENSSTOP00000028516	ENSSTOG00000031402	Ictidomys_tridecemlineatus
ENSSDAP00000023073	ENSSDAG00000020963	Spermophilus_dauricus
ENSMMMP00000000026	ENSMMMG00000000026	Marmota_marmota_marmota
ENSHGLP00100022897	ENSHGLG00100016839	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001346	ENSHGLG00000001048	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010420	ENSFDAG00000018188	Fukomys_damarensis
ENSCLAP00000008781	ENSCLAG00000006139	Chinchilla_lanigera
ENSODEP00000011121	ENSODEG00000008273	Octodon_degus
ENSCPOP00000027503	ENSCPOG00000031249	Cavia_porcellus
ENSCAPP00000013211	ENSCAPG00000013884	Cavia_aperea
ENSOCUP00000033536	ENSOCUG00000017687	Oryctolagus_cuniculus
ENSOPRP00000015446	ENSOPRG00000016921	Ochotona_princeps
ENSRROP00000024267	ENSRROG00000035943	Rhinopithecus_roxellana
ENSRBIP00000015941	ENSRBIG00000032043	Rhinopithecus_bieti
ENSCANP00000020885	ENSCANG00000033858	Colobus_angolensis_palliatus
ENSPTEP00000041340	ENSPTEG00000037891	Piliocolobus_tephrosceles
ENSCSAP00000000149	ENSCSAG00000003781	Chlorocebus_sabaeus
ENSMLEP00000006927	ENSMLEG00000027354	Mandrillus_leucophaeus
ENSMFAP00000026872	ENSMFAG00000044842	Macaca_fascicularis
ENSMNEP00000037726	ENSMNEG00000041931	Macaca_nemestrina
ENSMMUP00000078855	ENSMMUG00000051340	Macaca_mulatta
ENSPANP00000003266	ENSPANG00000017126	Papio_anubis
ENSCATP00000006648	ENSCATG00000020524	Cercocebus_atys
ENSTGEP00000000660	ENSTGEG00000000656	Theropithecus_gelada
ENSPTRP00000008974	ENSPTRG00000005281	Pan_troglodytes
ENSPPAP00000016690	ENSPPAG00000031443	Pan_paniscus
ENSP00000495951	ENSG00000049130	Homo_sapiens
ENSGGOP00000023005	ENSGGOG00000021939	Gorilla_gorilla
ENSPPYP00000005491	ENSPPYG00000004816	Pongo_abelii
ENSNLEP00000006667	ENSNLEG00000005483	Nomascus_leucogenys
ENSCJAP00000036544	ENSCJAG00000019661	Callithrix_jacchus
ENSCJAP00000056577	ENSCJAG00000040002	Callithrix_jacchus
ENSSBOP00000020445	ENSSBOG00000026788	Saimiri_boliviensis_boliviensis
ENSCCAP00000017905	ENSCCAG00000026773	Cebus_capucinus_imitator
ENSANAP00000000315	ENSANAG00000001756	Aotus_nancymaae
ENSTSYP00000023023	ENSTSYG00000001182	Carlito_syrichta
ENSPSMP00000013832	ENSPSMG00000009917	Prolemur_simus
ENSPCOP00000022139	ENSPCOG00000023143	Propithecus_coquereli
ENSMICP00000027324	ENSMICG00000027108	Microcebus_murinus
ENSOGAP00000008624	ENSOGAG00000009638	Otolemur_garnettii
ENSLAFP00000005282	ENSLAFG00000006294	Loxodonta_africana
ENSPCAP00000008156	ENSPCAG00000008734	Procavia_capensis
ENSETEP00000014102	ENSETEG00000017368	Echinops_telfairi
ENSOANP00000010586	ENSOANG00000006639	Ornithorhynchus_anatinus
ENSXETP00000044000	ENSXETG00000010166	Xenopus_tropicalis
ENSSFOP00015021189	ENSSFOG00015013644	Scleropages_formosus
ENSPKIP00000009000	ENSPKIG00000024265	Paramormyrops_kingsleyae
ENSHHUP00000003313	ENSHHUG00000002103	Hucho_hucho
ENSHHUP00000054105	ENSHHUG00000032471	Hucho_hucho
ENSELUP00000026861	ENSELUG00000002894	Esox_lucius
ENSLCAP00010000670	ENSLCAG00010000428	Lates_calcarifer
ENSMMOP00000002880	ENSMMOG00000002327	Mola_mola
ENSMZEP00005011661	ENSMZEG00005008751	Maylandia_zebra
ENSHBUP00000030969	ENSHBUG00000016356	Haplochromis_burtoni
ENSACLP00000000159	ENSACLG00000000119	Astatotilapia_calliptera
ENSPNYP00000012296	ENSPNYG00000009325	Pundamilia_nyererei
ENSNBRP00000003651	ENSNBRG00000002897	Neolamprologus_brichardi
ENSONIP00000014820	ENSONIG00000011773	Oreochromis_niloticus
ENSACIP00000022697	ENSACIG00000017669	Amphilophus_citrinellus
ENSGWIP00000047730	ENSGWIG00000023464	Gouania_willdenowi
ENSXMAP00000003998	ENSXMAG00000003995	Xiphophorus_maculatus
ENSXCOP00000018421	ENSXCOG00000013869	Xiphophorus_couchianus
ENSGAFP00000027130	ENSGAFG00000018335	Gambusia_affinis
ENSPFOP00000027058	ENSPFOG00000022854	Poecilia_formosa
ENSPMEP00000014206	ENSPMEG00000016585	Poecilia_mexicana
ENSPLAP00000000454	ENSPLAG00000001282	Poecilia_latipinna
ENSPREP00000017449	ENSPREG00000011803	Poecilia_reticulata
ENSFHEP00000016700	ENSFHEG00000018417	Fundulus_heteroclitus
ENSORLP00015016310	ENSORLG00015017291	Oryzias_latipes_ASM223469v1
ENSORLP00020017818	ENSORLG00020018833	Oryzias_latipes_ASM223471v1
ENSORLP00000016705	ENSORLG00000013327	Oryzias_latipes_ASM223467v1
ENSOMEP00000009742	ENSOMEG00000010976	Oryzias_melastigma
ENSLCRP00005060371	ENSLCRG00005022322	Larimichthys_crocea
ENSLBEP00000002381	ENSLBEG00000001864	Labrus_bergylta
ENSMALP00000023114	ENSMALG00000016128	Monopterus_albus
ENSSMAP00000000264	ENSSMAG00000000174	Scophthalmus_maximus
ENSCSEP00000015401	ENSCSEG00000009899	Cynoglossus_semilaevis
ENSSDUP00000008412	ENSSDUG00000006155	Seriola_dumerili
ENSSLDP00000013163	ENSSLDG00000010477	Seriola_lalandi_dorsalis
ENSAOCP00000024434	ENSAOCG00000011259	Amphiprion_ocellaris
ENSAPEP00000026852	ENSAPEG00000019052	Amphiprion_percula
ENSAPOP00000008188	ENSAPOG00000010269	Acanthochromis_polyacanthus
ENSSPAP00000017612	ENSSPAG00000013303	Stegastes_partitus
ENSPRNP00000022681	ENSPRNG00000011637	Parambassis_ranga
ENSKMAP00000017728	ENSKMAG00000013209	Kryptolebias_marmoratus
ENSCVAP00000023590	ENSCVAG00000007029	Cyprinodon_variegatus
ENSMAMP00000014061	ENSMAMG00000009532	Mastacembelus_armatus
ENSTRUP00000054315	ENSTRUG00000025114	Takifugu_rubripes
ENSCGOP00000018976	ENSCGOG00000009086	Cottoperca_gobio
ENSBSLP00000027945	ENSBSLG00000013932	Betta_splendens
ENSPMGP00000029508	ENSPMGG00000023743	Periophthalmus_magnuspinnatus
ENSHCOP00000011187	ENSHCOG00000013961	Hippocampus_comes
ENSGMOP00000011599	ENSGMOG00000010838	Gadus_morhua
ENSAMXP00000051458	ENSAMXG00000036015	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005044635	ENSAMXG00005020699	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003867	ENSPNAG00000010308	Pygocentrus_nattereri
ENSEEEP00000008366	ENSEEEG00000004365	Electrophorus_electricus
ENSIPUP00000029390	ENSIPUG00000019860	Ictalurus_punctatus
ENSDARP00000075288	ENSDARG00000058042	Danio_rerio
ENSDCDP00000044930	ENSDCDG00000028439	Denticeps_clupeoides
ENSHHUP00000082714	ENSHHUG00000048039	Hucho_hucho
ENSHHUP00000045384	ENSHHUG00000027708	Hucho_hucho
ENSELUP00000011575	ENSELUG00000011931	Esox_lucius
ENSCSEP00000032997	ENSCSEG00000021184	Cynoglossus_semilaevis
ENSPMGP00000015493	ENSPMGG00000012697	Periophthalmus_magnuspinnatus
ENSORLP00015000897	ENSORLG00015001517	Oryzias_latipes_ASM223469v1
ENSORLP00000028341	ENSORLG00000022628	Oryzias_latipes_ASM223467v1
ENSOMEP00000006484	ENSOMEG00000007535	Oryzias_melastigma
ENSBSLP00000032173	ENSBSLG00000015796	Betta_splendens
ENSTNIP00000016717	ENSTNIG00000013716	Tetraodon_nigroviridis
ENSTRUP00000008264	ENSTRUG00000019861	Takifugu_rubripes
ENSMMOP00000011697	ENSMMOG00000008983	Mola_mola
ENSLBEP00000003395	ENSLBEG00000002627	Labrus_bergylta
ENSLCRP00005035364	ENSLCRG00005013812	Larimichthys_crocea
ENSATEP00000004100	ENSATEG00000002854	Anabas_testudineus
ENSMALP00000018727	ENSMALG00000013075	Monopterus_albus
ENSLCAP00010005487	ENSLCAG00010002753	Lates_calcarifer
ENSSMAP00000000816	ENSSMAG00000000514	Scophthalmus_maximus
ENSSLDP00000009495	ENSSLDG00000007551	Seriola_lalandi_dorsalis
ENSSDUP00000006714	ENSSDUG00000004946	Seriola_dumerili
ENSCGOP00000023994	ENSCGOG00000011439	Cottoperca_gobio
ENSGACP00000012357	ENSGACG00000009373	Gasterosteus_aculeatus
ENSMAMP00000034066	ENSMAMG00000022905	Mastacembelus_armatus
ENSHCOP00000013098	ENSHCOG00000016218	Hippocampus_comes
ENSMZEP00005017661	ENSMZEG00005013271	Maylandia_zebra
ENSACLP00000030532	ENSACLG00000020690	Astatotilapia_calliptera
ENSHBUP00000023936	ENSHBUG00000005020	Haplochromis_burtoni
ENSNBRP00000018539	ENSNBRG00000014274	Neolamprologus_brichardi
ENSPNYP00000016745	ENSPNYG00000012663	Pundamilia_nyererei
ENSONIP00000004882	ENSONIG00000003874	Oreochromis_niloticus
ENSACIP00000009622	ENSACIG00000007551	Amphilophus_citrinellus
ENSFHEP00000009095	ENSFHEG00000010322	Fundulus_heteroclitus
ENSCVAP00000006952	ENSCVAG00000008551	Cyprinodon_variegatus
ENSXMAP00000018801	ENSXMAG00000018765	Xiphophorus_maculatus
ENSXCOP00000013313	ENSXCOG00000010088	Xiphophorus_couchianus
ENSGAFP00000010690	ENSGAFG00000007239	Gambusia_affinis
ENSPMEP00000022670	ENSPMEG00000003728	Poecilia_mexicana
ENSPREP00000004205	ENSPREG00000002961	Poecilia_reticulata
ENSPLAP00000014210	ENSPLAG00000017845	Poecilia_latipinna
ENSPFOP00000014993	ENSPFOG00000014949	Poecilia_formosa
ENSKMAP00000000675	ENSKMAG00000000565	Kryptolebias_marmoratus
ENSPRNP00000009359	ENSPRNG00000005491	Parambassis_ranga
ENSAPEP00000019414	ENSAPEG00000013833	Amphiprion_percula
ENSAOCP00000027928	ENSAOCG00000017230	Amphiprion_ocellaris
ENSAPOP00000030640	ENSAPOG00000017362	Acanthochromis_polyacanthus
ENSSPAP00000015752	ENSSPAG00000011877	Stegastes_partitus
ENSGWIP00000015010	ENSGWIG00000008418	Gouania_willdenowi
ENSGMOP00000010996	ENSGMOG00000010276	Gadus_morhua
ENSDCDP00000059056	ENSDCDG00000034160	Denticeps_clupeoides
ENSCHAP00000049882	ENSCHAG00000022896	Clupea_harengus
ENSEEEP00000016081	ENSEEEG00000007963	Electrophorus_electricus
