ENSGAGP00000005013	ENSGAGG00000003169	Gopherus_agassizii	ENSGAGT00000005851
ENSCABP00000019120	ENSCABG00000014070	Chelonoidis_abingdonii	ENSCABT00000020948
ENSCPBP00000026630	ENSCPBG00000018907	Chrysemys_picta_bellii
ENSAOWP00000006594	ENSAOWG00000004481	Apteryx_owenii
ENSAHAP00000006915	ENSAHAG00000005166	Apteryx_haastii
ENSDNVP00000016652	ENSDNVG00000011650	Dromaius_novaehollandiae
ENSSPUP00000018776	ENSSPUG00000014484	Sphenodon_punctatus
ENSPVIP00000019200	ENSPVIG00000014658	Pogona_vitticeps
ENSACAP00000009554	ENSACAG00000009746	Anolis_carolinensis
ENSNSUP00000015090	ENSNSUG00000011156	Notechis_scutatus
ENSSMRP00000010455	ENSSMRG00000008298	Salvator_merianae
ENSPVAP00000006379	ENSPVAG00000006754	Pteropus_vampyrus
ENSMLUP00000000599	ENSMLUG00000000657	Myotis_lucifugus
ENSEEUP00000000391	ENSEEUG00000000441	Erinaceus_europaeus
ENSSARP00000003250	ENSSARG00000003587	Sorex_araneus
ENSBIXP00000006184	ENSBIXG00000012302	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003963	ENSBIXG00005009964	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000014692	ENSBTAG00000011064	Bos_taurus
ENSBMUP00000033081	ENSBMUG00000024713	Bos_mutus
ENSBBBP00000026016	ENSBBBG00000021458	Bison_bison_bison
ENSCHIP00000001023	ENSCHIG00000000936	Capra_hircus
ENSOARP00000014732	ENSOARG00000013738	Ovis_aries
ENSTTRP00000001817	ENSTTRG00000001932	Tursiops_truncatus
ENSSSCP00000006316	ENSSSCG00000005907	Sus_scrofa_strain_reference
ENSECAP00000033855	ENSECAG00000018817	Equus_caballus
ENSEASP00005015427	ENSEASG00005010772	Equus_asinus_asinus
ENSNVIP00000031377	ENSNVIG00000024117	Neovison_vison
ENSMPUP00000006385	ENSMPUG00000006440	Mustela_putorius_furo
ENSAMEP00000006063	ENSAMEG00000005724	Ailuropoda_melanoleuca
ENSCAFP00020026484	ENSCAFG00020020815	Canis_lupus_dingo
ENSCAFP00000047835	ENSCAFG00000001595	Canis_lupus_familiaris
ENSFCAP00000007156	ENSFCAG00000007728	Felis_catus
ENSPTIP00000014618	ENSPTIG00000013964	Panthera_tigris_altaica
ENSPSMP00000036544	ENSPSMG00000025138	Prolemur_simus
ENSUMAP00000027281	ENSUMAG00000019822	Ursus_maritimus
ENSCCAP00000011913	ENSCCAG00000023714	Cebus_capucinus_imitator
ENSSBOP00000029596	ENSSBOG00000031107	Saimiri_boliviensis_boliviensis
ENSCJAP00000069440	ENSCJAG00000021412	Callithrix_jacchus
ENSANAP00000000969	ENSANAG00000008228	Aotus_nancymaae
ENSPTRP00000035408	ENSPTRG00000020698	Pan_troglodytes
ENSPTRP00000064577	ENSPTRG00000049451	Pan_troglodytes
ENSPPAP00000035416	ENSPPAG00000040521	Pan_paniscus
ENSP00000310547	ENSG00000173137	Homo_sapiens
ENSGGOP00000015782	ENSGGOG00000016170	Gorilla_gorilla
ENSPPYP00000021277	ENSPPYG00000018972	Pongo_abelii
ENSNLEP00000012908	ENSNLEG00000010607	Nomascus_leucogenys
ENSPTEP00000023110	ENSPTEG00000023909	Piliocolobus_tephrosceles
ENSCANP00000005548	ENSCANG00000018898	Colobus_angolensis_palliatus
ENSRROP00000044431	ENSRROG00000045179	Rhinopithecus_roxellana
ENSRBIP00000006144	ENSRBIG00000026053	Rhinopithecus_bieti
ENSMFAP00000017289	ENSMFAG00000031783	Macaca_fascicularis
ENSMMUP00000080724	ENSMMUG00000007376	Macaca_mulatta
ENSMNEP00000035204	ENSMNEG00000040777	Macaca_nemestrina
ENSPANP00000010837	ENSPANG00000000709	Papio_anubis
ENSTGEP00000023177	ENSTGEG00000018777	Theropithecus_gelada
ENSMLEP00000032805	ENSMLEG00000040586	Mandrillus_leucophaeus
ENSCATP00000016262	ENSCATG00000032068	Cercocebus_atys
ENSCSAP00000004773	ENSCSAG00000008516	Chlorocebus_sabaeus
ENSTSYP00000026170	ENSTSYG00000028943	Carlito_syrichta
ENSPCOP00000001836	ENSPCOG00000005708	Propithecus_coquereli
ENSMICP00000014351	ENSMICG00000015751	Microcebus_murinus
ENSOGAP00000000279	ENSOGAG00000000313	Otolemur_garnettii
ENSMSIP00000028978	ENSMSIG00000024314	Mus_spicilegus
MGP_SPRETEiJ_P0040511	MGP_SPRETEiJ_G0020838	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000125055	ENSMUSG00000022550	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0038694	MGP_CAROLIEiJ_G0019935	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042064	MGP_PahariEiJ_G0019945	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073783	ENSRNOG00000030334	Rattus_norvegicus
ENSMUGP00000013698	ENSMUGG00000011843	Meriones_unguiculatus
ENSCGRP00001015251	ENSCGRG00001015894	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015028456	ENSCGRG00015021536	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013386	ENSCGRG00000009722	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011588	ENSMAUG00000012114	Mesocricetus_auratus
ENSMOCP00000015675	ENSMOCG00000014799	Microtus_ochrogaster
ENSNGAP00000002668	ENSNGAG00000002535	Nannospalax_galili
ENSJJAP00000011670	ENSJJAG00000014921	Jaculus_jaculus
ENSDORP00000005875	ENSDORG00000006277	Dipodomys_ordii
ENSHGLP00100010377	ENSHGLG00100007719	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000023625	ENSHGLG00000016852	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022036	ENSFDAG00000007273	Fukomys_damarensis
ENSCLAP00000013297	ENSCLAG00000009185	Chinchilla_lanigera
ENSODEP00000018043	ENSODEG00000013302	Octodon_degus
ENSCPOP00000010286	ENSCPOG00000011442	Cavia_porcellus
ENSCAPP00000017391	ENSCAPG00000017055	Cavia_aperea
ENSUPAP00010029971	ENSUPAG00010023552	Urocitellus_parryii
ENSSTOP00000008925	ENSSTOG00000009935	Ictidomys_tridecemlineatus
