ENSCCNP00000024889	ENSCCNG00000024346	Castor_canadensis
ENSDORP00000002712	ENSDORG00000002888	Dipodomys_ordii
ENSMSIP00000002052	ENSMSIG00000001923	Mus_spicilegus
MGP_SPRETEiJ_P0034257	MGP_SPRETEiJ_G0018764	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000021645	ENSMUSG00000021222	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0032741	MGP_CAROLIEiJ_G0017919	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082857	MGP_PahariEiJ_G0029675	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011378	ENSRNOG00000008399	Rattus_norvegicus
ENSMUGP00000026264	ENSMUGG00000021888	Meriones_unguiculatus
ENSPEMP00000008208	ENSPEMG00000009925	Peromyscus_maniculatus_bairdii
ENSMOCP00000016001	ENSMOCG00000015020	Microtus_ochrogaster
ENSCGRP00000014128	ENSCGRG00000010226	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000716	ENSCGRG00001000557	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015037711	ENSCGRG00015028251	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000017114	ENSMAUG00000016053	Mesocricetus_auratus
ENSNGAP00000010595	ENSNGAG00000012972	Nannospalax_galili
ENSJJAP00000020561	ENSJJAG00000021188	Jaculus_jaculus
ENSCPOP00000012507	ENSCPOG00000013878	Cavia_porcellus
ENSCAPP00000014144	ENSCAPG00000014586	Cavia_aperea
ENSCLAP00000005882	ENSCLAG00000004165	Chinchilla_lanigera
ENSHGLP00100020830	ENSHGLG00100015356	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022621	ENSHGLG00000016137	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011354	ENSFDAG00000018924	Fukomys_damarensis
ENSUPAP00010019624	ENSUPAG00010015527	Urocitellus_parryii
ENSSTOP00000017340	ENSSTOG00000020210	Ictidomys_tridecemlineatus
ENSMMMP00000017595	ENSMMMG00000015602	Marmota_marmota_marmota
ENSSDAP00000019744	ENSSDAG00000017995	Spermophilus_dauricus
ENSOCUP00000029290	ENSOCUG00000009405	Oryctolagus_cuniculus
