ENSTTRP00000004534	ENSTTRG00000004811	Tursiops_truncatus
ENSPTEP00000038734	ENSPTEG00000035947	Piliocolobus_tephrosceles
ENSEEUP00000001734	ENSEEUG00000001911	Erinaceus_europaeus
ENSTRUP00000051074	ENSTRUG00000021993	Takifugu_rubripes
ENSIPUP00000006618	ENSIPUG00000004592	Ictalurus_punctatus
ENSORLP00000019214	ENSORLG00000015347	Oryzias_latipes_ASM223467v1
ENSSSCP00000000124	ENSSSCG00000000120	Sus_scrofa_strain_reference
ENSBIXP00005023431	ENSBIXG00005026306	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMZEP00005005265	ENSMZEG00005004094	Maylandia_zebra
ENSAOWP00000015587	ENSAOWG00000010607	Apteryx_owenii
ENSBIXP00000006724	ENSBIXG00000012815	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSHAP00000004464	ENSSHAG00000003926	Sarcophilus_harrisii
ENSHGLP00100003675	ENSHGLG00100002800	Heterocephalus_glaber_HetGla_1.0
ENSSTOP00000019284	ENSSTOG00000021479	Ictidomys_tridecemlineatus
ENSRROP00000001768	ENSRROG00000007087	Rhinopithecus_roxellana
ENSPANP00000013298	ENSPANG00000015144	Papio_anubis
ENSOCUP00000002459	ENSOCUG00000002834	Oryctolagus_cuniculus
ENSPNYP00000000543	ENSPNYG00000000428	Pundamilia_nyererei
ENSEEEP00000016230	ENSEEEG00000008033	Electrophorus_electricus
ENSDARP00000072599	ENSDARG00000055743	Danio_rerio
ENSPMJP00000009933	ENSPMJG00000007897	Parus_major
ENSSLDP00000031779	ENSSLDG00000024403	Seriola_lalandi_dorsalis
ENSMEUP00000012728	ENSMEUG00000013953	Notamacropus_eugenii
MGP_SPRETEiJ_P0040699	MGP_SPRETEiJ_G0020900	Mus_spretus_strain_SPRET/EiJ
ENSAMXP00005003565	ENSAMXG00005002243	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSORLP00020004040	ENSORLG00020004834	Oryzias_latipes_ASM223471v1
ENSPNAP00000017541	ENSPNAG00000023810	Pygocentrus_nattereri
ENSCAFP00000053559	ENSCAFG00000023613	Canis_lupus_familiaris
ENSCANP00000005920	ENSCANG00000019975	Colobus_angolensis_palliatus
ENSUMAP00000020698	ENSUMAG00000015175	Ursus_maritimus
ENSXETP00000040216	ENSXETG00000002513	Xenopus_tropicalis
ENSAOCP00000032114	ENSAOCG00000024221	Amphiprion_ocellaris
ENSSPAP00000004813	ENSSPAG00000003741	Stegastes_partitus
ENSPPAP00000019444	ENSPPAG00000032923	Pan_paniscus
ENSPVAP00000009525	ENSPVAG00000010102	Pteropus_vampyrus
ENSVURP00010024858	ENSVURG00010019041	Vombatus_ursinus
ENSSMAP00000005724	ENSSMAG00000003542	Scophthalmus_maximus
ENSETEP00000010156	ENSETEG00000012521	Echinops_telfairi
ENSSPUP00000014876	ENSSPUG00000011483	Sphenodon_punctatus
ENSPSIP00000014912	ENSPSIG00000013342	Pelodiscus_sinensis
ENSNPEP00000016000	ENSNPEG00000011933	Nothoprocta_perdicaria
ENSPTRP00000024715	ENSPTRG00000014350	Pan_troglodytes
ENSNGAP00000015095	ENSNGAG00000016225	Nannospalax_galili
ENSAPLP00000015201	ENSAPLG00000015350	Anas_platyrhynchos_platyrhynchos
ENSATEP00000016124	ENSATEG00000011200	Anabas_testudineus
ENSP00000215941	ENSG00000100124	Homo_sapiens
ENSFCAP00000003945	ENSFCAG00000004279	Felis_catus
ENSMGAP00000013141	ENSMGAG00000012479	Meleagris_gallopavo
ENSNLEP00000018093	ENSNLEG00000014872	Nomascus_leucogenys
MGP_PahariEiJ_P0042254	MGP_PahariEiJ_G0020004	Mus_pahari_strain_PAHARI_EIJ
ENSSCAP00000005346	ENSSCAG00000004287	Serinus_canaria
ENSHHUP00000067195	ENSHHUG00000039611	Hucho_hucho
ENSVVUP00000033193	ENSVVUG00000024009	Vulpes_vulpes
ENSOARP00000015405	ENSOARG00000014355	Ovis_aries
ENSAPEP00000021482	ENSAPEG00000015351	Amphiprion_percula
ENSVVUP00000033195	ENSVVUG00000024011	Vulpes_vulpes
ENSVURP00010004740	ENSVURG00010003764	Vombatus_ursinus
ENSBBBP00000012344	ENSBBBG00000020204	Bison_bison_bison
ENSUPAP00010028357	ENSUPAG00010022394	Urocitellus_parryii
ENSPRNP00000013090	ENSPRNG00000007177	Parambassis_ranga
ENSCJPP00005016605	ENSCJPG00005013629	Coturnix_japonica
ENSNVIP00000002944	ENSNVIG00000002333	Neovison_vison
ENSONIP00000010355	ENSONIG00000008226	Oreochromis_niloticus
ENSMFAP00000030321	ENSMFAG00000042331	Macaca_fascicularis
ENSMUGP00000014292	ENSMUGG00000012374	Meriones_unguiculatus
ENSNSUP00000006563	ENSNSUG00000005197	Notechis_scutatus
ENSPKIP00000022515	ENSPKIG00000006491	Paramormyrops_kingsleyae
ENSDNOP00000034256	ENSDNOG00000033816	Dasypus_novemcinctus
ENSMICP00000020946	ENSMICG00000013086	Microcebus_murinus	ENSMICT00000052870
ENSANAP00000011266	ENSANAG00000023591	Aotus_nancymaae
ENSACIP00000028308	ENSACIG00000021835	Amphilophus_citrinellus
ENSFDAP00000019461	ENSFDAG00000009130	Fukomys_damarensis
ENSMUNP00000000766	ENSMUNG00000000715	Melopsittacus_undulatus
ENSMPUP00000012814	ENSMPUG00000012913	Mustela_putorius_furo
ENSMNEP00000028698	ENSMNEG00000037806	Macaca_nemestrina
ENSVPAP00000009006	ENSVPAG00000009674	Vicugna_pacos
ENSOANP00000017786	ENSOANG00000011227	Ornithorhynchus_anatinus
ENSMAMP00000012302	ENSMAMG00000008322	Mastacembelus_armatus
ENSPMEP00000022755	ENSPMEG00000000062	Poecilia_mexicana
ENSSMRP00000020139	ENSSMRG00000015695	Salvator_merianae
ENSGWIP00000011076	ENSGWIG00000006498	Gouania_willdenowi
ENSBTAP00000014280	ENSBTAG00000010789	Bos_taurus
ENSSBOP00000026942	ENSSBOG00000029888	Saimiri_boliviensis_boliviensis
ENSARWP00000026637	ENSARWG00000018014	Apteryx_rowi
ENSBMUP00000012857	ENSBMUG00000009817	Bos_mutus
ENSPCIP00000004676	ENSPCIG00000003860	Phascolarctos_cinereus
ENSCGRP00001017006	ENSCGRG00001017165	Cricetulus_griseus_CHOK1GS_HDv1
ENSRNOP00000014413	ENSRNOG00000010821	Rattus_norvegicus
ENSMMUP00000020001	ENSMMUG00000015254	Macaca_mulatta
ENSMMOP00000009911	ENSMMOG00000007616	Mola_mola
ENSUAMP00000026463	ENSUAMG00000020497	Ursus_americanus
ENSLACP00000001946	ENSLACG00000001738	Latimeria_chalumnae
ENSCATP00000020680	ENSCATG00000034088	Cercocebus_atys
ENSDNVP00000016370	ENSDNVG00000011476	Dromaius_novaehollandiae
ENSDCDP00000049644	ENSDCDG00000030461	Denticeps_clupeoides
ENSLOCP00000014848	ENSLOCG00000012068	Lepisosteus_oculatus
ENSCPGP00000027384	ENSCPGG00000018862	Calidris_pygmaea
ENSHHUP00000053804	ENSHHUG00000032305	Hucho_hucho
ENSTSYP00000001904	ENSTSYG00000002057	Carlito_syrichta
ENSMSIP00000025972	ENSMSIG00000021909	Mus_spicilegus
ENSJHYP00000007519	ENSJHYG00000005992	Junco_hyemalis
ENSCLAP00000025013	ENSCLAG00000017170	Chinchilla_lanigera
ENSECAP00000030573	ENSECAG00000024838	Equus_caballus
ENSTGEP00000015673	ENSTGEG00000012664	Theropithecus_gelada
ENSPLAP00000021656	ENSPLAG00000000106	Poecilia_latipinna
ENSMUSP00000047042	ENSMUSG00000033055	Mus_musculus_strain_reference_(CL57BL6)
ENSGAGP00000030151	ENSGAGG00000021752	Gopherus_agassizii
ENSCCNP00000025881	ENSCCNG00000025191	Castor_canadensis	ENSCCNT00000032873
ENSMAUP00000022293	ENSMAUG00000019774	Mesocricetus_auratus
ENSOGAP00000004340	ENSOGAG00000004858	Otolemur_garnettii	ENSOGAT00000004860
ENSMALP00000005211	ENSMALG00000003754	Monopterus_albus
ENSFALP00000013346	ENSFALG00000012782	Ficedula_albicollis
ENSCSAP00000003208	ENSCSAG00000006920	Chlorocebus_sabaeus
ENSACLP00000027959	ENSACLG00000019008	Astatotilapia_calliptera
ENSABRP00000002233	ENSABRG00000002184	Anser_brachyrhynchus
ENSNGAP00000018922	ENSNGAG00000018910	Nannospalax_galili
ENSLBEP00000031509	ENSLBEG00000023786	Labrus_bergylta
ENSHCOP00000015566	ENSHCOG00000019202	Hippocampus_comes
ENSELUP00000032166	ENSELUG00000009995	Esox_lucius
ENSCSEP00000022681	ENSCSEG00000014415	Cynoglossus_semilaevis
ENSLCOP00000000359	ENSLCOG00000000337	Lepidothrix_coronata
ENSOCUP00000039815	ENSOCUG00000032597	Oryctolagus_cuniculus
ENSCHIP00000022958	ENSCHIG00000020723	Capra_hircus
ENSSFOP00015021109	ENSSFOG00015013594	Scleropages_formosus
ENSCMIP00000014082	ENSCMIG00000007015	Callorhinchus_milii
ENSACAP00000015166	ENSACAG00000015428	Anolis_carolinensis
ENSGALP00000020073	ENSGALG00000012299	Gallus_gallus
ENSMMMP00000016660	ENSMMMG00000014823	Marmota_marmota_marmota
ENSMLUP00000013007	ENSMLUG00000014296	Myotis_lucifugus
ENSPVIP00000033687	ENSPVIG00000024618	Pogona_vitticeps
ENSKMAP00000016483	ENSKMAG00000012297	Kryptolebias_marmoratus
ENSPPRP00000027209	ENSPPRG00000018555	Panthera_pardus
ENSGAFP00000022190	ENSGAFG00000014982	Gambusia_affinis
ENSOPRP00000012274	ENSOPRG00000013456	Ochotona_princeps
ENSCABP00000022187	ENSCABG00000016348	Chelonoidis_abingdonii
ENSCJAP00000022686	ENSCJAG00000012378	Callithrix_jacchus
ENSMLEP00000002270	ENSMLEG00000009173	Mandrillus_leucophaeus
ENSPMGP00000023206	ENSPMGG00000018773	Periophthalmus_magnuspinnatus
ENSSHAP00000010570	ENSSHAG00000009125	Sarcophilus_harrisii
ENSTNIP00000021687	ENSTNIG00000018513	Tetraodon_nigroviridis
ENSCVAP00000001223	ENSCVAG00000002186	Cyprinodon_variegatus
ENSOMEP00000026970	ENSOMEG00000009146	Oryzias_melastigma
ENSSDAP00000026882	ENSSDAG00000024387	Spermophilus_dauricus
