ENSGAGP00000029815	ENSGAGG00000021532	Gopherus_agassizii	ENSGAGT00000033854
ENSCABP00000017966	ENSCABG00000013346	Chelonoidis_abingdonii	ENSCABT00000019700
ENSCPBP00000037674	ENSCPBG00000026093	Chrysemys_picta_bellii
ENSPSIP00000015622	ENSPSIG00000013906	Pelodiscus_sinensis
ENSCPRP00005017917	ENSCPRG00005012484	Crocodylus_porosus
ENSMVIP00005000135	ENSMVIG00005000136	Manacus_vitellinus
ENSLCOP00000014796	ENSLCOG00000010592	Lepidothrix_coronata
ENSPMJP00000004422	ENSPMJG00000003819	Parus_major
ENSCCEP00000001126	ENSCCEG00000001322	Cyanistes_caeruleus
ENSSCAP00000012398	ENSSCAG00000009266	Serinus_canaria
ENSTGUP00000006337	ENSTGUG00000006173	Taeniopygia_guttata
ENSLSDP00000006324	ENSLSDG00000004821	Lonchura_striata_domestica
ENSJHYP00000014282	ENSJHYG00000011049	Junco_hyemalis
ENSZALP00000019483	ENSZALG00000015437	Zonotrichia_albicollis
ENSFALP00000009504	ENSFALG00000009107	Ficedula_albicollis
ENSCPGP00000001780	ENSCPGG00000001239	Calidris_pygmaea
ENSCPUP00000010299	ENSCPUG00000007318	Calidris_pugnax
ENSAPLP00000006342	ENSAPLG00000006735	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016811	ENSABRG00000014728	Anser_brachyrhynchus
ENSMGAP00000004443	ENSMGAG00000004616	Meleagris_gallopavo
ENSCJPP00005026658	ENSCJPG00005020728	Coturnix_japonica
ENSGALP00000067974	ENSGALG00000054378	Gallus_gallus
ENSARWP00000022373	ENSARWG00000015238	Apteryx_rowi
ENSAHAP00000008087	ENSAHAG00000005918	Apteryx_haastii
ENSDNVP00000022112	ENSDNVG00000015404	Dromaius_novaehollandiae
ENSNPEP00000007568	ENSNPEG00000005637	Nothoprocta_perdicaria
ENSPVIP00000016550	ENSPVIG00000012804	Pogona_vitticeps
ENSACAP00000011350	ENSACAG00000011573	Anolis_carolinensis
ENSNSUP00000011839	ENSNSUG00000008907	Notechis_scutatus
ENSSMRP00000000259	ENSSMRG00000000121	Salvator_merianae
ENSCCAP00000007752	ENSCCAG00000021633	Cebus_capucinus_imitator
ENSSBOP00000000665	ENSSBOG00000003059	Saimiri_boliviensis_boliviensis
ENSCJAP00000037851	ENSCJAG00000020353	Callithrix_jacchus
ENSANAP00000028895	ENSANAG00000032265	Aotus_nancymaae
ENSPPAP00000029042	ENSPPAG00000037548	Pan_paniscus
ENSPTRP00000009462	ENSPTRG00000005574	Pan_troglodytes
ENSP00000344233	ENSG00000158113	Homo_sapiens
ENSGGOP00000016688	ENSGGOG00000017099	Gorilla_gorilla
ENSNLEP00000026542	ENSNLEG00000027791	Nomascus_leucogenys
ENSCANP00000037644	ENSCANG00000042505	Colobus_angolensis_palliatus
ENSPTEP00000009850	ENSPTEG00000011180	Piliocolobus_tephrosceles
ENSRROP00000018797	ENSRROG00000033440	Rhinopithecus_roxellana
ENSRBIP00000040290	ENSRBIG00000043574	Rhinopithecus_bieti
ENSCATP00000006078	ENSCATG00000019189	Cercocebus_atys
ENSMLEP00000007180	ENSMLEG00000027578	Mandrillus_leucophaeus
ENSPANP00000009052	ENSPANG00000002376	Papio_anubis
ENSTGEP00000031666	ENSTGEG00000025355	Theropithecus_gelada
ENSMMUP00000038474	ENSMMUG00000012844	Macaca_mulatta
ENSMFAP00000002743	ENSMFAG00000038285	Macaca_fascicularis
ENSMNEP00000022670	ENSMNEG00000034991	Macaca_nemestrina
ENSCSAP00000015888	ENSCSAG00000002152	Chlorocebus_sabaeus
ENSTSYP00000011546	ENSTSYG00000012595	Carlito_syrichta
ENSPSMP00000025194	ENSPSMG00000017711	Prolemur_simus
ENSMICP00000001063	ENSMICG00000001167	Microcebus_murinus
ENSPCOP00000019405	ENSPCOG00000021646	Propithecus_coquereli
ENSOGAP00000005365	ENSOGAG00000005998	Otolemur_garnettii
MGP_SPRETEiJ_P0073409	MGP_SPRETEiJ_G0028725	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000091885	ENSMUSG00000063409	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000037128	ENSMSIG00000030938	Mus_spicilegus
MGP_CAROLIEiJ_P0070708	MGP_CAROLIEiJ_G0027727	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0058927	MGP_PahariEiJ_G0024307	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011240	ENSRNOG00000008470	Rattus_norvegicus
ENSMUGP00000018309	ENSMUGG00000015480	Meriones_unguiculatus
ENSMOCP00000026933	ENSMOCG00000022582	Microtus_ochrogaster
ENSPEMP00000014740	ENSPEMG00000014439	Peromyscus_maniculatus_bairdii
ENSCGRP00001006279	ENSCGRG00001008430	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015033693	ENSCGRG00015025403	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020855	ENSCGRG00000015157	Cricetulus_griseus_CriGri_1.0
ENSJJAP00000015190	ENSJJAG00000017422	Jaculus_jaculus
ENSCCNP00000032327	ENSCCNG00000030681	Castor_canadensis
ENSSTOP00000019894	ENSSTOG00000025679	Ictidomys_tridecemlineatus
ENSUPAP00010021580	ENSUPAG00010017132	Urocitellus_parryii
ENSMMMP00000000862	ENSMMMG00000000791	Marmota_marmota_marmota
ENSSDAP00000019606	ENSSDAG00000017824	Spermophilus_dauricus
ENSCLAP00000017404	ENSCLAG00000011956	Chinchilla_lanigera
ENSCPOP00000006251	ENSCPOG00000006930	Cavia_porcellus
ENSHGLP00000026290	ENSHGLG00000018710	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025803	ENSHGLG00100018924	Heterocephalus_glaber_HetGla_1.0
ENSDORP00000011958	ENSDORG00000012714	Dipodomys_ordii
ENSOCUP00000010999	ENSOCUG00000012781	Oryctolagus_cuniculus
ENSBIXP00005016297	ENSBIXG00005003282	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000009604	ENSBIXG00000015259	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000055995	ENSBTAG00000004192	Bos_taurus
ENSBMUP00000023597	ENSBMUG00000017683	Bos_mutus
ENSBBBP00000023164	ENSBBBG00000017529	Bison_bison_bison
ENSOARP00000012596	ENSOARG00000011752	Ovis_aries
ENSCHIP00000022689	ENSCHIG00000020553	Capra_hircus
ENSSSCP00000010458	ENSSSCG00000009796	Sus_scrofa_strain_reference
ENSEEUP00000014232	ENSEEUG00000015587	Erinaceus_europaeus
ENSPVAP00000001191	ENSPVAG00000001269	Pteropus_vampyrus
ENSMLUP00000015721	ENSMLUG00000017243	Myotis_lucifugus
ENSUAMP00000010589	ENSUAMG00000008697	Ursus_americanus
ENSUMAP00000006901	ENSUMAG00000005370	Ursus_maritimus
ENSAMEP00000015405	ENSAMEG00000014613	Ailuropoda_melanoleuca
ENSMPUP00000001997	ENSMPUG00000002018	Mustela_putorius_furo
ENSNVIP00000023522	ENSNVIG00000018268	Neovison_vison
ENSCAFP00000033668	ENSCAFG00000024648	Canis_lupus_familiaris
ENSCAFP00020020916	ENSCAFG00020016539	Canis_lupus_dingo
ENSVVUP00000023023	ENSVVUG00000016847	Vulpes_vulpes
ENSPPRP00000017325	ENSPPRG00000009324	Panthera_pardus
ENSPTIP00000017329	ENSPTIG00000015798	Panthera_tigris_altaica
ENSFCAP00000011236	ENSFCAG00000012110	Felis_catus
ENSECAP00000015656	ENSECAG00000017974	Equus_caballus
ENSEASP00005017969	ENSEASG00005012409	Equus_asinus_asinus
ENSSARP00000012339	ENSSARG00000013652	Sorex_araneus
ENSTTRP00000014960	ENSTTRG00000015790	Tursiops_truncatus
ENSTBEP00000006271	ENSTBEG00000007250	Tupaia_belangeri
ENSPPYP00000005768	ENSPPYG00000005063	Pongo_abelii
ENSDNOP00000033479	ENSDNOG00000035374	Dasypus_novemcinctus
ENSLAFP00000013814	ENSLAFG00000016445	Loxodonta_africana
ENSPCAP00000005717	ENSPCAG00000006106	Procavia_capensis
ENSVURP00010005199	ENSVURG00010004076	Vombatus_ursinus
ENSPCIP00000038943	ENSPCIG00000028617	Phascolarctos_cinereus
ENSMEUP00000008120	ENSMEUG00000008889	Notamacropus_eugenii
ENSSHAP00000009961	ENSSHAG00000008621	Sarcophilus_harrisii
ENSMODP00000015253	ENSMODG00000012182	Monodelphis_domestica
ENSOANP00000009929	ENSOANG00000006208	Ornithorhynchus_anatinus
ENSXETP00000017476	ENSXETG00000002636	Xenopus_tropicalis
ENSPNAP00000024404	ENSPNAG00000008937	Pygocentrus_nattereri
ENSIPUP00000029894	ENSIPUG00000020215	Ictalurus_punctatus
ENSEEEP00000049553	ENSEEEG00000023300	Electrophorus_electricus
ENSCHAP00000001670	ENSCHAG00000001246	Clupea_harengus
ENSATEP00000017389	ENSATEG00000012094	Anabas_testudineus
ENSBSLP00000033390	ENSBSLG00000016229	Betta_splendens
ENSMAMP00000026607	ENSMAMG00000017872	Mastacembelus_armatus
