ENSSFOP00015036492	ENSSFOG00015023212	Scleropages_formosus
ENSPKIP00000020634	ENSPKIG00000005342	Paramormyrops_kingsleyae	ENSPKIT00000001255
ENSAMXP00000036930	ENSAMXG00000033141	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005052757	ENSAMXG00005023715	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013191	ENSPNAG00000019032	Pygocentrus_nattereri
ENSIPUP00000006253	ENSIPUG00000004329	Ictalurus_punctatus
ENSDARP00000056734	ENSDARG00000038859	Danio_rerio
ENSDCDP00000016443	ENSDCDG00000013382	Denticeps_clupeoides
ENSXMAP00000029373	ENSXMAG00000017577	Xiphophorus_maculatus
ENSXCOP00000025025	ENSXCOG00000018682	Xiphophorus_couchianus
ENSPFOP00000004957	ENSPFOG00000005013	Poecilia_formosa
ENSPREP00000024073	ENSPREG00000016257	Poecilia_reticulata
ENSGAFP00000002396	ENSGAFG00000001659	Gambusia_affinis
ENSCVAP00000006967	ENSCVAG00000008585	Cyprinodon_variegatus
ENSSPAP00000021919	ENSSPAG00000016563	Stegastes_partitus
ENSBSLP00000030085	ENSBSLG00000014916	Betta_splendens
ENSTRUP00000029421	ENSTRUG00000011639	Takifugu_rubripes
ENSGWIP00000056253	ENSGWIG00000026678	Gouania_willdenowi
ENSATEP00000002283	ENSATEG00000001617	Anabas_testudineus
ENSCSEP00000020735	ENSCSEG00000013237	Cynoglossus_semilaevis
ENSAPOP00000011885	ENSAPOG00000014503	Acanthochromis_polyacanthus
ENSAPEP00000034578	ENSAPEG00000024553	Amphiprion_percula
ENSPRNP00000047966	ENSPRNG00000023000	Parambassis_ranga
ENSACLP00000019806	ENSACLG00000013464	Astatotilapia_calliptera
ENSMZEP00005032204	ENSMZEG00005023987	Maylandia_zebra
ENSPNYP00000021642	ENSPNYG00000016353	Pundamilia_nyererei
ENSHBUP00000027978	ENSHBUG00000011491	Haplochromis_burtoni
ENSNBRP00000011724	ENSNBRG00000009132	Neolamprologus_brichardi
ENSONIP00000011615	ENSONIG00000009235	Oreochromis_niloticus
ENSACIP00000005347	ENSACIG00000004221	Amphilophus_citrinellus
ENSKMAP00000002171	ENSKMAG00000001676	Kryptolebias_marmoratus
ENSSDUP00000019970	ENSSDUG00000014532	Seriola_dumerili
ENSSLDP00000019967	ENSSLDG00000015632	Seriola_lalandi_dorsalis
ENSSMAP00000027524	ENSSMAG00000016842	Scophthalmus_maximus
ENSCGOP00000028338	ENSCGOG00000013314	Cottoperca_gobio
ENSGACP00000022637	ENSGACG00000017139	Gasterosteus_aculeatus
ENSLBEP00000020708	ENSLBEG00000015934	Labrus_bergylta
ENSLCRP00005020982	ENSLCRG00005008537	Larimichthys_crocea
ENSMMOP00000012865	ENSMMOG00000009892	Mola_mola
ENSPMGP00000000646	ENSPMGG00000000594	Periophthalmus_magnuspinnatus
ENSGMOP00000018398	ENSGMOG00000017127	Gadus_morhua
ENSELUP00000007918	ENSELUG00000008646	Esox_lucius
ENSCGOP00000039216	ENSCGOG00000017925	Cottoperca_gobio
ENSGACP00000005661	ENSGACG00000004297	Gasterosteus_aculeatus
ENSLBEP00000031046	ENSLBEG00000023460	Labrus_bergylta
ENSLCRP00005058859	ENSLCRG00005021827	Larimichthys_crocea
ENSAOCP00000021503	ENSAOCG00000006349	Amphiprion_ocellaris
ENSAPEP00000018452	ENSAPEG00000013180	Amphiprion_percula
ENSAPOP00000015212	ENSAPOG00000018182	Acanthochromis_polyacanthus
ENSSPAP00000005629	ENSSPAG00000004353	Stegastes_partitus
ENSGWIP00000040470	ENSGWIG00000020443	Gouania_willdenowi
ENSPNYP00000002084	ENSPNYG00000001656	Pundamilia_nyererei
ENSHBUP00000014216	ENSHBUG00000016063	Haplochromis_burtoni
ENSMZEP00005024392	ENSMZEG00005018231	Maylandia_zebra
ENSACLP00000004005	ENSACLG00000002719	Astatotilapia_calliptera
ENSNBRP00000018098	ENSNBRG00000013954	Neolamprologus_brichardi
ENSONIP00000007722	ENSONIG00000006130	Oreochromis_niloticus
ENSPFOP00000014037	ENSPFOG00000013996	Poecilia_formosa
ENSPREP00000009837	ENSPREG00000006695	Poecilia_reticulata
ENSXMAP00000002098	ENSXMAG00000002100	Xiphophorus_maculatus
ENSXCOP00000013222	ENSXCOG00000010019	Xiphophorus_couchianus
ENSFHEP00000027926	ENSFHEG00000011720	Fundulus_heteroclitus
ENSKMAP00000020509	ENSKMAG00000015246	Kryptolebias_marmoratus
ENSATEP00000004136	ENSATEG00000002862	Anabas_testudineus
ENSBSLP00000014985	ENSBSLG00000007869	Betta_splendens
ENSSLDP00000030506	ENSSLDG00000023492	Seriola_lalandi_dorsalis
ENSSDUP00000011997	ENSSDUG00000008724	Seriola_dumerili
ENSLCAP00010013190	ENSLCAG00010006242	Lates_calcarifer
ENSORLP00000014353	ENSORLG00000011462	Oryzias_latipes_ASM223467v1
ENSORLP00020007785	ENSORLG00020008657	Oryzias_latipes_ASM223471v1
ENSORLP00015026985	ENSORLG00015008817	Oryzias_latipes_ASM223469v1
ENSOMEP00000001190	ENSOMEG00000002080	Oryzias_melastigma
ENSMAMP00000013963	ENSMAMG00000009468	Mastacembelus_armatus
ENSSMAP00000029136	ENSSMAG00000017855	Scophthalmus_maximus
ENSTRUP00000017940	ENSTRUG00000007273	Takifugu_rubripes
ENSTNIP00000020261	ENSTNIG00000017126	Tetraodon_nigroviridis
ENSGMOP00000006209	ENSGMOG00000005841	Gadus_morhua
ENSHHUP00000084118	ENSHHUG00000048784	Hucho_hucho
ENSHHUP00000056082	ENSHHUG00000033491	Hucho_hucho
ENSELUP00000007231	ENSELUG00000000291	Esox_lucius
ENSPNAP00000032940	ENSPNAG00000021236	Pygocentrus_nattereri
ENSEEEP00000002585	ENSEEEG00000001481	Electrophorus_electricus
ENSCHAP00000025668	ENSCHAG00000012542	Clupea_harengus
ENSLOCP00000006930	ENSLOCG00000005737	Lepisosteus_oculatus
ENSECRP00000006947	ENSECRG00000004639	Erpetoichthys_calabaricus
ENSAHAP00000002790	ENSAHAG00000002245	Apteryx_haastii
ENSARWP00000006728	ENSARWG00000004732	Apteryx_rowi
ENSAOWP00000020755	ENSAOWG00000014029	Apteryx_owenii
ENSDNVP00000027400	ENSDNVG00000019025	Dromaius_novaehollandiae
ENSNPEP00000001220	ENSNPEG00000000962	Nothoprocta_perdicaria
ENSABRP00000005675	ENSABRG00000005316	Anser_brachyrhynchus
ENSAPLP00000004273	ENSAPLG00000004749	Anas_platyrhynchos_platyrhynchos
ENSGALP00000041794	ENSGALG00000025941	Gallus_gallus
ENSMGAP00000011363	ENSMGAG00000010901	Meleagris_gallopavo
ENSCJPP00005012200	ENSCJPG00005010386	Coturnix_japonica
ENSNMEP00000015427	ENSNMEG00000013696	Numida_meleagris
ENSCPGP00000019936	ENSCPGG00000013977	Calidris_pygmaea
ENSCPUP00000028475	ENSCPUG00000019152	Calidris_pugnax
ENSCCEP00000014399	ENSCCEG00000013734	Cyanistes_caeruleus
