ENSPVIP00000014529	ENSPVIG00000011236	Pogona_vitticeps
ENSNSUP00000022505	ENSNSUG00000016358	Notechis_scutatus	ENSNSUT00000023935
ENSSMRP00000011332	ENSSMRG00000008906	Salvator_merianae
ENSSPUP00000012024	ENSSPUG00000009218	Sphenodon_punctatus
ENSABRP00000013563	ENSABRG00000012050	Anser_brachyrhynchus
ENSAPLP00000031506	ENSAPLG00000028802	Anas_platyrhynchos_platyrhynchos
ENSGALP00000055541	ENSGALG00000031144	Gallus_gallus
ENSCJPP00005020313	ENSCJPG00005016381	Coturnix_japonica
ENSNMEP00000023858	ENSNMEG00000020294	Numida_meleagris
ENSFALP00000003931	ENSFALG00000003772	Ficedula_albicollis
ENSPMJP00000000542	ENSPMJG00000000472	Parus_major
ENSLSDP00000017216	ENSLSDG00000012365	Lonchura_striata_domestica
ENSTGUP00000002223	ENSTGUG00000002155	Taeniopygia_guttata
ENSSCAP00000004335	ENSSCAG00000003546	Serinus_canaria
ENSJHYP00000017722	ENSJHYG00000013537	Junco_hyemalis
ENSLCOP00000003487	ENSLCOG00000002633	Lepidothrix_coronata
ENSMVIP00005011648	ENSMVIG00005008534	Manacus_vitellinus
ENSZALP00000015416	ENSZALG00000012643	Zonotrichia_albicollis
ENSMUNP00000017709	ENSMUNG00000013577	Melopsittacus_undulatus
ENSCPGP00000026497	ENSCPGG00000018268	Calidris_pygmaea
ENSCPUP00000009307	ENSCPUG00000006630	Calidris_pugnax
ENSAOWP00000003670	ENSAOWG00000002598	Apteryx_owenii
ENSAHAP00000012474	ENSAHAG00000008981	Apteryx_haastii
ENSARWP00000023827	ENSARWG00000016224	Apteryx_rowi
ENSNPEP00000008622	ENSNPEG00000006482	Nothoprocta_perdicaria
ENSDNVP00000024241	ENSDNVG00000016834	Dromaius_novaehollandiae
ENSCABP00000014016	ENSCABG00000010460	Chelonoidis_abingdonii
ENSGAGP00000005109	ENSGAGG00000004149	Gopherus_agassizii
ENSCPBP00000037700	ENSCPBG00000026115	Chrysemys_picta_bellii
ENSPSIP00000013245	ENSPSIG00000011896	Pelodiscus_sinensis
ENSVURP00010021425	ENSVURG00010016409	Vombatus_ursinus
ENSPCIP00000051234	ENSPCIG00000034935	Phascolarctos_cinereus
ENSMEUP00000013032	ENSMEUG00000014290	Notamacropus_eugenii
ENSMODP00000017540	ENSMODG00000014029	Monodelphis_domestica
ENSOANP00000022027	ENSOANG00000013974	Ornithorhynchus_anatinus
ENSLAFP00000019907	ENSLAFG00000007048	Loxodonta_africana
ENSETEP00000015310	ENSETEG00000018846	Echinops_telfairi
ENSCPOP00000002158	ENSCPOG00000002374	Cavia_porcellus
ENSSARP00000011286	ENSSARG00000012492	Sorex_araneus
ENSNVIP00000001463	ENSNVIG00000001184	Neovison_vison
ENSMPUP00000001768	ENSMPUG00000001786	Mustela_putorius_furo
ENSUAMP00000030010	ENSUAMG00000023060	Ursus_americanus
ENSAMEP00000002825	ENSAMEG00000002684	Ailuropoda_melanoleuca
ENSCAFP00020031419	ENSCAFG00020024510	Canis_lupus_dingo
ENSCAFP00000028008	ENSCAFG00000018979	Canis_lupus_familiaris
ENSVVUP00000029257	ENSVVUG00000021378	Vulpes_vulpes
ENSUAMP00000017162	ENSUAMG00000013616	Ursus_americanus
ENSPPRP00000019492	ENSPPRG00000010839	Panthera_pardus
ENSFCAP00000051859	ENSFCAG00000025684	Felis_catus
ENSCHIP00000024641	ENSCHIG00000021756	Capra_hircus
ENSOARP00000011557	ENSOARG00000010774	Ovis_aries
ENSBIXP00005022903	ENSBIXG00005025705	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000028546	ENSBTAG00000021413	Bos_taurus
ENSBMUP00000006356	ENSBMUG00000004992	Bos_mutus
ENSTTRP00000003202	ENSTTRG00000003415	Tursiops_truncatus
ENSSSCP00000013508	ENSSSCG00000012705	Sus_scrofa_strain_reference
ENSPVAP00000010982	ENSPVAG00000011652	Pteropus_vampyrus
ENSMLUP00000010649	ENSMLUG00000011691	Myotis_lucifugus
ENSEASP00005013146	ENSEASG00005009171	Equus_asinus_asinus
ENSECAP00000011133	ENSECAG00000013318	Equus_caballus
ENSDNOP00000004797	ENSDNOG00000006192	Dasypus_novemcinctus
ENSCCNP00000015424	ENSCCNG00000015808	Castor_canadensis
ENSDORP00000025432	ENSDORG00000025481	Dipodomys_ordii
ENSCGRP00015013355	ENSCGRG00015010239	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001027552	ENSCGRG00001024527	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007832	ENSMAUG00000009402	Mesocricetus_auratus
ENSMOCP00000023976	ENSMOCG00000020544	Microtus_ochrogaster
ENSPEMP00000025886	ENSPEMG00000022168	Peromyscus_maniculatus_bairdii
ENSMUSP00000085999	ENSMUSG00000067860	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0095281	MGP_SPRETEiJ_G0034256	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000032484	ENSMSIG00000027240	Mus_spicilegus
MGP_CAROLIEiJ_P0091527	MGP_CAROLIEiJ_G0033101	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0089158	MGP_PahariEiJ_G0031644	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000068130	ENSRNOG00000000861	Rattus_norvegicus
ENSMUGP00000016329	ENSMUGG00000013987	Meriones_unguiculatus
ENSNGAP00000025368	ENSNGAG00000023346	Nannospalax_galili
ENSJJAP00000022746	ENSJJAG00000022714	Jaculus_jaculus
ENSCLAP00000002682	ENSCLAG00000001934	Chinchilla_lanigera
ENSODEP00000007449	ENSODEG00000005556	Octodon_degus
ENSHGLP00000008753	ENSHGLG00000006298	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003714	ENSHGLG00100002829	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006081	ENSFDAG00000014929	Fukomys_damarensis
ENSUPAP00010016210	ENSUPAG00010012933	Urocitellus_parryii
ENSMMMP00000014419	ENSMMMG00000012845	Marmota_marmota_marmota
ENSSTOP00000019907	ENSSTOG00000024153	Ictidomys_tridecemlineatus
ENSSDAP00000019794	ENSSDAG00000018048	Spermophilus_dauricus
ENSOANP00000030248	ENSOANG00000030191	Ornithorhynchus_anatinus
ENSPPAP00000013687	ENSPPAG00000030013	Pan_paniscus
ENSPTRP00000066439	ENSPTRG00000043849	Pan_troglodytes
ENSGGOP00000020974	ENSGGOG00000011914	Gorilla_gorilla
ENSP00000287538	ENSG00000156925	Homo_sapiens
ENSPPYP00000023258	ENSPPYG00000020775	Pongo_abelii
ENSNLEP00000003643	ENSNLEG00000003005	Nomascus_leucogenys
ENSTGEP00000004555	ENSTGEG00000003813	Theropithecus_gelada
ENSPANP00000045378	ENSPANG00000011357	Papio_anubis
ENSMLEP00000001112	ENSMLEG00000004378	Mandrillus_leucophaeus
ENSCATP00000026284	ENSCATG00000036569	Cercocebus_atys
ENSCSAP00000003713	ENSCSAG00000007453	Chlorocebus_sabaeus
