FBpp0303515	FBgn0261647	Drosophila_melanogaster
C41D11.3c.1	WBGene00016562	Caenorhabditis_elegans_strain_N2
ENSACAP00000009555	ENSACAG00000009756	Anolis_carolinensis	ENSACAT00000009752
ENSPVIP00000004689	ENSPVIG00000003819	Pogona_vitticeps	ENSPVIT00000006010
ENSNSUP00000015625	ENSNSUG00000011557	Notechis_scutatus
ENSSMRP00000019370	ENSSMRG00000015094	Salvator_merianae
ENSSPUP00000000108	ENSSPUG00000000139	Sphenodon_punctatus
ENSAHAP00000012204	ENSAHAG00000008816	Apteryx_haastii
ENSAOWP00000004511	ENSAOWG00000003172	Apteryx_owenii
ENSARWP00000006104	ENSARWG00000004342	Apteryx_rowi
ENSDNVP00000027214	ENSDNVG00000018888	Dromaius_novaehollandiae
ENSNPEP00000010761	ENSNPEG00000008100	Nothoprocta_perdicaria
ENSMVIP00005018165	ENSMVIG00005012914	Manacus_vitellinus
ENSLCOP00000007212	ENSLCOG00000005311	Lepidothrix_coronata
ENSLSDP00000022572	ENSLSDG00000015955	Lonchura_striata_domestica
ENSTGUP00000000465	ENSTGUG00000000458	Taeniopygia_guttata
ENSSCAP00000008737	ENSSCAG00000006655	Serinus_canaria
ENSJHYP00000004578	ENSJHYG00000003769	Junco_hyemalis
ENSZALP00000001255	ENSZALG00000001493	Zonotrichia_albicollis
ENSFALP00000006966	ENSFALG00000006674	Ficedula_albicollis
ENSPMJP00000005235	ENSPMJG00000004549	Parus_major
ENSCCEP00000006583	ENSCCEG00000007029	Cyanistes_caeruleus
ENSMUNP00000005043	ENSMUNG00000004183	Melopsittacus_undulatus
ENSCPUP00000028498	ENSCPUG00000019168	Calidris_pugnax
ENSCPGP00000023124	ENSCPGG00000016029	Calidris_pygmaea
ENSAPLP00000001398	ENSAPLG00000001969	Anas_platyrhynchos_platyrhynchos
ENSABRP00000024373	ENSABRG00000020471	Anser_brachyrhynchus
ENSMGAP00000003620	ENSMGAG00000003865	Meleagris_gallopavo
ENSCJPP00005012940	ENSCJPG00005010962	Coturnix_japonica
ENSGALP00000043238	ENSGALG00000027905	Gallus_gallus
ENSNMEP00000005408	ENSNMEG00000005614	Numida_meleagris
ENSCPRP00005005241	ENSCPRG00005003763	Crocodylus_porosus
ENSGAGP00000029253	ENSGAGG00000021162	Gopherus_agassizii
ENSCABP00000005062	ENSCABG00000003803	Chelonoidis_abingdonii
ENSCPBP00000025951	ENSCPBG00000018430	Chrysemys_picta_bellii
ENSPSIP00000000742	ENSPSIG00000000743	Pelodiscus_sinensis
ENSXETP00000022346	ENSXETG00000005854	Xenopus_tropicalis
ENSLACP00000000014	ENSLACG00000000012	Latimeria_chalumnae
ENSLAFP00000015081	ENSLAFG00000017990	Loxodonta_africana
ENSPCAP00000000748	ENSPCAG00000000819	Procavia_capensis
ENSETEP00000012380	ENSETEG00000015270	Echinops_telfairi
ENSPEMP00000009569	ENSPEMG00000010839	Peromyscus_maniculatus_bairdii
ENSMOCP00000022967	ENSMOCG00000019828	Microtus_ochrogaster
ENSCGRP00001003303	ENSCGRG00001003977	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018687	ENSCGRG00000013606	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015013367	ENSCGRG00015010255	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003383	ENSMAUG00000003691	Mesocricetus_auratus
ENSMSIP00000002480	ENSMSIG00000002344	Mus_spicilegus
MGP_SPRETEiJ_P0094322	MGP_SPRETEiJ_G0033958	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000149214	ENSMUSG00000032515	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0090578	MGP_CAROLIEiJ_G0032810	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026256	MGP_PahariEiJ_G0015677	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000071969	ENSRNOG00000033433	Rattus_norvegicus
ENSMUGP00000023372	ENSMUGG00000019577	Meriones_unguiculatus
ENSNGAP00000003890	ENSNGAG00000004803	Nannospalax_galili
ENSJJAP00000011061	ENSJJAG00000014486	Jaculus_jaculus
ENSSTOP00000023025	ENSSTOG00000026227	Ictidomys_tridecemlineatus
ENSUPAP00010013521	ENSUPAG00010010921	Urocitellus_parryii
ENSMMMP00000011277	ENSMMMG00000010046	Marmota_marmota_marmota
ENSSDAP00000011771	ENSSDAG00000010618	Spermophilus_dauricus
ENSSDAP00000005601	ENSSDAG00000005238	Spermophilus_dauricus
ENSSDAP00000020234	ENSSDAG00000018428	Spermophilus_dauricus
ENSCLAP00000015824	ENSCLAG00000010879	Chinchilla_lanigera
ENSODEP00000008579	ENSODEG00000006413	Octodon_degus
ENSCPOP00000028167	ENSCPOG00000030887	Cavia_porcellus
ENSCAPP00000012625	ENSCAPG00000013442	Cavia_aperea
ENSHGLP00100010589	ENSHGLG00100007874	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015456	ENSHGLG00000011052	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010593	ENSFDAG00000018309	Fukomys_damarensis
ENSCCNP00000025694	ENSCCNG00000025022	Castor_canadensis
ENSOCUP00000017635	ENSOCUG00000022080	Oryctolagus_cuniculus
ENSOPRP00000013624	ENSOPRG00000014930	Ochotona_princeps
ENSPTRP00000025468	ENSPTRG00000014768	Pan_troglodytes
ENSPPAP00000036277	ENSPPAG00000040920	Pan_paniscus
ENSP00000273153	ENSG00000144655	Homo_sapiens
ENSGGOP00000016178	ENSGGOG00000016584	Gorilla_gorilla
ENSPPYP00000015657	ENSPPYG00000013998	Pongo_abelii
ENSNLEP00000026834	ENSNLEG00000029751	Nomascus_leucogenys
ENSCATP00000030591	ENSCATG00000038472	Cercocebus_atys
ENSMLEP00000018046	ENSMLEG00000033203	Mandrillus_leucophaeus
ENSTGEP00000020844	ENSTGEG00000016783	Theropithecus_gelada
ENSPANP00000006194	ENSPANG00000020433	Papio_anubis
ENSMNEP00000014832	ENSMNEG00000031549	Macaca_nemestrina
ENSMFAP00000008736	ENSMFAG00000001132	Macaca_fascicularis
ENSMMUP00000026529	ENSMMUG00000020147	Macaca_mulatta
ENSCSAP00000010902	ENSCSAG00000014785	Chlorocebus_sabaeus
ENSPTEP00000016527	ENSPTEG00000018156	Piliocolobus_tephrosceles
ENSCANP00000024880	ENSCANG00000035852	Colobus_angolensis_palliatus
ENSRBIP00000036530	ENSRBIG00000041880	Rhinopithecus_bieti
ENSRROP00000001125	ENSRROG00000004209	Rhinopithecus_roxellana
ENSCCAP00000026732	ENSCCAG00000031152	Cebus_capucinus_imitator
ENSSBOP00000023270	ENSSBOG00000028144	Saimiri_boliviensis_boliviensis
ENSCJAP00000074716	ENSCJAG00000009708	Callithrix_jacchus
ENSANAP00000026736	ENSANAG00000031114	Aotus_nancymaae
ENSTSYP00000033089	ENSTSYG00000035568	Carlito_syrichta
ENSPCOP00000020735	ENSPCOG00000022348	Propithecus_coquereli
ENSPSMP00000023740	ENSPSMG00000016767	Prolemur_simus
ENSMICP00000051424	ENSMICG00000048986	Microcebus_murinus
ENSOGAP00000004259	ENSOGAG00000004762	Otolemur_garnettii
ENSTBEP00000009828	ENSTBEG00000011377	Tupaia_belangeri
ENSPVAP00000006324	ENSPVAG00000006698	Pteropus_vampyrus
ENSMLUP00000005148	ENSMLUG00000005636	Myotis_lucifugus
ENSEEUP00000006878	ENSEEUG00000007556	Erinaceus_europaeus
