ENSPMAP00000007038	ENSPMAG00000006396	Petromyzon_marinus
ENSRROP00000018959	ENSRROG00000033505	Rhinopithecus_roxellana
ENSPVIP00000029699	ENSPVIG00000021894	Pogona_vitticeps
ENSRBIP00000002625	ENSRBIG00000012759	Rhinopithecus_bieti
ENSLOCP00000002133	ENSLOCG00000001845	Lepisosteus_oculatus
ENSMNEP00000009126	ENSMNEG00000029027	Macaca_nemestrina
ENSCATP00000028697	ENSCATG00000037627	Cercocebus_atys
ENSTGEP00000018646	ENSTGEG00000015033	Theropithecus_gelada
ENSOGAP00000003579	ENSOGAG00000004017	Otolemur_garnettii
ENSCHOP00000008938	ENSCHOG00000010092	Choloepus_hoffmanni
ENSXCOP00000012849	ENSXCOG00000009714	Xiphophorus_couchianus
ENSLBEP00000035314	ENSLBEG00000026506	Labrus_bergylta
ENSPSIP00000016850	ENSPSIG00000015007	Pelodiscus_sinensis
ENSVPAP00000009597	ENSVPAG00000010314	Vicugna_pacos
ENSPPAP00000020321	ENSPPAG00000033383	Pan_paniscus
ENSNMEP00000021657	ENSNMEG00000018547	Numida_meleagris
ENSBBBP00000017820	ENSBBBG00000007393	Bison_bison_bison
ENSVVUP00000022596	ENSVVUG00000016568	Vulpes_vulpes
ENSECRP00000009227	ENSECRG00000006187	Erpetoichthys_calabaricus
ENSPVAP00000016761	ENSPVAG00000017769	Pteropus_vampyrus
ENSECAP00000006373	ENSECAG00000008371	Equus_caballus
ENSMEUP00000000493	ENSMEUG00000000538	Notamacropus_eugenii
ENSCJAP00000001164	ENSCJAG00000000669	Callithrix_jacchus
ENSBTAP00000042513	ENSBTAG00000031810	Bos_taurus
ENSACLP00000036564	ENSACLG00000024772	Astatotilapia_calliptera
ENSLOCP00000000264	ENSLOCG00000000240	Lepisosteus_oculatus
ENSPPRP00000025561	ENSPPRG00000015927	Panthera_pardus
ENSANAP00000029067	ENSANAG00000032336	Aotus_nancymaae
ENSPFOP00000001155	ENSPFOG00000001094	Poecilia_formosa
ENSBSLP00000021565	ENSBSLG00000011112	Betta_splendens
ENSPRNP00000001907	ENSPRNG00000001202	Parambassis_ranga
ENSUPAP00010012988	ENSUPAG00010010526	Urocitellus_parryii
ENSAPLP00000007539	ENSAPLG00000007912	Anas_platyrhynchos_platyrhynchos
ENSPTEP00000043117	ENSPTEG00000039322	Piliocolobus_tephrosceles
ENSCPBP00000001315	ENSCPBG00000001046	Chrysemys_picta_bellii
ENSAHAP00000021028	ENSAHAG00000014775	Apteryx_haastii	ENSAHAT00000023205
ENSAMEP00000008678	ENSAMEG00000008257	Ailuropoda_melanoleuca
ENSNVIP00000025310	ENSNVIG00000019568	Neovison_vison
ENSMSIP00000027335	ENSMSIG00000023083	Mus_spicilegus
ENSCPRP00005006082	ENSCPRG00005004346	Crocodylus_porosus
ENSEEEP00000038118	ENSEEEG00000018110	Electrophorus_electricus
ENSDNOP00000015404	ENSDNOG00000019863	Dasypus_novemcinctus
ENSHBUP00000021264	ENSHBUG00000023566	Haplochromis_burtoni
ENSTTRP00000011592	ENSTTRG00000012224	Tursiops_truncatus
ENSLAFP00000011381	ENSLAFG00000013599	Loxodonta_africana
ENSBIXP00005044732	ENSBIXG00005028616	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGRP00015026212	ENSCGRG00015019874	Cricetulus_griseus_CriGri-PICR
ENSRNOP00000053423	ENSRNOG00000037393	Rattus_norvegicus
ENSMLUP00000011097	ENSMLUG00000012176	Myotis_lucifugus
ENSCCAP00000035425	ENSCCAG00000035634	Cebus_capucinus_imitator
ENSTBEP00000007528	ENSTBEG00000008687	Tupaia_belangeri
ENSSSCP00000003082	ENSSSCG00000002862	Sus_scrofa_strain_reference
ENSOANP00000020153	ENSOANG00000012735	Ornithorhynchus_anatinus
ENSMUSP00000158765	ENSMUSG00000118454	Mus_musculus_strain_reference_(CL57BL6)
ENSEASP00005031172	ENSEASG00005021235	Equus_asinus_asinus
ENSCANP00000036821	ENSCANG00000042089	Colobus_angolensis_palliatus
ENSLCAP00010016336	ENSLCAG00010007780	Lates_calcarifer
ENSABRP00000010860	ENSABRG00000009752	Anser_brachyrhynchus
ENSPCOP00000026122	ENSPCOG00000025378	Propithecus_coquereli
ENSMPUP00000007577	ENSMPUG00000007632	Mustela_putorius_furo
ENSGMOP00000004129	ENSGMOG00000003899	Gadus_morhua
ENSPTIP00000024175	ENSPTIG00000020346	Panthera_tigris_altaica
ENSPMEP00000015139	ENSPMEG00000017635	Poecilia_mexicana
ENSCAFP00000011058	ENSCAFG00000007440	Canis_lupus_familiaris
ENSPTRP00000018496	ENSPTRG00000010804	Pan_troglodytes
ENSGGOP00000009719	ENSGGOG00000009952	Gorilla_gorilla
ENSPPYP00000011001	ENSPPYG00000009825	Pongo_abelii
ENSMICP00000015723	ENSMICG00000017262	Microcebus_murinus
ENSCHAP00000041747	ENSCHAG00000019496	Clupea_harengus
ENSCSAP00000001017	ENSCSAG00000004701	Chlorocebus_sabaeus
ENSPCAP00000005687	ENSPCAG00000006069	Procavia_capensis
ENSSARP00000000764	ENSSARG00000000833	Sorex_araneus
ENSXETP00000036600	ENSXETG00000013422	Xenopus_tropicalis
ENSVURP00010014301	ENSVURG00010010985	Vombatus_ursinus
ENSKMAP00000024257	ENSKMAG00000017987	Kryptolebias_marmoratus
ENSDNVP00000015692	ENSDNVG00000011051	Dromaius_novaehollandiae	ENSDNVT00000018873
ENSAPOP00000031640	ENSAPOG00000019037	Acanthochromis_polyacanthus
ENSETEP00000007011	ENSETEG00000008627	Echinops_telfairi
ENSSLDP00000003566	ENSSLDG00000002818	Seriola_lalandi_dorsalis
ENSFHEP00000025327	ENSFHEG00000007476	Fundulus_heteroclitus
ENSP00000348129	ENSG00000166359	Homo_sapiens
ENSPNAP00000027667	ENSPNAG00000002620	Pygocentrus_nattereri
ENSTSYP00000027214	ENSTSYG00000035592	Carlito_syrichta
ENSACAP00000005849	ENSACAG00000005995	Anolis_carolinensis
ENSMFAP00000011266	ENSMFAG00000014467	Macaca_fascicularis
ENSEEUP00000002312	ENSEEUG00000002525	Erinaceus_europaeus
ENSMGAP00000005793	ENSMGAG00000005840	Meleagris_gallopavo
ENSSDAP00000005361	ENSSDAG00000005015	Spermophilus_dauricus
ENSMMMP00000007498	ENSMMMG00000006739	Marmota_marmota_marmota
ENSCABP00000019138	ENSCABG00000014136	Chelonoidis_abingdonii
ENSAMXP00005021911	ENSAMXG00005011353	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSBOP00000018522	ENSSBOG00000025893	Saimiri_boliviensis_boliviensis
ENSONIP00000004167	ENSONIG00000003313	Oreochromis_niloticus
ENSMZEP00005037913	ENSMZEG00005028341	Maylandia_zebra
ENSBMUP00000026195	ENSBMUG00000019653	Bos_mutus
ENSCMIP00000036868	ENSCMIG00000015563	Callorhinchus_milii
ENSXMAP00000017380	ENSXMAG00000017342	Xiphophorus_maculatus
ENSACIP00000001729	ENSACIG00000001415	Amphilophus_citrinellus
ENSPSMP00000021068	ENSPSMG00000014901	Prolemur_simus
ENSUMAP00000020164	ENSUMAG00000014767	Ursus_maritimus
ENSLACP00000010112	ENSLACG00000008914	Latimeria_chalumnae
ENSBIXP00000010789	ENSBIXG00000016216	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCPRP00005015405	ENSCPRG00005010804	Crocodylus_porosus
ENSMLEP00000032838	ENSMLEG00000040613	Mandrillus_leucophaeus
ENSNLEP00000040561	ENSNLEG00000035651	Nomascus_leucogenys
ENSPANP00000039845	ENSPANG00000010853	Papio_anubis
ENSFCAP00000020281	ENSFCAG00000030222	Felis_catus
ENSPLAP00000001044	ENSPLAG00000001996	Poecilia_latipinna
ENSPCIP00000028122	ENSPCIG00000021005	Phascolarctos_cinereus
ENSOCUP00000026133	ENSOCUG00000029028	Oryctolagus_cuniculus
ENSVURP00010023653	ENSVURG00010018129	Vombatus_ursinus
ENSGAFP00000008838	ENSGAFG00000005989	Gambusia_affinis
ENSAMXP00000020798	ENSAMXG00000020201	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAOWP00000022555	ENSAOWG00000015243	Apteryx_owenii	ENSAOWT00000025567
ENSOARP00000004689	ENSOARG00000004380	Ovis_aries
ENSELUP00000018741	ENSELUG00000018175	Esox_lucius
ENSCCNP00000030240	ENSCCNG00000028962	Castor_canadensis
