ENSVURP00010023649	ENSVURG00010018132	Vombatus_ursinus
ENSMEUP00000005590	ENSMEUG00000006128	Notamacropus_eugenii
ENSPCIP00000010786	ENSPCIG00000008744	Phascolarctos_cinereus
ENSSHAP00000021224	ENSSHAG00000017992	Sarcophilus_harrisii
ENSMODP00000007429	ENSMODG00000006002	Monodelphis_domestica
ENSUMAP00000010779	ENSUMAG00000008115	Ursus_maritimus
ENSUAMP00000017017	ENSUAMG00000013505	Ursus_americanus
ENSAMEP00000019367	ENSAMEG00000018327	Ailuropoda_melanoleuca
ENSMPUP00000009151	ENSMPUG00000009227	Mustela_putorius_furo
ENSNVIP00000019664	ENSNVIG00000015432	Neovison_vison
ENSCAFP00000051167	ENSCAFG00000017024	Canis_lupus_familiaris
ENSCAFP00020002884	ENSCAFG00020002433	Canis_lupus_dingo
ENSVVUP00000006864	ENSVVUG00000005265	Vulpes_vulpes
ENSPPRP00000001251	ENSPPRG00000024260	Panthera_pardus
ENSPTIP00000017145	ENSPTIG00000015672	Panthera_tigris_altaica
ENSFCAP00000059262	ENSFCAG00000006375	Felis_catus
ENSMLUP00000009587	ENSMLUG00000010524	Myotis_lucifugus
ENSOARP00000001733	ENSOARG00000001651	Ovis_aries
ENSCHIP00000031748	ENSCHIG00000025982	Capra_hircus
ENSBIXP00000039317	ENSBIXG00000023285	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022319	ENSBIXG00005025227	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000018587	ENSBTAG00000013983	Bos_taurus
ENSBMUP00000009730	ENSBMUG00000007566	Bos_mutus
ENSBBBP00000020674	ENSBBBG00000014352	Bison_bison_bison
ENSTTRP00000001808	ENSTTRG00000001926	Tursiops_truncatus
ENSSSCP00000002580	ENSSSCG00000002380	Sus_scrofa_strain_reference
ENSVPAP00000002853	ENSVPAG00000003086	Vicugna_pacos
ENSECAP00000015214	ENSECAG00000017661	Equus_caballus
ENSEASP00005017406	ENSEASG00005012049	Equus_asinus_asinus
ENSCLAP00000004291	ENSCLAG00000003052	Chinchilla_lanigera
ENSODEP00000020853	ENSODEG00000015376	Octodon_degus
ENSCPOP00000029325	ENSCPOG00000003986	Cavia_porcellus
ENSHGLP00100018319	ENSHGLG00100013504	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000017003	ENSHGLG00000012165	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004204	ENSFDAG00000013471	Fukomys_damarensis
ENSSTOP00000006538	ENSSTOG00000007331	Ictidomys_tridecemlineatus
ENSSDAP00000022173	ENSSDAG00000020156	Spermophilus_dauricus
ENSUPAP00010017662	ENSUPAG00010014064	Urocitellus_parryii
ENSMMMP00000021486	ENSMMMG00000018927	Marmota_marmota_marmota
ENSCCNP00000005356	ENSCCNG00000005705	Castor_canadensis
ENSDORP00000026569	ENSDORG00000004895	Dipodomys_ordii
ENSMUSP00000051664	ENSMUSG00000045064	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000012433	ENSMSIG00000010819	Mus_spicilegus
MGP_SPRETEiJ_P0034409	MGP_SPRETEiJ_G0018809	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0032893	MGP_CAROLIEiJ_G0017964	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083011	MGP_PahariEiJ_G0029723	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009156	ENSRNOG00000027115	Rattus_norvegicus
ENSMUGP00000016785	ENSMUGG00000014358	Meriones_unguiculatus
ENSCGRP00001024299	ENSCGRG00001022271	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015001556	ENSCGRG00015001297	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000010964	ENSCGRG00000007984	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014360	ENSMAUG00000014144	Mesocricetus_auratus
ENSMOCP00000004190	ENSMOCG00000003376	Microtus_ochrogaster
ENSPEMP00000000148	ENSPEMG00000000113	Peromyscus_maniculatus_bairdii
ENSNGAP00000019668	ENSNGAG00000019419	Nannospalax_galili
ENSJJAP00000006701	ENSJJAG00000011295	Jaculus_jaculus
ENSOCUP00000019361	ENSOCUG00000010195	Oryctolagus_cuniculus
ENSOPRP00000010893	ENSOPRG00000011943	Ochotona_princeps
ENSTBEP00000001212	ENSTBEG00000001418	Tupaia_belangeri
ENSPTRP00000011127	ENSPTRG00000006550	Pan_troglodytes
ENSPPAP00000018805	ENSPPAG00000032553	Pan_paniscus
ENSP00000435550	ENSG00000119703	Homo_sapiens
ENSGGOP00000025543	ENSGGOG00000024326	Gorilla_gorilla
ENSPPYP00000006822	ENSPPYG00000005999	Pongo_abelii
ENSNLEP00000019946	ENSNLEG00000016444	Nomascus_leucogenys
ENSPANP00000041239	ENSPANG00000036176	Papio_anubis
ENSTGEP00000030939	ENSTGEG00000024800	Theropithecus_gelada
ENSMLEP00000032808	ENSMLEG00000040598	Mandrillus_leucophaeus
ENSCATP00000032324	ENSCATG00000039242	Cercocebus_atys
ENSMFAP00000011205	ENSMFAG00000013902	Macaca_fascicularis
ENSMMUP00000019882	ENSMMUG00000015165	Macaca_mulatta
ENSMNEP00000044661	ENSMNEG00000044895	Macaca_nemestrina
ENSCSAP00000008354	ENSCSAG00000012169	Chlorocebus_sabaeus
ENSRROP00000044764	ENSRROG00000045324	Rhinopithecus_roxellana
ENSRBIP00000010678	ENSRBIG00000029182	Rhinopithecus_bieti
ENSCANP00000021627	ENSCANG00000034261	Colobus_angolensis_palliatus
ENSPTEP00000026044	ENSPTEG00000026190	Piliocolobus_tephrosceles
ENSCCAP00000001494	ENSCCAG00000009576	Cebus_capucinus_imitator
ENSSBOP00000011126	ENSSBOG00000022385	Saimiri_boliviensis_boliviensis
ENSCJAP00000060893	ENSCJAG00000046911	Callithrix_jacchus
ENSANAP00000017716	ENSANAG00000026717	Aotus_nancymaae
ENSTSYP00000018688	ENSTSYG00000003113	Carlito_syrichta
ENSPCOP00000012364	ENSPCOG00000017757	Propithecus_coquereli
ENSPSMP00000020941	ENSPSMG00000014834	Prolemur_simus
ENSMICP00000014570	ENSMICG00000015986	Microcebus_murinus
ENSOGAP00000021006	ENSOGAG00000032675	Otolemur_garnettii
ENSLAFP00000018888	ENSLAFG00000023104	Loxodonta_africana
ENSPCAP00000001469	ENSPCAG00000001606	Procavia_capensis
ENSCHOP00000009660	ENSCHOG00000010917	Choloepus_hoffmanni
ENSDNOP00000017771	ENSDNOG00000046626	Dasypus_novemcinctus
ENSACAP00000016572	ENSACAG00000016846	Anolis_carolinensis
ENSPVIP00000026960	ENSPVIG00000020072	Pogona_vitticeps
ENSNSUP00000002478	ENSNSUG00000002058	Notechis_scutatus
ENSSMRP00000016179	ENSSMRG00000012583	Salvator_merianae
ENSSPUP00000018771	ENSSPUG00000014480	Sphenodon_punctatus
ENSGALP00000016751	ENSGALG00000010309	Gallus_gallus
ENSCJPP00005024434	ENSCJPG00005019247	Coturnix_japonica
ENSMGAP00000013431	ENSMGAG00000012742	Meleagris_gallopavo
ENSNMEP00000026564	ENSNMEG00000022375	Numida_meleagris
ENSABRP00000006273	ENSABRG00000005789	Anser_brachyrhynchus
ENSMVIP00005004531	ENSMVIG00005003509	Manacus_vitellinus
ENSLCOP00000022076	ENSLCOG00000015584	Lepidothrix_coronata
ENSSCAP00000013159	ENSSCAG00000009797	Serinus_canaria
ENSLSDP00000003615	ENSLSDG00000002775	Lonchura_striata_domestica
ENSJHYP00000015050	ENSJHYG00000011614	Junco_hyemalis
ENSZALP00000001483	ENSZALG00000001670	Zonotrichia_albicollis
ENSFALP00000006620	ENSFALG00000006348	Ficedula_albicollis
ENSPMJP00000022636	ENSPMJG00000016735	Parus_major
ENSCCEP00000021114	ENSCCEG00000019155	Cyanistes_caeruleus
ENSTGUP00000012575	ENSTGUG00000012211	Taeniopygia_guttata
ENSMUNP00000012327	ENSMUNG00000009693	Melopsittacus_undulatus
ENSCPUP00000000738	ENSCPUG00000000602	Calidris_pugnax
ENSCPGP00000004202	ENSCPGG00000003105	Calidris_pygmaea
ENSAOWP00000004492	ENSAOWG00000003159	Apteryx_owenii
ENSARWP00000007927	ENSARWG00000005530	Apteryx_rowi
ENSDNVP00000002982	ENSDNVG00000002145	Dromaius_novaehollandiae
ENSNPEP00000010332	ENSNPEG00000007763	Nothoprocta_perdicaria
ENSCPRP00005007041	ENSCPRG00005004999	Crocodylus_porosus
ENSGAGP00000027684	ENSGAGG00000020120	Gopherus_agassizii
ENSCABP00000031136	ENSCABG00000022749	Chelonoidis_abingdonii
ENSCPBP00000037890	ENSCPBG00000026241	Chrysemys_picta_bellii
ENSPSIP00000019724	ENSPSIG00000017503	Pelodiscus_sinensis
ENSLACP00000020837	ENSLACG00000018306	Latimeria_chalumnae	ENSLACT00000020977
ENSAMXP00000052204	ENSAMXG00000040113	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005028829	ENSAMXG00005014323	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000024808	ENSPNAG00000009556	Pygocentrus_nattereri
ENSEEEP00000043820	ENSEEEG00000020709	Electrophorus_electricus
ENSDARP00000129857	ENSDARG00000070526	Danio_rerio
ENSELUP00000006559	ENSELUG00000007416	Esox_lucius
ENSDCDP00000004726	ENSDCDG00000002372	Denticeps_clupeoides
ENSDCDP00000011904	ENSDCDG00000006919	Denticeps_clupeoides
ENSPKIP00000016387	ENSPKIG00000002729	Paramormyrops_kingsleyae
ENSSFOP00015037685	ENSSFOG00015023986	Scleropages_formosus
ENSLOCP00000012817	ENSLOCG00000010457	Lepisosteus_oculatus
ENSECRP00000018895	ENSECRG00000012617	Erpetoichthys_calabaricus
ENSECRP00000018972	ENSECRG00000012679	Erpetoichthys_calabaricus
