ENSCABP00000017725	ENSCABG00000013179	Chelonoidis_abingdonii
ENSCGRP00000023225	ENSCGRG00000016818	Cricetulus_griseus_CriGri_1.0
ENSRBIP00000026817	ENSRBIG00000037273	Rhinopithecus_bieti
ENSTNIP00000006422	ENSTNIG00000003821	Tetraodon_nigroviridis
ENSLSDP00000001089	ENSLSDG00000000864	Lonchura_striata_domestica
ENSPREP00000017564	ENSPREG00000011888	Poecilia_reticulata
ENSMOCP00000006943	ENSMOCG00000006657	Microtus_ochrogaster
ENSCGRP00001020522	ENSCGRG00001019652	Cricetulus_griseus_CHOK1GS_HDv1
ENSIPUP00000021030	ENSIPUG00000014255	Ictalurus_punctatus
ENSPSIP00000005499	ENSPSIG00000005123	Pelodiscus_sinensis
ENSLCOP00000013553	ENSLCOG00000009764	Lepidothrix_coronata
ENSCHOP00000005772	ENSCHOG00000006515	Choloepus_hoffmanni
ENSAPLP00000028435	ENSAPLG00000005733	Anas_platyrhynchos_platyrhynchos
ENSOCUP00000012487	ENSOCUG00000014523	Oryctolagus_cuniculus
ENSNMEP00000016843	ENSNMEG00000014785	Numida_meleagris
ENSNLEP00000017238	ENSNLEG00000014182	Nomascus_leucogenys
MGP_SPRETEiJ_P0022900	MGP_SPRETEiJ_G0015829	Mus_spretus_strain_SPRET/EiJ
ENSCANP00000002361	ENSCANG00000008817	Colobus_angolensis_palliatus
ENSPNAP00000020326	ENSPNAG00000027117	Pygocentrus_nattereri
ENSGAGP00000017656	ENSGAGG00000013119	Gopherus_agassizii	ENSGAGT00000020147
ENSLCAP00010055114	ENSLCAG00010025716	Lates_calcarifer
ENSCAFP00000050043	ENSCAFG00000010794	Canis_lupus_familiaris
ENSCMIP00000042742	ENSCMIG00000017767	Callorhinchus_milii
ENSPRNP00000007813	ENSPRNG00000004606	Parambassis_ranga
ENSPKIP00000040699	ENSPKIG00000017557	Paramormyrops_kingsleyae
ENSPVAP00000010035	ENSPVAG00000010650	Pteropus_vampyrus
ENSJHYP00000011078	ENSJHYG00000008670	Junco_hyemalis
ENSCPUP00000026977	ENSCPUG00000018153	Calidris_pugnax
ENSCGRP00015010737	ENSCGRG00015008246	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000012571	ENSPEMG00000012857	Peromyscus_maniculatus_bairdii
ENSRROP00000007173	ENSRROG00000027072	Rhinopithecus_roxellana
