ENSVURP00010029050	ENSVURG00010022255	Vombatus_ursinus
ENSMEUP00000004586	ENSMEUG00000005020	Notamacropus_eugenii
ENSSHAP00000020538	ENSSHAG00000017414	Sarcophilus_harrisii
ENSMODP00000059569	ENSMODG00000003250	Monodelphis_domestica
ENSPTRP00000016992	ENSPTRG00000009993	Pan_troglodytes
ENSPPAP00000023020	ENSPPAG00000034677	Pan_paniscus
ENSP00000481626	ENSG00000152242	Homo_sapiens
ENSPPYP00000010261	ENSPPYG00000009132	Pongo_abelii
ENSNLEP00000013681	ENSNLEG00000011251	Nomascus_leucogenys
ENSPANP00000018394	ENSPANG00000006488	Papio_anubis
ENSTGEP00000029813	ENSTGEG00000023963	Theropithecus_gelada
ENSMLEP00000011968	ENSMLEG00000030148	Mandrillus_leucophaeus
ENSMNEP00000011237	ENSMNEG00000029969	Macaca_nemestrina
ENSMFAP00000030098	ENSMFAG00000042249	Macaca_fascicularis
ENSMMUP00000015055	ENSMMUG00000011473	Macaca_mulatta
ENSCATP00000031943	ENSCATG00000039068	Cercocebus_atys
ENSCSAP00000013991	ENSCSAG00000017972	Chlorocebus_sabaeus
ENSRBIP00000012722	ENSRBIG00000030339	Rhinopithecus_bieti
ENSRROP00000018917	ENSRROG00000033480	Rhinopithecus_roxellana
ENSCANP00000026319	ENSCANG00000036565	Colobus_angolensis_palliatus
ENSPTEP00000020268	ENSPTEG00000021523	Piliocolobus_tephrosceles
ENSCCAP00000002248	ENSCCAG00000013731	Cebus_capucinus_imitator
ENSCJAP00000015303	ENSCJAG00000008285	Callithrix_jacchus
ENSSBOP00000019266	ENSSBOG00000026230	Saimiri_boliviensis_boliviensis
ENSANAP00000001858	ENSANAG00000015359	Aotus_nancymaae
ENSMLEP00000030355	ENSMLEG00000039362	Mandrillus_leucophaeus
ENSCATP00000010523	ENSCATG00000029517	Cercocebus_atys
ENSPANP00000039933	ENSPANG00000029626	Papio_anubis
ENSRBIP00000015577	ENSRBIG00000031842	Rhinopithecus_bieti
ENSCANP00000005670	ENSCANG00000018789	Colobus_angolensis_palliatus
ENSRROP00000020182	ENSRROG00000034041	Rhinopithecus_roxellana
ENSMNEP00000028315	ENSMNEG00000037542	Macaca_nemestrina
ENSMFAP00000036747	ENSMFAG00000034684	Macaca_fascicularis
ENSGGOP00000030208	ENSGGOG00000026786	Gorilla_gorilla
ENSPTRP00000078214	ENSPTRG00000044267	Pan_troglodytes
ENSNLEP00000046311	ENSNLEG00000029166	Nomascus_leucogenys
ENSTSYP00000003090	ENSTSYG00000003382	Carlito_syrichta
ENSMICP00000027443	ENSMICG00000004834	Microcebus_murinus
ENSPSMP00000033397	ENSPSMG00000023032	Prolemur_simus
ENSPCOP00000027988	ENSPCOG00000026561	Propithecus_coquereli
ENSOGAP00000004553	ENSOGAG00000005093	Otolemur_garnettii
ENSCCNP00000024733	ENSCCNG00000024220	Castor_canadensis
ENSDORP00000003895	ENSDORG00000004172	Dipodomys_ordii
ENSMSIP00000038391	ENSMSIG00000031987	Mus_spicilegus
ENSMUSP00000074225	ENSMUSG00000047466	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0049152	MGP_SPRETEiJ_G0023333	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0047200	MGP_CAROLIEiJ_G0022420	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0039763	MGP_PahariEiJ_G0019149	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000035406	ENSRNOG00000017215	Rattus_norvegicus
ENSRNOP00000073347	ENSRNOG00000061540	Rattus_norvegicus
ENSMUGP00000018713	ENSMUGG00000015874	Meriones_unguiculatus
ENSMOCP00000001095	ENSMOCG00000000844	Microtus_ochrogaster
ENSPEMP00000008840	ENSPEMG00000010341	Peromyscus_maniculatus_bairdii
ENSCGRP00015033450	ENSCGRG00015025221	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011040	ENSCGRG00000008045	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001009327	ENSCGRG00001011465	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004856	ENSMAUG00000006561	Mesocricetus_auratus
ENSNGAP00000012616	ENSNGAG00000014428	Nannospalax_galili
ENSJJAP00000013085	ENSJJAG00000015948	Jaculus_jaculus
