ENSPMAP00000006016	ENSPMAG00000005429	Petromyzon_marinus
ENSEBUP00000012820	ENSEBUG00000008130	Eptatretus_burgeri
ENSPCIP00000038233	ENSPCIG00000027987	Phascolarctos_cinereus
ENSVURP00010024819	ENSVURG00010019011	Vombatus_ursinus
ENSMEUP00000010901	ENSMEUG00000011953	Notamacropus_eugenii
ENSSHAP00000021384	ENSSHAG00000018124	Sarcophilus_harrisii
ENSMODP00000042408	ENSMODG00000001878	Monodelphis_domestica
ENSPPAP00000006142	ENSPPAG00000024329	Pan_paniscus
ENSPTRP00000075446	ENSPTRG00000013429	Pan_troglodytes
ENSP00000252015	ENSG00000100991	Homo_sapiens
ENSGGOP00000046054	ENSGGOG00000039126	Gorilla_gorilla
ENSPPYP00000012222	ENSPPYG00000010946	Pongo_abelii
ENSNLEP00000012401	ENSNLEG00000010157	Nomascus_leucogenys
ENSTGEP00000006006	ENSTGEG00000004940	Theropithecus_gelada
ENSCATP00000016093	ENSCATG00000031979	Cercocebus_atys
ENSMNEP00000037676	ENSMNEG00000041900	Macaca_nemestrina
ENSCSAP00000008021	ENSCSAG00000011828	Chlorocebus_sabaeus
ENSPTEP00000009265	ENSPTEG00000010500	Piliocolobus_tephrosceles
ENSRROP00000033304	ENSRROG00000040236	Rhinopithecus_roxellana
ENSRBIP00000000611	ENSRBIG00000003148	Rhinopithecus_bieti
ENSCANP00000031939	ENSCANG00000039622	Colobus_angolensis_palliatus
ENSMLEP00000005866	ENSMLEG00000025295	Mandrillus_leucophaeus
ENSPANP00000016782	ENSPANG00000025021	Papio_anubis
ENSMFAP00000031522	ENSMFAG00000036701	Macaca_fascicularis
ENSCCAP00000031662	ENSCCAG00000033819	Cebus_capucinus_imitator
ENSSBOP00000030220	ENSSBOG00000031386	Saimiri_boliviensis_boliviensis
ENSCJAP00000033179	ENSCJAG00000017914	Callithrix_jacchus
ENSANAP00000007762	ENSANAG00000021875	Aotus_nancymaae
ENSTSYP00000007098	ENSTSYG00000007739	Carlito_syrichta
ENSPCOP00000005371	ENSPCOG00000013569	Propithecus_coquereli
ENSMICP00000017484	ENSMICG00000005010	Microcebus_murinus
ENSPSMP00000012042	ENSPSMG00000008694	Prolemur_simus
ENSOGAP00000001625	ENSOGAG00000001822	Otolemur_garnettii
ENSTBEP00000007684	ENSTBEG00000008852	Tupaia_belangeri
ENSCLAP00000025162	ENSCLAG00000017276	Chinchilla_lanigera
ENSODEP00000019219	ENSODEG00000014176	Octodon_degus
ENSCPOP00000003114	ENSCPOG00000003448	Cavia_porcellus
ENSCAPP00000002850	ENSCAPG00000005749	Cavia_aperea
ENSHGLP00000021884	ENSHGLG00000015614	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005663	ENSHGLG00100004293	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023085	ENSFDAG00000021318	Fukomys_damarensis
ENSSTOP00000010497	ENSSTOG00000011689	Ictidomys_tridecemlineatus
ENSSDAP00000021184	ENSSDAG00000019205	Spermophilus_dauricus
ENSUPAP00010005444	ENSUPAG00010004385	Urocitellus_parryii
ENSMMMP00000026651	ENSMMMG00000023318	Marmota_marmota_marmota
ENSMSIP00000003350	ENSMSIG00000003047	Mus_spicilegus
ENSMUSP00000037574	ENSMUSG00000038324	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0057660	MGP_SPRETEiJ_G0025455	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0055515	MGP_CAROLIEiJ_G0024533	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066489	MGP_PahariEiJ_G0025978	Mus_pahari_strain_PAHARI_EIJ
