ENSDCDP00000009527	ENSDCDG00000004789	Denticeps_clupeoides
ENSCHAP00000031886	ENSCHAG00000015219	Clupea_harengus
ENSAMXP00005046707	ENSAMXG00005021504	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051210	ENSAMXG00000029896	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000007535	ENSPNAG00000013326	Pygocentrus_nattereri
ENSEEEP00000017837	ENSEEEG00000008808	Electrophorus_electricus
ENSIPUP00000018388	ENSIPUG00000012488	Ictalurus_punctatus
ENSDARP00000062184	ENSDARG00000042410	Danio_rerio
ENSHHUP00000073485	ENSHHUG00000043128	Hucho_hucho
ENSHHUP00000089312	ENSHHUG00000051565	Hucho_hucho
ENSELUP00000041951	ENSELUG00000022999	Esox_lucius
ENSPRNP00000014748	ENSPRNG00000007968	Parambassis_ranga
ENSSPAP00000012027	ENSSPAG00000009127	Stegastes_partitus
ENSACLP00000026095	ENSACLG00000017745	Astatotilapia_calliptera
ENSMZEP00005017293	ENSMZEG00005012997	Maylandia_zebra
ENSHBUP00000025182	ENSHBUG00000007163	Haplochromis_burtoni
ENSNBRP00000002430	ENSNBRG00000001952	Neolamprologus_brichardi
ENSONIP00000024031	ENSONIG00000019089	Oreochromis_niloticus
ENSACIP00000018300	ENSACIG00000014289	Amphilophus_citrinellus
ENSLBEP00000006645	ENSLBEG00000005136	Labrus_bergylta
ENSCGOP00000020922	ENSCGOG00000010122	Cottoperca_gobio
ENSPFOP00000005288	ENSPFOG00000005324	Poecilia_formosa
ENSPLAP00000022302	ENSPLAG00000006726	Poecilia_latipinna
ENSPMEP00000013508	ENSPMEG00000015826	Poecilia_mexicana
ENSPREP00000023809	ENSPREG00000015999	Poecilia_reticulata
ENSGAFP00000022828	ENSGAFG00000015436	Gambusia_affinis
ENSXMAP00000030086	ENSXMAG00000026802	Xiphophorus_maculatus
ENSXCOP00000004312	ENSXCOG00000003385	Xiphophorus_couchianus
ENSFHEP00000018072	ENSFHEG00000019899	Fundulus_heteroclitus
ENSCVAP00000017065	ENSCVAG00000020127	Cyprinodon_variegatus
ENSAOCP00000021002	ENSAOCG00000005459	Amphiprion_ocellaris
ENSAPEP00000014833	ENSAPEG00000010555	Amphiprion_percula
ENSAPOP00000028653	ENSAPOG00000014005	Acanthochromis_polyacanthus
ENSLCRP00005056018	ENSLCRG00005020875	Larimichthys_crocea
ENSMALP00000018838	ENSMALG00000013149	Monopterus_albus
ENSMAMP00000014888	ENSMAMG00000010096	Mastacembelus_armatus
ENSATEP00000018925	ENSATEG00000013159	Anabas_testudineus
ENSBSLP00000041258	ENSBSLG00000019971	Betta_splendens
ENSSDUP00000021078	ENSSDUG00000015335	Seriola_dumerili
ENSSLDP00000021574	ENSSLDG00000016845	Seriola_lalandi_dorsalis
ENSLCAP00010033364	ENSLCAG00010015688	Lates_calcarifer
ENSSLDP00000006804	ENSSLDG00000005422	Seriola_lalandi_dorsalis
ENSSLDP00000001558	ENSSLDG00000001303	Seriola_lalandi_dorsalis
ENSSLDP00000008291	ENSSLDG00000006591	Seriola_lalandi_dorsalis
ENSPKIP00000029400	ENSPKIG00000010660	Paramormyrops_kingsleyae
ENSSFOP00015036446	ENSSFOG00015023179	Scleropages_formosus
ENSLOCP00000015026	ENSLOCG00000012215	Lepisosteus_oculatus
ENSECRP00000034044	ENSECRG00000023000	Erpetoichthys_calabaricus
ENSXCOP00000009091	ENSXCOG00000006935	Xiphophorus_couchianus	ENSXCOT00000009202
ENSFHEP00000018108	ENSFHEG00000019920	Fundulus_heteroclitus	ENSFHET00000026987
ENSPNYP00000014807	ENSPNYG00000011234	Pundamilia_nyererei	ENSPNYT00000015187
ENSCPUP00000005629	ENSCPUG00000004112	Calidris_pugnax
ENSCPGP00000014644	ENSCPGG00000010358	Calidris_pygmaea
ENSMUNP00000013272	ENSMUNG00000010364	Melopsittacus_undulatus
ENSMGAP00000003425	ENSMGAG00000003663	Meleagris_gallopavo
ENSCJPP00005026492	ENSCJPG00005020587	Coturnix_japonica
ENSGALP00000002347	ENSGALG00000001545	Gallus_gallus
ENSNMEP00000018011	ENSNMEG00000015680	Numida_meleagris
ENSABRP00000001542	ENSABRG00000001490	Anser_brachyrhynchus
