ENSGALP00000065379	ENSGALG00000012030	Gallus_gallus
ENSJHYP00000021225	ENSJHYG00000016064	Junco_hyemalis
ENSLBEP00000004155	ENSLBEG00000003203	Labrus_bergylta
ENSCHAP00000051087	ENSCHAG00000023395	Clupea_harengus
ENSCGRP00001026472	ENSCGRG00001023779	Cricetulus_griseus_CHOK1GS_HDv1
ENSAMXP00000037689	ENSAMXG00000033423	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCLAP00000010411	ENSCLAG00000007194	Chinchilla_lanigera
ENSMUNP00000005649	ENSMUNG00000004619	Melopsittacus_undulatus
ENSECAP00000041324	ENSECAG00000007655	Equus_caballus
ENSPLAP00000028599	ENSPLAG00000018116	Poecilia_latipinna
ENSEEEP00000040164	ENSEEEG00000019050	Electrophorus_electricus
ENSLOCP00000021183	ENSLOCG00000017141	Lepisosteus_oculatus
ENSVVUP00000030917	ENSVVUG00000022528	Vulpes_vulpes
ENSFHEP00000018661	ENSFHEG00000020534	Fundulus_heteroclitus
ENSSMAP00000003723	ENSSMAG00000002320	Scophthalmus_maximus
ENSBTAP00000031821	ENSBTAG00000014454	Bos_taurus
ENSCGRP00015024411	ENSCGRG00015018548	Cricetulus_griseus_CriGri-PICR
ENSPVAP00000010335	ENSPVAG00000010965	Pteropus_vampyrus
ENSOMEP00000012206	ENSOMEG00000013573	Oryzias_melastigma
ENSPNYP00000024037	ENSPNYG00000018141	Pundamilia_nyererei
ENSCABP00000017091	ENSCABG00000012688	Chelonoidis_abingdonii
ENSELUP00000024538	ENSELUG00000023313	Esox_lucius
ENSMUSP00000114062	ENSMUSG00000074994	Mus_musculus_strain_reference_(CL57BL6)
ENSDARP00000137218	ENSDARG00000074229	Danio_rerio
ENSMMOP00000002058	ENSMMOG00000001695	Mola_mola
ENSCSAP00000001584	ENSCSAG00000005271	Chlorocebus_sabaeus
ENSHGLP00100026018	ENSHGLG00100019083	Heterocephalus_glaber_HetGla_1.0
ENSAPEP00000003059	ENSAPEG00000002226	Amphiprion_percula
ENSLSDP00000012167	ENSLSDG00000008891	Lonchura_striata_domestica
ENSSBOP00000018598	ENSSBOG00000025929	Saimiri_boliviensis_boliviensis
ENSFCAP00000049032	ENSFCAG00000015204	Felis_catus
