ENSCHAP00000038829	ENSCHAG00000018210	Clupea_harengus
ENSDCDP00000048888	ENSDCDG00000030149	Denticeps_clupeoides
ENSPNAP00000021798	ENSPNAG00000005055	Pygocentrus_nattereri	ENSPNAT00000040791
ENSAMXP00000013216	ENSAMXG00000012845	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000013216
ENSIPUP00000025750	ENSIPUG00000017446	Ictalurus_punctatus	ENSIPUT00000026817
ENSDARP00000075481	ENSDARG00000058212	Danio_rerio
ENSPRNP00000014194	ENSPRNG00000007704	Parambassis_ranga
ENSBSLP00000049498	ENSBSLG00000023559	Betta_splendens
ENSCSEP00000000827	ENSCSEG00000000585	Cynoglossus_semilaevis
ENSPFOP00000000762	ENSPFOG00000000753	Poecilia_formosa
ENSPLAP00000004154	ENSPLAG00000005790	Poecilia_latipinna
ENSPREP00000002796	ENSPREG00000002045	Poecilia_reticulata
ENSPMEP00000025240	ENSPMEG00000008081	Poecilia_mexicana
ENSGAFP00000002792	ENSGAFG00000001926	Gambusia_affinis
ENSXMAP00000000254	ENSXMAG00000000254	Xiphophorus_maculatus
ENSXCOP00000022564	ENSXCOG00000016867	Xiphophorus_couchianus
ENSFHEP00000015209	ENSFHEG00000016819	Fundulus_heteroclitus
ENSCVAP00000023646	ENSCVAG00000007117	Cyprinodon_variegatus
ENSKMAP00000004726	ENSKMAG00000003608	Kryptolebias_marmoratus
ENSORLP00020022214	ENSORLG00020002388	Oryzias_latipes_ASM223471v1
ENSORLP00015015172	ENSORLG00015016063	Oryzias_latipes_ASM223469v1
ENSORLP00000037796	ENSORLG00000022087	Oryzias_latipes_ASM223467v1
ENSOMEP00000035281	ENSOMEG00000022460	Oryzias_melastigma
ENSACLP00000014854	ENSACLG00000010111	Astatotilapia_calliptera
ENSHBUP00000004204	ENSHBUG00000005489	Haplochromis_burtoni
ENSPNYP00000007834	ENSPNYG00000006013	Pundamilia_nyererei
ENSMZEP00005036050	ENSMZEG00005026899	Maylandia_zebra
ENSNBRP00000014865	ENSNBRG00000011492	Neolamprologus_brichardi
ENSONIP00000018634	ENSONIG00000014800	Oreochromis_niloticus
ENSACIP00000011862	ENSACIG00000009247	Amphilophus_citrinellus
ENSAOCP00000008630	ENSAOCG00000012665	Amphiprion_ocellaris
ENSAPEP00000031271	ENSAPEG00000022215	Amphiprion_percula
ENSAPOP00000023982	ENSAPOG00000006116	Acanthochromis_polyacanthus
ENSSPAP00000028077	ENSSPAG00000021137	Stegastes_partitus
ENSLCRP00005035097	ENSLCRG00005013713	Larimichthys_crocea
ENSLBEP00000034372	ENSLBEG00000025851	Labrus_bergylta
ENSCGOP00000015075	ENSCGOG00000007309	Cottoperca_gobio
ENSCGOP00000032722	ENSCGOG00000015224	Cottoperca_gobio
ENSSDUP00000032330	ENSSDUG00000023225	Seriola_dumerili
ENSSLDP00000011029	ENSSLDG00000008759	Seriola_lalandi_dorsalis
ENSSMAP00000026983	ENSSMAG00000016501	Scophthalmus_maximus
ENSLCAP00010041425	ENSLCAG00010019411	Lates_calcarifer
ENSMALP00000000477	ENSMALG00000000413	Monopterus_albus
ENSMAMP00000012410	ENSMAMG00000008415	Mastacembelus_armatus
ENSATEP00000001785	ENSATEG00000001290	Anabas_testudineus
ENSTNIP00000009623	ENSTNIG00000006831	Tetraodon_nigroviridis
ENSTRUP00000052034	ENSTRUG00000024906	Takifugu_rubripes
ENSHCOP00000027129	ENSHCOG00000000653	Hippocampus_comes
ENSGMOP00000020342	ENSGMOG00000018875	Gadus_morhua
ENSELUP00000040612	ENSELUG00000021141	Esox_lucius
ENSSFOP00015018276	ENSSFOG00015011707	Scleropages_formosus
ENSPKIP00000021751	ENSPKIG00000006015	Paramormyrops_kingsleyae
ENSLOCP00000019041	ENSLOCG00000015466	Lepisosteus_oculatus
ENSECRP00000032871	ENSECRG00000022260	Erpetoichthys_calabaricus
ENSPCIP00000009109	ENSPCIG00000007488	Phascolarctos_cinereus
ENSVURP00010018876	ENSVURG00010014377	Vombatus_ursinus
ENSSHAP00000005195	ENSSHAG00000004546	Sarcophilus_harrisii
ENSMODP00000020896	ENSMODG00000016736	Monodelphis_domestica
ENSPCIP00000050711	ENSPCIG00000035474	Phascolarctos_cinereus
ENSVURP00010025119	ENSVURG00010019244	Vombatus_ursinus
ENSMODP00000057840	ENSMODG00000011382	Monodelphis_domestica
ENSSHAP00000005649	ENSSHAG00000004937	Sarcophilus_harrisii
ENSOANP00000025848	ENSOANG00000020339	Ornithorhynchus_anatinus
