ENSPVIP00000008906	ENSPVIG00000007120	Pogona_vitticeps
ENSACAP00000005552	ENSACAG00000005665	Anolis_carolinensis
ENSNSUP00000008460	ENSNSUG00000006552	Notechis_scutatus
ENSSMRP00000018729	ENSSMRG00000014578	Salvator_merianae
ENSSPUP00000023088	ENSSPUG00000017725	Sphenodon_punctatus
ENSCPGP00000003861	ENSCPGG00000002863	Calidris_pygmaea
ENSCPUP00000002070	ENSCPUG00000001589	Calidris_pugnax
ENSMUNP00000002272	ENSMUNG00000002014	Melopsittacus_undulatus
ENSJHYP00000022116	ENSJHYG00000016684	Junco_hyemalis
ENSZALP00000019316	ENSZALG00000015284	Zonotrichia_albicollis
ENSSCAP00000016252	ENSSCAG00000011894	Serinus_canaria
ENSFALP00000002775	ENSFALG00000002664	Ficedula_albicollis
ENSCCEP00000000322	ENSCCEG00000000464	Cyanistes_caeruleus
ENSLSDP00000003543	ENSLSDG00000002706	Lonchura_striata_domestica
ENSTGUP00000004741	ENSTGUG00000004604	Taeniopygia_guttata
ENSPMJP00000026407	ENSPMJG00000019295	Parus_major
ENSMVIP00005022725	ENSMVIG00005015955	Manacus_vitellinus
ENSLCOP00000018290	ENSLCOG00000012926	Lepidothrix_coronata
ENSABRP00000012998	ENSABRG00000011626	Anser_brachyrhynchus
ENSAPLP00000006010	ENSAPLG00000006400	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005027174	ENSCJPG00005021084	Coturnix_japonica
ENSGALP00000003015	ENSGALG00000001951	Gallus_gallus
ENSMGAP00000006138	ENSMGAG00000006153	Meleagris_gallopavo
ENSNMEP00000023560	ENSNMEG00000020087	Numida_meleagris
ENSAOWP00000005437	ENSAOWG00000003713	Apteryx_owenii
ENSARWP00000027809	ENSARWG00000018790	Apteryx_rowi
ENSAHAP00000021335	ENSAHAG00000014931	Apteryx_haastii
ENSNPEP00000007491	ENSNPEG00000005606	Nothoprocta_perdicaria
ENSDNVP00000010603	ENSDNVG00000007474	Dromaius_novaehollandiae
