ENSAPLP00000007555	ENSAPLG00000007909	Anas_platyrhynchos_platyrhynchos
ENSPTRP00000006178	ENSPTRG00000003558	Pan_troglodytes
ENSTRUP00000039019	ENSTRUG00000015270	Takifugu_rubripes
ENSECRP00000007390	ENSECRG00000004932	Erpetoichthys_calabaricus
ENSMUNP00000019642	ENSMUNG00000015022	Melopsittacus_undulatus
ENSMAUP00000008864	ENSMAUG00000010179	Mesocricetus_auratus
ENSAPEP00000030372	ENSAPEG00000021600	Amphiprion_percula
ENSPNAP00000008380	ENSPNAG00000013976	Pygocentrus_nattereri
ENSRBIP00000024461	ENSRBIG00000036127	Rhinopithecus_bieti
ENSDARP00000091438	ENSDARG00000041140	Danio_rerio
ENSLAFP00000007762	ENSLAFG00000009262	Loxodonta_africana
ENSSPAP00000015577	ENSSPAG00000011753	Stegastes_partitus
ENSCPOP00000012024	ENSCPOG00000013358	Cavia_porcellus
ENSNVIP00000014851	ENSNVIG00000011648	Neovison_vison
ENSEASP00005001296	ENSEASG00005001051	Equus_asinus_asinus
ENSMSIP00000024720	ENSMSIG00000020921	Mus_spicilegus
ENSMUSP00000028696	ENSMUSG00000002109	Mus_musculus_strain_reference_(CL57BL6)
ENSMFAP00000017155	ENSMFAG00000031723	Macaca_fascicularis
ENSNBRP00000019611	ENSNBRG00000015103	Neolamprologus_brichardi
ENSBBBP00000019881	ENSBBBG00000007213	Bison_bison_bison
ENSTBEP00000000232	ENSTBEG00000000275	Tupaia_belangeri
ENSBTAP00000072203	ENSBTAG00000020999	Bos_taurus
ENSSPAP00000027405	ENSSPAG00000020671	Stegastes_partitus
ENSGGOP00000048353	ENSGGOG00000008569	Gorilla_gorilla
ENSCJAP00000037214	ENSCJAG00000020000	Callithrix_jacchus
ENSORLP00015000891	ENSORLG00015001492	Oryzias_latipes_ASM223469v1
ENSRROP00000044901	ENSRROG00000045383	Rhinopithecus_roxellana
ENSMGAP00000011200	ENSMGAG00000010763	Meleagris_gallopavo
ENSCVAP00000024028	ENSCVAG00000007786	Cyprinodon_variegatus
ENSCANP00000032966	ENSCANG00000040152	Colobus_angolensis_palliatus
ENSNSUP00000024534	ENSNSUG00000017724	Notechis_scutatus
ENSPKIP00000017830	ENSPKIG00000003594	Paramormyrops_kingsleyae
ENSMVIP00005012296	ENSMVIG00005008966	Manacus_vitellinus
ENSHHUP00000033308	ENSHHUG00000021059	Hucho_hucho
ENSONIP00000019498	ENSONIG00000015496	Oreochromis_niloticus
ENSSPUP00000005073	ENSSPUG00000003915	Sphenodon_punctatus
ENSAMEP00000007644	ENSAMEG00000007255	Ailuropoda_melanoleuca
ENSCPGP00000001618	ENSCPGG00000001236	Calidris_pygmaea
ENSPMAP00000005944	ENSPMAG00000005402	Petromyzon_marinus
ENSMPUP00000004840	ENSMPUG00000004880	Mustela_putorius_furo
ENSBMUP00000031755	ENSBMUG00000023687	Bos_mutus
ENSCCEP00000002311	ENSCCEG00000002594	Cyanistes_caeruleus
ENSFDAP00000017758	ENSFDAG00000010339	Fukomys_damarensis
ENSNLEP00000017531	ENSNLEG00000014385	Nomascus_leucogenys
ENSMICP00000040486	ENSMICG00000007047	Microcebus_murinus
ENSPTIP00000020182	ENSPTIG00000017739	Panthera_tigris_altaica
ENSPPAP00000000332	ENSPPAG00000000958	Pan_paniscus
ENSMAMP00000008227	ENSMAMG00000005596	Mastacembelus_armatus
ENSORLP00000008354	ENSORLG00000006657	Oryzias_latipes_ASM223467v1
ENSSSCP00000041359	ENSSSCG00000013243	Sus_scrofa_strain_reference
ENSOPRP00000008661	ENSOPRG00000009468	Ochotona_princeps
ENSJHYP00000013444	ENSJHYG00000010428	Junco_hyemalis
ENSPSMP00000032984	ENSPSMG00000022768	Prolemur_simus
ENSSARP00000002113	ENSSARG00000002337	Sorex_araneus
ENSMUGP00000021806	ENSMUGG00000018339	Meriones_unguiculatus
ENSPSIP00000010113	ENSPSIG00000009124	Pelodiscus_sinensis
ENSCCAP00000026464	ENSCCAG00000031012	Cebus_capucinus_imitator
ENSLSDP00000023480	ENSLSDG00000016505	Lonchura_striata_domestica
ENSACIP00000005847	ENSACIG00000004603	Amphilophus_citrinellus
ENSP00000256996	ENSG00000134574	Homo_sapiens
ENSBIXP00005037538	ENSBIXG00005019438	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMODP00000053344	ENSMODG00000049647	Monodelphis_domestica
ENSSHAP00000020167	ENSSHAG00000017108	Sarcophilus_harrisii
ENSSDUP00000009953	ENSSDUG00000007314	Seriola_dumerili
ENSUPAP00010013842	ENSUPAG00010011149	Urocitellus_parryii
ENSXMAP00000021664	ENSXMAG00000003694	Xiphophorus_maculatus
ENSVURP00010013221	ENSVURG00010010162	Vombatus_ursinus
ENSACAP00000003042	ENSACAG00000003132	Anolis_carolinensis
ENSCLAP00000023997	ENSCLAG00000016473	Chinchilla_lanigera
ENSCSAP00000002004	ENSCSAG00000005694	Chlorocebus_sabaeus
ENSTSYP00000001399	ENSTSYG00000001500	Carlito_syrichta
ENSMNEP00000010022	ENSMNEG00000029423	Macaca_nemestrina
