ENSCHAP00000006281	ENSCHAG00000003535	Clupea_harengus
ENSDCDP00000003394	ENSDCDG00000000947	Denticeps_clupeoides
ENSAMXP00005027571	ENSAMXG00005013166	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038220	ENSAMXG00000013306	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000019884	ENSPNAG00000026593	Pygocentrus_nattereri
ENSEEEP00000016701	ENSEEEG00000006803	Electrophorus_electricus
ENSIPUP00000005341	ENSIPUG00000003691	Ictalurus_punctatus
ENSDARP00000009659	ENSDARG00000005941	Danio_rerio
ENSORLP00000022375	ENSORLG00000017875	Oryzias_latipes_ASM223467v1
ENSORLP00020004133	ENSORLG00020004939	Oryzias_latipes_ASM223471v1
ENSORLP00015024384	ENSORLG00015004934	Oryzias_latipes_ASM223469v1
ENSOMEP00000028263	ENSOMEG00000011251	Oryzias_melastigma
ENSGWIP00000041001	ENSGWIG00000016017	Gouania_willdenowi
ENSTRUP00000024646	ENSTRUG00000009803	Takifugu_rubripes
ENSTNIP00000021825	ENSTNIG00000018650	Tetraodon_nigroviridis
ENSMMOP00000012573	ENSMMOG00000009577	Mola_mola	ENSMMOT00000012779
ENSXMAP00000016735	ENSXMAG00000016668	Xiphophorus_maculatus
ENSXCOP00000021901	ENSXCOG00000016366	Xiphophorus_couchianus
ENSGAFP00000003228	ENSGAFG00000002178	Gambusia_affinis
ENSPFOP00000003614	ENSPFOG00000003630	Poecilia_formosa
ENSPMEP00000012438	ENSPMEG00000014643	Poecilia_mexicana
ENSPLAP00000004482	ENSPLAG00000006200	Poecilia_latipinna
ENSPREP00000022831	ENSPREG00000014312	Poecilia_reticulata
ENSCVAP00000027400	ENSCVAG00000013689	Cyprinodon_variegatus
ENSFHEP00000032191	ENSFHEG00000018541	Fundulus_heteroclitus
ENSACIP00000005933	ENSACIG00000004675	Amphilophus_citrinellus
ENSATEP00000001410	ENSATEG00000000988	Anabas_testudineus
ENSMAMP00000001271	ENSMAMG00000000919	Mastacembelus_armatus
ENSMALP00000028720	ENSMALG00000019861	Monopterus_albus
ENSCGOP00000019093	ENSCGOG00000004710	Cottoperca_gobio
ENSLCAP00010044343	ENSLCAG00010020251	Lates_calcarifer
ENSSMAP00000026928	ENSSMAG00000016470	Scophthalmus_maximus
ENSSLDP00000011475	ENSSLDG00000009093	Seriola_lalandi_dorsalis
ENSSDUP00000019012	ENSSDUG00000013870	Seriola_dumerili
ENSPRNP00000044799	ENSPRNG00000017671	Parambassis_ranga
ENSKMAP00000001327	ENSKMAG00000001029	Kryptolebias_marmoratus
ENSACLP00000019535	ENSACLG00000013282	Astatotilapia_calliptera	ENSACLT00000019985
ENSMZEP00005026968	ENSMZEG00005020115	Maylandia_zebra	ENSMZET00005027833
ENSPNYP00000020745	ENSPNYG00000015680	Pundamilia_nyererei	ENSPNYT00000021249
ENSHBUP00000010625	ENSHBUG00000012210	Haplochromis_burtoni	ENSHBUT00000017544
ENSONIP00000011567	ENSONIG00000009199	Oreochromis_niloticus
ENSNBRP00000013126	ENSNBRG00000009820	Neolamprologus_brichardi	ENSNBRT00000013497
ENSAOCP00000023603	ENSAOCG00000009840	Amphiprion_ocellaris
ENSAPEP00000034184	ENSAPEG00000024280	Amphiprion_percula
ENSAPOP00000016459	ENSAPOG00000019565	Acanthochromis_polyacanthus
ENSSPAP00000000757	ENSSPAG00000000595	Stegastes_partitus
ENSLBEP00000020006	ENSLBEG00000015357	Labrus_bergylta
ENSCSEP00000021790	ENSCSEG00000013873	Cynoglossus_semilaevis	ENSCSET00000022068
ENSLCRP00005015485	ENSLCRG00005003822	Larimichthys_crocea
ENSPMGP00000010361	ENSPMGG00000003228	Periophthalmus_magnuspinnatus
ENSGACP00000022560	ENSGACG00000017071	Gasterosteus_aculeatus
ENSBSLP00000057100	ENSBSLG00000026576	Betta_splendens
ENSHCOP00000004593	ENSHCOG00000006086	Hippocampus_comes
ENSGMOP00000007610	ENSGMOG00000007146	Gadus_morhua
ENSHCOP00000024256	ENSHCOG00000013457	Hippocampus_comes
ENSPMGP00000003340	ENSPMGG00000002890	Periophthalmus_magnuspinnatus
ENSCSEP00000000561	ENSCSEG00000000393	Cynoglossus_semilaevis
ENSBSLP00000011912	ENSBSLG00000005668	Betta_splendens
ENSGMOP00000005816	ENSGMOG00000005464	Gadus_morhua
ENSTRUP00000007128	ENSTRUG00000003054	Takifugu_rubripes
ENSTNIP00000020251	ENSTNIG00000017116	Tetraodon_nigroviridis
ENSGACP00000005466	ENSGACG00000004157	Gasterosteus_aculeatus
ENSLBEP00000021562	ENSLBEG00000016096	Labrus_bergylta
ENSLBEP00000000362	ENSLBEG00000000287	Labrus_bergylta
ENSLCRP00005059643	ENSLCRG00005022084	Larimichthys_crocea
ENSCGOP00000031183	ENSCGOG00000007440	Cottoperca_gobio
ENSMMOP00000003848	ENSMMOG00000003082	Mola_mola
ENSSLDP00000027035	ENSSLDG00000020989	Seriola_lalandi_dorsalis
ENSSDUP00000010915	ENSSDUG00000007935	Seriola_dumerili
ENSLCAP00010011475	ENSLCAG00010005405	Lates_calcarifer
ENSSMAP00000028312	ENSSMAG00000017288	Scophthalmus_maximus
ENSMALP00000028260	ENSMALG00000019566	Monopterus_albus
ENSMALP00000005617	ENSMALG00000004026	Monopterus_albus
ENSMAMP00000007771	ENSMAMG00000005280	Mastacembelus_armatus
ENSATEP00000005984	ENSATEG00000004191	Anabas_testudineus
ENSAPEP00000020787	ENSAPEG00000014814	Amphiprion_percula
ENSAOCP00000031212	ENSAOCG00000022724	Amphiprion_ocellaris
ENSAPOP00000014277	ENSAPOG00000017141	Acanthochromis_polyacanthus
ENSSPAP00000015137	ENSSPAG00000011409	Stegastes_partitus
ENSPRNP00000053850	ENSPRNG00000024622	Parambassis_ranga
ENSXCOP00000015656	ENSXCOG00000011823	Xiphophorus_couchianus
ENSXMAP00000002231	ENSXMAG00000002221	Xiphophorus_maculatus
ENSGAFP00000003239	ENSGAFG00000002179	Gambusia_affinis
ENSPFOP00000017087	ENSPFOG00000016976	Poecilia_formosa
ENSPMEP00000033281	ENSPMEG00000021766	Poecilia_mexicana
ENSPREP00000011214	ENSPREG00000007632	Poecilia_reticulata
ENSPLAP00000030199	ENSPLAG00000021087	Poecilia_latipinna
ENSFHEP00000028207	ENSFHEG00000012200	Fundulus_heteroclitus
ENSCVAP00000002106	ENSCVAG00000003198	Cyprinodon_variegatus
ENSKMAP00000019110	ENSKMAG00000014196	Kryptolebias_marmoratus
ENSORLP00000014039	ENSORLG00000011192	Oryzias_latipes_ASM223467v1
ENSORLP00015027430	ENSORLG00015009492	Oryzias_latipes_ASM223469v1
ENSORLP00020008577	ENSORLG00020009468	Oryzias_latipes_ASM223471v1
ENSOMEP00000002301	ENSOMEG00000003245	Oryzias_melastigma
ENSGWIP00000045591	ENSGWIG00000022392	Gouania_willdenowi
ENSACLP00000001791	ENSACLG00000001229	Astatotilapia_calliptera
ENSMZEP00005001797	ENSMZEG00005001467	Maylandia_zebra
ENSHBUP00000031154	ENSHBUG00000016658	Haplochromis_burtoni
ENSPNYP00000001588	ENSPNYG00000001250	Pundamilia_nyererei
ENSNBRP00000019145	ENSNBRG00000014747	Neolamprologus_brichardi
ENSONIP00000007672	ENSONIG00000006089	Oreochromis_niloticus
ENSACIP00000020659	ENSACIG00000016027	Amphilophus_citrinellus
ENSHHUP00000017425	ENSHHUG00000010621	Hucho_hucho
ENSHHUP00000044081	ENSHHUG00000024273	Hucho_hucho
ENSELUP00000031096	ENSELUG00000008554	Esox_lucius
ENSPKIP00000029369	ENSPKIG00000010648	Paramormyrops_kingsleyae
ENSPKIP00000029350	ENSPKIG00000010630	Paramormyrops_kingsleyae
ENSSFOP00015001792	ENSSFOG00015001214	Scleropages_formosus
ENSSPAP00000026824	ENSSPAG00000020227	Stegastes_partitus
ENSNBRP00000000456	ENSNBRG00000000427	Neolamprologus_brichardi
ENSSLDP00000012822	ENSSLDG00000010206	Seriola_lalandi_dorsalis
ENSLBEP00000000381	ENSLBEG00000000313	Labrus_bergylta
ENSPVIP00000001750	ENSPVIG00000001534	Pogona_vitticeps
ENSACAP00000008523	ENSACAG00000008639	Anolis_carolinensis
ENSNSUP00000026988	ENSNSUG00000019330	Notechis_scutatus
ENSSMRP00000021322	ENSSMRG00000016600	Salvator_merianae
ENSSPUP00000009174	ENSSPUG00000007137	Sphenodon_punctatus
ENSAOWP00000005689	ENSAOWG00000003896	Apteryx_owenii
ENSAHAP00000001974	ENSAHAG00000001655	Apteryx_haastii
ENSARWP00000019709	ENSARWG00000013505	Apteryx_rowi
ENSDNVP00000007880	ENSDNVG00000005616	Dromaius_novaehollandiae
ENSNPEP00000018154	ENSNPEG00000013522	Nothoprocta_perdicaria
ENSMVIP00005008029	ENSMVIG00005006029	Manacus_vitellinus
ENSLCOP00000008603	ENSLCOG00000005728	Lepidothrix_coronata
ENSTGUP00000010488	ENSTGUG00000010159	Taeniopygia_guttata
ENSTGUP00000016732	ENSTGUG00000016425	Taeniopygia_guttata
ENSLSDP00000005298	ENSLSDG00000004146	Lonchura_striata_domestica
ENSSCAP00000013366	ENSSCAG00000009919	Serinus_canaria
ENSZALP00000008957	ENSZALG00000007753	Zonotrichia_albicollis
ENSJHYP00000004269	ENSJHYG00000003550	Junco_hyemalis
ENSCCEP00000014507	ENSCCEG00000013829	Cyanistes_caeruleus
ENSPMJP00000019619	ENSPMJG00000014673	Parus_major
ENSFALP00000006520	ENSFALG00000006245	Ficedula_albicollis
ENSMUNP00000004410	ENSMUNG00000003670	Melopsittacus_undulatus
ENSCPGP00000001044	ENSCPGG00000000826	Calidris_pygmaea
ENSCPUP00000012426	ENSCPUG00000008802	Calidris_pugnax
ENSAPLP00000015074	ENSAPLG00000015182	Anas_platyrhynchos_platyrhynchos
ENSABRP00000022831	ENSABRG00000019314	Anser_brachyrhynchus
ENSMGAP00000010110	ENSMGAG00000009755	Meleagris_gallopavo
ENSCJPP00005010668	ENSCJPG00005009256	Coturnix_japonica
ENSGALP00000050000	ENSGALG00000014860	Gallus_gallus
ENSNMEP00000012646	ENSNMEG00000011669	Numida_meleagris
ENSCPRP00005018253	ENSCPRG00005012732	Crocodylus_porosus
ENSGAGP00000014551	ENSGAGG00000011052	Gopherus_agassizii
ENSCABP00000026078	ENSCABG00000019185	Chelonoidis_abingdonii
ENSCPBP00000040050	ENSCPBG00000027548	Chrysemys_picta_bellii
ENSPSIP00000008031	ENSPSIG00000007281	Pelodiscus_sinensis
ENSVURP00010013923	ENSVURG00010010688	Vombatus_ursinus
ENSVURP00010030269	ENSVURG00010023149	Vombatus_ursinus
ENSPCIP00000020591	ENSPCIG00000015661	Phascolarctos_cinereus
ENSMEUP00000004815	ENSMEUG00000005264	Notamacropus_eugenii
ENSMODP00000045874	ENSMODG00000024985	Monodelphis_domestica
ENSMODP00000048038	ENSMODG00000042631	Monodelphis_domestica
ENSMODP00000026834	ENSMODG00000021477	Monodelphis_domestica
ENSPTEP00000036405	ENSPTEG00000034196	Piliocolobus_tephrosceles
ENSCANP00000035599	ENSCANG00000041449	Colobus_angolensis_palliatus
ENSRROP00000018226	ENSRROG00000033173	Rhinopithecus_roxellana
ENSRBIP00000032915	ENSRBIG00000040234	Rhinopithecus_bieti
ENSCSAP00000013643	ENSCSAG00000017618	Chlorocebus_sabaeus
ENSMLEP00000017683	ENSMLEG00000033031	Mandrillus_leucophaeus
ENSPANP00000005005	ENSPANG00000005606	Papio_anubis
ENSTGEP00000017857	ENSTGEG00000014442	Theropithecus_gelada
ENSMFAP00000033446	ENSMFAG00000003203	Macaca_fascicularis
ENSMMUP00000005417	ENSMMUG00000004054	Macaca_mulatta
ENSMNEP00000022029	ENSMNEG00000034699	Macaca_nemestrina
ENSCATP00000026826	ENSCATG00000036813	Cercocebus_atys
ENSPPAP00000032011	ENSPPAG00000038900	Pan_paniscus
ENSPTRP00000090543	ENSPTRG00000009824	Pan_troglodytes
ENSP00000462468	ENSG00000176105	Homo_sapiens
ENSGGOP00000024442	ENSGGOG00000000651	Gorilla_gorilla
ENSPPYP00000010151	ENSPPYG00000009043	Pongo_abelii
ENSNLEP00000008358	ENSNLEG00000006863	Nomascus_leucogenys
ENSCATP00000012914	ENSCATG00000030608	Cercocebus_atys
ENSMLEP00000017623	ENSMLEG00000033023	Mandrillus_leucophaeus
ENSRROP00000034614	ENSRROG00000040833	Rhinopithecus_roxellana
ENSPPAP00000025160	ENSPPAG00000035689	Pan_paniscus
ENSPTRP00000081537	ENSPTRG00000044224	Pan_troglodytes
ENSCJAP00000061689	ENSCJAG00000000099	Callithrix_jacchus
ENSSBOP00000037485	ENSSBOG00000034837	Saimiri_boliviensis_boliviensis
ENSCCAP00000038285	ENSCCAG00000036987	Cebus_capucinus_imitator
ENSCCAP00000034027	ENSCCAG00000035015	Cebus_capucinus_imitator
ENSANAP00000034666	ENSANAG00000034897	Aotus_nancymaae
ENSTSYP00000002793	ENSTSYG00000003065	Carlito_syrichta
ENSPSMP00000033917	ENSPSMG00000023337	Prolemur_simus
ENSMICP00000046438	ENSMICG00000028620	Microcebus_murinus
ENSOGAP00000003013	ENSOGAG00000003375	Otolemur_garnettii
ENSSDAP00000014800	ENSSDAG00000013311	Spermophilus_dauricus
ENSMMMP00000012011	ENSMMMG00000010661	Marmota_marmota_marmota
ENSHGLP00000007821	ENSHGLG00000005673	Heterocephalus_glaber_HetGla_female_1.0
